date,FUTU SECURITIES INTERNATIONAL,IMPERIUM INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,WEST BULL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,KINGKEY SECURITIES GROUP LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,YUEN META (INTERNATIONAL) SECURITIES LTD,NANYANG COMMERCIAL BANK LTD
2025-03-14,36.5239298247523,20.967438784231312,15.831795718856762,9.556737887970693,5.6211129351526035,5.517747048481924,3.445833031776962,2.535404768777444,0.0,0.0
2025-03-17,36.492575431983745,20.966860335072663,15.836876546511135,9.584062211058216,5.620957860034395,5.517594825019122,3.445737968224442,2.535334822096287,0.0,0.0
2025-03-18,36.456581819473485,20.965992721175617,15.841738579125128,9.616769819212921,5.620725263399698,5.5173665055725305,3.4455953827300454,2.5352299093105777,0.0,0.0
2025-03-19,35.90329821980153,20.62517180802039,15.584216987836461,9.467225243720938,5.529355360607939,5.427676791584314,3.389584156344404,2.472306778566655,0.0,1.6011646535173725
2025-03-20,35.90249729861152,20.622373518567038,15.582102622417265,9.47272446754178,5.523178233158558,5.426940399622905,3.389124279564504,2.480111762627667,0.0,1.6009474178887566
2025-03-21,35.90757319488203,20.61594033349739,15.577241758566945,9.476550994088571,5.529593139344912,5.425247456183524,3.3880670363866114,2.479338087475871,0.0,1.6004479995741399
2025-03-24,35.92807870875966,20.60716411476901,15.570610516981715,9.47251682038757,5.520460515671669,5.4229379249392125,3.3866247341245383,2.491839976509568,0.0,1.5997666878570678
2025-03-25,35.92640657758555,20.60465001566401,15.568710883546128,9.479494576285422,5.521142581849241,5.422276319911581,3.386211561784782,2.4915359689993712,0.0,1.5995715143739164
2025-03-26,35.92261622911397,20.60325355899043,15.56765573190823,9.488340454798225,5.519412915494868,5.421908831313271,3.385982065155138,2.4913671079884483,0.0,1.5994631052374153
2025-03-27,35.91486520745061,20.60269502931979,15.56723371129854,9.497571320423932,5.519263290782976,5.421761849820998,3.385890275213213,2.4912995699927483,0.0,1.5994197456971941
2025-03-28,35.91416852217219,20.60074041392184,15.565756819335022,9.504802139660123,5.517384356300279,5.421247477347853,3.3855690496037343,2.4910632158413386,0.0,1.5992680058176163
2025-03-31,35.90777395005013,20.600182020497783,15.565334901672173,9.512676158018023,5.517234804823942,5.421100531709943,3.3854772820528596,2.4909956943207185,0.0,1.599224656854433
2025-04-01,35.8910242263287,20.59990283513725,15.565123951417851,9.530165574781918,5.5171600321259815,5.421027061878224,3.3854314001429504,2.490961934933044,0.0,1.599202983254076
2025-04-02,35.8810511485972,20.599623657343972,15.564913006881284,9.542233563905192,5.515730023056211,5.420953594037887,3.3853855194766607,2.490928176460409,0.0,1.5991813102411772
2025-04-03,35.87563019500317,20.599623657343972,15.564913006881284,9.547654517499229,5.515730023056211,5.420953594037887,3.3853855194766607,2.490928176460409,0.0,1.5991813102411772
2025-04-07,35.87020924140913,20.599623657343972,15.564913006881284,9.553075471093269,5.515730023056211,5.420953594037887,3.3853855194766607,2.490928176460409,0.0,1.5991813102411772
2025-04-08,35.86478828781509,20.599623657343972,15.564913006881284,9.558496424687306,5.515730023056211,5.420953594037887,3.3853855194766607,2.490928176460409,0.0,1.5991813102411772
2025-04-09,35.18425063488524,20.2125628104392,15.272452886703567,9.389533289770473,5.408101762721911,5.319095476431369,3.32177512503139,2.444124371420214,1.878970477049381,1.5691331655472536
2025-04-10,35.16915545208587,20.212294032634805,15.272249800316498,9.405365506106973,5.408029848154157,5.319024745430212,3.3217309535211674,2.4440918705251824,1.8789454913232226,1.5691122999019127
2025-04-11,35.15585789022229,20.212294032634805,15.272249800316498,9.418663067970549,5.408029848154157,5.319024745430212,3.3217309535211674,2.4440918705251824,1.8789454913232226,1.5691122999019127
2025-04-14,35.140368097204686,20.2125628104392,15.272452886703567,9.432086053581925,5.409431536591019,5.319095476431369,3.32177512503139,2.444124371420214,1.878970477049381,1.5691331655472536
2025-04-15,35.12462519195489,20.214982132389572,15.274280907269357,9.442524548681972,5.408749079909104,5.319732140102519,3.3221727214940233,2.4444169183771076,1.879195378491215,1.5693209813302431
2025-04-16,35.110858910693096,20.21471329023959,15.27407777226327,9.455698124579175,5.410007063472995,5.319661392168313,3.322128539409112,2.44438440970134,1.8791703867834564,1.5693001106896525
2025-04-17,35.10532715514071,20.212294032634805,15.272249800316498,9.46786404686578,5.409359604340515,5.319024745430212,3.3217309535211674,2.4440918705251824,1.8789454913232226,1.5691122999019127
2025-04-22,35.09202959327713,20.212294032634805,15.272249800316498,9.481161608729353,5.409359604340515,5.319024745430212,3.3217309535211674,2.4440918705251824,1.8789454913232226,1.5691122999019127
2025-04-23,35.08139154378627,20.212294032634805,15.272249800316498,9.491799658220215,5.409359604340515,5.319024745430212,3.3217309535211674,2.4440918705251824,1.8789454913232226,1.5691122999019127
2025-04-24,35.063776514677784,20.213637993143315,15.275924975476135,9.503069545986982,5.409719284724781,5.319378419248241,3.3219518228205263,2.4442543836445667,1.8790704265994411,1.5692166336782312
2025-04-25,35.04429488027036,20.213906806692407,15.281447573401477,9.515164684334485,5.411121088831453,5.319449159655896,3.3219960002051074,2.4442868888618845,1.8790954156484452,1.5692375020984897
2025-04-28,35.02926821484824,20.21444445524026,15.28185402862933,9.52871674485503,5.411265013577098,5.3195906461158575,3.322084358499353,2.4443519018902364,1.8791453957404267,1.569279240604178
2025-04-29,35.007655850623706,20.210412788134438,15.294761730388846,9.545431145132707,5.410185764567588,5.31852968108801,3.3214217858394623,2.4438643884599403,1.8787706098443393,1.568966255920963
2025-04-30,34.986447672931966,20.211218992895223,15.299360903437659,9.560438457823464,5.410401579928008,5.318741840235585,3.3215542792271227,2.443961875588251,1.8788455550632202,1.5690288428694976
2025-05-02,34.9700264560541,20.210950250828397,15.303146476104212,9.573608013550293,5.41032963956145,5.318671118639052,3.321510113590088,2.4439293790146444,1.878820572659245,1.5690079799985202
