date,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,CITIBANK N.A.,DBS BANK LTD,BOCOM INTERNATIONAL SECURITIES LTD
2024-03-01,38.82008086489459,0.0,5.626905837598887,24.009372778211045,26.985200999883325,0.7944322376849484,0.0,3.764007281727206,0.0,0.0
2024-03-04,24.700404465787653,36.56868061550907,3.5466220523763274,15.189110169814562,17.09390558719903,0.49639714764550846,0.0,2.4048799616678522,0.0,0.0
2024-03-05,24.77402339974672,36.5583042400283,3.5417420541983393,15.180467365367631,17.088595939381072,0.498213083505086,0.0,2.358653917772851,0.0,0.0
2024-03-06,24.825742413764022,36.53903131199597,3.5316368786645036,15.168433221757887,17.07691291819245,0.5047756271351025,0.0,2.353467628490063,0.0,0.0
2024-03-07,22.582762992139717,33.09562019089818,3.208908341750242,13.764801966715112,15.45235928390464,0.46065828295985856,9.347569759840525,2.087319181791724,0.0,0.0
2024-03-08,22.591030922476584,33.09266052035839,3.224328479419293,13.766514242755843,15.451254509246084,0.43914223039507255,9.346682777421716,2.08838631792701,0.0,0.0
2024-03-11,22.654121463915835,33.072999273469016,3.254988504311175,13.72854226033113,15.431432656753735,0.438882282909981,9.341150067256827,2.0778834910522996,0.0,0.0
2024-03-12,22.697671450280918,33.05604767216393,3.273999956346083,13.704719107805374,15.407400591107322,0.44263399499396516,9.335987378556649,2.08153984874576,0.0,0.0
2024-03-13,22.723649113714995,33.04929528570036,3.2797969657521393,13.693273306137199,15.381960585859828,0.4410273116214032,9.333069464513711,2.097927966700369,0.0,0.0
2024-03-14,22.466595433843974,32.64527710271574,3.2329249782244065,13.533704379655182,15.162717803575044,0.4356358788677685,9.218975359507075,2.1065910984498424,0.0,1.197577965160967
2024-03-15,22.496253761813975,32.63840597007665,3.2306579698182243,13.532210628375694,15.133856404397768,0.43556201320130333,9.217391489742063,2.1183358619621817,0.0,1.1973259006121386
2024-03-18,22.521567834564713,32.63887190160226,3.22981275809586,13.532065102415396,15.121896864832795,0.43506908563536634,9.217077407580963,2.1062960521626684,0.0,1.197342993109978
2024-03-19,22.57580300494542,32.66260961302121,3.139732698723987,13.557659106073938,15.132876930593689,0.39389499204155,9.223780835453315,2.113645059442414,0.0017839588494997127,1.198213800854977
2024-03-20,22.594806476251346,32.61798531894394,3.1549649589850084,13.54512228034476,15.103294491234228,0.3865101013252864,9.211179126239562,2.187778947307099,0.0017815215701376223,1.1965767777986354
2024-03-21,22.585694108114357,32.58064039521411,3.154629775905985,13.665255483850949,15.083394199234865,0.3874680789111068,9.200507452187715,2.1454405733477797,0.0017794575762393075,1.1951904756568932
2024-03-22,22.59184217869825,32.56850200387175,3.153540591209759,13.705026211356703,15.078186424219734,0.3859823787419942,9.197330834763072,2.1230327162785128,0.0017788431910032245,1.1947778176692256
2024-03-25,22.625377764803023,32.566292923254125,3.131576631340733,13.728231129295763,15.046228114627109,0.37163959514192557,9.197503104850739,2.136740582908027,0.0017786253884258837,1.194631528390129
2024-03-26,22.706644176835592,32.56698315115592,3.122749777201327,13.844793298872595,15.036622072633495,0.3421205974570214,9.197698041783989,1.98595337290749,0.0017786630855894145,1.1946568480669861
2024-03-27,22.73795194749573,32.5722317457345,3.1233670967084897,13.824797596060037,15.038224100023287,0.33952843710123737,9.198855865496643,1.9684802299453008,0.0017788525873915187,1.1947841288473875
2024-03-28,22.7448892683727,32.573528485899594,3.116854646106954,13.82829696556712,15.03798521705029,0.3379316954206351,9.19897089351546,1.9649648840902638,0.001778874831232697,1.1947990691457533
2024-04-02,22.74555190003592,32.56632703114138,3.11257400783056,13.83121546162704,15.003305943771872,0.3375902122206814,9.196937157049344,2.0101848854377637,0.0017784815521741143,1.1945349193332655
2024-04-03,22.747174412684434,32.57100438481503,3.1108804694613332,13.840461488972958,14.998788449798969,0.3376322453110608,9.198082260422433,1.999513935612761,0.0017787029895058686,1.1946836499315117
2024-04-05,22.710353705841253,32.569461983106294,3.113810381605496,13.878547510611355,14.994889435828588,0.338620604656573,9.197872717908798,2.0000085642597867,0.0017786624686793658,1.1946564337131829
2024-04-08,22.724063731645465,32.564076707191276,3.1180112205408554,13.882298251476346,14.99919589273883,0.33646065739884545,9.196150987844801,1.9835314131009374,0.001778329524667207,1.1944328085379763
2024-04-09,22.72592480477518,32.57017612246699,3.115705577618963,13.883435194787172,15.003981258940884,0.3359724553180701,9.196904141404938,1.9715913383905628,0.001778475167688333,1.1945306311295458
2024-04-10,22.763310668711693,32.57162996630757,3.115072850470469,13.88389484356315,15.004650995747198,0.3361721551026809,9.197314666125102,1.931591347698833,0.0017785545539697716,1.1945839517193368
2024-04-11,22.789200556644122,32.580571515289705,3.106686749999308,13.877925445419345,15.008737687853413,0.3362588436125505,9.199688805679834,1.904259067398237,0.0017790136593576064,1.1948923144441297
2024-04-12,22.837740047983935,32.58352608840953,3.067554545129748,13.895309031788694,15.00828454086261,0.3406533464258211,9.200774277885191,1.8693455980409026,0.0017792235653577952,1.1950332999082167
2024-04-15,22.873844259255044,32.57669032698971,3.059903406608153,13.876610886459556,15.005053988505509,0.34071939251910943,9.198793799506756,1.8718290321021347,0.0017788405852199104,1.194776067468805
2024-04-16,23.016160204408894,32.57622536244517,2.9797988241623092,13.917614697241193,15.006672996918462,0.3553351769921235,9.197751330751979,1.7538878963716138,0.0017788385078765685,1.194774672200376
2024-04-17,23.03309426813399,32.583435062361524,2.9347617463848303,14.018870255635033,15.015557826286537,0.3427268687464268,9.2000465157637,1.67469239496772,0.0017792273388045005,1.195035834381431
2024-04-18,23.076568086471056,32.58723925314039,2.881555313227936,14.117112520716105,15.019090362171026,0.34073441216015105,9.201120642296198,1.5796246171933592,0.0017794350676772494,1.1951753575561015
2024-04-19,23.081341355301124,32.58973279262865,2.897605537618496,14.152342718411756,15.020239606346175,0.3368189124672566,9.201824701866252,1.5230479930802725,0.0017795712280795955,1.1952668110519409
2024-04-22,23.096960468197967,32.59457959414443,2.89864001577707,14.16627786458777,15.02015238074723,0.316100829886475,9.200681184676371,1.5097100374936019,0.0017793500795187547,1.1951182744095667
2024-04-23,23.110067115235616,32.59477026094888,2.8822645243351444,14.175506645229927,15.020240243345626,0.31543105934870785,9.200735005419025,1.5040805202186722,0.001779360488089685,1.195125265430318
2024-04-24,23.10948511345852,32.59307107063423,2.666531875274435,14.179660651475498,15.021361043198192,0.7197059674673528,9.200255364062954,1.3130866840644058,0.001779267728665906,1.1950629626357425
2024-04-25,23.09670338040642,32.59289965221021,2.6639306551600206,14.199368256467936,15.021241039823865,0.7671689223553427,9.200181864618717,1.261673559984076,0.0017792535143659732,1.1950534154590495
2024-04-26,23.1222319623092,32.597621881519366,2.6494957113836013,14.190307755855045,15.02478680368233,0.7672591313686137,9.20126368545861,1.2500596676097078,0.0017794627312662057,1.1951939380822598
2024-04-29,23.130220621152734,32.6027602479131,2.6063520463626104,14.178937183865802,15.026786030412783,0.7665603595495597,9.20248802311839,1.288762815252445,0.0017796995099642783,1.195352972862607
2024-04-30,23.112731416057144,32.59697194990548,2.628737833199015,14.188173145399032,15.016040941736266,0.7664661037126503,9.201356490291962,1.2925366460957097,0.0017794806790990122,1.1952059929236423
2024-05-02,23.13421184607807,32.5951301899825,2.619880591928201,14.172801436236998,15.005273142256586,0.7665667469901213,9.20051515881494,1.3087448611851296,0.001779317971229834,1.1950967085562303
2024-05-03,23.12371751760287,32.59004463781269,2.6288757517234966,14.183772858745023,15.002931991939276,0.7662764469137604,9.199150839130194,1.3085406684044985,0.0017790403587669718,1.1949102473694242
2024-05-06,23.124382347797486,32.59187118021103,2.620269367993193,14.184180656516416,15.004252887115705,0.7662984781342568,9.19941532399246,1.312606064487607,0.0017790915079711185,1.1949446022438814
2024-05-07,23.11892965203629,32.58503982689843,2.623914277600162,14.180836047325194,15.001604242084344,0.7669488705587985,9.197246115224495,1.3290394602287556,0.001778672000778304,1.1946628360427558
2024-05-08,23.125477441130375,32.50913790360927,2.7332628567575865,14.173577829625616,14.966668442941444,0.7652077811297828,9.17582752973429,1.3571849850512143,0.00177452982193146,1.1918807001984844
2024-05-09,23.160268922079627,32.48936280689292,2.737089769103135,14.167616310185213,14.957564316069227,0.7672332986371657,9.170245933649179,1.3576895060601855,0.001773450387005846,1.1911556869363464
2024-05-10,23.152176681508372,32.46449746258942,2.7126221762205414,14.169353495327904,14.945871974866659,0.7632489093003184,9.163077544324421,1.4371551322965537,0.0017720640792760227,1.1902245594865335
2024-05-13,23.163377188368628,32.458017980029354,2.681488737987314,14.16436399385485,14.941117266905113,0.7631320091620601,9.161248715733638,1.4754953910893998,0.0017717103988190799,1.1899870064708231
2024-05-14,23.0544026593973,32.48678885876083,2.686493888180447,14.24801240569141,14.95216475899813,0.7636771102557638,9.168218250732894,1.447576705704687,0.0017730582497525347,1.1908923040287873
2024-05-16,23.02787800694299,32.44845002896972,2.679204420912243,14.315800496205428,14.933585891691381,0.7657177601765099,9.157423495724528,1.4806787936336483,0.0017709706326280066,1.189490135110927
2024-05-17,23.059923746351153,32.44157689697497,2.6781306100500593,14.325080266876464,14.931905919697927,0.7626921392888824,9.155950627326892,1.4536127000638892,0.0017707714051225952,1.1893563219646424
2024-05-20,23.0214837810433,32.406897284474,2.671405301140601,14.401239444558653,14.918852840425888,0.7666540770092438,9.146862011863037,1.4766605333606955,0.0017690136564157035,1.1881757124681716
2024-05-21,22.982845294469676,32.36465780265457,2.676020316058084,14.442551803533323,14.897082671177364,0.7609543175824751,9.135139364248717,1.5523287411187157,0.0017667464828547397,1.1866529426742145
