date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD,MERRILL LYNCH FAR EAST LTD
2024-03-26,100.0,0.0,0.0,0.0
2024-05-03,44.827586206896555,0.0,55.172413793103445,0.0
2024-05-08,17.24137931034483,0.0,82.75862068965517,0.0
2024-05-09,14.705882352941178,0.0,85.12605042016807,0.16806722689075632
2024-05-29,0.3940886699507389,0.0,99.4088669950739,0.19704433497536944
2024-07-04,26.995073891625616,0.0,72.80788177339902,0.19704433497536944
2024-07-08,72.3152709359606,0.0,27.48768472906404,0.19704433497536944
2024-07-09,78.28438948995363,0.0,21.561051004636784,0.1545595054095827
2024-08-02,78.3179012345679,0.0,21.52777777777778,0.15432098765432098
2024-11-05,82.92831105710815,0.0,16.950182260024302,0.12150668286755771
2025-01-08,83.15412186379928,0.0,16.666666666666664,0.17921146953405018
2025-04-11,61.29032258064516,21.863799283154123,16.666666666666664,0.17921146953405018
2025-04-14,61.29032258064516,21.863799283154123,16.666666666666664,0.17921146953405018
2025-04-22,61.29032258064516,21.863799283154123,16.666666666666664,0.17921146953405018
