date,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,DBS BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOOM SECURITIES (H.K.) LTD
2025-03-26,99.51501015905839,0.3907330151363959,0.03125864121091167,0.013224809743078015,0.010820298880700194,0.011060749966937976,0.010820298880700194,0.009858494535749066,0.0072135325871334624
2025-03-27,99.51550527251327,0.3903341260118662,0.031226730080949297,0.013211308880401625,0.0108092527203286,0.011049458336335903,0.0108092527203286,0.009848430256299391,0.007206168480219067
2025-03-28,99.51643451367744,0.3895854810481647,0.03116683848385318,0.013185970127784039,0.010788521013641484,0.011028265925055741,0.010788521013641484,0.009829541367984465,0.007192347342427657
2025-03-31,99.52432148318043,0.3820240825688073,0.03105886850152905,0.013140290519877675,0.010751146788990827,0.01099006116207951,0.010751146788990827,0.009795489296636085,0.007167431192660551
2025-04-01,99.5247189133704,0.3817049008140173,0.031032918765367262,0.013129311785347689,0.010742164188011745,0.010980878947745338,0.010742164188011745,0.009787305149077366,0.0071614427920078305
2025-04-02,99.52488903736935,0.38156827184651365,0.03102181071922875,0.013124612227366009,0.010738319095117644,0.01097694840834248,0.010738319095117644,0.009783801842218297,0.007158879396745097
2025-04-03,99.5239233877717,0.38234379857009637,0.031084861672365557,0.013151287630616196,0.010760144425049616,0.010999258745606274,0.010760144425049616,0.009803687142822985,0.007173429616699744
2025-04-07,99.52379807692307,0.3819711538461538,0.03125,0.013221153846153846,0.010817307692307692,0.011057692307692308,0.010817307692307692,0.00985576923076923,0.007211538461538462
2025-04-08,99.5210603545741,0.3846431406509345,0.03127180005292151,0.01323037694546679,0.010824853864472829,0.011065406172572225,0.010824853864472829,0.009862644632075245,0.007216569242981887
2025-04-09,99.53385772339185,0.3708495454992787,0.031204168876961962,0.013201763755637754,0.01200160341421614,0.011041475141078849,0.010801443072794525,0.009841314799657235,0.007200962048529683
2025-04-10,99.54234836691765,0.3624274725301083,0.031181715042299198,0.013192264056357351,0.01199296732396123,0.01103352993804433,0.010793670591565106,0.009834233205648208,0.007195780394376737
2025-04-11,99.54442457337558,0.36078326500497837,0.031040254434577887,0.013132415337706028,0.011938559397914572,0.010983474646081407,0.010744703458123115,0.00978961870628995,0.007163135638748744
2025-04-14,99.54466225734821,0.36054535469544663,0.03104032854993911,0.01313244669420501,0.011938587903822736,0.010983500871516916,0.010744729113440462,0.009789642081134644,0.007163152742293641
2025-04-15,99.54574688549582,0.3596865248564827,0.03096638955718063,0.013101164812653342,0.011910149829684857,0.010957337843310069,0.010719134846716372,0.009766322860341584,0.007146089897810914
2025-04-16,99.54595238095239,0.3595238095238095,0.03095238095238095,0.013095238095238096,0.011904761904761904,0.010952380952380951,0.010714285714285714,0.009761904761904762,0.0071428571428571435
2025-04-22,99.54361613019026,0.3613736986957042,0.03111164293406725,0.013162618164413067,0.011966016513102789,0.011008735192054565,0.01076941486179251,0.009812133540744285,0.007179609907861673
2025-04-23,99.54386174729414,0.36117921425581534,0.031094899240566885,0.01315553429408599,0.011959576630987264,0.011002810500508282,0.010763618967888536,0.009806852837409556,0.007175745978592358
2025-04-24,99.54314745095412,0.3618941919928817,0.031094676113069812,0.013155439893991074,0.011959490812719157,0.011002731547701625,0.010763541731447241,0.009806782466429709,0.007175694487631495
2025-04-25,99.54391109370597,0.3610504849824967,0.031042700428389268,0.013133450181241612,0.012178290168060405,0.010984340151583893,0.010745550148288591,0.009790390135107385,0.007163700098859062
2025-04-29,99.54281939211734,0.36191470110920154,0.031117004724997486,0.013164886614422014,0.012207440315191321,0.011010632441152957,0.010771270866345285,0.009813824567114592,0.007180847244230189
2025-05-02,99.54391109370597,0.3610504849824967,0.031042700428389268,0.013133450181241612,0.012178290168060405,0.010984340151583893,0.010745550148288591,0.009790390135107385,0.007163700098859062
