date,CITYLINE SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE BANK OF EAST ASIA LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,0.0,0.0,64.5652679723574,0.0,35.434732027642596,0.0
2024-03-04,44.23810298534075,0.0,0.0,39.66586423794255,6.856825530879072,5.9652649895000724,0.0,3.2739422563375515,0.0
2024-03-05,42.9718039596722,0.0,0.0,38.53044382325045,6.660551484231804,5.809468321991911,0.0,3.1802268931207087,2.8475055177329267
2024-03-08,42.970554261813135,0.0,0.0,38.529323288185175,6.663265964384565,5.809299372135136,0.0,3.180134406364895,2.8474227071170968
2024-03-11,42.96948315007108,0.0,0.0,38.528362881429985,6.663930759680109,5.810816342111885,0.0,3.1800551362841976,2.8473517304227403
2024-03-12,42.95253099409884,0.0,0.0,38.51025585796039,6.664623972673402,5.847560218039952,0.0,3.178800553107519,2.8462284041198993
2024-03-13,42.9518175125581,0.0,0.0,38.509616166746675,6.664928540344625,5.848708904465167,0.0,3.1787477502699715,2.8461811256154648
2024-03-14,42.95074733468935,0.0,0.0,38.50865666977211,6.664762478477311,5.8510547569547535,0.0,3.178668549302709,2.846110210803765
2024-03-19,38.843969737851545,0.0,9.56084641699227,34.826613904290085,6.028255828196057,5.291600449757496,0.0,2.874737055763687,2.573976607148862
2024-03-20,38.84178164144412,0.0,9.56030785067585,34.824652107149355,6.033549294265787,5.291302371780097,0.0,2.8745751206714085,2.5738316140133795
2024-03-21,38.8403230474522,0.0,9.559948840172144,34.82146675563607,6.033322721271999,5.296736500391593,0.0,2.8744671740782515,2.573734960997741
2024-03-22,38.83959379153552,0.0,9.559769345031324,34.82081295673156,6.035087015438469,5.296637050229264,0.0,2.874413203821839,2.57368663721202
2024-03-25,38.817175248361075,0.0,9.55267511298448,34.79921289553866,6.065380341540305,5.322477740539219,0.0,2.8708775775945394,2.572201083441722
2024-03-26,38.81309663349685,0.0,9.551671390213318,34.79630697508099,6.083505970929307,5.312912286735782,0.0,2.870575927516026,2.571930816027734
2024-03-27,38.81324228355464,0.0,9.551707233823095,34.79568703156906,6.083528799898729,5.313307484055523,0.0,2.8705866996415708,2.571940467457392
2024-03-28,38.79300740429532,0.0,9.546727550827669,34.77342095398815,6.133991430906424,5.3131628976869,0.0,2.8690901491898897,2.5705996131056494
2024-04-02,38.79300740429532,0.0,9.546727550827669,34.77267082510241,6.134741559792163,5.3131628976869,0.0,2.8690901491898897,2.5705996131056494
2024-04-03,38.785329571471536,0.03464140818603931,9.544838082001869,34.750939076735406,6.133527384267634,5.3121113273338,0.0,2.868522304725235,2.570090845278484
2024-04-05,38.785838622314685,0.034641862848620225,9.543838370977944,34.75120767932432,6.133607885769643,5.3121810478899985,0.0,2.8685599535918023,2.5701245772829866
2024-04-08,38.78542767180175,0.03464149580508546,9.543737250429485,34.750918037887935,6.134667871370765,5.312124763338626,0.0,2.868529560122789,2.569953349243571
2024-04-10,38.784991350935584,0.034641106101829314,9.543629887124412,34.750527103674536,6.1345988587606195,5.31318996483873,0.0,2.868497290289055,2.569924438275234
2024-04-11,38.78660738713616,0.03464254947669001,9.542902529417615,34.751975037729245,6.134854466238833,5.313786349619748,0.0,2.8686168106318704,2.566614869749843
2024-04-15,38.786025592772425,0.03464202984268775,9.542759387047626,34.75145376235696,6.136637428873979,5.313706643474856,0.0,2.8685737817307997,2.566201373900665
2024-04-16,38.785589258453484,0.034641640127416155,9.542652033088196,34.751062816090155,6.138443356650974,5.313646865435371,0.0,2.8685415109021117,2.5654225192522904
2024-04-17,38.78580742438578,0.03464183498395589,9.542143217519586,34.751258288124035,6.148227750523101,5.31367675428699,0.0,2.868557646225695,2.555687083950852
2024-04-18,38.784934775382254,0.03464105557094927,9.5419285270871,34.7504764131824,6.1503393387810545,5.313557200897939,0.0,2.8684931060204564,2.5556295830778466
2024-04-19,38.78478933769936,0.03464092567219129,9.541892746287585,34.75034610411269,6.151066245907262,5.313537275856122,0.0,2.8681073646142248,2.5556199998505686
2024-04-23,38.784062165645636,0.034640276193014165,9.541713846315115,34.749694573423064,6.153200787937432,5.3134376528884735,0.0,2.8676786128050455,2.555572084792228
2024-04-24,38.784062165645636,26.419896735382846,9.541713846315115,8.364438114233229,6.153200787937432,5.3134376528884735,0.0,2.8676786128050455,2.555572084792228
2024-04-25,38.784062165645636,26.419896735382846,9.540213934486495,8.364438114233229,6.155075677723207,5.3134376528884735,0.0,2.86730363484789,2.555572084792228
2024-04-29,38.78352698443354,26.419532167269843,9.540082289089598,8.364202702074497,6.156490634975067,5.3133643327707585,0.0,2.8672640689295967,2.555536820457098
2024-04-30,38.784254136418724,26.42002750683169,9.54026115600333,8.364359522432835,6.161480800532028,5.3134639529890055,0.0,2.8605681905993143,2.555584734193075
2024-05-02,38.78512675479384,26.420621938824436,9.540475805153443,8.362297785125339,6.161619429506189,5.313583502181949,0.0,2.8606325513668986,2.555642233047904
2024-05-03,38.78047157166466,26.41745080484079,9.539330709965451,8.36129410070227,6.160879881405752,5.31294573955631,0.0,2.872291699663234,2.5553354922015292
2024-05-06,38.78050203398526,26.41747155592563,9.539338203173726,8.361222117883976,6.160884720818234,5.312949912910834,0.0,2.872293955867635,2.5553374994347022
2024-05-07,38.77962962369663,26.416877265682437,9.539123605209317,8.36328363355471,6.160746124901842,5.312830392225853,0.0,2.8722293404380332,2.5552800142911765
2024-05-09,38.781665308764794,26.418263984511864,9.53962434881298,8.363722653003295,6.162569344207965,5.313109282189581,0.0,2.865630928193311,2.5554141503162118
2024-05-10,38.78151989560083,26.41816492833875,9.539588579669275,8.363691292942715,6.162921190823656,5.313089360506872,0.0,2.865620183413357,2.5554045687045437
2024-05-13,38.78253781064889,26.418858337150347,9.539838969308303,8.359786222894797,6.1645828045141124,5.313228815423191,0.0,2.8656953985651756,2.5554716414951764
2024-05-14,38.782353055098575,26.418732480747277,9.53979352261249,8.35984782490216,6.164928398583403,5.313203503812111,0.0,2.8656817467218385,2.5554594675221436
2024-05-16,38.78364441763298,26.419612163351463,9.54011117564204,8.360171185342988,6.16550865033894,5.313380421183079,0.0,2.8620274281047036,2.5555445584038097
2024-05-20,38.78480788094326,26.42040472036578,9.540397367656626,8.360421980558032,6.1660685934492,5.313539816290642,0.0,2.858738419028412,2.5556212217080487
2024-05-21,38.7837898467294,26.419711230377846,9.540146948704857,8.360202533922003,6.168531572069236,5.313400345048544,0.0,2.858663382082813,2.555554141065304
2024-05-22,38.78364441763298,26.419612163351463,9.54011117564204,8.360171185342988,6.168883415602924,5.313380421183079,0.0,2.8586526628407203,2.5555445584038097
2024-05-23,38.783795663915946,26.419715193074357,9.54014837963295,8.360203787870054,6.1692824480492705,5.313401142006271,0.0,2.8586638108541687,2.554789574596993
2024-05-24,38.78292310543499,26.419120801881807,9.539933745215773,8.360015699865958,6.1691436514299784,5.3155314026847815,0.0,2.8585994965881287,2.554732096898583
