date,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHINA MERCHANTS BANK CO LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CINDA INTERNATIONAL SECURITIES LTD
2025-02-12,28.860369475052483,16.06646057605196,12.896322026554468,11.913622842504074,8.98449068434436,8.208951957739266,7.361198846320495,3.665572995613158,1.0613326252919577,0.9816779705277776
2025-02-13,28.858014786114822,16.06531214807121,12.895108445123906,11.912771258686988,8.983848474416053,8.20836518319261,7.3595056512834285,3.665310981053467,1.0701552717109064,0.9816078003466042
2025-02-14,28.839859871738614,16.051187926693615,12.886785053568591,11.90521661420847,8.978151245803224,8.203159737762466,7.3516312579908245,3.6629865746862347,1.1400364170200732,0.9809853005278865
2025-02-17,28.837211336343998,16.049713850899263,12.885018498380479,11.904123287551421,8.977326728920739,8.202406392947001,7.350081486167759,3.6626501809022076,1.1505730270580723,0.9808952108290598
2025-02-18,28.835403885145226,16.048707891127307,12.88129565089374,11.903377164021812,8.97676405038124,8.201746522478714,7.34772589129931,3.662420614270992,1.1617245998463666,0.9808337305352824
2025-02-19,28.83452394313642,16.048380396552503,12.880741273031775,11.903134260264729,8.976580867937784,8.201579155267082,7.3458268409752465,3.6623458778566986,1.1660736696192624,0.9808137153585021
2025-02-20,28.831127946446923,16.046976999750772,12.879469133085466,11.902093356439005,8.975795884994382,8.200861944578449,7.344309985235883,3.662025613483297,1.1766111907048735,0.9807279452809481
2025-02-21,28.829993441667273,16.046345551264302,12.877504918749544,11.901625009108797,8.97544268745901,8.200539240690812,7.343875245937477,3.661881512788749,1.182103038694163,0.9806893536398748
2025-02-24,28.82835487015968,16.04543354673421,12.876773017346533,11.900948572477844,8.97493256231155,8.200073157686877,7.3403974706677015,3.6616733873612084,1.1907797997344756,0.9806336155199223
2025-02-25,28.826758492452203,16.044253577897692,12.875914238291411,11.900289554331147,8.974435573068387,8.199619076486352,7.338679474867646,3.6614706212375787,1.198000078691162,0.9805793126764175
2025-02-26,28.82380626951665,16.04317815213479,12.867765451941137,11.89949189316788,8.973834028149149,8.199069466524254,7.3374589995526565,3.661225197552578,1.2136569557595884,0.9805135857013172
2025-02-27,28.817700259903727,16.0400228435566,12.864360555238283,11.897151548350253,8.972069090103844,8.197456906096665,7.333830608034872,3.6605051223179217,1.2365823242153355,0.980320742182492
2025-02-28,28.814245716466658,16.038667610631848,12.861816899890163,11.89614634956429,8.971311033612734,8.19676429713926,7.33044316834337,3.6601958436397437,1.2501711665253632,0.9802379141865729
2025-03-03,28.811458155792813,16.038737703270243,12.861873108965815,11.896198338439216,8.971350240289718,8.196800118870208,7.329455484126603,3.6602118395310455,1.2536728126643388,0.9802421980500041
2025-03-04,28.81078663731884,16.038363882944708,12.86142766202608,11.895921069690406,8.971141141972296,8.196609073256429,7.328993312249901,3.6601265297263286,1.256411339603979,0.9802193512110348
2025-03-05,28.809905316824473,16.037873270211218,12.861034231609613,11.895557174071376,8.97086671522214,8.196358339402767,7.328769118718135,3.660014566642389,1.2594319009468318,0.9801893663510561
2025-03-06,28.809695486558727,16.037756462079663,12.860940561248643,11.895470535538708,8.970801377994334,8.196298643127143,7.327696083786717,3.659987909774874,1.261170712522123,0.980182227369065
2025-03-07,28.808880809422675,16.037546211730568,12.860771958037272,11.89531458936016,8.970683773382627,8.196191192022303,7.327454356356899,3.659939928391846,1.2630478038321142,0.9801693774635332
2025-03-10,28.80858706434326,16.037382687492443,12.860640825262445,11.895193300714764,8.970592305260872,8.196107620888508,7.325631699540145,3.6599026104081305,1.2658025027639357,0.9801593833254919
2025-03-11,28.808251363015984,16.037195806732125,12.859762661154884,11.895054688148644,8.970487772548575,8.196012113108113,7.325546335260419,3.6598599622157257,1.2676813361125312,0.9801479617030016
2025-03-12,28.807286265279252,16.03665854880621,12.859331849590417,11.89465619501509,8.970187254570666,8.195737540637854,7.3253009240378,3.659737354198954,1.2709889418427154,0.9801151260210442
2025-03-13,28.804223557254687,16.034953577280177,12.857964682322956,11.893391589295467,8.96923356999818,8.194866193336974,7.323502639723284,3.659202621518296,1.28265064627708,0.9800109229929
2025-03-14,28.80349772362507,16.03511705198524,12.858095767952484,11.893512841201366,8.969325010413359,8.194949739156272,7.323577302080634,3.6592399267132523,1.282663722768701,0.9800209141036209
2025-03-17,28.803116920948185,16.03612132687616,12.854968503076867,11.894257728580273,8.969886756727233,8.19546298656374,7.323890325164767,3.6594691038852276,1.2827440556384955,0.9800822925390525
2025-03-18,28.802613507101064,16.035841051461798,12.854743827075083,11.89404984364691,8.969729983235919,8.195319748262056,7.3237623199973205,3.659405144577453,1.2844694117424302,0.9800651628999676
2025-03-19,28.802739358913108,16.035911119396896,12.854799995339244,11.894101814198992,8.969769176094987,8.195355557368071,7.3233573750626295,3.6594211341947966,1.2844750241776681,0.9800694452536033
2025-03-20,28.80257155674145,16.035817695619496,12.85472510442944,11.894032520230473,8.969716919025675,8.195307811962923,7.323023414332905,3.659399814736057,1.2853414274645056,0.9800637354570717
2025-03-21,28.8024457063958,16.03574762850081,12.854668936819738,11.893980550283938,8.969677726623274,8.195272003274146,7.3228457698979454,3.6593838253050217,1.2859183997459915,0.9800594531533329
2025-03-24,28.802361806776354,16.03570091742852,12.854631492019289,11.893945903905225,8.96965159854528,8.19524813098881,7.3228244389325265,3.659373165761958,1.2862059473370686,0.9800565983049637
2025-03-25,28.797077115967372,16.03188494857431,12.851981669358208,11.891763588891527,8.968005836448386,8.193744457339902,7.321480838596282,3.6587017397217787,1.3054830287206265,0.9798767763816059
2025-03-26,28.79657391322075,16.0316048059575,12.851757092660737,11.89155579113219,8.967849128698138,8.193601279103463,7.321352902373709,3.6586378072345647,1.307207625693321,0.9798596539256273
2025-03-27,28.796531980452343,16.031581461181364,12.85173837829022,11.89153847498005,8.96783606996616,8.193589347809626,7.320905389584293,3.6586324796281517,1.3077881910264848,0.9798582270813069
2025-03-28,28.793555066008743,16.02992415583508,12.850409797278115,11.890309157065419,8.966908997194247,8.192742314754012,7.318692550847914,3.6582542592271725,1.3194467700344932,0.9797569317548117
2025-03-31,28.79351314203179,16.02990081595331,12.850099882936034,11.889855038700997,8.966895941200109,8.192730385961642,7.31839069079388,3.658248932737725,1.320609664474872,0.9797555052096377
2025-04-01,28.790494936495087,16.028220523063844,12.848752904454368,11.888608715401325,8.965956009527194,8.191871604190567,7.317623559419751,3.6578654662559185,1.3309534763188697,0.9796528048730775
2025-04-02,28.790411106484704,16.02817385328981,12.848715492416412,11.888574099039422,8.965929903126902,8.191847751711366,7.316728734942742,3.6578548155567656,1.3321142910385833,0.9796499523932924
2025-04-03,28.790201533594512,16.02805718004376,12.84862196327468,11.888487559016601,8.965864637791297,8.191788121121064,7.31667547457136,3.6578281890802367,1.3328325202399827,0.9796428212665039
2025-04-07,28.790117705292733,16.02801051122095,12.848584551999242,11.888452943360242,8.965838531923103,8.19176426912802,7.316654170639918,3.657817538598164,1.3331198089927716,0.9796399688448575
2025-04-08,28.7907883453759,16.028383869413236,12.835052972255262,11.888729874255498,8.966047383125458,8.19195508896165,7.316679017396329,3.6579027441913956,1.3447979163421264,0.9796627886831404
2025-04-09,28.789572833229972,16.02770717049693,12.834511091894285,11.888227946507342,8.965668847485361,8.191609234558843,7.314768713841064,3.6577483119764507,1.3505644215007178,0.9796214285090362
2025-04-10,28.777884009505556,16.021199778223078,12.8293001657506,11.88340121977307,8.962028705850166,8.188283368040548,7.3117988524062945,3.656263233490061,1.3906169735017324,0.9792236934588906
2025-04-11,28.777842131150884,16.021176463740108,12.826371042146285,11.883383926726408,8.96201566406375,8.188271452229262,7.311788212078967,3.656257912796976,1.393670926601259,0.9792222684661034
2025-04-14,28.77771649681816,16.021106520698332,12.826315046545233,11.883332047888402,8.961976538932246,8.188235705003486,7.3117562912827925,3.6562419508106307,1.3941014085080932,0.9792179935126263
2025-04-15,28.77767461895102,16.021083206486782,12.826296381453531,11.88331475504306,8.96196349729766,8.18822378933092,7.311163563655626,3.6562366301794866,1.3948269890654876,0.9792165685364285
2025-04-16,28.777590863582386,16.021036578267246,12.826259051433095,11.883280169503365,8.961937414142355,8.188199958089827,7.31114228503574,3.6562259889636546,1.395113972385853,0.9792137185964748
2025-04-22,28.777548986080898,16.02101326425926,12.826240386504361,11.88326287680901,8.961924372621638,8.1881880425213,7.311277166992877,3.656220668378966,1.3951119421989713,0.979212293632719
2025-04-23,28.777507108701283,16.020989950319127,12.825494116585611,11.883245584164987,8.961911331138877,8.188176126987454,7.3067553762736726,3.656215347809763,1.4004941893461158,0.9792108686731104
2025-04-24,28.777006683731305,16.020873381636257,12.825400798322445,11.883159121699789,8.96184612429441,8.188116549838401,7.307720851990204,3.656188745196023,1.4004839993538913,0.9792037439372749
2025-04-29,28.776169182390852,16.020407123867344,12.825027538849056,11.882813284420651,8.961585306405166,8.1878782499116,7.310418488644681,3.6560823386121584,1.4004432408677976,0.9791752460306952
2025-04-30,28.774976863842987,16.01982433981922,12.824560995058466,11.882381016128376,8.96125930539145,8.187580394507854,7.310152553125855,3.655949339091666,1.4041755670541123,0.9791396259800127
2025-05-02,28.773705018122982,16.019521308870583,12.81122271549322,11.882156249045106,8.961089794237605,8.18742551826194,7.318453719103266,3.6558801831650536,1.4114243891224287,0.9791211045778168
