date,ABN AMRO CLEARING HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,CMB INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-04-16,92.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2024-04-23,87.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
2024-04-26,15.909090909090908,0.0,0.0,81.81818181818183,2.272727272727273,0.0,0.0,0.0,0.0,0.0
2024-05-21,49.31506849315068,0.0,0.0,49.31506849315068,1.36986301369863,0.0,0.0,0.0,0.0,0.0
2024-05-22,44.38356164383562,0.0,0.0,49.31506849315068,1.36986301369863,0.0,0.0,0.0,0.0,4.931506849315069
2024-05-24,15.342465753424658,0.0,0.0,49.589041095890416,1.36986301369863,0.0,0.0,0.0,0.0,33.6986301369863
2024-05-29,23.56164383561644,0.0,0.0,49.589041095890416,1.36986301369863,0.0,0.0,0.0,0.0,25.47945205479452
2024-06-05,26.301369863013697,0.0,0.0,49.589041095890416,1.36986301369863,0.0,0.0,0.0,0.0,22.73972602739726
2024-06-13,39.550561797752806,0.0,0.0,40.67415730337079,1.1235955056179776,0.0,0.0,0.0,0.0,18.651685393258425
2024-06-14,39.414414414414416,0.0,0.0,40.765765765765764,1.1261261261261262,0.0,0.0,0.0,0.0,18.693693693693696
2024-06-19,22.701149425287355,0.0,0.0,52.01149425287356,1.4367816091954022,0.0,0.0,0.0,0.0,23.850574712643677
2024-06-20,7.0661896243291595,68.87298747763863,0.0,16.189624329159212,0.4472271914132379,0.0,0.0,0.0,0.0,7.4239713774597496
2024-06-21,7.479964381121995,68.56634016028495,0.0,16.117542297417632,0.44523597506678536,0.0,0.0,0.0,0.0,7.390917186108638
2024-06-27,45.142555438225976,40.65469904963041,0.0,9.55649419218585,0.26399155227032733,0.0,0.0,0.0,0.0,4.382259767687434
2024-07-15,45.62433297758805,41.088580576307365,0.0,9.658484525080043,0.26680896478121663,0.0,0.0,0.0,0.0,3.3617929562433297
