date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CLSA LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,55.36044539122822,0.0,0.0,23.895422484574443,0.0,0.8621911868588298,15.977941297650142,0.1481572746714696,0.0,3.7558423650169015
2024-03-04,55.298059380581485,0.0,0.0,23.967073839935097,0.0,0.8719390112949815,15.962661536910494,0.14801559135528725,0.0,3.7522506399226474
2024-03-05,54.9116040853434,0.6934300661271915,0.0,23.816100106408197,0.0,0.8837089157734617,15.827284947533032,0.14678622162714824,0.0,3.721085657187561
2024-03-06,54.736030079452235,0.7049460500358147,0.0,23.926786330514698,0.0,0.9142873133653387,15.862023350886723,0.14633290726647782,0.0,3.7095939684787083
2024-03-07,54.656938975009176,0.704861923833239,0.0,24.04605706333211,0.0,0.9182869501804007,15.813425482948704,0.1549410509313683,0.0,3.705488553765012
2024-03-08,54.20050819137534,0.6987085369985633,0.4113969677997547,24.08008195868087,0.19975424007750187,0.9092647122453773,15.666743020248166,0.15386191300419458,0.0,3.6796804595702253
2024-03-11,53.632198072490525,0.728525350093471,0.4114509566359173,23.90088190696679,0.19964219804511577,1.7409961023040728,15.553642517527935,0.1538821047563537,0.0,3.6787807911798183
2024-03-12,53.630986935152315,0.6816152491282454,0.4040426499788479,23.849113826060165,0.19870269952758537,1.751476491036987,15.63495164168115,0.1698057683186259,0.0,3.6793047391160765
2024-03-13,53.52964716130558,0.7036737540984694,0.40376694384074396,23.883878727313327,0.19856711098533505,1.725408630939879,15.708573677379986,0.16968989814350113,0.0,3.676794095993173
2024-03-14,53.36996596829574,0.6975241659725313,0.40340703054238525,23.98340945098457,0.1965953495867066,1.7287744602097779,15.776025765919051,0.1707811652708903,0.0,3.6735166432183455
2024-03-15,53.329613871045545,0.690486562159817,0.40107521258089635,23.96889465878154,0.19529659594723153,1.7310560646875288,15.843099818186593,0.17061143723068103,0.0,3.669865779380166
2024-03-18,53.02267271828763,0.6550333048214776,0.383494137135577,24.192210949240593,0.1948430922798626,1.8313159138288262,15.888870746954387,0.17021525565821724,0.0,3.6613438817934294
2024-03-19,55.11566607735844,0.6566613669046333,0.39371033124727606,22.243625071134854,0.20003366668322312,1.059624667903146,16.39690657540611,0.1748910169683361,0.0,3.7588812263939793
2024-03-20,54.76410763281571,0.6530505839452222,0.39137704390938677,22.640890961204043,0.19884818592597478,1.057557787024156,16.38370869392355,0.1738545417655899,0.0,3.736604569486375
2024-03-21,54.62924782119586,0.641880014508337,0.38996542698331843,22.430061372750504,0.19687167411752024,1.407048990991393,16.408569814179724,0.17322748400211263,0.0,3.723127401271234
2024-03-22,54.78063885156858,0.6389366783876496,0.39013327607832377,22.164508689781275,0.19695641171230768,1.430471880965648,16.500042288935308,0.17358201112401975,0.0,3.7247299114468855
2024-03-25,54.67555995144038,0.6873757545531634,0.38934314584232654,22.137743933190002,0.1965575192680852,1.4366552531987744,16.585649205597488,0.173230458452602,0.0,3.717884778457184
2024-03-26,54.6369697466883,0.7166654668249341,0.3888324312197703,22.090475879553747,0.19629968809695614,1.4357473590925403,16.648998299573137,0.17300322617909564,0.0,3.713007902771523
2024-03-27,54.62425802499135,0.6921120004597545,0.3859650982655702,22.055242527523202,0.19626053243934127,1.4353214836794093,16.72630178481309,0.17296871743811795,0.0,3.711569830390169
2024-03-28,54.57594449050344,0.6780264591474411,0.3858079560376923,22.045426342192,0.19618062672390066,1.4334822186732166,16.80287207322069,0.17220113547729338,0.0,3.7100586980243344
2024-04-02,54.5262293909084,0.6732358725641154,0.3741607249098777,22.042057559259497,0.1945301573126532,1.4327111273951403,16.881034629737815,0.17086069694042355,0.0,3.7051798409720837
2024-04-03,54.48444184135484,0.6565508992899937,0.3736201742546694,22.02898474953919,0.19271959862931592,1.4549745697729626,16.94118734572525,0.16769386027339653,0.0,3.6998269611603822
2024-04-05,54.409520535406095,0.6367320382744175,0.3709471935907436,22.08725416832292,0.1730438799004367,1.4555795665897988,17.004069364319836,0.16749147675563777,0.0,3.695361776840113
2024-04-08,54.34807468775159,0.6925054815030309,0.3698787271374857,22.067117188465247,0.17254544890052684,1.456510695089786,17.03900986719013,0.16964014912690478,0.0,3.6847177548352956
2024-04-09,54.3595490070109,0.6904665139550789,0.36945459510916256,22.00342930217289,0.1723475947233308,1.4555321489263588,17.106613641148904,0.16211462918751057,0.0,3.680492567765871
2024-04-10,54.95638958352619,0.6923153963549464,0.3721586433015875,21.150685543808912,0.17360901143907825,1.4681358912136395,17.315417254907686,0.16385848285119167,0.0,3.707430192596765
2024-04-11,54.8609603360257,0.688013471985932,0.3712657903329894,21.172221901907214,0.1731925027161755,1.5131242387383312,17.359220766064634,0.16346536680921087,0.0,3.698535625419811
2024-04-12,55.51674025363028,0.6883271376043328,0.3712100647598264,21.526217325801024,0.1648278310764336,0.43000329044159236,17.441252776014764,0.16344083128373307,0.0,3.6979804893880064
2024-04-15,55.47751474388948,0.6864505903820466,0.3701980558212653,21.510913122679785,0.16437847031225034,0.46320356064279355,17.476863106607837,0.1625794546759493,0.0,3.687898894988602
2024-04-16,55.371226495875426,0.6814443573979072,0.3702643077212182,21.502738555776236,0.16440788804094528,0.49558581455472256,17.56316513630093,0.1626085504467029,0.0,3.6885588938859093
2024-04-17,55.26820148421838,0.6730016364476094,0.3693097483189349,21.573655819752933,0.16410691701246044,0.49357161657683546,17.614035419807493,0.16231087335072203,0.0,3.6818064845146306
2024-04-18,55.237727385644064,0.674315261210157,0.3690442119943711,21.538509784262203,0.16398892297689174,0.4912809467907382,17.68433315923222,0.16164108831234905,0.0,3.679159239577004
2024-04-19,55.22538376689911,0.6697174360786157,0.3689488143721336,21.482348142312997,0.16394653197652695,0.48825101922628356,17.76256444888848,0.16063166027602346,0.0,3.6782081799698307
2024-04-22,55.23972460617155,0.6748595898399554,0.3689638298495305,21.389296321971138,0.16395320427184082,0.47852770133156264,17.846231635132952,0.16008523575959283,0.0,3.6783578756718796
2024-04-23,55.233928059743356,0.6767116728276379,0.3690691969759502,21.304482751248937,0.16400002533288757,0.47990887682909467,17.93318981902224,0.15930127249915105,0.0,3.6794083255207464
2024-04-24,55.090258851244734,0.6776950283985274,0.36975661840795576,21.322854245127388,0.16430548873429582,0.47955590858607844,18.049714352275622,0.1595979840907955,0.0,3.6862615231346005
