date,EVER-LONG SECURITIES CO LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CGS INTERNATIONAL SECURITIES HK LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD
2024-03-01,0.0,0.0,87.32162058328547,0.0,0.0,0.0,0.0,0.0,12.678379416714531,0.0
2024-03-04,0.0,38.45663591455259,34.3372063142222,0.0,0.0,14.177010374381677,0.0,0.0,4.985479275965762,8.043668120877765
2024-03-05,0.0,29.659191939325126,26.46716548351591,16.711410926905657,0.0,10.92765894250594,0.0,6.202864447037379,3.8400201460096173,6.191688114700375
2024-03-06,0.0,29.629182292237584,26.448964058376887,16.678789580223338,0.0,11.073645447762393,0.0,6.19075620600164,3.804637982926251,6.1740244324719065
2024-03-13,0.0,29.61349189464373,26.434957773696866,16.66717002635007,0.0,11.123524343672765,0.0,6.18747783586909,3.8026232029683036,6.170754922799174
2024-03-14,0.0,26.534694028780304,23.68661955450264,14.934350145139408,10.296709974650465,10.066950741648318,0.0,5.5441901876604485,3.407279477762458,5.5292058898559615
2024-03-19,0.0,26.53999647159177,23.6713698088254,14.937334484717063,10.298767571988035,10.06896242606931,0.0,5.5452980862996455,3.407960356334261,5.530310794174512
2024-03-26,0.0,24.201125736603686,21.585300424369986,13.623240755823684,9.402564427360002,9.181622385341125,8.801237632586979,5.0566116833186046,3.1076295423508586,5.040667412245078
2024-03-27,0.0,24.220576735349965,21.598583408733088,13.615670030768861,9.40835050000232,9.187272496489669,8.806653665699846,5.059723379361713,3.0867503430651992,5.016419440529337
2024-04-03,0.0,24.20182243845037,21.581859354211844,13.605127246382095,9.40106549599352,9.25758993246455,8.799834563110213,5.055805571973259,3.084360233489308,5.01253516392484
2024-04-09,0.0,24.161104489549277,21.545549318113927,13.582237528989118,9.385248831547887,9.242014656066416,8.78502942953029,5.215542834198366,3.0791710035170947,5.0041019084876215
2024-04-10,0.0,24.212939534817707,21.497420316758404,13.545525700921099,9.377147424685946,9.302184763587439,8.777446135897891,5.211040744241656,3.0765130433985375,4.99978233569132
2024-04-11,0.0,24.241231065224397,21.498078817688775,13.511021663063683,9.378425664221773,9.303452784638603,8.778642627556426,5.21175108375115,3.076932416202063,5.0004638776531305
2024-04-12,0.0,24.2406803398886,21.497590412762307,13.519802127711063,9.378212600099356,9.303241423790423,8.778443189627886,5.211632680384672,3.070046951312564,5.0003502744231305
2024-04-15,0.0,24.280601218758076,21.492707583763462,13.514459986118855,9.376082491209853,9.301128343387683,8.756007268317342,5.210448942547337,3.0693496399398073,4.99921452595758
2024-04-16,0.0,24.289428338283816,21.500521175241875,13.514828789159228,9.379491130068812,9.304509732953436,8.75919048120525,5.212343181293084,3.0386552005538334,5.001031971240662
2024-04-17,0.0,24.309865654813496,21.518611883293616,13.487540991459202,9.341901600558826,9.312338620810221,8.76656053314369,5.216728887945946,3.0412119489998393,5.005239878975164
2024-04-18,0.0,24.30433866503075,21.51371950134027,13.484474520327161,9.339777664728373,9.310221406295689,8.803217896258095,5.215542834198366,3.0246056033336766,5.0041019084876215
2024-04-19,0.0,24.32314168764965,21.498611800849034,13.483554850869245,9.339140672293182,9.309586429659342,8.802617498325024,5.215187123232853,3.02439931888474,5.003760618236926
2024-04-22,0.0,24.397609339823152,21.361721965989734,13.4832483222597,9.338928360789556,9.307101438430488,8.938818479704121,5.215068563693096,2.9538566641451562,5.003646865164998
2024-04-23,0.0,24.414259998911138,21.355826592363236,13.492450247255123,9.345301907894797,9.265680299624028,8.944918963447503,5.218627696375528,2.955872585444018,5.007061708684627
