date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-15,65.19388516032811,0.0,0.0,34.806114839671885,0.0,0.0,0.0,0.0,0.0
2024-03-18,65.07640700708163,0.0,0.0,34.92359299291837,0.0,0.0,0.0,0.0,0.0
2024-03-19,65.0642817216322,0.0,0.0,34.93571827836781,0.0,0.0,0.0,0.0,0.0
2024-03-20,65.02782931354359,0.0,0.0,34.9721706864564,0.0,0.0,0.0,0.0,0.0
2024-03-25,66.30279169649248,0.0,0.0,33.697208303507516,0.0,0.0,0.0,0.0,0.0
2024-03-26,62.16442953020134,0.0,0.0,31.728187919463085,0.0,0.0,0.0,0.0,6.10738255033557
2024-03-27,62.11232187761945,0.0,0.0,31.785414920368822,0.0,0.0,0.0,0.0,6.102263202011735
2024-04-02,61.33311496888306,0.0,0.0,32.70553553881428,0.0,0.0,0.0,0.0,5.961349492302653
2024-04-03,61.30299558029137,0.0,0.0,32.73858241938124,0.0,0.0,0.0,0.0,5.958422000327386
2024-04-05,63.89897395422257,0.0,0.0,30.35516969218627,0.0,0.0,0.0,0.0,5.745856353591161
2024-04-11,63.87880700646994,0.0,0.0,30.37715007101152,0.0,0.0,0.0,0.0,5.744042922518542
2024-04-12,63.69085173501578,0.0,0.0,30.567823343848584,0.0,0.0,0.0,0.0,5.7413249211356465
2024-04-15,63.68080744362088,0.0,0.0,30.578773064185462,0.0,0.0,0.0,0.0,5.74041949219366
2024-04-17,63.66072836197383,0.0,0.0,30.600662147248936,0.0,0.0,0.0,0.0,5.738609490777235
2024-04-19,63.65069356872636,0.0,0.0,30.611601513240856,0.0,0.0,0.0,0.0,5.737704918032787
2024-05-06,49.10019455252918,0.0,0.0,23.638132295719842,22.835603112840467,0.0,0.0,0.0,4.426070038910506
2024-05-13,49.10616563298066,0.0,0.0,23.62884591998054,22.838380153228748,0.0,0.0,0.0,4.426608293810045
2024-05-16,49.112138165896376,0.0,0.0,23.619557285332036,22.8411578691316,0.0,0.0,0.0,4.42714667963999
2024-05-31,49.13604283280604,0.0,0.0,23.582380141153568,22.852275492820638,0.0,0.0,0.0,4.429301533219761
2024-06-03,49.058437613898676,0.0,0.0,23.70307374559592,22.81618272384886,0.0,0.0,0.0,4.422305916656542
2024-06-04,49.07036091870215,0.0,0.0,23.68453031960141,22.821728034998177,0.0,0.0,0.0,4.423380726698262
2024-06-06,49.076773566569486,0.0,0.0,23.688046647230323,22.813411078717202,0.0,0.0,0.0,4.421768707482993
2024-06-07,38.38479809976247,21.776722090261284,0.0,18.536817102137768,17.843230403800476,0.0,0.0,0.0,3.4584323040380047
2024-06-11,38.37529691211402,21.776722090261284,0.0,18.546318289786225,17.843230403800476,0.0,0.0,0.0,3.4584323040380047
2024-06-14,38.371651149534486,21.77465323959719,0.0,18.55405662169865,17.841535246057383,0.0,0.0,0.0,3.458103743112293
2024-06-18,38.36436170212766,21.77051671732523,0.0,18.56952887537994,17.838145896656535,0.0,0.0,0.0,3.4574468085106385
2024-06-20,38.371651149534486,21.698650959528788,0.0,18.63005890176705,17.841535246057383,0.0,0.0,0.0,3.458103743112293
2024-06-24,38.38259051601254,21.704837023662453,0.0,18.606861161265797,17.84662168583104,0.0,0.0,0.0,3.4590896132281665
2024-06-26,38.378943367540856,21.70277461041429,0.0,18.61459521094641,17.844925883694412,0.0,0.0,0.0,3.458760927404029
2024-06-27,38.37529691211402,21.700712589073635,0.0,18.622327790973873,17.843230403800476,0.0,0.0,0.0,3.4584323040380047
2024-07-03,38.368006079604825,21.69658972166809,0.0,18.63778854374466,17.839840410373327,0.0,0.0,0.0,3.4577752446091
2024-07-05,38.36436170212766,21.69452887537994,0.0,18.64551671732523,17.838145896656535,0.0,0.0,0.0,3.4574468085106385
2024-07-08,38.36436170212766,21.656534954407295,0.0,18.683510638297875,17.838145896656535,0.0,0.0,0.0,3.4574468085106385
2024-07-09,38.360718016905686,21.65447810808244,0.0,18.691233735397475,17.836451704815275,0.0,0.0,0.0,3.4571184347991264
2024-07-11,38.357075023741686,21.65242165242165,0.0,18.698955365622034,17.834757834757834,0.0,0.0,0.0,3.45679012345679
2024-07-15,38.90387208630322,20.535542284723558,0.0,18.96551724137931,18.089000192641112,0.0,0.0,0.0,3.5060681949528028
2024-07-16,38.89637904468413,20.531587057010785,0.0,18.981124807395993,18.08551617873652,0.0,0.0,0.0,3.505392912172573
2024-07-17,38.89263360616273,20.52961001444391,0.0,18.988926336061628,18.083774675012037,0.0,0.0,0.0,3.505055368319692
2024-07-18,38.88888888888889,20.527633352590023,0.0,18.996726362410936,18.08203350664356,0.0,0.0,0.0,3.5047178894665896
2024-07-19,38.879260543038704,20.527633352590023,0.0,19.00635470826112,18.08203350664356,0.0,0.0,0.0,3.5047178894665896
2024-07-25,38.854667949951875,20.519730510105873,0.0,19.04716073147257,18.07507218479307,0.0,0.0,0.0,3.503368623676612
2024-07-29,34.76875376797864,18.361898199982775,0.0,17.07863233140987,16.174317457583324,10.481440013780036,0.0,0.0,3.134958229265352
2024-07-30,34.76575955907682,18.36031691353772,0.0,17.085773337926284,16.172924560799174,10.480537375129177,0.0,0.0,3.1346882535308302
2024-07-31,34.75977268813501,18.357155157568453,0.0,17.100051661787496,16.170139486826244,10.47873256414672,0.0,0.0,3.1341484415360767
2024-08-01,34.74481452792839,18.34925552973578,0.0,17.135725966090025,16.16318099664343,10.47422325501334,0.0,0.0,3.1327997245890353
2024-08-02,34.741824440619624,18.347676419965577,0.0,17.142857142857142,16.161790017211704,10.473321858864027,0.0,0.0,3.132530120481928
2024-08-05,34.75043029259896,18.347676419965577,0.0,17.134251290877796,16.161790017211704,10.473321858864027,0.0,0.0,3.132530120481928
2024-08-06,34.31047667601326,19.37292888095845,0.0,16.925822074942644,15.957175630894724,10.340725635143173,0.0,0.0,3.0928711020477526
2024-08-07,34.301979777381256,19.37292888095845,0.0,16.934318973574644,15.957175630894724,10.340725635143173,0.0,0.0,3.0928711020477526
2024-08-08,34.29348287874925,19.37292888095845,0.0,16.942815872206644,15.957175630894724,10.340725635143173,0.0,0.0,3.0928711020477526
2024-08-09,34.27624872579001,19.367991845056064,0.0,16.972477064220186,15.953109072375128,10.338090383961944,0.0,0.0,3.09208290859667
2024-08-13,34.26775399252463,19.367991845056064,0.0,16.98097179748556,15.953109072375128,10.338090383961944,0.0,0.0,3.09208290859667
2024-08-14,34.23622314681158,19.359769041351786,0.0,17.033200305680563,15.946336078797657,10.333701282160144,0.0,0.0,3.090770145198268
2024-08-15,33.888936134025,19.389403860872523,0.0,17.305893358278766,15.970745811718684,10.349519516965728,0.0,0.0,3.0955013181392976
2024-08-16,33.71404399323181,19.289340101522843,0.0,16.725888324873097,15.888324873096446,10.29610829103215,0.0,1.0067681895093061,3.0795262267343486
2024-08-19,33.72545700744753,19.29587000677048,0.0,16.697698036560595,15.893703452945159,10.299593771157753,0.0,1.0071090047393365,3.080568720379147
2024-08-20,33.708340382338015,19.286076805955,0.0,16.739976315344272,15.885636948062935,10.294366435459313,0.0,1.0065978683809846,3.0790052444594824
2024-08-21,33.539164270005074,19.286076805955,0.0,16.739976315344272,15.885636948062935,10.294366435459313,0.0,1.1757739807139231,3.0790052444594824
2024-08-23,33.61237950279046,19.27955352612887,0.0,16.683578555724672,15.880263825469305,10.290884491797733,0.0,1.1753762895315405,3.0779638085574157
2024-08-26,33.6095374989431,19.277923395620192,0.0,16.690623150418535,15.87892111270821,10.290014373890251,0.0,1.175276908768073,3.0777035596516447
2024-08-27,33.60669597565099,19.27629354075076,0.0,16.697666553939804,15.87757862698681,10.289144403111262,0.0,1.1751775448089279,3.0774433547514373
2024-08-28,33.58965692073686,19.266520196045292,0.0,16.739901977353387,15.869528477268885,10.283927666046983,0.0,1.17458171370627,3.075883048842319
2024-08-29,33.64652107668867,19.299136617572373,0.0,16.59895039783308,15.89639410868461,10.301337396309464,0.0,1.1765701709835787,3.0810902319282207
2024-09-04,33.66076721144889,19.30730798543484,0.0,16.563637903294097,15.903124735371327,10.305699043102718,0.0,1.1770683377085274,3.082394783639597
2024-09-27,33.68358613676807,19.235657995085162,0.0,16.591814253029405,15.913905601220236,10.312685365646978,0.0,1.1778662825184307,3.0844843657317176
2024-09-30,33.857407096014796,19.085253068774172,0.0,16.806793341180427,15.789473684210526,10.232049772994788,0.0,1.1686564654447622,3.060366571380528
2024-10-02,34.348590076144255,18.994226424566982,0.0,16.55091624131872,15.714166178562463,10.18324826374362,0.0,1.163082587231194,3.045770228432767
2024-10-03,34.345716198125835,18.99263721552878,0.0,16.55789825970549,15.71285140562249,10.18239625167336,0.0,1.1629852744310576,3.0455153949129854
2024-10-04,34.271163800300556,18.951410920020038,0.0,16.739021539489062,15.678744364668558,10.160293872098848,0.0,1.1604608448822842,3.038904658540658
2024-10-07,34.22259274697791,18.924551896623594,0.0,16.85702375989996,15.656523551479784,10.145894122551063,0.0,1.1588161734055857,3.034597749062109
2024-10-08,34.38906484414069,18.919819969995,0.0,16.70278379729955,15.65260876812802,10.143357226204367,0.0,1.1585264210701784,3.0338389731621938
2024-10-09,34.44648522290867,18.951410920020038,0.0,16.56370011688095,15.678744364668558,10.160293872098848,0.0,1.1604608448822842,3.038904658540658
2024-10-10,34.34326618944565,18.894622939903446,0.0,16.53903778924588,15.631762943232893,10.129848510071584,0.0,1.4316630597636093,3.02979856833694
2024-10-16,34.34040782355389,18.89305035372451,0.0,16.820640865584686,15.630461922596753,10.129005409904286,0.0,1.1568872243029547,3.0295464003329173
2024-10-21,34.86100676183321,18.94982886718424,0.0,16.23674764170632,15.593956089823857,10.15944569663578,0.0,1.1603639702813255,3.03865097253527
2024-10-24,34.82611958969227,18.930864815278127,0.0,16.32057376365608,15.578350429488783,10.149278625635894,0.0,1.1592027353848722,3.0356100408639812
2024-11-04,34.82611958969227,18.930864815278127,0.0,16.20381953131515,15.578350429488783,10.149278625635894,0.0,1.2759569677257945,3.0356100408639812
2024-11-05,34.88430373402389,18.962492690669116,0.0,16.230891320691672,15.604377245008772,10.166235068081196,0.0,1.11101829421101,3.040681647314343
