date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,PHILLIP SECURITIES (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD
2024-03-25,40.731672187815064,35.71222814345384,11.306351721158,0.6841423015987326,6.121273224830765,5.012242546449661,0.0,0.0,0.0,0.4320898746939364
2024-03-26,38.373515653112634,35.83303346527528,13.234976610291472,0.7628643396905362,6.189276718243972,5.174523209787693,0.0,0.0,0.0,0.4318100035984167
2024-03-27,40.61915046796256,35.84593232541396,11.245500359971203,0.7631389488840893,5.903527717782577,5.190784737221022,0.0,0.0,0.0,0.4319654427645789
2024-04-02,37.89056875449964,35.8675305975522,13.952483801295894,0.7631389488840893,5.903527717782577,5.190784737221022,0.0,0.0,0.0,0.4319654427645789
2024-04-05,41.05529454282617,36.01011926273943,10.596313697144923,0.7661727502710517,5.926996747379834,5.211420310805927,0.0,0.0,0.0,0.43368268883267075
2024-04-08,38.971279751139406,36.128192143528906,12.551544527237212,0.7668378788974897,5.932142082037185,5.215944440425378,0.0,0.0,0.0,0.4340591767344281
2024-04-09,38.94515989003038,36.13080596151064,12.552452611778325,0.7668933584141224,5.932571263203588,5.238026334828534,0.0,0.0,0.0,0.43409058023440894
2024-04-12,39.12823478386584,36.09946508601995,12.628307069538817,0.7662281335839236,5.71056816538962,5.233482723724158,0.0,0.0,0.0,0.43371403787769264
2024-04-15,38.71620644788203,36.51149342200376,12.628307069538817,0.7662281335839236,5.71056816538962,5.233482723724158,0.0,0.0,0.0,0.43371403787769264
2024-04-16,38.31633760034715,36.81926665220222,12.63470022419903,0.8461705359080061,5.713459174079699,5.236132205105952,0.0,0.0,0.0,0.43393360815795184
2024-04-17,38.315728548690494,36.8325857328896,12.603096512805672,0.8464766314570974,5.715525973086384,5.2524960208363485,0.0,0.0,0.0,0.43409058023440894
2024-04-18,39.61800028939372,36.97728259296773,10.830559976848503,0.8464766314570974,6.041093908262191,5.2524960208363485,0.0,0.0,0.0,0.43409058023440894
2024-04-19,38.87305884029064,36.27297335802821,10.96310015671748,0.8334520586978202,5.9481407607921355,5.171676877048013,1.5101866362729734,0.0,0.0,0.4274113121527283
2024-04-22,38.6736002279527,36.41544379541245,10.96310015671748,0.8548226243054566,5.9481407607921355,5.2072944863940736,1.5101866362729734,0.0,0.0,0.4274113121527283
2024-04-23,37.09436909749343,36.29908400198821,12.348221259674785,0.8520911737555918,5.92913441738266,5.190655400127814,1.505361073634879,0.0,0.3550379890648299,0.4260455868777959
2024-04-24,36.867178612059156,36.49032992036405,12.36490329920364,0.8532423208191127,5.9371444823663255,5.197667804323094,1.5073947667804324,0.0,0.35551763367463024,0.42662116040955633
2024-04-25,36.98620395391836,36.36751528943251,12.366661925757361,0.8533636751528944,5.937988906272222,5.198407054473048,1.50760915943678,0.0,0.35556819798037265,0.4266818375764472
2024-04-26,37.1213198691509,36.22528801024036,12.366661925757361,0.8604750391125018,5.937988906272222,5.198407054473048,1.50760915943678,0.0,0.35556819798037265,0.4266818375764472
2024-04-29,40.86647727272727,36.17897727272727,8.927556818181818,0.8593750000000001,6.640625,4.240056818181818,1.5056818181818181,0.0,0.35511363636363635,0.4261363636363636
2024-04-30,38.856534090909086,36.27130681818182,10.866477272727272,0.8664772727272727,6.640625,4.211647727272727,1.5056818181818181,0.0,0.35511363636363635,0.4261363636363636
2024-05-02,39.9886476514829,37.50532141336739,8.918688803746274,0.865616574428835,6.634028664680006,3.8030367532283242,1.5041861785156805,0.0,0.3547608911593586,0.4257130693912303
2024-05-03,38.16339545100262,40.997661730319564,7.411606320413802,0.8644512151916672,6.625097427903351,3.6562035003188544,1.5021611280379792,0.0,0.3542832849146177,0.4251399418975413
2024-05-06,38.48989719957462,41.02091456930167,7.054236086494151,0.8649415101028004,6.62885501595179,3.658277206664304,1.5030131159163418,0.0,0.3544842254519674,0.42538107054236085
2024-05-07,39.41155618574974,41.02800425381071,7.054236086494151,0.8578518255937612,5.955334987593052,3.410138248847926,1.5030131159163418,0.0,0.3544842254519674,0.42538107054236085
2024-05-08,38.60570779497373,41.076245917932695,7.063751242368308,0.8661081925315917,6.673292630981116,3.4289365327275307,1.5050404657106347,0.0,0.3549623739883572,0.4259548487860287
2024-05-09,38.612807042453504,41.14723839273037,6.978560272611103,0.8732074400113587,6.673292630981116,3.4289365327275307,1.5050404657106347,0.0,0.3549623739883572,0.4259548487860287
2024-05-10,38.697998012210704,41.14723839273037,6.978560272611103,0.8732074400113587,6.673292630981116,3.343745562970325,1.5050404657106347,0.0,0.3549623739883572,0.4259548487860287
2024-05-13,38.98196791140139,41.14723839273037,6.730086610819253,0.8732074400113587,6.63779639358228,3.343745562970325,1.5050404657106347,0.0,0.3549623739883572,0.4259548487860287
2024-05-14,36.797213732319285,41.1969578505935,8.785272585116214,0.8742625630819533,6.731110953159429,3.32646243514109,1.5068590518160496,0.0,0.35539128580567203,0.4264695429668065
2024-05-16,37.03177198095103,41.23249697917407,8.785272585116214,0.8742625630819533,6.823512687468904,3.354893738005544,1.1159286374298103,0.0,0.35539128580567203,0.4264695429668065
2024-05-17,37.07545829188575,41.217848514992184,8.760835583345175,0.8739519681682535,6.8210885320449055,3.3537018615887453,1.1155321870115107,0.0,0.3552650277106722,0.4263180332528066
2024-05-20,36.424358701058765,41.22077737511547,8.846727776593477,0.8740140694947771,6.736303560008528,4.000568464435443,1.1156114545583742,0.0,0.3552902721523485,0.4263483265828182
2024-05-21,36.36752746468826,41.13996290483664,8.88143815094878,0.8703096019403623,6.762733628192325,4.073334284491368,1.1199885861035812,0.0,0.3566842630903125,0.428021115708375
2024-05-22,33.08307953821092,40.61194135562008,8.824987605354487,0.8640838586302145,6.714356540831504,4.469155039308733,1.1119767688929811,3.541327289468093,0.35413272894680925,0.4249592747361712
2024-05-23,32.65002127961413,41.31082423038729,8.838133068520357,0.872464179316215,6.724358064973755,4.163711164704213,1.1136331394524046,3.546602354943964,0.3546602354943964,0.4255922825932757
2024-05-24,32.10122263292579,41.39891953369349,8.856980381006538,0.8672163775945408,6.738697753767416,4.584873471708843,1.1160079613306795,3.55416548194484,0.35541654819448393,0.4264998578333807
2024-05-27,31.809781063406312,41.40602786465738,8.856980381006538,0.8672163775945408,6.738697753767416,4.8692067102644305,1.1160079613306795,3.55416548194484,0.35541654819448393,0.4264998578333807
2024-05-28,31.75517167839625,41.41608018767327,8.857610009241487,0.8672780265870477,6.739176796758371,4.91220587189877,1.1160872965095614,3.5544181417501957,0.3554418141750196,0.42653017701002344
2024-05-29,31.736101237025448,41.419024598322196,8.85823972700128,1.0237452011943693,6.739655907862932,4.770368263898763,1.116166642968861,3.5546708374804497,0.3554670837480449,0.426560500497654
2024-05-30,30.127248169474658,41.42318902395678,10.286486102225066,1.0236724248240563,6.739176796758371,4.983294234733774,1.1160872965095614,3.5544181417501957,0.3198976327575176,0.42653017701002344
2024-05-31,32.07721897706226,41.50876193189913,8.170679583986324,1.025787149166548,6.7530987320131075,5.02920643966377,1.125516455335518,3.5617609346060695,0.32055848411454624,0.4274113121527283
2024-06-03,31.01828791005479,41.60677435423041,8.268697075357576,1.0246922365331246,7.571337081050309,5.080765672810076,1.124315092862734,3.557959154628905,0.32021632391660143,0.4269550985554686
2024-06-04,31.298035866780527,41.61685169370908,8.269285510959294,1.0247651579846286,7.571875889553088,4.789353828636493,1.1243951038998008,3.5582123541132935,0.32023911187019644,0.4269854824935952
2024-06-05,31.41819735155916,41.63462907589349,8.101950733304855,1.196070055531824,7.575110351701551,4.641890929802079,1.1248754093692155,3.559732308130428,0.3203759077317386,0.42716787697565145
2024-06-06,31.420434318262725,41.6375934496262,8.095407618369526,1.1961552153791384,7.57564969740121,4.642221431114275,1.1249555001779992,3.5599857600569598,0.3203987184051264,0.42719829120683517
2024-06-07,30.68287450840186,41.81623167679657,8.416160171612441,1.3585984983911332,7.608151590990348,4.662138005005363,1.1297819091884163,3.575259206292456,0.32177332856632107,0.42903110475509476
2024-06-11,31.505184125849123,41.81623167679657,8.416160171612441,1.3585984983911332,6.785841973543081,4.662138005005363,1.1297819091884163,3.575259206292456,0.32177332856632107,0.42903110475509476
2024-06-12,25.77946224256293,48.970251716247134,6.986556064073227,1.358695652173913,6.78632723112128,4.662471395881007,1.129862700228833,3.5755148741418767,0.3217963386727689,0.4290617848970252
2024-06-13,25.07866132723112,49.306350114416475,7.837528604118993,0.8724256292906178,6.78632723112128,4.662471395881007,1.129862700228833,3.5755148741418767,0.3217963386727689,0.4290617848970252
2024-06-14,25.033964962459777,49.44583482302467,7.836968180193065,0.8723632463353593,6.785841973543081,4.562030747229174,1.136932427601001,3.575259206292456,0.32177332856632107,0.42903110475509476
2024-06-17,25.04111548087236,49.43868430461208,7.836968180193065,0.8723632463353593,6.785841973543081,4.562030747229174,1.136932427601001,3.575259206292456,0.32177332856632107,0.42903110475509476
2024-06-18,24.903281272388593,49.57013898839375,7.787648660266513,0.8740507235993695,6.820461384152457,4.5708554234130965,1.1391316807565555,3.5821750967187276,0.32239575870468545,0.42986101160624735
2024-06-19,24.693306549967716,49.63770715259344,7.7910897481885355,0.8752421264079203,6.836932348088098,4.684697611019442,1.1406844106463878,3.5870578951144276,0.32283521056029846,0.4304469474137313
2024-06-20,24.668814894378805,49.68850698174007,7.776584317937702,0.8736126029359113,6.8456856426781245,4.675975653419263,1.1385606874328678,3.580379520229144,0.322234156820623,0.4296455424274973
2024-06-21,25.155746509129965,49.35195130683853,7.776584317937702,0.8736126029359113,6.802721088435375,4.568564267812389,1.1385606874328678,3.580379520229144,0.322234156820623,0.4296455424274973
2024-06-24,25.227354099534548,49.28034371643395,7.776584317937702,0.8736126029359113,6.802721088435375,4.568564267812389,1.1385606874328678,3.580379520229144,0.322234156820623,0.4296455424274973
2024-06-25,26.826655238911506,49.11792014856082,7.756588815084636,0.8713663309763588,6.785229626455252,3.185486750946361,1.1356331690593529,3.571173487608028,0.32140561388472255,0.4285408185129634
2024-06-26,26.790943504035425,49.1536318834369,7.756588815084636,0.8713663309763588,6.785229626455252,3.185486750946361,1.1356331690593529,3.571173487608028,0.32140561388472255,0.4285408185129634
2024-06-27,28.93364759660024,49.1536318834369,5.61388472251982,0.8713663309763588,6.785229626455252,3.185486750946361,1.1356331690593529,3.571173487608028,0.32140561388472255,0.4285408185129634
2024-07-02,28.74080422826941,49.29647882294122,5.61388472251982,0.9570744946789516,6.785229626455252,3.149775016070281,1.1356331690593529,3.571173487608028,0.32140561388472255,0.4285408185129634
2024-07-04,28.73062361597257,49.303521680120014,5.614686763340239,0.9572112293735267,6.786199014215301,3.150225016072577,1.1357954139581399,3.5716836916922636,0.3214515322523037,0.42860204300307164
2024-07-05,29.716408314879633,49.303521680120014,4.557468390599329,1.028644903207372,6.786199014215301,3.150225016072577,1.1357954139581399,3.5716836916922636,0.3214515322523037,0.42860204300307164
2024-07-08,29.630687906279018,49.303521680120014,4.557468390599329,1.1143653118079864,6.786199014215301,3.150225016072577,1.1357954139581399,3.5716836916922636,0.3214515322523037,0.42860204300307164
2024-07-09,27.507327185645863,50.053613553506324,5.918936307098434,1.115161912931589,6.791050110801344,3.152476946171992,1.1366073343341196,3.5742369004217602,0.3216813210379584,0.4289084280506112
2024-07-12,27.45728786903996,50.053613553506324,5.897490885695904,1.115161912931589,6.791050110801344,3.223961684180428,1.1366073343341196,3.5742369004217602,0.3216813210379584,0.4289084280506112
2024-07-15,27.91794725180473,50.04645843756701,5.374883853906082,1.1150025016081766,6.7900793367164605,3.29497534129083,1.136444857408334,3.5737259666928742,0.3216353370023587,0.42884711600314485
2024-07-16,27.910799799871345,50.053605889500396,5.374883853906082,1.1150025016081766,6.7900793367164605,3.29497534129083,1.136444857408334,3.5737259666928742,0.3216353370023587,0.42884711600314485
2024-07-17,27.908805031446544,50.05002858776444,5.374499714122356,1.1149228130360207,6.796740994854203,3.294739851343625,1.1363636363636365,3.57347055460263,0.3216123499142367,0.42881646655231564
2024-07-22,26.522298456260717,51.479416809605496,5.331618067467124,1.1149228130360207,6.796740994854203,3.294739851343625,1.1363636363636365,3.57347055460263,0.3216123499142367,0.42881646655231564
2024-07-23,26.496459987127224,51.51255095473074,5.249231209325609,1.11564042051062,6.8440248873632274,3.3183150969033828,1.137095043981978,3.5757705785596796,0.32181935207037116,0.42909246942716156
2024-07-24,22.520203103768864,51.87012801258671,9.118214975327183,1.11564042051062,6.59372094686405,3.3183150969033828,1.137095043981978,3.5757705785596796,0.32181935207037116,0.42909246942716156
2024-07-25,22.332737030411447,51.971377459749554,9.123434704830053,1.1162790697674418,6.669051878354204,3.3202146690518783,1.1377459749552774,3.5778175313059033,0.3220035778175313,0.4293381037567084
2024-07-26,22.221426012182015,52.04586169831602,9.136510211393766,1.1178788964528843,6.678609817269796,3.3249731279111434,1.1393765675385166,3.582945180938732,0.32246506628448585,0.42995342171264783
2024-07-29,22.207094231458257,50.77033321390183,10.412038695807954,1.1178788964528843,6.678609817269796,3.339304908634898,1.1393765675385166,3.582945180938732,0.32246506628448585,0.42995342171264783
2024-07-30,22.099605876030097,50.77033321390183,10.412038695807954,1.2038695807954138,6.678609817269796,3.3608025797205303,1.1393765675385166,3.582945180938732,0.32246506628448585,0.42995342171264783
2024-08-01,22.04374327716027,50.785227680172106,10.441018286124057,1.2047328791681606,6.683399067766224,3.363212621011115,1.140193617784152,3.5855145213338115,0.32269630692004303,0.4302617425600574
2024-08-02,23.44901610017889,50.669051878354196,9.18783542039356,1.2021466905187836,6.669051878354204,3.3559928443649376,1.1377459749552774,3.5778175313059033,0.3220035778175313,0.4293381037567084
2024-08-05,23.44901610017889,50.669051878354196,9.166368515205725,1.2021466905187836,6.669051878354204,3.3774597495527727,1.1377459749552774,3.5778175313059033,0.3220035778175313,0.4293381037567084
2024-08-06,23.184257602862253,50.75491949910555,9.166368515205725,1.2021466905187836,6.669051878354204,3.413237924865832,1.2808586762075134,3.5778175313059033,0.3220035778175313,0.4293381037567084
2024-08-07,27.370304114490164,50.898032200357775,4.837209302325581,1.2021466905187836,6.669051878354204,3.413237924865832,1.2808586762075134,3.5778175313059033,0.3220035778175313,0.4293381037567084
2024-08-08,25.105621195846762,51.36412459720731,6.552094522019335,1.2746151092015754,6.673827425707126,3.4156820622986035,1.2817758682420335,3.580379520229144,0.322234156820623,0.4296455424274973
2024-08-09,25.146953405017918,51.41935483870967,6.559139784946237,1.2759856630824373,6.681003584229391,3.4408602150537635,1.1397849462365592,3.584229390681003,0.3225806451612903,0.43010752688172044
2024-08-12,25.098460436806302,51.36412459720731,6.659505907626208,1.2746151092015754,6.673827425707126,3.4586466165413534,1.1385606874328678,3.580379520229144,0.322234156820623,0.4296455424274973
2024-08-13,24.66618808327351,51.6367552045944,6.676238334529792,1.2778176597272075,6.69059583632448,3.567839195979899,1.1414213926776742,3.589375448671931,0.3230437903804738,0.4307250538406317
2024-08-15,24.536171436789875,51.725873723572555,6.687760678843664,1.2800230116496476,6.702142959873436,3.5739968358981735,1.14339134186682,3.59557025744283,0.32360132316985474,0.43146843089313963
2024-08-16,24.536171436789875,51.65396231842371,6.7596720839925215,1.2800230116496476,6.702142959873436,3.5739968358981735,1.14339134186682,3.59557025744283,0.32360132316985474,0.43146843089313963
2024-08-19,24.536171436789875,51.65396231842371,6.738098662447864,1.2800230116496476,6.702142959873436,3.59557025744283,1.14339134186682,3.59557025744283,0.32360132316985474,0.43146843089313963
2024-08-21,24.584860901444898,51.63539644885342,6.735676802530372,1.2795629358061964,6.699734023434692,3.57271224211056,1.1429803752426138,3.594277909567968,0.3234850118611171,0.43131334914815617
2024-08-26,24.464105884045463,51.668824629549704,6.740037404689973,1.280391310602791,6.704071356639332,3.6469572723349155,1.1437203280103583,3.5966048050640196,0.32369443245576174,0.43159257660768235
2024-08-27,24.6799021723493,51.45302834124587,6.740037404689973,1.280391310602791,6.704071356639332,3.6469572723349155,1.1437203280103583,3.5966048050640196,0.32369443245576174,0.43159257660768235
2024-08-28,24.621703415477736,51.54200893500504,6.751693327568814,1.282605562761205,6.715665081423837,3.5812076668107795,1.1456982274102896,3.602824614497766,0.324254215304799,0.43233895373973197
2024-08-29,24.80184464620262,51.54200893500504,6.751693327568814,1.282605562761205,6.535523850698947,3.5812076668107795,1.1456982274102896,3.602824614497766,0.324254215304799,0.43233895373973197
2024-08-30,24.73699380314166,51.54200893500504,6.751693327568814,1.282605562761205,6.535523850698947,3.646058509871739,1.1456982274102896,3.602824614497766,0.324254215304799,0.43233895373973197
2024-09-02,24.735211470567045,51.54550039628215,6.751206859283811,1.282513149362346,6.5350529577058865,3.6457958066143097,1.1456156783629945,3.6025650262987248,0.32423085236688526,0.43230780315584694
2024-09-03,24.17914746543779,52.95218894009217,6.026785714285714,1.2816820276497696,6.53081797235023,3.5282258064516134,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-04,24.092741935483872,52.95218894009217,6.026785714285714,1.2816820276497696,6.53081797235023,3.61463133640553,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-05,24.056739631336406,52.98819124423964,6.026785714285714,1.2816820276497696,6.53081797235023,3.61463133640553,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-09,24.035138248847925,52.98819124423964,6.026785714285714,1.2816820276497696,6.53081797235023,3.6362327188940093,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-11,23.76152073732719,52.98819124423964,6.754032258064516,1.2816820276497696,6.098790322580645,3.61463133640553,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-12,23.739919354838708,52.98819124423964,6.754032258064516,1.2816820276497696,6.098790322580645,3.6362327188940093,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-13,23.955933179723502,53.00259216589862,6.73963133640553,1.2816820276497696,5.882776497695852,3.6362327188940093,1.144873271889401,3.6002304147465436,0.32402073732718895,0.4320276497695853
2024-09-16,22.491897731364784,53.01404393230105,8.188692833993517,1.2819589485055816,5.884047533309326,3.6370183651422394,1.1451206337774578,3.6010082823190492,0.32409074540871446,0.4321209938782859
2024-09-17,23.917897011163124,53.03564998199496,6.762693554195175,1.2819589485055816,5.884047533309326,3.6154123154483258,1.1451206337774578,3.6010082823190492,0.32409074540871446,0.4321209938782859
2024-09-19,22.434281598847676,53.03564998199496,8.246308966510622,1.2819589485055816,5.884047533309326,3.6154123154483258,1.1451206337774578,3.6010082823190492,0.32409074540871446,0.4321209938782859
2024-09-20,22.68635217861001,53.03564998199496,8.015844436442205,1.2819589485055816,5.884047533309326,3.5938062657544108,1.1451206337774578,3.6010082823190492,0.32409074540871446,0.4321209938782859
2024-09-23,22.556715880446525,53.03564998199496,8.008642419877566,1.2819589485055816,5.884047533309326,3.730644580482535,1.1451206337774578,3.6010082823190492,0.32409074540871446,0.4321209938782859
2024-09-24,22.939994257823713,52.82084409991386,7.9816250358886025,1.2776342233706575,5.871375251220212,3.6247487797875393,1.1412575366063737,3.588860178007465,0.32299741602067183,0.4306632213608958
2024-09-25,22.90410565604364,52.82084409991386,7.9816250358886025,1.2776342233706575,5.907263853000287,3.6247487797875393,1.1412575366063737,3.588860178007465,0.32299741602067183,0.4306632213608958
2024-09-26,24.827734711455644,52.87108814240597,5.964685615848406,1.421188630490956,5.907263853000287,3.524260694803331,1.1412575366063737,3.588860178007465,0.32299741602067183,0.4306632213608958
2024-09-27,24.254732719228258,53.45615434829912,5.925872198447813,1.2910712990498296,5.969391455719156,3.561325886704867,1.153260317690578,3.6266047726118806,0.32639442953506925,0.4351925727134257
2024-09-30,24.03524100771807,53.66244357070045,5.555555555555555,1.2887723896898209,5.99242755206058,3.9027231687782145,1.1577107907383137,3.6405999708752,0.327653997378768,0.436871996505024
2024-10-02,24.023196810438566,52.80898876404494,6.582094961942733,1.2830735773831097,5.813700616165277,3.95070677781805,1.1525915186661835,3.624501631025734,0.32620514679231605,0.43494019572308806
2024-10-03,23.53797975384167,52.399679557206326,6.299614012089433,1.3036195470104144,6.270482849027747,4.624572136042532,1.1579637317019882,3.641395382710655,0.32772558444395894,0.4369674459252786
2024-10-04,24.291052978676632,49.849783835275154,8.73452040741555,3.1582032681175347,6.440976038689822,4.667692533157471,1.3556092914193596,0.7327617791455998,0.3297428006155199,0.4396570674873599
2024-10-07,14.200879765395893,51.92815249266862,5.769794721407625,13.70234604105572,6.297653958944281,4.626099706744869,1.9721407624633431,0.7331378299120235,0.32991202346041054,0.43988269794721413
2024-10-08,21.066940994929826,52.053787934455144,9.501065471379235,3.122933352928209,6.370784039973547,4.328018223234624,1.9766331104416195,0.7348078477478139,0.3306635314865163,0.5143654934234697
2024-10-09,22.7963084078192,50.635854952401715,7.223312259283482,3.2628442700385145,6.685560642395175,4.214809970205654,2.6814911706998035,0.7266913741733886,1.2571760773199623,0.5159508756631059
2024-10-10,19.647299868286257,50.13171374213377,7.961363968974096,4.105078296502268,7.0466852041563,5.831991804478267,2.7001317137421337,0.7317430118542367,1.3244548514561687,0.5195375384165081
2024-10-14,13.06005719733079,51.24294199604018,13.030725232822467,4.495123560900492,7.07633643763291,5.661069150106329,2.7058737258927916,0.7332991127080736,1.473931216543228,0.5206423700227323
2024-10-15,12.731939860652734,50.37770443711038,14.14008067473414,4.561789512284562,7.077374404107077,5.676567656765676,2.706270627062706,0.7334066740007334,1.4741474147414741,0.5207187385405208
2024-10-16,12.518333822235258,50.52068055148138,13.955705485479614,4.590789087709005,7.0768553828102085,5.903490759753593,2.706072161924318,0.7333528894103842,1.4740393077148723,0.5206805514813728
2024-10-17,9.588839941262849,51.461086637298095,14.632892804698972,4.552129221732746,8.370044052863436,5.954478707782672,2.709251101321586,0.7342143906020557,1.475770925110132,0.5212922173274596
2024-10-18,9.430226589425828,51.39693480970888,14.592652342890666,4.546454498790056,8.35960988487204,6.240375449145707,2.7058737258927916,0.7332991127080736,1.473931216543228,0.5206423700227323
2024-10-21,9.092908997580112,51.39693480970888,14.577986360636503,4.568453472171298,8.35960988487204,6.203710493510303,3.0725232822468285,0.7332991127080736,1.473931216543228,0.5206423700227323
2024-10-22,9.840874092542348,51.39693480970888,14.43865952922197,4.28246681821515,8.35960988487204,5.807728972647943,3.145853193517636,0.7332991127080736,1.473931216543228,0.5206423700227323
2024-10-23,9.650216323238249,51.32360489843807,14.599985334017745,4.28979980934223,8.35960988487204,5.903057857299992,3.145853193517636,0.7332991127080736,1.473931216543228,0.5206423700227323
2024-10-24,11.300014656309541,51.289755239630665,12.4871757291514,4.286970540817822,8.35409643851678,5.899164590356149,3.656749230543749,0.7328154770628756,1.4729591088963798,0.5202989887146416
2024-10-25,11.19742048952074,51.363036787336945,12.641066979334603,4.30162685035908,8.35409643851678,5.759929649714202,3.656749230543749,0.7328154770628756,1.4729591088963798,0.5202989887146416
2024-10-28,9.336069177781035,51.363036787336945,14.436464898138649,4.30162685035908,8.35409643851678,5.825883042649861,3.656749230543749,0.7328154770628756,1.4729591088963798,0.5202989887146416
2024-10-29,11.087498167961307,51.289755239630665,13.535101861351311,4.30162685035908,7.987688699985343,5.41550637549465,3.656749230543749,0.7328154770628756,1.4729591088963798,0.5202989887146416
2024-10-30,11.454066705675833,51.22878876535986,13.545933294324167,4.220304271503803,7.7530719719134,5.42715038033938,3.6497952018724398,0.7314218841427735,1.4701579871269748,0.5193095377413692
2024-10-31,12.764400204933029,51.29912903461904,12.149601112493597,4.223084242113738,7.75817902364049,5.430725316548343,3.6521993705628337,0.7319036814755179,1.4711263997657908,0.5196516138476177
2024-11-01,12.757081168118276,51.3064480714338,12.149601112493597,4.223084242113738,7.75817902364049,5.430725316548343,3.6521993705628337,0.7319036814755179,1.4711263997657908,0.5196516138476177
2024-11-04,12.509149465671204,51.34680134680135,12.150490411359977,4.223393353828136,7.758746889181673,5.636070853462158,3.6524666959449568,0.7319572536963841,1.471234079929732,0.5196896501244328
2024-11-05,8.849363197189284,51.05401844532279,16.10305958132045,4.223393353828136,7.758746889181673,5.636070853462158,3.6524666959449568,0.7319572536963841,1.471234079929732,0.5196896501244328
2024-11-06,9.054311228224272,51.05401844532279,15.898111550285462,4.223393353828136,7.758746889181673,5.636070853462158,3.6524666959449568,0.7319572536963841,1.471234079929732,0.5196896501244328
2024-11-07,10.724233983286908,50.77701216830377,14.711919073449643,4.2295851048233395,7.770121683037677,5.402433660753555,3.6578214338073596,0.7330303474563847,1.4733909983873332,0.5204515466940332
2024-11-08,10.317576467144738,50.687838431142985,14.905605151470802,4.236792038636031,7.778428216010537,5.700278062344505,3.6513976291526418,0.7317430118542367,1.470803453827016,0.5195375384165081
2024-11-11,10.610273671886434,50.687838431142985,14.971462022537684,4.229474608517489,7.705253914825113,5.4148982877213525,3.6513976291526418,0.7317430118542367,1.470803453827016,0.5268549685350504
