date,GET NICE SECURITIES LTD,KINGSTON SECURITIES LTD,CONSTANCE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-04,0.0,0.0,0.0,48.541920788958556,0.0,0.0,35.724670723427664,15.733408487613785,0.0
2024-03-05,0.0,0.0,0.0,48.53053632852405,0.0,0.0,35.716292272518096,15.753171398957857,0.0
2024-03-06,0.0,0.0,0.0,48.8255070147053,0.0,0.0,35.28718466963336,15.887308315661336,0.0
2024-03-07,0.0,0.0,0.0,48.642495595032436,0.0,0.0,35.223171250831356,14.701615536461658,1.4327176176745502
2024-03-11,32.17124735876383,0.0,11.208556720037015,27.547980284332247,0.0,0.0,19.948138254416662,8.312678291965577,0.8113990904846718
2024-03-12,28.293720576333094,0.0,11.858660469818972,29.103341964398226,0.0,0.0,21.09099704615342,8.7948191655249,0.8584607777713835
2024-03-13,25.193091361803933,0.0,21.517821823932845,25.913988620365853,0.0,0.0,18.77969403358487,7.831019683319737,0.7643844769927624
2024-03-14,25.170897276079174,0.0,21.498865500736457,25.92891484804385,0.0,0.0,18.763149889268462,7.8744614004200715,0.7637110854519856
2024-03-15,25.243967967019685,0.0,21.56127634526638,25.638157739623214,0.0,0.0,18.89334899295009,7.897320829267684,0.7659281258729459
2024-03-19,25.238074855858894,0.0,21.55624294487396,25.63217260631473,0.0,0.0,18.912283041309248,7.895477228864604,0.7657493227785652
2024-03-28,24.918858144028917,0.0,21.283594851405244,25.307971259612298,1.26482195513368,0.0,18.673076333185744,7.795613499411344,0.7560639572227745
2024-04-02,24.906445653101656,0.0,21.27299314459887,25.345176581129046,1.2641919266246706,0.0,18.663774968362763,7.791730376786921,0.7556873493960751
2024-04-03,24.909595392677918,0.0,21.275683387492073,25.33573552096508,1.2643517999120415,0.0,18.666135242144062,7.792715741052748,0.7557829157560778
