date,CITIC SECURITIES BROKERAGE (HK) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD
2024-03-01,0.0,0.0,0.0,13.589732579702673,74.98167633217817,5.441212778057955,0.0,2.809989477142563,3.1773888329186337
2024-03-04,17.080629089128855,0.0,0.0,11.277152947435201,62.19480905226761,4.5104268111826595,0.0,2.30029299428438,2.6366891057013
2024-03-05,17.088583642093607,0.0,0.0,11.283617562497962,62.16483262668101,4.512527344411031,0.0,2.3125217964446945,2.637917027871698
2024-03-06,17.09322722042181,0.0,0.0,11.286683724274404,62.175174259851815,4.513753559211555,0.0,2.292770013290112,2.638391222950306
2024-03-07,17.09322722042181,0.0,0.0,11.286683724274404,62.17541688101724,4.513753559211555,0.0,2.2925273921246845,2.638391222950306
2024-03-08,17.09322722042181,0.0,0.0,11.286683724274404,62.17565950218267,4.513753559211555,0.0,2.2922847709592573,2.638391222950306
2024-03-11,17.091817295967054,0.0,0.0,11.290604772088972,62.170773581863834,4.5133812449935435,0.0,2.295249508232199,2.638173596854399
2024-03-12,17.090158859069607,0.0,0.0,11.29047954335893,62.07814087883365,4.512943306893731,0.0,2.390359799731335,2.6379176121127452
2024-03-13,16.417685984676776,0.0,0.0,10.84621560793233,59.610288883185106,4.3388610449379295,3.946273032703425,2.3065560526928,2.5341193938716358
2024-03-14,16.414778849729593,0.0,0.0,10.837072302535757,59.60043246240275,4.334597879101331,3.9455742528476523,2.333873584566511,2.533670668816404
2024-03-18,16.424805160751696,0.0,0.0,10.845323629744609,59.567596327136854,4.338411162752882,3.947984249045713,2.3406612103778963,2.5352182601903537
2024-03-19,16.42185722616574,0.0,0.0,10.84127927839607,59.53825775716785,4.341595061572558,3.913943542942766,2.383829263076175,2.559237870678841
2024-03-20,16.423962785734272,0.0,0.0,10.85805534116104,59.346572574129894,4.341685484157222,3.914445376636972,2.5526818487742107,2.562596589406386
2024-03-21,16.23093939975843,0.0,1.402641540789223,10.730675922971452,57.95864479557342,4.2860519865714855,3.86959258470254,2.9608676291633875,2.560586140470061
2024-03-22,16.23116376169758,0.0,1.425699433829566,10.721608852531716,57.90346239869817,4.286111233107457,3.8712587697702867,3.0058336406960975,2.55486190966913
2024-03-25,16.232547464064364,0.0,1.425820974324744,10.722522866817,57.903099345683074,4.286476622943,3.8718191982264436,3.002633816978195,2.5550797109631787
2024-03-26,16.23411843916151,0.0,1.437480313350907,10.723560585415367,57.89810352784448,4.286891465286386,3.8721939103013368,2.9934769036721827,2.554174854967828
2024-03-27,16.236737406823185,0.0,1.4584539886000376,10.709619000359373,57.86826502786352,4.2875830476571055,3.8765060180929796,3.008248603612793,2.5545869069910094
2024-03-28,16.236325798803165,0.0,1.4584170161872003,10.7093475070808,57.86702850168243,4.287474355650535,3.8787123301769073,3.0081723432643965,2.554522147154571
2024-04-02,16.236887087641104,0.0,1.4584674335785728,10.709717728600857,57.87018129288338,4.287622573389487,3.878846417036428,3.003667010033638,2.55461045683653
2024-04-03,16.238421475154404,0.0,1.4586052589022664,10.708194429401203,57.876111007131335,4.288027754167232,3.873450766980839,3.0023374404731507,2.5548518677895746
2024-04-08,16.240255635794178,0.0,1.4587700111448991,10.70940394036109,57.87089200544001,4.2885120950707485,3.873888280623884,3.003137588390163,2.5551404431750284
2024-04-09,16.240068457562586,0.0,1.4587531979864672,10.709280508357564,57.87137756749702,4.288923690386941,3.8738436318465497,3.0026419526423576,2.5551109937205165
2024-04-11,16.236438053466244,0.0,1.4906914860994074,10.706886490381097,57.850605009507646,4.2875039983785275,3.8718253496544306,3.0015098039101287,2.554539808602519
2024-04-12,16.224771876179698,0.0,1.64299641112371,10.697581336677237,57.74064088152899,4.284423348447973,3.8690433724250113,2.987838448523901,2.5527043250934778
2024-04-15,16.22611711789191,0.0,1.7767144142818663,10.698468303393545,57.60839184250063,4.287081716200042,3.873970433946704,2.976340194758401,2.5529159770269083
2024-04-16,16.226939319871466,0.0,2.542174684347261,10.708914389464065,56.76670887833131,4.288680899617533,3.889137864115847,3.0015964441664806,2.5758475200860427
2024-04-17,16.228247540216703,0.0,2.542379635174872,10.7097777451101,56.77635298641176,4.28534115587634,3.88853003289234,3.000226028160731,2.569144876157152
2024-04-18,16.228172779086016,0.0,2.5423679228087837,10.709728406751681,56.776552111345936,4.285321413944907,3.888512119010927,3.000212206564183,2.569133040487566
2024-04-19,16.23359474701068,0.0,2.70451103219548,10.713306616368609,56.58192271084979,4.289057371055895,3.8898113033535484,3.0155006144219794,2.572295604744026
2024-04-22,16.23322070187428,0.0,2.798688139761621,10.71536390891076,56.497439442863104,4.286654402687077,3.8897216765627975,3.0066753919495093,2.5722363353908526
2024-04-23,16.233706963912926,0.0,2.798771973760146,10.713380673538328,56.499131809435724,4.286782808340342,3.889838192196198,3.0060741927337356,2.5723133860825977
2024-04-24,12.927699759629327,29.16841918816081,2.2287998577815404,8.531592264539398,36.27575815750565,3.413776114362404,3.005921735096327,2.399573183145191,2.04845973977935
2024-04-25,12.925920871519054,29.16440553104825,2.2486749174377194,8.53041829327434,36.270766510416266,3.413306369098058,3.005508111749993,2.392821529540325,2.0481778659160006
2024-04-26,12.914739384694057,29.160285992074193,2.2758739662076857,8.529213352183165,36.26564318170314,3.4128242317679165,3.0050835768562503,2.388447758404906,2.0478885561086924
2024-04-29,12.901401366252815,29.157504624039536,2.308673754245567,8.52839981827664,36.26218409009035,3.412498709575552,3.0047969458059103,2.3768474674261015,2.0476932242875288
2024-04-30,12.87990403247691,29.151195025798916,2.3631903654082813,8.526554297640269,36.24461753120085,3.4117602548918704,3.0004789698265686,2.375049413259731,2.047250109496606
2024-05-02,12.858591737566188,29.149858597056777,2.396090233079596,8.52616340003814,36.24295590640044,3.4116038436551483,2.9948400457534343,2.3727399825875835,2.047156253862686
2024-05-06,12.854867184927032,29.14141520100031,2.4320613568718104,8.52369375600234,36.23245796076013,3.4106156562735928,2.992322643674784,2.36600295523412,2.046563285255882
2024-05-07,12.84156353993064,29.14034676544222,2.448470906545678,8.523381244841424,36.231129540497236,3.4104906100801595,2.9922129337004493,2.3659162085311727,2.0464882504310196
