date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,DEUTSCHE BANK AG,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,51.660649851408444,12.801865685361879,9.879894569323799,6.124825326489386,6.226744326453732,5.69161883386232,1.1690568098173915,3.2569708961431907,0.659438496388995,2.528935204750861
2024-03-04,51.519345702412814,13.024187108812384,9.878108363833205,6.125716377658278,6.237174009185649,5.7243746844520125,1.1659901063520464,3.250783678605164,0.6605349699071961,2.413784998781254
2024-03-05,51.50910780711078,13.050803325163058,9.870109616044273,6.119890579157984,6.219980101158233,5.7273702424943735,1.1628245848439542,3.258578867510205,0.6595876921266894,2.4217471843904574
2024-03-06,51.62406744145037,13.020337448280026,9.844804623777918,6.122192144833,6.213674267790293,5.697669086930194,1.1630657921758996,3.258494340190306,0.6595798141180297,2.3961150404539633
2024-03-07,51.7604162507564,13.00147173927436,9.818186853668315,6.118462198314827,6.17225978735048,5.6819078925103845,1.1625467634861857,3.2566045993351533,0.6586695961459087,2.3694743191579906
2024-03-08,51.697853349605616,13.022510531969992,9.832472547556918,6.1283342053871,6.174204720490465,5.695423147024068,1.1645076897715572,3.263962915957,0.6594468187594233,2.361284073477854
2024-03-11,51.620439929612026,12.964338123123746,9.94802046905961,6.129656670603024,6.186817818991331,5.700825016766408,1.1645954381089871,3.263334518524442,0.6591131438645893,2.362858871345839
2024-03-12,51.508879701604606,12.941817702950628,9.939535088892015,6.124345963962908,6.185119461620221,5.756091327184162,1.1636837391303207,3.2618365830754303,0.6590557046525631,2.4596347269271455
2024-03-13,51.52063001211231,12.917308007764577,9.944470632348287,6.127576092281699,6.189428444721015,5.752795793763298,1.1673571993399616,3.2617343783057806,0.6591653971836845,2.459534042179384
2024-03-14,51.53402236630552,13.041736122958866,9.937904552841651,6.128667779336867,6.141347396230385,5.727517934640038,1.1633292902632069,3.252657029122441,0.6583843590326693,2.4144331692683547
2024-03-15,51.63975999720528,13.00490348823635,9.838843165354984,6.1298839017502615,6.14346950942074,5.7179323890552345,1.163546070851606,3.2536760347520683,0.7159878068074862,2.391997636565994
2024-03-18,51.59350211217079,13.06447996258725,9.856213377387988,6.1261063300586125,6.142820700619365,5.725588293230181,1.1624007632790367,3.2523368688018723,0.7127887487939106,2.3637628430709974
2024-03-19,51.586975630620735,13.142909294355592,9.853476810581482,6.130650965780297,6.112733673525412,5.6783775440399,1.1633106548117358,3.2593624278416096,0.7128703936865161,2.3593326047567165
2024-03-20,51.583914750515945,13.145381581823335,9.846296574641155,6.137132772928664,6.120625458455101,5.661142429222417,1.164182364963056,3.2672539413023935,0.7124408743322458,2.361629251815683
2024-03-21,51.594391471206904,13.100912694087716,9.82574229853576,6.126503279035031,6.086722279207373,5.649599969530879,1.1618308879346662,3.2617875821696973,0.7039603214803706,2.4885492168116077
2024-03-22,51.61054837805407,13.097171492705398,9.827583758621484,6.127557784629642,6.060615655547979,5.651866116251492,1.162219132834179,3.2718983949119735,0.7036536059475339,2.486885680496251
2024-03-25,51.629814462692195,13.089537416836377,9.791423252968219,6.129414273204156,6.060073921850819,5.659491899091422,1.1626183359520958,3.2726048280398095,0.7031058839059148,2.5019157254590008
2024-03-26,51.6340544425157,13.050885651630436,9.847470438022581,6.124898733354557,6.041437432242142,5.657296862121699,1.1613858055019994,3.2746781256938364,0.7024514883147591,2.5054410206022935
2024-03-27,51.63810120518571,13.017566660424688,9.866339811871141,6.123419209263927,6.0353694891836955,5.670031500365046,1.1610054889924228,3.287147454799161,0.7028994495870531,2.4981197303271574
2024-03-28,51.74649408912152,13.035078709426823,9.784662921874547,6.124434812674429,6.088688921114974,5.6768555208545965,1.162148428499899,3.2887696175207664,0.7025408392833725,2.390326139629074
2024-04-02,51.668773075939576,13.084292813088494,9.807304873748226,6.128617025205763,6.106018478520695,5.7109934630473544,1.1627041761317691,3.289546185172793,0.6727588356235721,2.3689910735217525
2024-04-03,51.85765284314727,13.040397688070266,9.787019793503617,6.135070991523492,6.0205457868865775,5.707574343642778,1.163922702080159,3.287027040361633,0.6737671988257028,2.3270216119584997
2024-04-05,51.97827841379977,12.908910214250216,9.766007280701015,6.129805616134212,6.044008850102315,5.689122901456528,1.1628138184323535,3.2801386078731682,0.6784896445310619,2.3624246527193584
2024-04-08,52.02256002271386,12.905191474387326,9.749211252328667,6.126891880992228,6.026823362989556,5.695436563506119,1.1622655562827326,3.2810469021736957,0.6779769827443848,2.352596001881428
2024-04-09,51.97062766473323,12.911324075288588,9.795054700822622,6.1234578697150335,6.029288520092875,5.701041784146619,1.1616183893079934,3.2801408389109845,0.677557585999349,2.349888570982709
2024-04-10,51.97427830126231,12.913520235845354,9.798156018266592,6.122931636690433,6.029545693241995,5.692719570598992,1.1614164230828263,3.2795810369919813,0.6774993585753335,2.3503517254441824
2024-04-11,51.967079139640795,12.926782927028038,9.793117751153808,6.123019164288271,6.034772687068959,5.686726432050648,1.1615261405502608,3.279677326698706,0.6769606153220813,2.350337816198431
2024-04-12,52.096032691424924,12.87381443402536,9.770815414341959,6.124209121418515,6.021979871365088,5.659957293932995,1.1593140412495617,3.2722654179996575,0.6760113130299104,2.345600401212032
