date,FUTU SECURITIES INTERNATIONAL,LEGO SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,4.719274226384365,0.0,0.0,0.7997906002791997,0.0,0.0,0.0,0.0,0.0,0.0,5.5190648266635645
2024-03-04,4.686313159221343,0.0,0.0,0.8293586164107337,2.1793082053668376,2.0033542733054133,0.0,0.0,0.9209709942608965,0.0,10.619305248565224
2024-03-05,4.665954853032418,0.0,0.0,0.8700752287885838,2.157011012874205,2.0033542733054133,0.0,0.0,0.9209709942608965,0.0,10.617366362261517
2024-03-06,4.634447950597178,0.0,0.0,0.8700752287885838,2.139076314564914,2.073638901814798,0.0,0.0,0.9209709942608965,0.0,10.63820939002637
2024-03-07,4.631539621141616,0.0,0.0,0.8700752287885838,2.139076314564914,2.073638901814798,0.0,0.0,0.9209709942608965,0.0,10.635301060570807
2024-03-08,4.624268797502714,0.0,0.0,0.8773460524274856,2.139076314564914,2.073638901814798,0.0,0.0,0.9209709942608965,0.0,10.635301060570807
2024-03-11,4.651897927330541,0.0,0.0,0.8918876997052892,2.1318054909260122,2.0372847836202883,0.0,0.0,0.9233946021405305,0.0,10.636270503722661
2024-03-12,4.663531245152784,0.0,0.0,0.8686210640608035,2.1318054909260122,2.0397083914999223,0.0,0.0,0.9233946021405305,0.0,10.627060793780052
2024-03-15,4.755143623002947,0.0,0.0,0.8497169225996588,2.038738948348069,2.041162556227703,0.0,0.0,0.9233946021405305,0.0,10.608156652318907
2024-03-18,4.767746383977044,0.0,0.0,0.8497169225996588,2.0256514657980453,2.041162556227703,0.0,0.0,0.9233946021405305,0.0,10.607671930742981
2024-03-19,4.811856047386382,0.0,3.1521444082519,0.8497169225996588,2.004323716457267,1.9820265239646349,0.0,0.0,0.9233946021405305,0.0,13.723462220800373
2024-03-20,4.80603938847526,0.0,3.1521444082519,0.8545641383589266,2.004323716457267,1.9917209554831703,0.0,0.0,0.9233946021405305,0.0,13.732187209167055
2024-03-21,4.800222729564138,0.0,3.1521444082519,0.8545641383589266,2.004323716457267,1.9917209554831703,0.0,0.0,0.9233946021405305,0.0,13.726370550255934
2024-03-22,4.798283843260432,0.0,3.1521444082519,0.8545641383589266,2.0091709322165348,1.9917209554831703,0.0,0.0,0.92194043741275,0.0,13.727824714983713
2024-03-25,4.791497741197456,0.0,3.1521444082519,0.8569877462385606,2.0067473243369007,1.9917209554831703,0.0,0.0,0.92194043741275,0.0,13.721038612920738
2024-03-26,4.800222729564138,0.0,3.1521444082519,0.8569877462385606,2.0067473243369007,1.9941445633628045,0.0,0.0,0.92194043741275,0.0,13.732187209167055
2024-03-28,4.800222729564138,0.0,3.1521444082519,0.8550488599348535,2.0067473243369007,1.9941445633628045,0.0,0.0,0.92194043741275,0.0,13.730248322863348
2024-04-02,4.807493553203041,0.0,3.1521444082519,0.8545641383589266,1.9922056770590975,1.9941445633628045,0.0067861020629750276,0.0,0.92194043741275,0.0,13.729278879711494
2024-04-05,4.807493553203041,0.0,3.1521444082519,0.8545641383589266,1.9922056770590975,1.9941445633628045,0.0038777726074143014,0.0,0.92194043741275,0.0,13.726370550255934
2024-04-08,4.8254282515123315,0.0,3.1521444082519,0.8502016441755855,1.9922056770590975,1.9941445633628045,0.0038777726074143014,0.0,0.9209709942608965,0.0,13.73897331123003
2024-04-09,4.817187984721576,0.0,3.1521444082519,0.8506863657515124,1.9897820691794632,1.9941445633628045,0.007270823638901815,0.0,0.9209709942608965,0.0,13.732187209167055
2024-04-10,4.828821302543819,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.007270823638901815,0.0,0.9209709942608965,0.0,13.72976360128742
2024-04-11,4.794406070653017,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.011148596246316117,0.0,0.9209709942608965,0.0,13.699226142004035
2024-04-12,4.740117254149217,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.013572204125950055,0.0,0.9209709942608965,0.0,13.647360933379868
2024-04-15,4.729453379478827,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.013572204125950055,0.0,0.9209709942608965,0.0,13.636697058709476
2024-04-16,4.728483936326974,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.013572204125950055,0.0,0.9209709942608965,0.0,13.635727615557624
2024-04-17,4.712003402745463,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.013572204125950055,0.0,0.9209709942608965,0.0,13.619247081976113
2024-04-18,4.699885363347294,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.9941445633628045,0.013572204125950055,0.0,0.9209709942608965,0.0,13.607129042577942
2024-04-23,4.701339528075073,0.0,3.1521444082519,0.8487474794478052,1.9776640297812935,1.979118194509074,0.013572204125950055,0.0,0.9209709942608965,0.0,13.593556838451992
2024-04-24,4.69891592019544,0.0,3.1521444082519,0.8487474794478052,1.9737862571738793,1.979118194509074,0.013572204125950055,0.0,0.9209709942608965,0.0,13.587255457964945
2024-04-25,4.69891592019544,0.0,3.1521444082519,0.8487474794478052,1.9689390414146115,1.979118194509074,0.013572204125950055,0.0,0.9209709942608965,0.0,13.582408242205677
2024-04-26,4.69891592019544,0.0,3.1521444082519,0.8487474794478052,1.9616682177757097,1.979118194509074,0.013572204125950055,0.0,0.9209709942608965,0.0,13.575137418566774
2024-04-30,4.711518681169536,0.0,3.1521444082519,0.8487474794478052,1.9616682177757097,1.979118194509074,0.011148596246316117,0.0,0.9209709942608965,0.0,13.585316571661238
2024-05-02,4.712003402745463,0.0,3.1521444082519,0.8487474794478052,1.9510043431053206,1.979118194509074,0.0038777726074143014,0.0,0.9209709942608965,0.0,13.567866594927875
2024-05-03,4.642688217387932,0.0,3.1521444082519,0.8487474794478052,1.9510043431053206,1.979118194509074,0.0043624941833410895,0.0,0.9209709942608965,0.0,13.49903613114627
2024-05-06,4.607303542345277,0.0,3.1521444082519,0.8618349619978285,1.9510043431053206,1.979118194509074,0.0038777726074143014,0.0,0.9127307274701412,0.0,13.468013950286956
2024-05-07,4.601971605010082,0.0,3.1521444082519,0.8618349619978285,1.9510043431053206,1.979118194509074,0.0038777726074143014,0.0,0.9127307274701412,0.0,13.46268201295176
2024-05-08,4.580643855669304,0.0,3.1521444082519,0.8763766092756321,1.9510043431053206,1.979118194509074,0.005816658911121452,0.0,0.9127307274701412,0.0,13.457834797192492
2024-05-09,4.574827196758182,0.0,3.1521444082519,0.8763766092756321,1.9510043431053206,1.979118194509074,0.005816658911121452,0.0,0.9127307274701412,0.0,13.452018138281371
2024-05-10,4.569010537847061,0.0,3.1521444082519,0.8763766092756321,1.9510043431053206,1.979118194509074,0.005816658911121452,0.0,0.9127307274701412,0.0,13.446201479370249
2024-05-14,4.574827196758182,0.0,3.1521444082519,0.8763766092756321,1.9510043431053206,1.9718473708701723,0.005816658911121452,0.0,0.9127307274701412,0.0,13.44474731464247
2024-05-16,4.574827196758182,0.0,3.1521444082519,0.8666821777570962,1.9510043431053206,1.9679695982627576,0.005816658911121452,0.0,0.9127307274701412,0.0,13.431175110516518
2024-05-20,4.580643855669304,0.0,3.1521444082519,0.8594113541181945,1.9539126725608809,1.9679695982627576,0.010179153094462542,0.0,0.9127307274701412,0.0,13.436991769427642
2024-05-21,4.585975793004498,0.0,3.1521444082519,0.8594113541181945,1.9539126725608809,1.9689390414146115,0.011148596246316117,0.0,0.9127307274701412,0.0,13.444262593066542
2024-05-22,4.598578553978594,0.0,3.1521444082519,0.8594113541181945,1.9466418489219792,1.9689390414146115,0.011148596246316117,0.0,0.9127307274701412,0.0,13.449594530401738
2024-05-23,4.569495259422988,0.0,3.1521444082519,0.8594113541181945,1.9718473708701723,1.9689390414146115,0.011148596246316117,0.0,0.9127307274701412,0.0,13.445716757794324
