date,THE HONGKONG AND SHANGHAI BANKING,LIVERMORE HOLDINGS LTD,CITIBANK N.A.,YUEN META (INTERNATIONAL) SECURITIES LTD,BNP PARIBAS,ABCI SECURITIES CO LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB WING LUNG BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-05,0.0,0.0,0.01187693444696501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.24766901537935856,0.0,0.0,0.004890502419338533,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.005239824020719857,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0027945728110505903,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.013623542453871628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.013972864055252951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.012575577649727656,0.0,0.0024452512096692666,0.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,0.0,0.013274220852490306,0.0,0.001746608006906619,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,0.0,0.012924899251108981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,0.0,0.0,0.011178291244202361,0.0,0.0013972864055252952,0.0,0.0,0.0,0.0,0.0
2024-03-28,0.0,0.0,0.010828969642821039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,35.43233208121101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,35.43931851323864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,35.43896919163726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,35.43233208121101,0.0,0.010479648041439714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,0.0,0.0013972864055252952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,35.41591396594609,0.0,0.004191859216575886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.0,0.0,0.0013972864055252952,0.0,0.003493216013813238,0.0,0.0,0.0010479648041439714,0.0,0.0
2024-04-17,35.41137278512813,0.0,0.005938467223482505,0.0,0.005938467223482505,0.0,0.0,0.0,0.0,0.0
2024-04-18,35.41102346352675,0.0,0.0003493216013813238,0.0,0.02689776330636193,0.0,0.0,0.0,0.0,4.502755441805264
2024-04-19,35.40508499630327,0.2525595177986971,0.002095929608287943,0.0,0.009781004838677066,0.0,0.0,0.003493216013813238,0.0,4.525810667496431
2024-04-22,35.40613296110741,0.22391514648542857,0.0045411808179572095,0.0,0.0073357536290078,0.0,0.0,0.0013972864055252952,0.0,0.0
2024-04-23,35.40787956911432,0.21797667926194605,0.005239824020719857,0.0006986432027626476,0.005239824020719857,0.0,4.098590349007073,0.0,0.0,0.0
2024-04-24,0.0,0.22705904089786047,0.005938467223482505,0.0,0.009431683237295742,0.0,0.0,0.0,0.0,0.0
2024-04-25,35.40508499630327,0.22496311128957255,0.008733040034533094,0.0010479648041439714,0.0146715072580156,0.0,0.0,0.0,0.0,0.0
2024-04-26,35.40333838829636,0.2067983880177437,0.013623542453871628,0.0006986432027626476,0.021308617684260754,0.0,4.09789170580431,0.0010479648041439714,0.0,4.526159989097812
2024-04-29,35.40473567470189,0.17396215748789925,0.01746608006906619,0.0,0.027247084907743257,0.0,4.098241027405691,0.0006986432027626476,0.0,0.0
2024-04-30,0.0,0.17920198150861913,0.015020828859396923,0.0,0.02689776330636193,0.0,0.0,0.0,0.0024452512096692666,4.527557275503337
2024-05-02,0.0,0.18094858951552573,0.0,0.0,0.02270590408978605,0.0,0.0,0.0,0.0,0.0
2024-05-03,0.0,0.19562009677354134,0.0220072608870234,0.0,0.018164723271828838,0.0,4.097193062601547,0.0010479648041439714,0.0,0.0
2024-05-06,35.40403703149912,0.19247620236110943,0.02550047690083664,0.0,0.019562009677354133,0.0,0.0,0.0006986432027626476,0.0,0.0
2024-05-07,0.0,0.1816472327182884,0.02689776330636193,0.0,0.02375386889393002,0.0,4.094049168189115,0.0,0.0,0.0
2024-05-08,0.0,0.17710605190033119,0.02969233611741252,0.0013972864055252952,0.027945728110505903,0.0,4.091603916979445,0.0003493216013813238,0.0,0.0
2024-05-09,35.404386353100506,0.1673250470616541,0.030041657718793847,0.0,0.032486908928463114,0.0,0.0,0.0,0.0027945728110505903,4.527207953901956
2024-05-10,0.0,0.15055761019535055,0.030740300921556492,0.0027945728110505903,0.02829504971188723,0.0,0.0,0.0,0.005938467223482505,0.0
2024-05-13,35.39739992107288,0.1526535398036385,0.0293430145160312,0.004191859216575886,0.024452512096692667,0.0,0.0,0.0,0.0,4.526159989097812
2024-05-14,35.39565331306597,0.15055761019535055,0.030740300921556492,0.003143894412431914,0.02550047690083664,0.0,0.0,0.0,0.009431683237295742,0.0
2024-05-16,0.0,0.13413949493042834,0.03108962252293782,0.0,0.02969233611741252,0.0,4.091953238580827,0.0,0.0,0.0
2024-05-17,35.39635195626873,0.14776303738429997,0.03178826572570046,0.003493216013813238,0.027596406509124583,0.0,4.088460022567014,0.0,0.009781004838677066,0.0
2024-05-20,35.401242458688074,0.1407766053566735,0.03213758732708179,0.0,0.027945728110505903,0.0,4.085665449755963,0.0,0.010130326440058391,0.0
2024-05-21,35.40229042349222,0.12855034930832715,0.05790774050418482,0.0,0.007764720555504065,0.0,4.07972698253248,0.0,0.0,0.0
2024-05-22,35.40333838829636,0.1250571332945139,0.056859775700040846,0.0038425376151945616,0.007415398954122742,0.0,4.077631052924193,0.0,0.013623542453871628,0.0
2024-05-23,35.403687709897746,0.12331052528760732,0.06035299171385408,0.003493216013813238,0.0,0.0,0.0,0.0,0.0146715072580156,0.0
2024-05-24,35.39949585068117,0.13134492211937773,0.05790774050418482,0.0045411808179572095,0.004620826143072151,0.0,4.07693240972143,0.0,0.0,0.0
2024-05-27,35.394605348261834,0.1275023845041832,0.056859775700040846,0.0,0.009860650163792008,0.0,4.076233766518667,0.0,0.0,0.0
2024-05-28,35.398447885877026,0.0,0.05895570530832879,0.0024452512096692666,0.004620826143072151,0.0,4.073788515308998,0.0010479648041439714,0.0,0.0
2024-05-29,35.399146529079786,0.11981730927379407,0.05965434851109143,0.002095929608287943,0.0,0.0,4.072740550504855,0.0013972864055252952,0.0,0.0
2024-05-30,35.39949585068117,0.11842002286826876,0.06035299171385408,0.0013972864055252952,0.002874218136165532,0.0,4.071692585700711,0.0,0.0,0.0
2024-05-31,0.0,0.12540645489589525,0.06175027811937937,0.0006986432027626476,0.001476931730640237,0.0,0.0,0.0,0.0,4.522666773083999
2024-06-03,35.40718092591156,0.12855034930832715,0.08829871982435998,0.0010479648041439714,0.002874218136165532,0.0,4.069596656092422,0.0,0.0,4.519872200272949
2024-06-04,35.42220175477095,0.10654308842130376,0.06741906906659549,0.0,0.020959296082879428,0.0,4.067500726484134,0.0,0.0,0.0
2024-06-05,35.40787956911432,0.11248155564478628,0.06881635547212078,0.0006986432027626476,0.023404547292548695,0.0,4.065055475274465,0.0,0.0,0.0
2024-06-06,35.40089313708669,0.1072417316240664,0.06986432027626475,0.0010479648041439714,0.02270590408978605,0.0,4.064007510470321,0.0,0.0,0.0
2024-06-07,35.399845172282554,0.10828969642821039,0.0880290435480936,0.0,0.024452512096692667,0.0,4.0629595456661765,0.0,0.015020828859396923,0.0
2024-06-11,35.39250941865354,0.10863901802959171,0.09257022436605081,0.0006986432027626476,0.02270590408978605,0.0,4.061911580862033,0.0,0.01571947206215957,0.0
2024-06-12,35.39216009705216,0.1040978372116345,0.09396751077157611,0.0010479648041439714,0.022356582488404723,0.0,4.060514294456508,0.0,0.016767436866303543,0.0
2024-06-13,0.0,0.10514580201577846,0.12486500641375418,0.001746608006906619,0.020609974481498105,0.0,4.0594663296523645,0.0,0.0,0.0
2024-06-14,0.0,0.10339919400887185,0.12626229281927948,0.0,0.021308617684260754,0.0,4.056322435239932,0.0,0.0,4.51498169785361
2024-06-17,0.0,0.09012497315638154,0.1474315311845891,0.0013972864055252952,0.006427168143814977,0.0,4.0531785408275,0.0,0.017116758467684866,4.503454085008027
2024-06-18,35.391985436251474,0.08663175714256831,0.1491781391914957,0.0,0.007824454549340273,0.0,4.047589395205399,0.0,0.0,4.4954196881762565
2024-06-19,0.0,0.09187158116328817,0.14952746079287704,0.0010479648041439714,0.007475132947958947,0.0,0.0,0.0,0.0,0.0
2024-06-20,35.39181077545078,0.07510414429698462,0.1519727120025463,0.0013972864055252952,0.008872419353484243,0.0,4.0472400736040175,0.0,0.019562009677354133,0.0
2024-06-21,35.39111213224801,0.06706974746521417,0.15267135520530895,0.0,0.012714956968678805,0.0,4.0468907520026365,0.0,0.019911331278735456,4.495070366574875
2024-06-24,35.39041348904525,0.06741906906659549,0.0,0.002095929608287943,0.01585885138111072,0.0,4.046541430401255,0.0,0.0,0.0
2024-06-25,35.390762810646635,0.06672042586383284,0.18003860674392738,0.0,0.018304102590779987,0.0,0.0,0.0,0.019562009677354133,0.0
2024-06-26,35.39111213224801,0.06776839066797681,0.17968928514254606,0.0024452512096692666,0.01865342419216131,0.0,4.043048214387442,0.0,0.0,0.0
2024-06-27,0.0,0.06951499867488344,0.18003860674392738,0.0027945728110505903,0.01935206739492396,0.0,0.0,0.0,0.018863366474591484,0.0
2024-06-28,0.0,0.06637110426245152,0.17899064193978342,0.003143894412431914,0.01865342419216131,0.0,0.0,0.0,0.0,0.0
2024-07-02,0.0,0.07230957148593403,0.0,0.0,0.019002745793542636,0.0,0.0,0.0,0.01921268807597281,0.0
2024-07-03,35.390762810646635,0.06951499867488344,0.18003860674392738,0.0,0.017954780989398664,0.0,4.042698892786061,0.0,0.0,4.4954196881762565
2024-07-04,0.0,0.07964532511494182,0.19813206840907446,0.0,0.005450464946352795,0.0,0.0,0.0,0.01746608006906619,0.0
2024-07-05,0.0,0.08278921952737374,0.19848139001045575,0.0,0.004751821743590148,0.0,0.0,0.0,0.0,0.0
2024-07-08,35.390064167443875,0.09990597799505861,0.0,0.0027945728110505903,0.005450464946352795,0.0,0.0,0.0,0.0,0.0
2024-07-09,0.0,0.0,0.1991800332132184,0.001746608006906619,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-10,0.0,0.10689241002268508,0.19987867641598103,0.002095929608287943,0.005101143344971471,0.0,0.0,0.0,0.0,0.0
2024-07-11,0.0,0.10374851561025317,0.0,0.003493216013813238,0.006149108149115443,0.0,0.0,0.0,0.0,0.0
