date,YUANTA SECURITIES (HONG KONG) CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD
2024-03-01,0.0,38.48021684735195,17.04495092921251,8.880720147165304,10.816038349211764,0.0,11.600410202435851,7.2553250006792265,5.9223385239434005,0.0
2024-03-04,0.0,39.778944609222506,13.595150357247784,9.173111372809442,11.18338514236568,0.0,12.163866028358733,7.9890550833585845,6.116487406637272,0.0
2024-03-05,0.0,39.8303362080476,13.581794722133239,9.212638231506611,11.235189179330018,0.0,11.9682961180585,8.025287316466244,6.146458224457795,0.0
2024-03-06,0.0,39.53613569190683,13.69856741049621,9.19196762246252,11.38032526265016,0.0980938164355699,11.729423844670865,7.939980735817008,6.425505615560842,0.0
2024-03-07,0.0,39.35524143417785,14.110591953401352,9.190906950533954,11.411465841046669,0.09808249727500139,11.39199358055825,7.917789284553523,6.523928458453401,0.0
2024-03-08,0.0,39.369496266340356,14.027704711181608,9.203990296234547,11.45029247020377,0.09819900214073102,11.338735515565954,7.929360388958738,6.582221349374294,0.0
2024-03-11,0.0,39.398842182341745,13.92789941464629,9.253533825259526,11.524994352382539,0.11143150876106826,11.120283823820353,7.94953871674705,6.7134761760414285,0.0
2024-03-12,0.0,39.452259900540874,13.707538701668042,9.280786110177615,11.561120470974377,0.11175968211440057,11.13046345487882,7.950016250294626,6.806055429351248,0.0
2024-03-13,0.0,39.386881256973574,13.748648805097172,9.287348793761037,11.55064922600197,0.11161979641734411,11.116531841890216,7.976060149646806,6.822260130211872,0.0
2024-03-14,0.0,39.38451294237832,13.777034124801386,9.28687607750567,11.539154393358615,0.11161411508746637,11.115966022147505,7.96074805699549,6.82409426772555,0.0
2024-03-15,0.0,36.81822796362983,12.837274519501088,8.695391184302373,10.785498523466817,0.10450536695822224,10.398113808162398,7.433981108772464,6.428271497195663,6.498736028011141
2024-03-18,0.0,36.830766088017384,12.768161247722704,8.711983255721654,10.782805817034703,0.10470067956572901,10.417547094510612,7.442417942897183,6.430736201600606,6.510881672929421
