date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHEER UNION SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,RIFA SECURITIES LTD,GET NICE SECURITIES LTD,PLUTUS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,56.5004508969671,0.0,0.0,0.0,0.0,29.763846608882233,0.0,13.735702494150667
2024-03-06,46.77227731626887,0.0,17.217868930706935,0.0,0.0,24.63914651102823,0.0,11.370707241995962
2024-03-07,46.82596602543713,0.0,17.237632885138044,0.0,0.0,24.66742916150171,0.0,11.268971927923117
2024-03-08,30.980915120088596,0.0,22.3741845088757,0.0,0.0,32.0179467271814,0.0,14.626953643854296
2024-03-11,30.891519696866084,0.0,22.3741845088757,0.0,0.0,32.0179467271814,0.0,14.716349067076811
2024-03-12,23.16712144538904,0.0,16.779538683920787,24.915525464545,0.0,24.011886353906363,0.0,11.125928052238814
2024-03-15,23.161945354850626,0.0,16.775789732562053,24.887616340358733,0.0,24.00652152262774,0.0,11.16812704960085
2024-03-18,18.86534763214197,13.26605151088108,14.978668837511366,22.221509047272576,0.0,21.434802269252867,0.0,9.233620702940142
2024-03-19,20.32907535912762,11.452369024608203,14.954802229786207,22.18610189292224,0.0,21.400648632305806,0.0,9.67700286124992
2024-03-20,21.10894468784574,11.443252339485872,14.9428974245269,22.168440594669008,0.0,21.383612595956023,0.0,8.952852357516457
2024-03-22,20.97951355921702,12.797195456046207,14.851273892074646,22.03251308486039,0.0,21.252497319783668,0.0,8.087006688018072
2024-03-25,20.892732477245364,12.744260269310645,14.789842076061666,21.941376304273845,0.0,21.164587049280744,0.0,8.467201823827738
2024-03-26,21.012762948338683,12.817477095569597,14.874810938498348,22.06743132063449,0.0,21.286179347310092,0.0,7.94133834964879
2024-03-27,21.654303784915673,11.175356215019121,12.9691131592691,19.24024548043096,9.909783827890706,18.5590842011489,0.0,6.49211333132554
2024-03-28,21.21780520807753,11.22771774706299,12.977818728193288,19.330394618487205,9.956215588406272,18.64604179457194,0.0,6.6440063152007784
2024-04-02,22.911739834830218,10.97499918489965,13.1203125271723,19.591758611048775,10.126008688057347,17.31522015832975,0.0,5.959960995661951
2024-04-03,23.239135091949166,11.27454116508691,13.145454938328193,19.871713293413222,10.270703383524145,15.778698061209296,0.0,6.419754066489064
