date,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,NANYANG COMMERCIAL BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,65.81402058337751,7.869085661698715,5.794570776164954,5.810213265653431,1.4042083383920414,0.0,0.6218063193330782,0.0,0.5853630989786265,0.0,87.89926804359835
2024-03-04,65.82753424339352,7.881702201137494,5.811735808861771,5.754901452824923,1.404573756455055,1.052987324870006,0.6317303046233387,0.6154794132924741,0.585661203187927,0.0,89.56630570864651
2024-03-05,65.8507863332539,7.88091366742257,5.813437887734228,5.731533929321694,1.404573756455055,1.052987324870006,0.6313841190899575,0.6154794132924741,0.585661203187927,0.0,89.5667576346278
2024-03-06,65.8507863332539,7.889250969018168,5.808254720998327,5.732416625501697,1.4084202623815125,1.0431114209038261,0.6311629449991862,0.6154505644980257,0.5857189007768238,0.0,89.56457274233146
2024-03-07,65.80087347614376,7.900694324149379,5.79814802667656,5.723723522107902,1.4085645063537549,1.043303746200149,0.6299609118971683,0.6154505644980257,0.5856323543934785,0.0,89.50635143242019
2024-03-08,65.7956614606134,7.903069541558967,5.80029245373056,5.719620338840973,1.408516425029674,1.0425729100741221,0.6298810199690758,0.6154505644980257,0.5867574573769674,0.502812542919854,90.00463471461163
2024-03-11,65.7956614606134,7.908916230567183,5.812033913071072,5.719620338840973,1.408516425029674,1.0425248287500415,0.6298810199690758,0.6154505644980257,0.5866997597880704,0.4989660369933964,90.01827057812092
2024-03-12,65.81112587611003,7.924504195834152,5.805014039755286,5.752517580777001,1.4067181835090552,1.0421401781573958,0.6491135496013635,0.6154505644980257,0.5866901435232543,0.4989660369933964,90.09224034875896
2024-03-13,65.806942800915,7.939236313532485,5.783992884867196,5.752507964512184,1.408449111175961,1.0421401781573958,0.6502675013793008,0.6154505644980257,0.5879210254197208,0.5005046393639795,90.08741298382125
2024-03-14,65.80749092800953,7.9263120536195855,5.783050490915214,5.75301762654744,1.4084106461166965,1.0450539063966873,0.6502675013793008,0.6154505644980257,0.5880845019215952,0.5005046393639795,90.07764285876804
