date,ASTRUM CAPITAL MANAGEMENT LTD,SUNCORP SECURITIES LTD,GRANSING SECURITIES CO LTD,LUK FOOK SECURITIES (HK) LTD,KGI ASIA LTD,KINGSTON SECURITIES LTD,SORRENTO SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,52.02362402603422,47.97637597396579,0.0,0.0,0.0,0.0,0.0
2024-08-13,0.0,36.53516568702436,33.69286315760408,0.0,16.846450287723545,0.0,0.0,12.925520867648013
2024-08-15,0.0,36.580791497471296,33.734939446542036,0.0,16.867488455556582,0.0,0.0,12.81678060043008
2024-09-13,0.0,35.338475453702,34.395771669138355,0.0,17.197904933800643,0.0,0.0,13.067847943359007
2024-09-16,0.0,34.12596188062165,35.02205792150188,0.0,17.53101681019123,0.0,0.0,13.320963387685234
2024-09-17,0.0,29.409955244036805,30.061754022465315,0.0,15.108333695436595,13.939872215551397,0.0,11.480084822509887
2024-09-24,0.0,29.42653976005059,30.078706093179164,0.0,15.116853409255757,13.94773302431736,0.0,11.43016771319713
2024-09-26,0.0,29.430213670411742,30.082030908612644,0.0,15.11874075193421,13.949474402042721,0.0,11.419540266998682
2024-09-30,0.0,24.018785110343643,24.870914513392194,17.66116289802745,12.499718185045774,11.533004085193847,0.0,9.41641520799709
2024-10-02,19.980702524029947,19.21966310755988,19.90153106946551,14.132338477088238,10.002186678149704,9.228628846847045,0.0,7.5349492968596765
2024-10-10,19.99209082428064,19.230617642012454,19.855877749082765,14.140393414777641,10.007887574047496,9.233888841888946,0.0,7.5392439539100575
2024-10-14,19.994370042332076,19.232810047561987,19.846740839303983,14.142005504288868,10.009028533150573,9.234941560502438,0.0,7.540103472860074
2024-11-01,19.994484016876562,19.232919680961775,19.846283939127456,14.142086118413348,10.009085587934765,9.234994202734,0.0,7.5401464539520955
2024-11-05,19.98992604838673,19.228535319664967,19.841759754519423,14.138862270133304,10.006803903812118,9.232888981486767,0.0,7.5612237219966865
2024-11-21,20.069991721557553,19.30555139369802,19.520701865165165,14.195492671005603,10.046884166685915,9.269869482056144,0.0,7.591508699831594
2024-11-22,20.66620367441637,19.879054395450115,20.100596263811266,11.646529343643646,10.345343304700013,9.545246127115076,0.0,7.817026890863514
2024-11-26,20.673511970842213,19.886084328207787,20.10770454156496,11.650647966014576,10.313638265041579,9.548621661840933,0.0,7.819791266487952
2024-12-02,20.717470527971766,19.928368560091442,19.937827742737852,11.675421002880913,10.33556838787348,9.568925112528097,0.0,7.836418665916453
2024-12-04,20.71685871232887,19.92778004772426,19.937238951027883,11.675076211503157,10.335263164202019,9.568642528896005,0.0,7.839140384317811
2024-12-09,20.830044492241033,20.03665472597253,19.891763107616974,11.738862552129522,10.391729486537919,9.228976401957576,0.0,7.88196923354445
2025-01-14,20.830168193156258,20.036773715278027,19.8918812364718,11.738932264320582,10.391197340527459,9.229031208985374,0.0,7.882016041260504
2025-01-20,20.812864348620153,20.02012895205964,19.875356836992413,11.729180607154973,10.382565261244318,9.221364553595063,0.0,7.958539440333438
2025-02-13,20.812740853138315,20.020010160362833,19.875238904317307,11.729111010736796,10.382503655120424,9.221309837586748,0.0,7.959085578737582
2025-02-14,20.81768181581132,20.024762928083984,19.879957303217104,11.731895511831606,10.384968470464747,9.223498984514835,0.0,7.937234986076409
2025-02-27,21.592950803668625,19.828701761357014,19.68531391905575,11.617029276948859,10.283289911669598,9.133192298802575,0.0,7.859522028497583
2025-04-11,20.215304603161087,18.56361595206181,16.613729275124413,10.875854233755858,9.627208424505639,8.55048788830522,8.195720901657165,7.3580787214288055
2025-04-22,19.98940379886699,19.473646496561024,16.42807514429385,10.75431937355857,9.519626858514165,8.454938396027325,8.104135838765519,7.275854093412559
