date,UPBEST SECURITIES CO LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,0.0,36.84324091056209,29.59326788218794,33.563491207249974,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,26.841153815923917,21.637978464198696,24.530378055490058,12.780004715868898,14.210484948518431,0.0,0.0,0.0
2024-03-06,0.0,26.843263637792802,21.639679295708223,24.524445841848767,12.781009275271185,14.21160194937903,0.0,0.0,0.0
2024-03-07,0.0,26.785714285714285,21.656702328508494,24.63813719320327,12.696664568911265,14.22278162366268,0.0,0.0,0.0
2024-03-08,0.0,22.944743935309972,18.551212938005392,20.983827493261455,10.815363881401616,12.183288409703504,6.610512129380054,7.9110512129380055,0.0
2024-03-11,0.0,22.92466168450818,18.534976099104558,20.904867703494244,10.954016023698916,12.172625058910658,6.604726317915572,7.904127112367871,0.0
2024-03-12,0.0,22.90307392210937,18.517522028654064,20.979350238783883,10.943700813883096,12.161162305777898,6.598506759938118,7.896683930853568,0.0
2024-03-13,0.0,22.889217531594515,18.506318902930897,21.00026888948642,10.963968808819576,12.153804786232858,6.59451465447701,7.891906426458725,0.0
2024-03-14,0.0,22.992749731471537,18.481471535982813,20.972073039742213,10.949248120300751,12.1374865735768,6.585660580021482,7.881310418904404,0.0
2024-03-18,0.0,23.067122644672434,18.46040367464628,20.96157714745524,10.9367665794944,12.123650506269698,6.578153289076645,7.872326158385301,0.0
2024-03-19,0.0,23.065575968888293,18.459165884403916,20.96687676009119,10.936033257342094,12.122837602252917,6.577712216709132,7.8717983103124585,0.0
2024-03-20,0.0,23.06248323947439,18.456690801823544,20.96406543309198,10.9479753285063,12.121212121212121,6.576830249396622,7.870742826495039,0.0
2024-03-21,0.0,23.06248323947439,18.32260659694288,20.997586484312148,11.0485384821668,12.121212121212121,6.576830249396622,7.870742826495039,0.0
2024-03-22,0.0,23.057845700113948,18.318922179770762,21.268181513506267,11.046316777263891,12.118774716804076,6.320798981164957,7.8691601313760975,0.0
2024-03-25,0.0,23.101202068363442,18.35336780605735,21.120139681686926,11.0670875025183,12.141562017325903,6.332684171647304,7.883956752400779,0.0
2024-03-26,0.0,23.054755043227665,18.316466724750352,21.278734669258093,11.044836136988136,12.117150325045237,6.3199517458615375,7.868105354868976,0.0
2024-03-27,0.0,23.059391339321625,18.32015015417616,21.26290387451401,11.047057246279662,12.119587076015552,6.321222684005899,7.86968762568709,0.0
2024-03-28,0.0,23.159941010859363,18.32015015417616,21.128837645797024,11.080573803458908,12.119587076015552,6.321222684005899,7.86968762568709,0.0
2024-04-02,0.0,23.16149359790843,18.301267010793055,21.130254072534694,11.094724140242676,12.120399544144265,6.321646443654891,7.870215190721995,0.0
2024-04-05,0.0,23.226974125217858,18.300040219868617,21.06850784287438,11.093980426330607,12.119587076015552,6.321222684005899,7.86968762568709,0.0
2024-04-08,0.0,23.22853120600657,18.167191794596768,21.177180398203394,11.114835422672119,12.120399544144265,6.321646443654891,7.870215190721995,0.0
2024-04-10,0.0,23.231645993965806,18.16962789138451,21.16661079450218,11.116325846463292,12.122024807241033,6.32249413342273,7.87127053302045,0.0
2024-04-11,0.0,23.226974125217858,18.16597399115163,21.135540957232873,11.161013540689101,12.119587076015552,6.321222684005899,7.86968762568709,0.0
2024-04-16,0.0,23.2722143864598,18.201356706293236,20.98193297064947,11.182752367519646,12.143192961246557,6.333534824366982,7.885015783464302,0.0
2024-04-17,0.0,23.085170542116195,18.159887422100113,21.054747704885077,11.398512363465791,12.115526368692622,6.319104737653287,7.867050861086914,0.0
2024-04-18,0.0,23.094455989810285,18.167191794596768,21.022993899577664,11.403097137494134,12.120399544144265,6.321646443654891,7.870215190721995,0.0
2024-04-22,0.0,23.096004290694555,18.034325556449453,21.151783319924913,11.403861625100562,12.121212121212121,6.322070260123358,7.870742826495039,0.0
2024-04-25,0.0,23.04441164631692,18.046424258687775,21.165973433516704,11.411512142761303,12.1293438883671,6.326311552395008,7.876023077955185,0.0
2024-04-26,0.0,23.09398951189996,18.08524942853301,20.99636950383219,11.436062928600242,12.155439021110663,6.339922011563802,7.892967594460131,0.0
2024-04-29,0.0,23.038229376257547,18.02146210596915,21.207243460764587,11.408450704225352,12.126089872568746,6.324614352783367,7.8739101274312535,0.0
2024-04-30,0.0,23.03977463277215,18.022670869944328,21.201958548527735,11.409215909853108,12.126903212824468,6.325038567308337,7.874438258769871,0.0
2024-05-02,0.0,22.57788878664388,17.66136453266728,20.711187064545815,11.180491652425397,11.883791244906007,6.198238464572105,7.716576837123703,2.070461417115814
2024-05-06,0.0,22.580857217985802,17.663686563239548,20.70076255587694,11.18196160925585,11.88535366815672,6.199053378911386,7.717591375230082,2.0707336313436757
2024-05-07,0.0,22.579372904752514,17.6625254716361,20.70597515282982,11.181226582528101,11.88457240517978,6.1986458949582595,7.717084072832446,2.0705975152829814
2024-05-08,0.0,22.576404863621427,17.66020374630299,20.71639829116004,11.17975681892869,11.883010187315149,6.197831087742359,7.7160696680907,2.0703253368386463
2024-05-09,0.0,22.583826429980274,17.89612097304405,20.460223537146614,11.18343195266272,11.886916502301117,6.199868507560815,7.718606180144643,2.0710059171597637
2024-05-13,0.0,22.580857217985802,17.89376807783329,20.470681041283196,11.18196160925585,11.88535366815672,6.199053378911386,7.717591375230082,2.0707336313436757
2024-05-14,0.0,22.712332369182224,17.89376807783329,20.339205890086774,11.18196160925585,11.88535366815672,6.199053378911386,7.717591375230082,2.0707336313436757
2024-05-16,0.0,22.890219035716637,17.904360981385253,20.127606393474974,11.188581201078735,11.892389659935539,6.202723146747353,7.722160099980267,2.0719594816812474
2024-05-17,0.0,23.048596041296772,17.899651476293812,19.984217794436773,11.185638192937462,11.889261524298021,6.201091602551457,7.720128888012099,2.0714144801736043
2024-05-20,0.0,23.03799132378073,17.891415801235706,20.021033258840543,11.180491652425397,11.883791244906007,6.198238464572105,7.716576837123703,2.070461417115814
2024-05-22,0.0,23.03799132378073,17.891415801235706,20.415406862100696,10.720389115288551,11.883791244906007,6.3954252662021815,7.585118969370316,2.070461417115814
2024-05-23,0.0,23.047080483955813,17.898474487112047,20.397159389794844,10.711467648605996,11.888479747501316,6.397948448185166,7.5881115202524985,2.07127827459232
2024-05-27,0.0,22.915570752235663,17.898474487112047,20.52866912151499,10.711467648605996,11.888479747501316,6.397948448185166,7.5881115202524985,2.07127827459232
2024-05-29,0.0,22.956326987681972,17.930307621368815,20.387326263092024,10.73051841117186,11.909623871945195,6.409327448784665,7.601607272248205,2.0749621237072655
2024-05-30,0.0,22.908039177019653,17.8925918622231,20.285282324327877,10.977453493722473,11.88457240517978,6.395845658318542,7.58561756392559,2.0705975152829814
2024-05-31,0.0,22.930648769574944,17.877352283195158,20.239505198052377,10.988287932622713,11.896302145019082,6.402158178707724,7.593104355836294,2.0726411369917095
