date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SINOMAX SECURITIES LTD,HANG SENG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,BNP PARIBAS,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,79.7986978212398,0.0,0.0,7.181589054232891,0.0,7.130768544041985,0.0,3.1459484446246013,2.7429961358607255,0.0
2024-03-04,66.53628393698752,7.890641325094061,8.701232727797347,5.996502402067877,0.0,5.95488911339071,0.0,2.6304246404715497,2.2900258541909344,0.0
2024-03-05,65.43567870898583,7.751879591784615,8.563770161881381,5.9014570084491424,0.0,5.851448842558272,0.0,2.607923574980427,2.255268345794231,1.632573765566096
2024-03-06,65.4242306409174,7.7557525376235406,8.568210426740611,5.904405457672824,0.0,5.854210619706973,0.0,2.6034057864980777,2.2563951089298144,1.6333894219107574
2024-03-07,64.48780060278442,7.651436874442913,8.450893458289572,5.824990601665418,0.0,5.77451381381957,1.3627161040774582,2.6103415256056226,2.22588685183217,1.6114201674828625
2024-03-08,64.46549372669651,7.656621409911775,8.46140831776412,5.828937555796476,0.0,5.77842656539479,1.363639466589822,2.6009368187811885,2.2320240897371715,1.6125120493281482
2024-03-11,60.79322792790492,7.223557560121212,7.989752410321742,5.568973071858259,5.617066343255826,5.456112499307954,1.2865110668019915,2.4375620357108456,2.1059298421217005,1.5213072425955445
2024-03-12,60.77808648451168,7.226430528717781,7.993834025454858,5.565915144530384,5.619300374766575,5.456775992749349,1.2870227407055075,2.443503034488902,2.1069180693108795,1.5222136047640822
2024-03-13,60.725977768288644,7.2203064630277485,8.03101281734202,5.560295140964292,5.614538277560999,5.459677859728043,1.285932048450552,2.4743971760802164,2.1069388494293557,1.5209235991281336
2024-03-14,60.71789669521003,7.217906939510145,8.032724622754293,5.558563170407693,5.612789410866138,5.4579772303438405,1.2855314948127976,2.4888246823297777,2.107335905548882,1.5204498482164026
2024-03-15,60.66853570019825,7.271860827770252,8.067641333978523,5.580845229781051,5.509411081806354,5.477919273358435,1.288452348564344,2.4890500285944195,2.1223797164205243,1.5239044595278493
2024-03-18,60.62693072964136,7.277598304224657,8.068176662985648,5.579753876747865,5.519236382679479,5.480542084051641,1.287226360520367,2.498283711621263,2.1397974534118496,1.522454434115869
2024-03-19,60.60328022487907,7.290875379315224,8.071656439773921,5.579083394093649,5.524614202746118,5.484428824998491,1.2867242148104783,2.4982128378916117,2.1392639553206116,1.5218605261708176
2024-03-20,60.612379319205765,7.290853651842773,8.069298609255474,5.5782065418186715,5.523000394717112,5.482826755614552,1.2863483467782912,2.4955256251913043,2.1386390499026837,1.5229217056733764
2024-03-21,60.674898153666746,7.287560609704709,8.074443302649282,5.5814505547201865,5.52621230241562,5.489028519116011,1.2870964242475473,2.499688798148864,2.0558139726594513,1.5238073626715827
2024-03-22,60.69364020106097,7.269227607825527,8.079818699164935,5.5779450589419115,5.524530993711762,5.482840070175065,1.286704834800315,2.5072121172822626,2.0547366613430396,1.5233437556942064
2024-03-25,60.69110772204092,7.268888218475128,8.078387208025315,5.576931592679997,5.524273061633369,5.478517666635084,1.2866447604785856,2.5155291113444456,2.0564480256314988,1.523272633055658
2024-03-26,60.68319912871559,7.2655070045051575,8.087726252808752,5.595563273533202,5.521703377152259,5.47717356996587,1.2860462616287254,2.5054772387378725,2.0550398291515406,1.522564063801027
2024-03-27,60.7079313306034,7.264413434127085,8.095088301136693,5.594721055331391,5.520872275999095,5.47529556373592,1.2858526919169795,2.4832753992224883,2.050215053399016,1.5223348945279314
2024-03-28,60.687260760413864,7.262732548718041,8.096165615492835,5.595049490270512,5.521196375687342,5.5057218263841285,1.2859281771728859,2.474841299525202,2.0486796439972372,1.5224242623379545
2024-04-02,60.658001180880575,7.259104881326446,8.121308763417513,5.592856611091903,5.5184385894243455,5.499060095328995,1.285436317009894,2.500084164559697,2.0440455713888106,1.5216638255718187
2024-04-03,60.61997163350171,7.256745257231606,8.111852580860917,5.636733336562726,5.518017149275237,5.498640135104925,1.285338148938558,2.507415110365476,2.04373903122451,1.5215476169343303
2024-04-05,60.61582326373751,7.256788924964022,8.104680349943841,5.636767255813617,5.518050354147091,5.498673223374881,1.2853458835083083,2.512845982045475,2.0494679895619807,1.521556772903272
2024-04-08,60.61634309932621,7.256887179283507,8.097719382808988,5.635339171024927,5.518125066569903,5.50626969641717,1.285363286630597,2.5128800050788698,2.049495738623542,1.521577374236289
2024-04-09,60.611935171028804,7.262687970405578,8.106591192144986,5.637259130829358,5.5185318697005314,5.506675625554978,1.2854580452311521,2.499374166686476,2.0497972815812098,1.5216895468369216
2024-04-10,60.598278220249945,7.268536205474033,8.111761371276986,5.638761418448744,5.52000251738811,5.508143113641697,1.2858006102369064,2.4988362981518892,2.0477851793513073,1.5220950657803847
2024-04-11,60.582964110496505,7.286368317147578,8.089887326141245,5.6398331235804555,5.521199005205549,5.510691749253158,1.2860793138717248,2.5102156802921236,2.050336386605793,1.5224249874058644
2024-04-12,60.60740850410118,7.276724307360779,8.089525008650009,5.640525087829916,5.521876413958971,5.510991512015807,1.281269195764971,2.4969748185757856,2.052093374472429,1.5226117772701542
2024-04-15,60.62277701031683,7.275497327505251,8.088160976730267,5.638068825591914,5.520945331395105,5.508259819585448,1.281053151920748,2.4932424043602275,2.04964011364471,1.5223550389495044
2024-04-16,60.61811847789556,7.27557936260978,8.09111203691496,5.6381323978186115,5.521007582992071,5.5083219281465166,1.2810675964768372,2.494173631268448,2.0501147815644294,1.5223722043127954
2024-04-17,60.596082882357805,7.273783462167825,8.091823504834238,5.636294159065862,5.519644780187763,5.50696225666303,1.2807513783795528,2.492504597432083,2.0491572865626777,1.5529956923491648
2024-04-18,60.60590011136242,7.274263557233285,8.095452374691213,5.638740224630835,5.520580151851492,5.504509062786308,1.2809684174455302,2.494432056902568,2.031895176535368,1.5532588665609786
2024-04-19,60.59882315676065,7.2758041544943195,8.102213480197808,5.63841612873209,5.520264527131795,5.5041943568890614,1.2808951814292826,2.4942894442790564,2.03192950703489,1.5531700630510412
2024-04-22,60.58317204882936,7.274665211188395,8.102901350008123,5.636329697824872,5.519400393326569,5.503332738683819,1.28069467204757,2.493748516777896,2.031611431883194,1.5741439394302004
2024-04-23,60.58467271057635,7.275315233848177,8.101913404924524,5.636682839477831,5.519893575517076,5.500814711672642,1.2808091076309163,2.4936703665966653,2.0319434537866976,1.5742845959691176
2024-04-24,60.56533798450522,7.279884666260977,8.10790550086473,5.641427755911304,5.52336047417486,5.504269627402394,1.281613549838972,2.487857998348654,2.033069080350281,1.5752733623426112
2024-04-25,60.56460838353945,7.279796969055613,8.109313642681066,5.641359796393932,5.5232939369562075,5.50360099464855,1.2815981108681878,2.488279772476693,2.0328940075844155,1.5752543857958805
2024-04-26,60.55130455276754,7.293361494467537,8.098319136986838,5.639753083420935,5.522163049460537,5.500667532694436,1.2813357052648289,2.490480210164324,2.0326283256368924,1.5899869091361354
2024-04-29,60.549268642305975,7.293515220446347,8.098489829477124,5.6398719554340175,5.52227944296723,5.500934026849129,1.2813627126448446,2.491586579354245,2.0326711684027625,1.5900204221183292
2024-04-30,41.310843808147325,4.96985959832197,5.524294431444295,3.838677785992474,3.7675916427094265,3.742448949112308,0.8742135375978374,1.7396433707656878,1.3893638685148553,1.0847961817179415
2024-05-02,60.444326661267,7.272519208817038,8.145541449002067,5.619521408611256,5.592294078621877,5.484059596964517,1.2798138893469213,2.554738486640271,2.0341238802823924,1.5730613404466625
2024-05-03,60.43231245703815,7.269909273049924,8.15834468219658,5.624959202531316,5.604636932410238,5.487160173711785,1.2805725833475359,2.5345866089018845,2.033524210618708,1.5739938761938754
2024-05-06,60.42518764829068,7.261754111526053,8.150655615264238,5.625052301068882,5.604729694594498,5.488605161909665,1.2805937780674377,2.55795038177734,2.031451380180069,1.5740199273211346
2024-05-07,60.41832840804512,7.266947636254097,8.153860585580516,5.6274226921524555,5.6040934667401405,5.482866942073352,1.2804484098737656,2.559314922097984,2.0328756866889783,1.57384125049359
2024-05-08,60.415375885917236,7.2605372933797225,8.155218677018143,5.626907882956704,5.606578572498345,5.481384952338042,1.2810162179832032,2.561202401876721,2.037238953917563,1.574539162114321
2024-05-09,60.40418350803678,7.2641926332949165,8.183790326122239,5.627407611807062,5.60707649589122,5.481871757215175,1.2811299857532144,2.534937221532865,2.040731462524619,1.5746789978219056
2024-05-10,60.37970032446216,7.264531240971634,8.172618348499892,5.624173651463026,5.603854219439156,5.527764831540919,1.2821990240343322,2.534533522127509,2.0368507766521846,1.5737740608091935
2024-05-13,60.3634845844768,7.262761214613227,8.174537547425059,5.622051287416126,5.602488822368367,5.526417973893764,1.281886612125844,2.555574038038611,2.037407313935262,1.573390605706943
2024-05-14,60.37779111544255,7.263575316774083,8.162410572227374,5.61873949384478,5.599637963319336,5.517592756630739,1.2812343166614746,2.5705089010452222,2.036370567363934,1.5721389966905082
2024-05-16,60.39488313381959,7.265665464890148,8.165697486901703,5.610690878931546,5.60240877344003,5.473698638326551,1.281868296399958,2.5943409990950506,2.0378294064548155,1.57291692174061
2024-05-17,60.37429837866788,7.270153160700643,8.161667522799497,5.610091806636927,5.601810585453608,5.5182296956882295,1.2817314270200018,2.5656412260029056,2.043627220908137,1.5727489761221674
2024-05-20,60.36415370976756,7.288626840796179,8.161544658611051,5.606209831466347,5.602139151773643,5.518553359688745,1.3239168773138281,2.5609791075497474,2.043145511671801,1.5307309513610974
2024-05-21,60.37668449722763,7.2766016074299165,8.163238885651069,5.6013566033687505,5.603302080610019,5.5184955368469835,1.3241917046738567,2.5615107324117585,2.0435696412351816,1.5310487105448387
2024-05-22,60.34943288885002,7.293640918560852,8.165323910633267,5.60620078415097,5.604836536823534,5.526025418610223,1.3245543326671168,2.5501748990412287,2.0483423246312347,1.531467986031559
2024-05-23,60.34502131328778,7.303070434982341,8.17415771266972,5.611427101761885,5.606299860089791,5.527468165693363,1.3249001502765474,2.525254764896381,2.0505326712215144,1.531867825120668
2024-05-24,60.34769191570918,7.305664037632606,8.167548393848758,5.612263331643309,5.607135325895942,5.528291883789482,1.3250975904420297,2.5310500915089094,2.0509887750421645,1.5242686544876247
2024-05-27,60.34740677330702,7.306631907710412,8.168630448219002,5.614512335330623,5.607878171238432,5.529024283783259,1.325273142219576,2.5325897936468964,2.051109946546846,1.5169431979979304
2024-05-28,60.34049476354443,7.307021628472826,8.166869780466183,5.614233415688366,5.607599581170422,5.528749611045333,1.3252073048522959,2.5417974847473825,2.0547715612781325,1.5132548687346365
2024-05-29,60.33744297415776,7.300236419479619,8.169205296671905,5.604566173997261,5.608169454089994,5.529010359393531,1.3253419791893137,2.562380817026631,2.0547545440864345,1.508891981907552
2024-05-30,60.33953240032132,7.300489219469529,8.169488188197315,5.60476025459833,5.6083636594691,5.52920182357123,1.3253878744753995,2.5590066483379954,2.0548256982105153,1.50894423334927
2024-05-31,41.164854625774105,4.98054203374791,5.573390781403044,3.8235785743808086,3.8261396061015973,3.772133793709391,0.9042065293706688,1.7459090300059026,1.40184382913266,1.0294324058085025
2024-06-03,60.33040863470504,7.302625270273048,8.179789749150745,5.6062495469265565,5.610004611101395,5.536843812575152,1.3257756698339211,2.5434900501065356,2.0554269198481077,1.5093857354794995
2024-06-04,60.34385900182204,7.304253354567949,8.181312115820633,5.601473890212817,5.611255333966614,5.533559067796656,1.326071244982136,2.535621349303022,2.052872395941659,1.509722245586472
2024-06-05,60.34113209144526,7.30964728543089,8.178984193418,5.6012207622636065,5.6110017639985985,5.534212799403247,1.3260113204513202,2.5362599245408033,2.0518758370942605,1.5096540219540155
2024-06-06,60.34017112266128,7.30971334992698,8.178756848741097,5.5999156879948,5.611052476158792,5.5342628175457875,1.3260233049242056,2.5385423439387247,2.0518943819211066,1.5096676661872235
2024-06-07,60.33845230494096,7.310654898768099,8.16986727112968,5.600637001386173,5.611775224056483,5.533845780451109,1.3261941072041694,2.5388693282522876,2.0598419604989577,1.5098621233120828
2024-06-11,60.34389202584537,7.311313979681822,8.17060381302102,5.601141918251135,5.612281145070879,5.534344675855678,1.3263136682060295,2.536536892453901,2.0535736389910744,1.5099982426230898
2024-06-12,60.34888766160185,7.311809718512453,8.163623999699594,5.601521699991116,5.612661682098801,5.53441857582328,1.3264035980310587,2.53670888066784,2.053863556514264,1.5101006270597495
2024-06-13,60.35389038968795,7.311946127312306,8.162935221541797,5.601049090547379,5.61218813275676,5.533951627978638,1.3262916872146395,2.534084236807773,2.053690268724813,1.509973217427945
2024-06-14,60.385678585151545,7.285194056756144,8.162202933916834,5.609528038253033,5.614793643461636,5.533506145679238,1.3269074305053281,2.527573298067632,2.0439416316257453,1.5106742365828663
2024-06-17,60.39301370459231,7.288819863312429,8.181364584227005,5.6149616828343785,5.623405624066699,5.482513338144645,1.3091662620176212,2.5498677933423175,2.0454054834566264,1.5114816640059645
2024-06-18,60.33340324982587,7.3667552432490835,8.197195126021246,5.627394692529703,5.708107255339984,5.506031066656366,1.3133716283593466,2.4559815157664215,1.9754233047153082,1.5163369175366737
2024-06-19,60.2788947231143,7.341327134754293,8.23789061915913,5.61900217445499,5.704353512006937,5.510431766367994,1.3125079340079215,2.5043119506682934,1.9774539363728225,1.513826249093327
2024-06-20,60.22480275938399,7.3374394379263865,8.208952261460595,5.60314934748239,5.7442915107999335,5.4915655854474945,1.2987821308322438,2.5513928591666315,1.9978077104709897,1.541816397029343
2024-06-21,60.20645021709623,7.338377358100813,8.198330293914903,5.60152591587945,5.740769123794792,5.485026456589656,1.297985720467005,2.555265572647304,2.0051915939934557,1.57107774751639
2024-06-24,60.22481190768545,7.3132526793087225,8.182451378053992,5.617282391710183,5.742980955717909,5.495600914316231,1.30150765754095,2.5367591924914343,1.9985606494760728,1.5867922736990585
2024-06-25,60.204955355257454,7.305550549388156,8.174178016164634,5.618563946730924,5.741202682038892,5.499336872769481,1.3027661537072641,2.5589325962167138,2.0038325779161346,1.5906812498103484
2024-06-26,60.223636214236755,7.305686275385741,8.164724945903822,5.619377119184939,5.740953254918051,5.4990979535327495,1.302709554902302,2.5470403975958855,2.006162141834317,1.5906121425054351
2024-06-27,60.265589976087185,7.306309045002207,8.164576965765736,5.620483560173088,5.740849204008676,5.498998286087745,1.3026859441694116,2.5468431981534287,1.9629294707688885,1.5907343497836366
2024-06-28,60.245717857039395,7.306324923529435,8.164594709534423,5.616115719946634,5.740861680380786,5.505051692043888,1.3026887752478817,2.549718424327202,1.963084773109574,1.6058414448407843
2024-07-02,60.24999615122994,7.305685601182736,8.164573153649664,5.616431344489261,5.7409527251159505,5.503175492976153,1.3045218999825798,2.5476443176431904,1.96115240173565,1.605866911994881
2024-07-03,60.23432455297667,7.317507383676633,8.17096719474979,5.62174520053085,5.74406732616062,5.5061610943144865,1.30825204794776,2.537087937584136,1.9531491297282508,1.606738132330805
2024-07-04,60.17992875046525,7.316589662407121,8.259999088844271,5.619529134723567,5.743346937033239,5.519069700863753,1.3080879742178226,2.4908348136883998,1.9477667165873451,1.6148472211692275
2024-07-05,60.1750815891935,7.317754205308008,8.26850297128246,5.619147056358036,5.742956440150357,5.518694452852753,1.3079990357848725,2.4914209163669665,1.9437059068871418,1.6147374258159062
2024-07-08,60.173315259006586,7.31781501658492,8.26857168337769,5.619193752037894,5.743004164698704,5.518740313761325,1.3080099053890342,2.4912905275801642,1.9401713797397726,1.6198879978239162
2024-07-09,60.171966675308866,7.341180140684853,8.263127496988522,5.618574036217138,5.742370794379655,5.522663958993281,1.3078656508094906,2.472886644293644,1.9396552547242107,1.619709347600343
2024-07-10,60.16197485388124,7.347790380755245,8.267655623787338,5.618910018319357,5.741633484407179,5.519991122072332,1.3122294237912775,2.4725691301433175,1.9377445829785707,1.619501379864148
