date,460,24,217,465,Others
2024-11-28,24.0,0.0,76.0,0.0,0.0
2024-11-29,100.0,0.0,0.0,0.0,0.0
2024-12-02,100.0,0.0,0.0,0.0,0.0
2025-02-13,0.0,100.0,0.0,0.0,0.0
2025-02-14,0.0,95.0,0.0,5.0,0.0
