date,FUTU SECURITIES INTERNATIONAL,BETA INTERNATIONAL SECURITIES LIMITED,USMART SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,GLORY SUN SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,HAFOO SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-12-11,3.5624000000000002,5.3216,0.5776,0.0,0.0007999999999999999,0.4424,0.9591999999999999,1.348,0.2832,0.464,12.959200000000001
2024-12-12,3.4672,5.3488,0.5776,0.0,0.0007999999999999999,0.4624,0.9696,1.3416000000000001,0.2888,0.4208,12.877600000000001
2024-12-13,3.456,5.3968,0.5784,0.0,0.0007999999999999999,0.4664,1.0056,1.3616,0.27759999999999996,0.428,12.9712
2024-12-16,3.4639999999999995,6.0328,0.5792,0.0,0.0007999999999999999,0.44320000000000004,0.9688,1.3416000000000001,0.28400000000000003,0.5432,13.6576
2024-12-17,3.372,6.1848,0.5896,0.0,0.0007999999999999999,0.4416,0.9896,1.3472,0.28800000000000003,0.5424,13.755999999999998
2024-12-18,3.024,6.3096,0.5464,0.0,0.0007999999999999999,0.5936,0.98,1.3416000000000001,0.22160000000000002,0.4288,13.4464
2024-12-19,3.9635999999999996,5.3416,1.4408,0.0,0.0007999999999999999,0.44799999999999995,0.9248,1.3416000000000001,0.29359999999999997,1.3944,15.149199999999999
2024-12-20,3.9828,6.94,1.4416,3.0,0.0007999999999999999,0.44720000000000004,0.9544,1.5184,0.2464,1.0528,19.5844
2024-12-23,4.0148,7.530399999999999,5.4504,3.0,0.0007999999999999999,0.44720000000000004,1.1576,1.5184,0.24719999999999998,1.0528,24.4196
2024-12-27,3.866,8.5192,5.4528,3.0,0.0007999999999999999,0.44720000000000004,1.184,1.5184,0.2816,1.0528,25.3228
2024-12-30,3.8596,8.9888,5.4784,3.0,0.0007999999999999999,0.44720000000000004,1.2168,1.5184,0.2976,1.0544,25.862000000000002
2025-01-02,3.8176,8.9392,5.4768,2.7352000000000003,0.0007999999999999999,0.45199999999999996,1.232,1.5184,0.2928,1.0536,25.518400000000003
2025-01-03,4.5784,9.0832,5.308,2.616,0.0007999999999999999,0.45199999999999996,1.1784,1.5264,0.3152,0.42640000000000006,25.484800000000003
2025-01-06,4.7808,9.4856,5.1088000000000005,1.9248,0.0007999999999999999,0.45199999999999996,1.2648,1.5264,0.3248,0.42640000000000006,25.2952
2025-01-07,4.800800000000001,9.285599999999999,5.1128,1.6656,0.0007999999999999999,0.45199999999999996,1.1936,1.5264,0.3248,0.4336,24.796000000000003
2025-01-08,4.8584000000000005,9.167200000000001,5.116,1.4832,0.0007999999999999999,0.45199999999999996,1.2456,1.5264,0.33999999999999997,0.43119999999999997,24.620800000000003
2025-01-09,4.8993101999999995,8.6032,4.5272,4.1528,0.0007999999999999999,0.4416,1.3703999999999998,1.5184,0.304,0.4328,26.2505102
2025-01-10,5.0529102,8.520800000000001,4.3984000000000005,3.7527999999999997,0.0007999999999999999,0.4424,1.2832,1.5728,0.292,0.432,25.748110200000003
2025-01-13,5.1865682,8.3896,4.6368,3.7527999999999997,0.0007999999999999999,0.4416,1.2711999999999999,1.5768,0.2888,0.4328,25.9777682
2025-01-14,5.2249682,8.138399999999999,4.6944,3.4288,0.0007999999999999999,0.4416,1.3008,1.5768,0.2896,0.43119999999999997,25.5273682
2025-01-15,5.2345682,7.9808,4.6936,3.4288,0.0007999999999999999,0.44,1.2935999999999999,1.5768,0.2968,0.43119999999999997,25.3769682
2025-01-16,5.2521682,7.5847999999999995,4.6784,3.7192000000000003,0.0007999999999999999,0.44,1.344,1.5768,0.31120000000000003,0.43119999999999997,25.3385682
2025-01-17,5.2945682000000005,7.3584,4.676,3.5639999999999996,0.0007999999999999999,0.44,1.3847999999999998,1.5768,0.304,0.43119999999999997,25.030568199999998
2025-01-20,5.2593682,7.024800000000001,4.6952,3.5048000000000004,0.0007999999999999999,0.44,1.4232,1.5768,0.3096,0.43119999999999997,24.6657682
2025-01-21,5.374568200000001,6.9248,4.6848,3.5976,0.0007999999999999999,0.44,1.3872,1.5552,0.3096,0.43119999999999997,24.7057682
2025-01-22,4.2937682,6.7248,4.6888,3.7600000000000002,0.0007999999999999999,0.44,1.4552,1.5552,1.2152,0.43119999999999997,24.5649682
2025-01-23,4.2285682,6.276800000000001,4.6784,3.7600000000000002,1.2,0.44,1.5136,1.5552,1.2071999999999998,0.4288,25.2885682
2025-01-24,4.2173682,6.1568,4.6784,3.7199999999999998,1.2,0.44720000000000004,1.5376,1.5552,1.2056,0.4288,25.146968200000003
2025-01-27,4.2813682,6.1568,4.6776,3.7192000000000003,1.2,0.45840000000000003,1.488,1.5552,1.2056,0.4288,25.170968199999997
2025-02-03,4.2982882,5.9728,4.655200000000001,3.692,1.2,0.45840000000000003,1.4304000000000001,1.5552,1.2071999999999998,0.4288,24.8982882
2025-02-04,4.1390882,5.9712000000000005,4.6536,3.7008,1.2,0.464,1.4904000000000002,1.5552,1.208,0.4288,24.8110882
2025-02-05,4.1574882,5.972,4.6536,3.6768,1.2,0.464,1.5032,1.5552,1.208,0.4288,24.8190882
2025-02-06,4.1734882,5.9704,4.6528,3.644,1.2,0.464,1.4984000000000002,1.5552,1.208,0.42960000000000004,24.7958882
2025-02-07,4.1302882,5.9704,4.6544,3.6047999999999996,1.2,0.464,1.5192,1.5552,1.208,0.4336,24.7398882
2025-02-10,4.1238882,5.9672,4.5912,3.5448,1.2,0.44,1.5344,1.5552,1.2064,0.43119999999999997,24.5942882
2025-02-11,4.1446882,5.9672,4.5712,3.504,1.2,0.4464,1.5544,1.5552,1.1896,0.43920000000000003,24.5718882
2025-02-12,4.1908882,5.968,4.566400000000001,3.4951999999999996,1.2,0.44,1.5304,1.5552,1.184,0.4384,24.5684882
2025-02-13,4.2022882,5.9696,4.5712,3.4808,1.2,0.44,1.6052,1.5552,1.184,0.44,24.6482882
2025-02-14,4.1925282,5.9432,4.5448,3.4696,1.2,0.44,1.6067999999999998,1.5559999999999998,1.1832,0.44079999999999997,24.5769282
2025-02-17,4.1674794,5.9368,4.5728,3.4696,1.2,0.44799999999999995,1.6179999999999999,1.5584,1.1832,0.4416,24.5958794
2025-02-18,4.1680126,5.9056,4.5912,3.4816,1.2,0.44799999999999995,1.5827999999999998,1.5664,1.1847999999999999,0.45599999999999996,24.5844126
2025-02-19,4.1130126,5.772,4.6728,3.5512,1.2,0.44799999999999995,1.4844,1.5728,1.1856,0.48,24.4798126
2025-02-20,4.1406386,5.7664,4.7112,3.5520000000000005,1.2,0.45599999999999996,1.4476,1.5735999999999999,1.1856,0.48,24.5130386
2025-02-21,5.6102386,5.7703999999999995,4.716,3.5631999999999997,1.2,0.856,1.3996,1.1736,1.1856,0.4824,25.957038599999997
2025-02-24,5.5974386,5.7624,4.7176,3.576,1.1736,0.8647999999999999,1.3724,1.1736,1.188,0.48719999999999997,25.9130386
2025-02-25,5.5860386,5.2968,4.7184,3.5872,1.5944,0.8647999999999999,1.42222,1.1743999999999999,1.1887999999999999,0.4888,25.921858599999997
2025-02-26,5.5844386,5.2344,4.7192,3.5872,1.5896000000000001,0.868,1.48422,1.1736,1.1847999999999999,0.4784,25.903858600000003
2025-02-27,5.5437474,5.1672,4.7248,3.6159999999999997,1.5896000000000001,0.868,1.4968199999999998,1.1736,1.1847999999999999,0.47600000000000003,25.840567399999998
2025-02-28,5.5197874,5.1624,4.728000000000001,3.6159999999999997,1.5896000000000001,0.868,1.53602,1.1736,1.1847999999999999,0.47600000000000003,25.8542074
2025-03-03,5.515787400000001,5.1632,4.7296,3.6151999999999997,1.5312,0.868,1.55762,1.1736,1.1847999999999999,0.47200000000000003,25.8110074
2025-03-04,5.5634774,5.164,4.7368,3.556,1.5312,0.8664,1.58482,1.1743999999999999,1.1847999999999999,0.46480000000000005,25.826697399999997
2025-03-05,5.5249974,5.167999999999999,4.74,3.556,1.5312,0.8664,1.5816199999999998,1.1743999999999999,1.1847999999999999,0.45840000000000003,25.7858174
2025-03-06,5.616197400000001,5.136,4.739199999999999,3.556,1.5312,0.8664,1.61722,1.1768,1.1856,0.4544,25.8790174
2025-03-07,5.6151974000000004,5.0456,4.74,3.608,1.5312,0.8664,1.66042,1.1792,1.1856,0.44,25.8716174
2025-03-10,5.5599974,5.0808,4.7408,3.608,1.5312,0.8664,1.64362,1.1616,1.1856,0.45599999999999996,25.834017399999997
2025-03-11,5.6111974,5.0808,4.7408,3.608,1.5072,0.8656,1.65802,1.1408,1.1856,0.45599999999999996,25.8540174
2025-03-12,5.6039974,5.1096,4.7584,3.6704,1.5072,0.8647999999999999,1.65482,1.0936,1.1856,0.4608,25.9092174
2025-03-13,5.4191374,5.1096,4.7456,3.8472,1.5072,0.8808,1.65162,1.0936,1.1856,0.45199999999999996,25.892357399999998
2025-03-14,5.4559824,5.008,4.7384,3.8488,1.5072,0.8840000000000001,1.63802,1.0936,1.1856,0.45120000000000005,25.8108024
2025-03-17,5.4183824,5.0272,4.7504,3.8584,1.5072,0.8840000000000001,1.60602,1.0912,1.1056,0.45120000000000005,25.6996024
2025-03-18,5.5807424,5.0680000000000005,4.5440000000000005,3.8823999999999996,1.5072,1.2136,1.5916199999999998,1.0816,1.1056,0.45199999999999996,26.0267624
2025-03-19,5.5535423999999995,4.6575999999999995,4.546399999999999,3.9272,1.5072,1.2152,1.56682,1.0776000000000001,1.1056,0.4536,25.6107624
2025-03-20,5.7711424,4.6575999999999995,4.5488,3.9272,1.5072,1.2152,1.55562,1.0768,0.9056,0.45840000000000003,25.6235624
2025-03-21,5.7255424,4.6896,4.548,3.9272,1.5072,1.2152,1.54602,1.0768,0.9056,0.45999999999999996,25.6011624
2025-03-24,5.7143424,4.716,4.5496,3.8648000000000002,1.5072,1.216,1.54362,1.0768,0.9056,0.45999999999999996,25.553962400000003
2025-03-25,5.9367424,4.7303999999999995,4.5536,3.8648000000000002,1.5072,1.2208,1.52922,1.0768,0.9056,0.45599999999999996,25.781162400000003
2025-03-26,6.1871424,4.7472,4.504,3.8648000000000002,1.5072,1.2128,1.51242,1.0776000000000001,0.9063999999999999,0.512,26.031562400000002
2025-03-27,6.3372024,4.7576,4.4479999999999995,3.8648000000000002,1.5072,1.2184,1.4944199999999999,1.0656,0.9063999999999999,0.512,26.1116224
2025-03-28,6.3636023999999995,4.7672,4.4072,3.8648000000000002,1.5072,1.2184,1.4904199999999999,1.0656,0.9063999999999999,0.5095999999999999,26.1004224
2025-03-31,3.1458861999999996,2.394,2.2136,1.9324000000000001,0.7536,0.6015999999999999,0.69961,0.5392,0.45319999999999994,0.2536,12.9866962
2025-04-01,6.1837724,4.788,4.4272,3.8648000000000002,1.5072,1.2031999999999998,1.39042,1.0784,0.9048,0.5072,25.8549924
2025-04-02,6.1477724,4.8088,4.430400000000001,3.8648000000000002,1.5072,1.2031999999999998,1.37922,1.0728,0.9032,0.44720000000000004,25.7645924
2025-04-03,5.8525724,4.848,4.4328,3.852,1.5072,1.2016,1.36162,1.0856,0.9024000000000001,0.44720000000000004,25.4909924
2025-04-07,5.8877724,4.8624,4.4992,3.8295999999999997,1.5072,1.1984,1.32642,1.0215999999999998,0.9024000000000001,0.44720000000000004,25.4821924
2025-04-08,5.9331724,4.8624,4.4696,3.8624,1.5072,1.2071999999999998,1.2819099999999999,1.0215999999999998,0.9024000000000001,0.44720000000000004,25.4950824
2025-04-09,6.0419724,4.8608,4.473599999999999,3.8152,1.5072,1.2272,1.18831,1.0215999999999998,0.9024000000000001,0.44720000000000004,25.4854824
2025-04-10,5.9219724000000005,4.8608,4.4832,3.8152,1.5072,1.2272,1.1725599999999998,1.0215999999999998,0.9016,0.6104,25.5217324
2025-04-11,5.9523724,4.8608,4.4912,3.7928,1.5072,1.2152,1.19256,1.0215999999999998,0.9024000000000001,0.6456,25.5817324
2025-04-14,6.0195723999999995,4.8608,4.4928,3.6952,1.5072,1.2024,1.17096,1.0712,0.9024000000000001,0.6576000000000001,25.5801324
2025-04-15,6.0735124,4.8552,4.4584,3.6527999999999996,1.5072,1.1936,1.19336,1.0704,0.9024000000000001,0.6584,25.5652724
2025-04-16,6.0746134,4.8552,4.4176,3.6296000000000004,1.5072,1.1784,1.17986,1.0704,0.9024000000000001,0.6584,25.473673400000003
2025-04-17,6.0957334,4.8552,4.38216,3.6207200000000004,1.5072,1.1496,1.18458,1.07152,0.9024000000000001,0.6861163,25.455229699999997
2025-04-22,6.1759834,4.8552,4.38672,3.6207200000000004,1.5072,1.1523999999999999,1.13066,1.07152,0.9024000000000001,0.70144,25.5042434
2025-04-23,6.1667034,4.85528,4.37096,3.6534400000000002,1.5072,1.1431200000000001,1.11706,1.08192,0.89648,0.71344,25.5056034
2025-04-24,6.2868634000000005,4.812799999999999,4.37096,3.6534400000000002,1.5072,1.14136,1.0992,1.0831199999999999,0.89648,0.6845600000000001,25.5359834
2025-04-25,6.2988634,4.58336,4.372240000000001,3.6534400000000002,1.5072,1.14136,1.09928,1.0831199999999999,0.89648,0.73584,25.371183400000003
2025-04-28,6.3280634000000004,4.561599999999999,4.3730400000000005,3.6534400000000002,1.5072,1.14288,1.1048799999999999,1.0831199999999999,0.89648,0.8048,25.4555034
2025-04-29,6.4574234,4.56704,4.37312,3.65296,1.5072,1.14288,1.10768,1.0831199999999999,0.89648,0.81792,25.6058234
2025-04-30,6.4080634,4.56704,4.3732,3.65296,1.5072,1.14288,1.11728,1.08192,0.89648,0.87952,25.626543400000003
2025-05-02,6.4418234000000005,4.52352,4.41984,3.65296,1.5072,1.14288,1.1133499999999998,1.08192,0.89648,0.86056,25.6405334
