date,HAITONG INTERNATIONAL SECURITIES CO LTD,GOLDLINK SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,GRANSING SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,ASTRUM CAPITAL MANAGEMENT LTD,FUTU SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-22,0.0,0.0,0.0,0.0,66.06901217861976,0.0,33.93098782138024,0.0
2024-03-27,0.0,0.0,0.0,0.0,65.84625758597437,0.0,34.15374241402562,0.0
2024-03-28,0.0,0.0,0.0,0.0,29.234686236333683,55.29429384454097,15.471019919125355,0.0
2024-04-05,73.49058473736373,0.0,0.0,0.0,7.738354806739347,14.628344895936571,4.142715559960357,0.0
2024-04-08,73.45094152626362,0.0,0.0,0.0,7.738354806739347,14.628344895936571,4.182358771060455,0.0
2024-04-10,73.44802981051296,0.0,0.0,0.0,7.738048045667169,14.62776500436058,4.186157139459288,0.0
2024-04-11,73.35974643423138,0.0,0.0,0.0,7.7337559429477025,14.61172741679873,4.2947702060221875,0.0
2024-04-12,73.34521687462863,0.0,0.0,0.0,7.7322242028124375,14.608833432362845,4.313725490196078,0.0
2024-04-15,67.28931206163462,0.0,8.184031689501035,0.0,7.093796562125232,13.402623832539884,4.030235854199223,0.0
2024-04-17,67.26486722127366,0.0,8.181058597013841,0.0,7.091219529916081,13.39775493152178,4.06509972027464,0.0
2024-04-19,66.47757871683481,0.0,8.085304994076042,0.0,7.0082217355401575,13.24094352493448,4.0641941622087385,1.1237568664057733
2024-04-22,66.45371998707964,0.0,8.082403187022216,0.0,7.0057064924810675,13.23619136489251,4.098625417219969,1.1233535513045976
2024-04-23,66.43702906350914,0.0,8.08037316110513,0.0,7.003946896304269,13.232866881951919,4.1227125941872975,1.1230714029422317
2024-04-24,66.41319942611192,0.0,8.077474892395983,0.0,7.001434720229555,13.228120516499283,4.1571018651362985,1.1226685796269726
2024-04-26,64.19581874284923,3.338765038310856,7.8077869847103285,0.0,6.767673265610373,12.78646465346878,4.01830600145616,1.0851853135942862
2024-04-29,64.19359312161976,3.3386492858133408,7.807516294549993,0.0,6.767438635418112,12.786021356261267,4.021633615309943,1.0851476910275968
2024-04-30,64.23590633130962,3.3755420641803986,7.8126626192541195,0.0,6.771899392888119,12.794449262792714,3.9236773633998268,1.085862966175195
2024-05-03,64.23243712055508,3.3755420641803986,7.8126626192541195,0.0,6.771899392888119,12.794449262792714,3.9271465741543796,1.085862966175195
2024-05-08,64.23243712055508,3.3755420641803986,7.8126626192541195,0.0,6.771899392888119,12.794449262792714,3.9306157849089334,1.0823937554206418
2024-05-09,64.23020883924235,3.3754249635745506,7.812391590924859,0.0,6.771664469576077,12.794005411781031,3.937417609102893,1.0788871157982378
2024-05-10,64.05190311418684,3.640138408304498,7.792387543252595,0.0,6.754325259515571,12.761245674740485,3.9273356401384083,1.0726643598615917
2024-05-13,63.91392947190274,3.851068973854178,7.778123165129693,0.0,6.728145615307568,12.737885538631573,3.9201464442372123,1.0707007909370359
2024-05-17,63.81649349304429,3.962856846974352,7.773827194587317,0.0,6.724429562635921,12.730850219199835,3.9214332562394283,1.070109427318858
2024-05-20,63.77251708192422,4.016840361653668,7.7714127959141415,0.0,6.722341086341363,12.726896266132929,3.9202153357719647,1.0697770722617157
2024-05-21,63.710344827586205,4.106896551724138,7.76551724137931,0.0,6.7172413793103445,12.717241379310346,3.9172413793103447,1.0655172413793104
2024-05-22,63.67459496725267,4.153740089624267,7.762840399862117,0.0,6.714925887624956,12.712857635298173,3.9158910720441225,1.0651499482936917
2024-05-23,63.63886974500345,4.203997243280496,7.760165403170227,0.0,6.712611991729841,12.708476912474156,3.9145416953824945,1.0613370089593384
2024-05-27,63.57688864403278,4.352317333516975,7.754286894841952,0.0,6.707527029818882,12.698849941464086,3.853040424213208,1.0570897321121133
2024-05-28,63.48660453279224,4.501839942222375,7.793101076452179,0.0,6.640987722254703,12.683564329194896,3.8380850844309937,1.055817312652612
2024-05-29,63.451689409823665,4.574983673048499,7.76819166122435,0.0,6.637335441515141,12.676588870174957,3.835974289347953,1.0552366548654315
2024-05-31,63.35804503020318,4.719247666117518,7.756727073036792,0.0,6.627539813289402,12.651015925315761,3.833745194947831,1.0536792970895112
2024-06-03,63.34500034314735,4.759453709422826,7.755130052844692,0.0,6.6261752796650875,12.648411227781208,3.812367030402855,1.0534623567359824
2024-06-04,63.29287526572036,4.834396214770623,7.748748542823836,0.0,6.620722759377356,12.638003154357813,3.812658575053144,1.0525954878968662
2024-06-05,63.277688273403484,4.857231001268296,7.7468892469063855,0.0,6.619134130874439,12.634970692078292,3.8117437356459742,1.0523429198231242
2024-06-06,63.239576552810995,4.909383671931207,7.742642776388366,0.0,6.615505841241563,12.628044811401557,3.813080269964713,1.0517660762616055
2024-06-07,62.862219792236196,5.364953526517223,7.722799343903773,0.0,6.598551120831055,12.595680699835976,3.8067249863313286,1.0490705303444505
2024-06-11,62.494876349228036,5.741904631780298,7.719633829758164,0.0,6.595846427107528,12.590517830304687,3.808580407159448,1.0486405246618389
2024-06-12,62.09581042783488,6.152900604363711,7.716734387270803,0.0,6.593369071601734,12.58578891658415,3.807149930003073,1.0482466623416533
2024-06-13,61.72776298723463,6.5396955423578405,7.713837121987849,0.0,6.590893576353335,12.5810635538262,3.7988941224656974,1.0478530957744556
2024-06-24,61.72856362643364,6.5401419989077,7.714363735663572,0.0,6.591343528126707,12.58192244675041,3.799153468050246,1.0445111960677225
2024-06-25,61.73067076292883,6.54036525004267,7.714627069465779,0.0,6.591568527052398,12.582351937190648,3.7992831541218637,1.0411332991978153
2024-07-15,61.73067076292883,6.54036525004267,7.714627069465779,0.0,6.591568527052398,12.582351937190648,3.7992831541218637,1.0411332991978153
2024-08-08,57.66030035392022,6.109109460191946,7.205943308994675,6.593756974779199,6.156936517552531,11.752702228740873,3.5487676561553423,0.9724834996652106
2024-08-16,61.309806582965734,0.13233797081778081,7.668815744825245,7.017305734645402,6.55242619613166,12.507634882931795,3.776722090261283,1.034950797421106
2024-08-20,61.30641330166271,0.13233797081778081,7.668815744825245,7.017305734645402,6.55242619613166,12.507634882931795,3.7801153715643028,1.034950797421106
2024-08-22,60.9836399429774,0.4717941755481637,7.64374448442061,7.019211187292106,6.554205417147512,12.511031158780803,3.7811418097888807,1.035231824044532
2024-08-23,60.63187186100176,0.8314103434233744,7.642188136283426,7.017782000814443,6.552870910818514,12.508483779014522,3.7803719288719964,1.0350210397719561
2024-08-28,60.22260680715328,1.2419831008856765,7.641928806542468,7.017543859649122,6.552648545929621,12.508059316569955,3.7802436458651467,1.0349859174047304
2024-09-02,59.46340139746285,2.0181805847635843,7.638559120819482,7.01444949460688,6.549759175089885,12.502543925106846,3.7785767587002237,1.0345295434502408
2024-09-03,66.44317523383826,2.2238777143172475,6.213613663328091,5.705929420853682,5.3279253924895835,10.17023977043843,3.0736969897635404,0.841541814971167
2024-09-04,65.78940108692653,3.202846975088968,6.212585174763442,5.7049849651024855,5.327043504648405,9.854064939722475,3.067670832298822,0.8414025214488675
2024-09-05,64.81312922355538,4.344228382292098,6.269480071714247,5.7040408219555925,5.282030064818645,9.67314853123707,3.0726796303958075,0.8412632740311682
2024-09-09,65.04463793673537,4.33979940482751,6.205224291854954,5.698225504243359,5.276644990631544,9.525515265072192,3.069547007604982,0.8404055990300893
2024-09-10,64.589469048471,4.82783298009964,6.1985632104814075,5.692108667529108,5.270980705182902,9.515289972750542,3.066251961135119,0.8395034543502794
2024-09-11,64.04602637156935,6.328626090786467,6.199245740083134,5.692735430946678,5.271561097806039,9.084152283425551,2.5380570925207144,0.8395958928620585
2024-09-13,63.49547168772538,7.429735458474412,6.199245740083134,5.692735430946678,5.271561097806039,9.084152283425551,1.9875024086767419,0.8395958928620585
2024-09-16,61.72282997086471,9.282062558408004,6.189874113572646,5.68412951459513,5.263591886097521,9.034687482821175,1.9844978285965587,0.8383266450442527
2024-09-17,61.16974494283202,9.850483729111698,6.189533861037819,5.683817062445031,5.26330255057168,8.959982409850484,2.044854881266491,0.8382805628847846
2024-09-19,61.137818311677606,10.402988764662254,6.186303326648902,5.6808504793560965,5.260555448726753,8.449853034090598,2.0437875999230832,0.8378430349147049
2024-09-23,61.137818311677606,10.405735791006236,6.186303326648902,5.6808504793560965,5.25780842238277,8.449853034090598,2.0437875999230832,0.8378430349147049
2024-09-24,61.12270679995606,10.430627265736572,6.184774250247171,5.679446336372624,5.2565088432384925,8.445018125892563,2.043282434362298,0.8376359441942217
2024-09-26,61.10592499039043,12.632474877821098,6.1830761627587725,5.677886991378837,5.255065619680413,6.268189555763,2.0399758387787603,0.837405963428697
2024-10-10,61.10592499039043,15.380813793860854,6.1830761627587725,5.677886991378837,5.255065619680413,3.519850639723244,2.0399758387787603,0.837405963428697
2024-10-14,58.556113076142694,17.962216555619534,6.1747689945436095,5.670258561596885,5.248005264456691,3.5151216034657673,2.03723506347509,0.8362808806997339
2024-10-15,57.09467796331332,19.423651668448905,6.1747689945436095,5.670258561596885,5.248005264456691,3.5151216034657673,2.03723506347509,0.8362808806997339
2024-10-18,55.44953524718269,21.06879438457953,6.1747689945436095,5.670258561596885,5.248005264456691,3.5151216034657673,2.03723506347509,0.8362808806997339
2024-10-21,55.11187796127407,22.140059704762688,6.167666310629091,5.663736203543944,5.24196861391833,3.5110782461041277,1.322816531098513,0.8407964286692412
2024-10-22,55.05156895466856,22.11583180587093,6.160917024594424,5.657538368943726,5.236232320192597,3.5072360681749783,1.4307991136158456,0.839876343938938
2024-10-23,55.03801761391609,22.110387834363546,6.159400470433784,5.656145725069744,5.234943383841147,3.506372736721186,1.460532793610853,0.8341994420436519
2024-10-25,55.03801761391609,22.110387834363546,6.159400470433784,5.656145725069744,5.234943383841147,3.506372736721186,1.4878835949893332,0.8068486406651716
2024-10-29,55.03500711081939,22.109178426867956,6.159063559785581,5.6558363417569195,5.234657039711191,3.5061809430040474,1.4932720708893994,0.806804507165518
2024-10-30,54.9803085001641,22.109178426867956,6.159063559785581,5.6558363417569195,5.234657039711191,3.5061809430040474,1.5753199868723335,0.7794552018378733
2024-11-08,54.9803085001641,22.109178426867956,6.159063559785581,5.6558363417569195,5.234657039711191,3.4514823323487582,1.630018597527623,0.7794552018378733
2024-11-11,54.96527587903975,22.10313337343468,6.1573795592497405,5.654289932739105,5.233225788811724,3.4505386340022968,1.6569147481817685,0.7792420845409307
2024-11-12,54.95926513204659,22.100716277543878,6.15670621685166,5.653671605883318,5.2326535075728575,3.4501612991415604,1.667669090710263,0.779156870249877
2024-11-13,54.97157537990598,22.094675850005466,6.1550235049743085,5.652126380233956,5.231223351918661,3.4492183229474143,1.667213293976167,0.7789439160380452
2024-11-14,54.9961756993007,22.082604895104897,6.151660839160839,5.649038461538462,5.228365384615385,3.447333916083916,1.6663024475524475,0.7785183566433566
2024-11-18,55.02074915365295,22.070547122420006,6.148301845582614,5.645953915037676,5.225510538385934,3.4454515671071313,1.665392595828328,0.7780932619853664
2024-12-04,55.06981564306752,22.046471037416822,6.141594851096324,5.639794916548489,5.21981018872041,3.4416930293443873,1.663575869968365,0.7772444638376786
2024-12-05,55.10165149615741,22.030849730201123,6.137243146018423,5.635798768190985,5.21611162587889,3.4392543740121004,1.66239712214531,0.7766937373957595
2025-02-11,55.04464771861047,22.008058368724818,6.130894043340956,5.629968419906349,5.2107154524665145,3.4356963955134487,1.7641293694870959,0.775890231950343
2025-03-20,55.043149211880326,22.007459232842404,6.130727139084747,5.629815152587591,5.210573598671495,3.435602863909836,1.7668036915035528,0.7758691095200501
2025-03-25,55.03565790189994,22.004464042680603,6.132614731340846,5.629048941150852,5.223474331754587,3.4351352822690404,1.7638412542871142,0.7757635146170178
2025-03-28,60.39938629716642,19.379584791676656,5.401064390851992,4.957568202521935,4.600373975164214,3.0253631874190923,1.5534352975020376,0.6832238576976555
2025-04-28,60.35164203415815,19.364265695738617,5.396794979279948,4.953649364026157,4.59673749011905,3.022971710542075,1.6312549404747647,0.6826837856612451
2025-04-30,60.36018775744804,19.36009196283169,5.395631765494779,4.952581664910432,4.59574671903439,3.022320145607817,1.6309033432321103,0.682536641440751
