date,KINGSTON SECURITIES LTD,SUCCESS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CEPA ALLIANCE SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,ARK GROUP HOLDINGS (HONG KONG) LTD
2024-03-20,0.0,0.0,78.21647379169502,0.0,0.0,21.783526208304966,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,12.365359758724688,0.0,84.18785006462731,3.4467901766479967,0.0,0.0,0.0,0.0
2024-04-03,0.0,0.0,12.382698738000215,0.0,84.16567792039694,3.4516233416028475,0.0,0.0,0.0,0.0
2024-04-23,0.0,0.0,12.055024677097553,0.0,81.9384647695054,3.3602856242780637,0.0,2.646224929118975,0.0,0.0
2024-04-26,0.0,0.0,12.074758504829903,0.0,81.91936161276774,3.359932801343973,0.0,2.645947081058379,0.0,0.0
2024-05-07,0.0,0.0,12.001259974800504,0.0,81.91936161276774,3.4334313313733724,0.0,2.645947081058379,0.0,0.0
2024-05-14,0.0,0.0,11.010499951835083,0.0,75.15653597919275,3.149985550524997,0.0,2.4275118004045853,0.0,8.255466718042578
2024-05-16,0.0,0.0,12.519898866935106,0.0,73.05927521303492,4.017230077722633,0.0,2.359771514186722,0.0,8.04382432812061
2024-05-17,0.0,0.0,10.205360250609118,9.397841977027497,54.57013574660633,3.91228680821441,13.26836059867734,1.7542638357117994,0.9119387399930388,5.979812043160459
2024-05-20,0.0,0.0,10.151262836525119,9.7210657785179,54.135442686650016,4.281154593394394,12.218984179850125,1.7485428809325563,1.7832361920621704,5.960310852067721
2024-05-21,0.0,0.0,9.928147022246787,9.76924139836949,53.90355119524665,4.262816084012712,12.304822440237666,1.7410529224816913,2.1555893325963797,5.9347796048086225
2024-05-22,0.0,0.0,9.716850828729282,9.903314917127073,53.88121546961327,4.433701657458563,12.299723756906078,1.7403314917127073,2.092541436464088,5.93232044198895
2024-05-23,0.0,0.0,9.824391592920353,9.914269911504425,54.11366150442478,4.438606194690266,12.3133296460177,1.7422566371681416,1.7146017699115044,5.938882743362832
2024-05-24,0.0,0.0,9.694545956009101,9.887609460111701,53.96814452182307,4.626628973315865,12.280217885954631,1.9099496655864305,1.7099910363373094,5.922912500861891
2024-05-27,0.0,0.0,9.68209089028343,9.888973174263844,53.9755878904903,4.627267085028619,12.28191159230398,1.9102130887525,1.7102268809047652,5.923729397972553
2024-05-28,0.0,0.0,9.70446735395189,9.855670103092784,53.79381443298969,4.893470790378006,12.240549828178695,1.9037800687285222,1.7044673539518902,5.903780068728523
2024-05-29,0.0,0.0,9.65493910690122,9.702300405953993,52.95669824086604,4.851150202976997,12.050067658998646,1.874154262516915,3.098782138024357,5.811907983761841
2024-05-31,0.0,0.0,9.977754514524992,11.49568175870191,50.850562679926725,4.6911803192881445,11.652708714996074,1.8123527872284741,3.8995027479717352,5.620256477361947
2024-06-03,0.0,0.0,10.207305034550838,11.720960842382363,50.35867061533399,4.751563014149391,11.720960842382363,1.8229680816057914,3.7643961829549197,5.653175386640343
2024-06-04,0.0,0.0,10.230936245805646,11.717876176064216,50.34541746167511,4.750312520560563,11.717876176064216,1.822488321600105,3.763405487203105,5.651687611027041
2024-06-05,0.0,0.0,10.236842105263158,11.717105263157896,50.3421052631579,4.75,11.717105263157896,1.8223684210526316,3.763157894736842,5.651315789473684
2024-06-18,69.2367875444979,0.0,3.843445604975942,2.885029143684231,14.966944411845246,1.781872237217854,3.4835504440010956,0.5417986934240895,1.5804091851504127,1.6801627352032233
2024-06-19,69.28557447641417,0.0,3.814836562928166,2.8870620473673907,14.977490702681543,1.7635545116461144,3.486005089058524,0.542180465844588,1.5619495008807986,1.6813466431787043
2024-06-25,69.28693065043355,0.0,3.826655444420521,2.8734169782144883,14.97778386736871,1.7635890309068487,3.486073323024526,0.5421910783143142,1.56198007398853,1.6813795533285052
2024-06-27,69.29099949105431,0.0,3.821007712484829,2.8735857182006814,14.978663430294015,1.763692596797557,3.4862780409505536,0.542222918216341,1.5620718004932859,1.6814782915084365
2024-06-28,68.34302724085933,0.0,3.7776863874037954,2.874880050134148,15.96459275796565,1.7644870062471847,3.48784834420226,0.5424671484244952,1.5627753951001702,1.6822356696629654
2024-07-03,68.34838128439648,0.0,3.7701482598562444,2.8751052703734894,15.96584343602499,1.7646252374703773,3.488121584833232,0.5425096457039895,1.5628978240858615,1.682367457255332
2024-07-10,76.13357390044071,0.0,2.8128604809370286,2.171019551007128,12.055961430388358,1.3324854328729037,2.6339140465556508,0.4096542340796829,1.180159129225946,1.2703717944925907
2024-07-11,76.13469985358712,0.0,2.7995918186254936,2.184361920818729,12.056139728174866,1.332505139240132,2.633952999985211,0.4096602925299851,1.1786976647884406,1.2703905822500259
2024-07-17,76.13469985358712,0.0,2.8129020808376595,2.184361920818729,12.056139728174866,1.332505139240132,2.633952999985211,0.4096602925299851,1.1653874025762752,1.2703905822500259
2024-07-19,76.07844296333516,0.0,2.8108235920020097,2.182747868237102,12.047231294427121,1.331520534381604,2.7058980005024607,0.4093575893714809,1.164526283121758,1.2694518746213073
2024-07-30,76.06720156035284,0.0,2.8104082627776052,2.1972014125921655,12.045451187257118,1.3313237879929667,2.705498175155518,0.409297102412932,1.164354211918377,1.2692642995404644
2024-07-31,76.0806916426513,0.0,2.8079509347520877,2.1828123845414913,12.047587378999483,1.3315598906377004,2.7059779797531958,0.40936968890859377,1.1645607034656027,1.269489396290549
2024-08-01,76.0818160321589,0.0,2.8094703239536534,2.1798888626152753,12.047765429179474,1.3315795696382124,2.7060179711515726,0.40937573894537715,1.1645779144005675,1.2695081579569638
2024-08-06,76.0806916426513,0.0,2.810906672578142,2.1798566467154363,12.047587378999483,1.3315598906377004,2.7059779797531958,0.40936968890859377,1.1645607034656027,1.269489396290549
2024-08-07,76.13469985358712,0.0,2.721209163376074,2.2021089371016163,12.056139728174866,1.332505139240132,2.7078989011639085,0.4096602925299851,1.1653874025762752,1.2703905822500259
2024-08-08,75.64257452656378,0.0,2.7666193482134767,2.24561297532393,12.310852034190098,1.3606572231115408,2.765109184813797,0.4183152617113172,1.1930290857470778,1.297230360324987
2024-08-12,75.36940624153601,0.0,2.836377862710283,2.237503385596918,12.266393812633543,1.6160582623611905,2.7551235366697764,0.41680459839297,1.2097866321586566,1.2925456679406544
2024-08-13,75.36713812819741,0.0,2.825759855552212,2.2389407162202826,12.26602467649714,1.6280469455311464,2.755040625940415,0.4167920553716521,1.2097502256996688,1.2925067709900693
2024-08-14,75.31500917210478,0.0,2.826812618410369,2.267464589661083,12.257540673021982,1.6630078489158873,2.7531350554837157,0.41650377409557027,1.208913481490392,1.291612786816227
2024-08-15,75.2087087087087,0.0,2.8228228228228227,2.4054054054054053,12.24024024024024,1.6606606606606609,2.749249249249249,0.41591591591591587,1.207207207207207,1.2897897897897899
2024-08-16,75.27200048088483,0.0,2.8236955999038234,2.3187665304159655,12.250540995431594,1.668069247415244,2.7515628756912722,0.4162659293099303,1.208223130560231,1.2908752103871122
2024-08-20,75.25503688456858,0.0,2.823059240673688,2.3302633753511923,12.247780164966422,1.6782103096500849,2.7509427725777127,0.4161721179705224,1.2079508406075812,1.2905842936342191
2024-08-21,75.23469065893626,0.0,2.8403202307103053,2.3386454781681363,12.24446881055019,1.6777565826036018,2.750199017678778,0.41605960016221816,1.2076242546224671,1.2902353665680342
2024-08-22,83.67551494295117,0.0,3.158984981874676,2.601025709560482,2.398890763602345,1.8659895424399857,3.058752777267336,0.46273867793722123,1.3431115417383606,1.4349910626284224
2024-08-26,83.7146725051393,0.0,3.091939230859225,2.623970049972423,2.4000133705480255,1.866862768037705,3.060184179299049,0.4629552253773001,1.3437400765463874,1.4356625942205805
2024-08-27,83.71327338971155,0.0,2.807768158572049,2.9097168833773437,2.3999732593508707,1.8668315673362972,3.060133034729418,0.4629474880502724,1.343717618745195,1.435638600127018
2024-08-28,83.71187432104955,0.0,2.7960223949193614,2.9230383554775634,2.3999331494944434,1.8668003676777807,3.060081891869307,0.4629397509818668,1.3436951616946604,1.4356146068354643
2024-09-04,83.61126412606207,0.0,2.792661959370357,2.934548550252892,2.3970487589096434,1.9697197322516569,3.0564040930108334,0.46238336087602455,1.342080224347739,1.4338891949187909
2024-09-05,83.61405558801435,0.0,2.7860779567648777,2.9379851431433104,2.3971287872464737,1.9697854936983556,3.056506134713296,0.4623987980969869,1.3421250312995576,1.4339370670227862
2024-09-09,83.59870485346151,0.0,2.924093731223713,2.817277521863943,2.396688697509847,1.9694238600707656,3.0559449896521795,0.462313906135256,1.341878630082115,1.4336738100006676
2024-09-10,83.66153897546391,0.0,2.8494596716273324,2.8193950326535386,2.398490087020427,1.9709041105042509,3.0582418867231214,0.462661388652269,1.344557465216883,1.434751382138264
2024-09-11,83.66153897546391,0.0,2.847789413906566,2.821065290374305,2.398490087020427,1.9709041105042509,3.0582418867231214,0.462661388652269,1.344557465216883,1.434751382138264
2024-09-12,83.64756767589051,0.0,3.1813095973681134,2.503298208112757,2.398089544262788,1.9705749736978342,3.0577311668141816,0.46258412518161024,1.3443329269718274,1.4345117817003725
2024-09-13,83.73706471404451,0.0,3.0844074427002357,2.4992894996405703,2.4006553320962265,1.9726833508868717,3.061002724977849,0.4630790577929351,1.3457712690372303,1.4360466088235786
2024-09-17,83.68809730668984,0.0,3.127715030408341,2.509523491278487,2.3992514870012696,1.973200561384749,3.0592127247209784,0.4628082603755931,1.3449842945933301,1.435206843547417
