date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,YUE XIU SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,EDDID SECURITIES AND FUTURES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,VALUABLE CAPITAL LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,2.430107142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.430107142857143
2024-03-06,2.132142857142857,2.430107142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.5135714285714286,6.0758214285714285
2024-03-11,2.132142857142857,2.430107142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.5150000000000001,6.07725
2024-03-13,2.1350000000000002,2.421535714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.5235714285714286,6.080107142857143
2024-03-14,2.1357142857142857,2.421535714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.522857142857143,6.080107142857143
2024-03-20,2.132142857142857,2.421535714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.5257142857142858,6.079392857142857
2024-04-03,2.2542857142857144,2.421535714285714,0.6171428571428572,1.6864285714285714,0.0,0.0,0.0,0.0,1.52,8.499392857142857
2024-04-09,2.252857142857143,2.421535714285714,0.6171428571428572,1.6864285714285714,0.0,0.0,0.0,0.0,1.5171428571428571,8.495107142857144
2024-04-10,2.252857142857143,2.421535714285714,0.6171428571428572,1.6835714285714287,0.0,0.0,0.0,0.0,1.5171428571428571,8.49225
2024-04-11,2.13,2.421535714285714,0.6171428571428572,1.6835714285714287,0.0,0.0,0.0,0.0,1.5171428571428571,8.369392857142858
2024-04-17,2.13,2.421535714285714,0.6171428571428572,1.6914285714285715,0.0,0.0,0.0,0.0,1.5171428571428571,8.37725
2024-04-22,2.1464285714285714,2.421535714285714,0.6171428571428572,1.6914285714285715,0.0,0.0,0.0,0.0,1.5171428571428571,8.393678571428572
2024-04-25,2.0364285714285715,2.421535714285714,0.6171428571428572,1.7178571428571427,0.0,0.0,0.0,1.0,1.6257142857142854,9.41867857142857
2024-04-26,2.0828571428571427,2.4329642857142857,0.6028571428571429,1.7128571428571426,0.0,0.0,1.0678571428571428,1.0,1.7242857142857142,10.623678571428572
2024-04-29,2.130714285714286,2.4329642857142857,0.6085714285714285,1.7121428571428572,0.0,0.0,1.0678571428571428,1.0,1.719285714285714,10.671535714285714
2024-04-30,2.1664285714285714,2.4329642857142857,0.6085714285714285,1.7042857142857144,0.0,0.0,1.0678571428571428,1.0,1.719285714285714,10.699392857142858
2024-05-02,2.172142857142857,2.4286785714285717,0.6085714285714285,1.71,0.0,0.0,1.0678571428571428,1.0,1.719285714285714,10.706535714285714
2024-05-06,2.1685714285714286,2.4286785714285717,0.6085714285714285,1.7149999999999999,0.0,0.0,1.0678571428571428,1.0,1.719285714285714,10.707964285714286
2024-05-07,2.192142857142857,2.4286785714285717,0.6085714285714285,1.7207142857142859,0.0,0.0,1.0678571428571428,1.0,1.725,10.742964285714287
2024-05-08,2.1935714285714285,2.4286785714285717,0.6085714285714285,1.7207142857142859,0.0,0.0,1.0678571428571428,1.0,1.725,10.744392857142856
2024-05-09,2.1935714285714285,2.4286785714285717,0.6257142857142857,1.7207142857142859,0.0,0.0,1.0678571428571428,1.0,1.725,10.761535714285714
2024-05-10,2.1935714285714285,2.4286785714285717,0.6921428571428572,1.7207142857142859,0.0,0.0,1.0678571428571428,1.0,1.725,10.827964285714286
2024-05-13,2.2014285714285715,2.4286785714285717,0.7100000000000001,1.7207142857142859,0.0,0.0,1.0678571428571428,1.0,1.72,10.848678571428572
2024-05-14,2.2128571428571426,2.42725,0.7100000000000001,1.7207142857142859,0.0,0.0,1.0678571428571428,1.0,1.72,10.858678571428571
2024-05-16,2.216428571428571,2.42725,0.7242857142857143,1.7564285714285712,0.0,0.0,1.0535714285714286,1.0,1.72,10.897964285714286
2024-05-20,2.216428571428571,2.42725,0.7242857142857143,1.7492857142857143,0.0,0.0,1.0535714285714286,1.0,1.72,10.890821428571428
2024-05-21,2.1857142857142855,2.42725,0.7264285714285714,1.9021428571428571,0.0,0.0,0.9950000000000001,1.0,1.6764285714285714,10.912964285714285
2024-05-22,2.3764285714285713,2.42725,0.73,1.8378571428571429,0.0,0.0,0.9950000000000001,1.0,1.6442857142857144,11.010821428571429
2024-05-23,2.3728571428571428,2.42725,0.73,1.8378571428571429,1.3278571428571428,0.0,0.9950000000000001,1.0,1.6442857142857144,12.335107142857144
2024-05-24,2.4064285714285716,2.42725,0.73,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.647857142857143,12.324392857142858
2024-05-27,2.380714285714286,2.427964285714286,0.8085714285714286,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.647857142857143,12.377964285714285
2024-05-29,2.432857142857143,2.427964285714286,0.8085714285714286,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.389392857142857
2024-05-30,2.4242857142857144,2.4208214285714282,0.8464285714285714,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.411535714285714
2024-05-31,2.4557142857142855,2.4208214285714282,0.9864285714285714,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.582964285714285
2024-06-03,2.4585714285714286,2.4208214285714282,0.9857142857142858,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.585107142857144
2024-06-04,2.459285714285714,2.4208214285714282,0.9857142857142858,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.585821428571428
2024-06-05,2.46,2.4208214285714282,0.9857142857142858,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.586535714285715
2024-06-06,2.460714285714286,2.4208214285714282,0.985,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.586535714285715
2024-06-07,2.4235714285714285,2.4208214285714282,0.985,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.607142857142857,12.549392857142857
2024-06-11,2.432857142857143,2.4208214285714282,0.985,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.8214285714285714,12.772964285714286
2024-06-14,2.4435714285714285,2.4208214285714282,0.985,1.79,1.3278571428571428,0.0,0.9950000000000001,1.0,1.82,12.782250000000001
2024-06-17,2.4492857142857143,2.4208214285714282,0.985,1.79,1.322142857142857,0.0,0.9950000000000001,1.0,1.82,12.782250000000001
2024-06-18,2.45,2.4208214285714282,0.985,1.79,1.322142857142857,0.0,0.9950000000000001,1.0,1.82,12.782964285714286
2024-06-21,2.459285714285714,2.4208214285714282,0.985,1.79,1.322142857142857,0.0,0.9950000000000001,1.0,1.82,12.79225
2024-06-24,2.457142857142857,2.4208214285714282,0.985,1.79,1.322142857142857,0.0,0.9950000000000001,1.0,1.82,12.790107142857144
2024-06-25,2.452857142857143,2.4208214285714282,0.985,1.79,1.322142857142857,0.0,0.9950000000000001,1.0,1.82,12.785821428571428
2024-06-26,2.452857142857143,2.4208214285714282,0.985,1.79,1.3207142857142857,0.0,0.9950000000000001,1.0,1.82,12.784392857142857
2024-07-02,2.4535714285714287,2.4208214285714282,0.985,1.79,1.3207142857142857,0.0,0.9950000000000001,1.0,1.8192857142857142,12.784392857142857
2024-07-03,2.4557142857142855,2.4208214285714282,0.985,1.79,1.3207142857142857,0.0,0.9950000000000001,1.0,1.8171428571428572,12.784392857142857
2024-07-04,2.3442857142857143,2.4208214285714282,0.985,1.8542857142857143,1.3207142857142857,0.0,0.9950000000000001,1.0,1.9985714285714287,12.918678571428572
2024-07-08,2.307857142857143,2.4208214285714282,0.9878571428571429,1.8542857142857143,1.3207142857142857,0.0,0.9950000000000001,1.0,2.005,12.891535714285714
2024-07-11,2.3192857142857144,2.4208214285714282,0.9878571428571429,1.8542857142857143,1.3207142857142857,0.0,0.9950000000000001,1.0,1.9935714285714285,12.891535714285714
2024-07-12,2.3442857142857143,2.4208214285714282,0.9878571428571429,1.8542857142857143,1.3207142857142857,0.0,0.9950000000000001,1.0,1.4914285714285715,12.414392857142857
2024-07-15,2.3442857142857143,2.4208214285714282,0.9878571428571429,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.572964285714287
2024-07-16,2.657857142857143,2.0993928571428575,0.9864285714285714,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.563678571428571
2024-07-17,2.662857142857143,2.0993928571428575,0.985,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.56725
2024-07-25,2.6607142857142856,2.0993928571428575,0.985,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.565107142857144
2024-07-29,2.6614285714285715,2.0993928571428575,1.1157142857142857,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.696535714285716
2024-07-30,2.6692857142857145,2.0993928571428575,1.1157142857142857,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.704392857142858
2024-07-31,2.676428571428571,2.0993928571428575,1.1157142857142857,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9950000000000001,1.0,1.4914285714285715,13.711535714285713
2024-08-05,2.6671428571428573,2.1093928571428573,1.2942857142857143,1.8542857142857143,1.3207142857142857,1.1585714285714286,0.9992857142857143,1.0,1.4914285714285715,13.895107142857144
2024-08-06,2.6664285714285714,2.1093928571428573,1.2942857142857143,1.8542857142857143,1.3207142857142857,1.1585714285714286,1.0321428571428573,1.0,1.4914285714285715,13.927249999999999
2024-08-08,2.6550000000000002,2.1093928571428573,1.2942857142857143,1.8585714285714285,1.3207142857142857,1.1585714285714286,1.0471428571428572,1.0,1.4914285714285715,13.935107142857142
2024-08-09,2.652142857142857,2.1136785714285717,1.2942857142857143,1.8478571428571429,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.4914285714285715,13.93725
2024-08-13,2.667857142857143,2.1136785714285717,1.2942857142857143,1.8478571428571429,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.4914285714285715,13.952964285714287
2024-08-16,2.667857142857143,2.114392857142857,1.2942857142857143,1.8478571428571429,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.4914285714285715,13.95367857142857
2024-08-22,2.6685714285714286,2.114392857142857,1.2942857142857143,1.8478571428571429,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.4964285714285714,13.959392857142857
2024-08-23,2.6471428571428572,2.1301071428571428,1.2942857142857143,1.855,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.4964285714285714,13.96082142857143
2024-08-26,2.644285714285714,2.1301071428571428,1.2942857142857143,1.855,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.4964285714285714,13.957964285714286
2024-08-28,2.75,2.1301071428571428,1.2942857142857143,1.855,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.39,13.957249999999998
2024-09-02,2.7542857142857144,2.1301071428571428,1.2942857142857143,1.855,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.39,13.961535714285715
2024-09-11,2.7542857142857144,2.1301071428571428,1.3357142857142856,1.855,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.39,14.002964285714286
2024-09-12,2.752857142857143,2.1301071428571428,1.3357142857142856,1.855,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.39,14.001535714285716
2024-09-13,2.750714285714286,2.1301071428571428,1.3357142857142856,1.8564285714285713,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.39,14.000821428571427
2024-09-16,2.757857142857143,2.1301071428571428,1.3357142857142856,1.8564285714285713,1.3207142857142857,1.1585714285714286,1.0585714285714285,1.0,1.3928571428571428,14.010821428571429
2024-09-20,2.7421428571428574,2.1301071428571428,1.3357142857142856,1.8885714285714288,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,1.3857142857142857,14.013678571428573
2024-09-23,2.7421428571428574,2.1301071428571428,1.7335714285714283,1.8885714285714288,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,0.9878571428571429,14.013678571428573
2024-09-25,2.7421428571428574,2.1301071428571428,1.7335714285714283,1.9349999999999998,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,0.9878571428571429,14.060107142857142
2024-10-02,2.742857142857143,2.119392857142857,1.7335714285714283,1.9349999999999998,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,0.9914285714285714,14.053678571428572
2024-10-03,2.752857142857143,2.120107142857143,1.7335714285714283,1.9207142857142856,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,0.9914285714285714,14.050107142857144
2024-10-04,2.7564285714285717,2.12725,1.7335714285714283,1.9207142857142856,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,0.9914285714285714,14.06082142857143
2024-10-08,2.7542857142857144,2.12725,1.7307142857142859,1.9207142857142856,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,0.9914285714285714,14.055821428571427
2024-10-09,2.81,2.134392857142857,1.7378571428571428,1.814285714285714,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,1.0257142857142858,14.053678571428572
2024-10-10,2.8085714285714287,2.134392857142857,1.7378571428571428,1.814285714285714,1.3142857142857143,1.1585714285714286,1.0585714285714285,1.0,1.0257142857142858,14.052249999999999
2024-10-14,2.81,2.134392857142857,1.7378571428571428,1.5614285714285714,1.3142857142857143,1.1585714285714286,1.0457142857142858,1.0,1.0257142857142858,13.787964285714285
2024-10-15,2.7635714285714283,2.125107142857143,1.7378571428571428,1.525,1.3142857142857143,1.1585714285714286,1.0457142857142858,1.0,1.0164285714285715,13.686535714285714
2024-10-16,2.7592857142857143,2.125107142857143,1.7378571428571428,1.525,1.3142857142857143,1.1585714285714286,1.0457142857142858,1.0,1.0164285714285715,13.682250000000002
2024-10-17,2.7592857142857143,2.134392857142857,1.7378571428571428,1.525,1.3142857142857143,1.1585714285714286,1.0457142857142858,1.0,1.0164285714285715,13.691535714285713
2024-10-18,2.7592857142857143,2.134392857142857,1.7378571428571428,1.55,1.3142857142857143,1.1585714285714286,1.0457142857142858,1.0,1.0164285714285715,13.716535714285714
2024-10-21,2.7592857142857143,2.134392857142857,1.7378571428571428,1.55,1.3142857142857143,1.1585714285714286,1.0457142857142858,1.0,1.015,13.715107142857144
2024-10-22,2.6950000000000003,2.134392857142857,1.7378571428571428,1.55,1.3142857142857143,1.1585714285714286,1.0278571428571428,1.0,0.9664285714285714,13.584392857142857
2024-10-24,2.7392857142857143,2.134392857142857,1.7378571428571428,1.55,1.3142857142857143,1.1585714285714286,1.0278571428571428,1.0,0.9664285714285714,13.628678571428571
2024-10-28,2.7185714285714284,2.134392857142857,1.7378571428571428,1.55,1.3142857142857143,1.1585714285714286,1.0278571428571428,1.0,0.9664285714285714,13.607964285714285
2024-10-29,2.724285714285714,2.134392857142857,1.7378571428571428,1.55,1.3142857142857143,1.1585714285714286,1.0278571428571428,1.0,0.9628571428571429,13.610107142857142
2024-10-30,2.7414285714285715,2.134392857142857,1.7371428571428573,1.55,1.3142857142857143,1.1585714285714286,1.0278571428571428,1.0,0.9628571428571429,13.626535714285716
2024-10-31,2.744285714285714,2.134392857142857,1.735,1.55,1.3142857142857143,1.1585714285714286,1.0278571428571428,1.0,0.9628571428571429,13.627249999999998
