date,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,TIGER BROKERS (HK) GLOBAL LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD
2025-03-10,589540835.0,216064200.0,160311719.0,30304437.0,29166062.0,15032181.0,10162330.0,10374000.0,0.0
2025-03-11,588442288.0,219074200.0,161238442.0,30252437.0,27804689.0,14638181.0,10083334.0,10148000.0,0.0
2025-03-12,587664288.0,220694200.0,159909669.0,30392437.0,27135488.0,14660181.0,10605072.0,10192000.0,0.0
2025-03-13,587626288.0,220416010.0,159963638.0,30440437.0,27657550.0,14670181.0,10471072.0,10162000.0,0.0
2025-03-14,586515378.0,221928010.0,157733997.0,30334437.0,29167807.0,14854181.0,10499070.0,10126000.0,0.0
2025-03-17,586115288.0,223648010.0,156769697.0,30434437.0,28678677.0,14844181.0,10475295.0,10136000.0,0.0
2025-03-18,584487378.0,225582010.0,155214813.0,30364437.0,27424787.0,14870181.0,10484925.0,9988000.0,0.0
2025-03-19,582991378.0,232546010.0,152463001.0,30284437.0,26084996.0,15154181.0,10515170.0,9766000.0,0.0
2025-03-20,582585288.0,234398010.0,150982125.0,30198437.0,26969117.0,15636181.0,10482425.0,9662000.0,0.0
2025-03-21,581455288.0,239870010.0,150230882.0,30186437.0,24181260.0,15620181.0,10494056.0,9608000.0,0.0
2025-03-24,580526288.0,243374010.0,149403543.0,30144437.0,23784530.0,15610181.0,10180425.0,9478000.0,0.0
2025-03-25,580682288.0,244234010.0,146422528.0,30214437.0,24323105.0,15560181.0,0.0,9438000.0,0.0
2025-03-26,580685262.0,244666010.0,146481849.0,30262437.0,22161194.0,0.0,10787425.0,9464000.0,0.0
2025-03-27,580690288.0,245762010.0,144611395.0,30276437.0,22477995.0,15604181.0,10787494.0,9434000.0,0.0
2025-03-28,580690719.0,247538010.0,143310243.0,30152437.0,22125539.0,16242181.0,0.0,9372000.0,0.0
2025-03-31,580690288.0,245820010.0,145205106.0,29732437.0,23924829.0,15162181.0,11086364.0,8940000.0,0.0
2025-04-01,580714288.0,245736010.0,143568117.0,29522437.0,24401629.0,16064181.0,11378762.0,8846000.0,0.0
2025-04-02,580722719.0,246126010.0,142436871.0,29542437.0,28535090.0,16062181.0,11394762.0,8858000.0,0.0
2025-04-03,580764719.0,242490010.0,144556319.0,29388437.0,30363429.0,16082181.0,11109205.0,8888000.0,0.0
2025-04-07,580880680.0,244064010.0,146719066.0,29276437.0,27500208.0,0.0,11173205.0,8858000.0,0.0
2025-04-08,580990288.0,243972010.0,145041066.0,29316437.0,28621265.0,16334181.0,0.0,8890000.0,0.0
2025-04-09,580967778.0,242476010.0,143705072.0,29476437.0,26419303.0,18380181.0,11508605.0,8876000.0,4140000.0
2025-04-10,580863553.0,241612010.0,141891072.0,29328893.0,24418590.0,20234181.0,12164605.0,8786000.0,8258000.0
2025-04-11,580617553.0,243802010.0,140373688.0,29288893.0,24273101.0,20332181.0,11564605.0,8824000.0,0.0
2025-04-14,580349647.0,244276010.0,141253173.0,29258893.0,23574019.0,20318181.0,11310087.0,8812000.0,0.0
2025-04-15,580323553.0,242390010.0,141611247.0,0.0,24314919.0,20312181.0,11286018.0,8770000.0,0.0
2025-04-16,580421553.0,242610010.0,142566512.0,29312893.0,24159419.0,20330181.0,11250018.0,8776000.0,0.0
2025-04-17,579291553.0,241702010.0,142308512.0,29124893.0,23699419.0,21346181.0,11200018.0,8740000.0,10598000.0
2025-04-22,578123553.0,242110010.0,141243041.0,29260893.0,23985121.0,22070181.0,11313018.0,8758000.0,0.0
2025-04-23,577603553.0,242622010.0,141817041.0,29160893.0,24766190.0,22072181.0,11287018.0,8766000.0,0.0
2025-04-24,577246253.0,242134010.0,142740766.0,29082893.0,24883890.0,22060181.0,11319018.0,8738000.0,0.0
2025-04-25,576541553.0,241218010.0,142456766.0,29062893.0,24780214.0,22246181.0,11571018.0,8692000.0,12176000.0
2025-04-28,576278714.0,241274010.0,142086781.0,29112893.0,24873190.0,0.0,11795015.0,8688000.0,0.0
2025-04-29,575778904.0,241020010.0,141939782.0,29182893.0,25357648.0,21652181.0,11711014.0,8718000.0,0.0
2025-04-30,575812904.0,239220010.0,143016878.0,0.0,25999811.0,20994181.0,11749014.0,8768000.0,0.0
2025-05-02,575844904.0,237676010.0,142722878.0,29232893.0,27024205.0,20992181.0,11781014.0,8812000.0,0.0
