date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,INTERACTIVE BROKERS HONG KONG LTD,THE BANK OF EAST ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA CITIC BANK INTERNATIONAL LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,15.546720647541251,0.0,1.5884810022599756,0.0,1.671149683737155,0.0,1.136912869633991,0.3534196696194721,0.0,20.296683872791842
2024-03-04,0.0,15.543855082652444,0.0,1.5884810022599756,0.0,1.671149683737155,0.0,1.1373904637821253,0.3538972637676065,0.0,20.294773496199305
2024-03-05,0.0,15.535258387986023,0.0,1.5884810022599756,1.6424462754342763,1.6716272778852896,1.0009895750749347,1.1397784345227975,0.35294207547133766,0.0,22.931523028634633
2024-03-06,3.574111149530907,15.528572069912142,0.0,1.586570625667438,1.6424462754342763,1.6716272778852896,1.0009895750749347,1.13356971059705,0.3486437281381279,0.0,26.486530412240167
2024-03-07,3.574111149530907,15.531437634800948,0.0,1.5937345378894543,1.6424462754342763,1.6716272778852896,0.9966912277417247,1.13356971059705,0.3486437281381279,0.0,26.492261542017776
2024-03-08,3.574111149530907,15.58970412087335,0.0,1.586570625667438,1.6424462754342763,1.6716272778852896,0.9484542187801481,1.1359576813377221,0.3491213222862623,0.0,26.49799267179539
2024-03-11,3.574111149530907,15.591614497465885,0.0,1.586570625667438,1.644356652026814,1.6716272778852896,0.9484542187801481,1.1359576813377221,0.3491213222862623,0.0,26.501813424980465
2024-03-12,3.574111149530907,15.594480062354693,0.0,1.5951673203338574,1.644356652026814,1.6716272778852896,0.9484542187801481,1.1359576813377221,0.34816613398999346,0.0,26.512320496239422
2024-03-13,3.574111149530907,15.600211192132305,0.0,1.5899137847043787,1.644356652026814,1.671149683737155,0.9484542187801481,1.1359576813377221,0.34816613398999346,0.0,26.512320496239422
2024-03-14,3.574111149530907,15.60498713361365,0.0,1.58895859640811,1.644356652026814,1.667806524700214,0.9494094070764171,1.138345652078394,0.3486437281381279,0.0,26.51661884357263
2024-03-15,3.574111149530907,15.60498713361365,0.0,1.5884810022599756,1.644356652026814,1.667806524700214,0.9484542187801481,1.1393008403746632,0.3491213222862623,0.0,26.51661884357263
2024-03-18,3.574111149530907,15.605464727761783,0.0,1.5884810022599756,1.644356652026814,1.667806524700214,0.9484542187801481,1.1378680579302598,0.3491213222862623,0.0,26.515663655276366
2024-03-19,3.574111149530907,15.606897510206185,0.0,1.5923017554450507,1.644356652026814,1.667806524700214,0.9484542187801481,1.1378680579302598,0.34959891643439667,0.0,26.521394785053975
2024-03-20,3.574111149530907,15.60164397457671,0.0,1.5923017554450507,1.644356652026814,1.667806524700214,0.9479766246320137,1.1402560286709318,0.34959891643439667,0.0,26.518051626017037
