date,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUNDERSTONE SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,CHINA SKY SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-03-01,0.0,49.46429588751954,36.146312586702585,0.0,0.0,0.0,0.0,0.0,14.389391525777869,0.0
2024-03-04,32.81735027127094,33.23095096189559,24.283704426997303,0.0,0.0,0.0,0.0,0.0,9.667994339836168,0.0
2024-03-05,31.366034639724973,31.761344239126238,23.20978104392649,0.0,0.0,0.0,0.0,0.0,9.240436624325374,4.4224034528969245
2024-03-06,31.36606164878719,31.760908187333296,23.209462396624865,0.0,0.0,0.0,0.0,0.0,9.241225029576205,4.422342737678444
2024-03-07,26.749535508670213,27.086267662728297,19.799686975973117,0.0,0.0,14.710805293840675,0.0,0.0,7.882251979958331,3.771452578829368
2024-03-08,26.7494311114943,27.0861619513656,19.799609702429294,0.0,0.0,14.71074788101092,0.0,0.0,7.882611493967165,3.771437859732724
2024-03-11,26.75110156410014,27.126493227764758,19.800846151514293,0.0,0.0,14.672636443527646,0.0,0.0,7.8772492340264275,3.771673379066735
2024-03-12,26.75099715469999,27.126387353213044,19.80076886892224,0.0,0.0,14.672579176309473,0.0,0.0,7.8776087886086685,3.7716586582465808
2024-03-13,26.750788338344734,27.12617560658896,19.800614305547928,0.0,0.0,14.672464643214198,0.0,0.0,7.878327889353177,3.771629216951001
2024-03-14,25.04635652076957,25.38214966394567,18.515433282269612,0.0,6.424440718750722,13.724189740847386,0.0,0.0,7.379559585107591,3.527870488309449
2024-03-15,25.049100653197335,25.38530059869586,18.504222454105513,0.0,6.425238247477772,13.725893458891179,0.0,0.0,7.381936150218385,3.5283084374139557
2024-03-18,25.042528546623792,25.38530059869586,18.504222454105513,0.0,6.425238247477772,13.725893458891179,0.0,0.0,7.38850825679193,3.5283084374139557
2024-03-19,25.0406091616001,25.38372503353774,18.512201329501647,0.0,6.42483945836452,13.725041546997765,0.0,0.0,7.385494020727417,3.528089449270819
2024-03-20,25.033571657214328,25.376591098612362,18.55262256311054,0.0,6.423033797984044,13.721184211121528,0.0,0.0,7.365898769849327,3.5270979021078723
2024-03-21,25.033480287073278,25.376498476483178,18.552189857382658,0.0,6.423010354525312,13.721134130112159,0.0,0.0,7.366601865885375,3.5270850285380426
2024-03-22,25.033388917599208,25.37640585503011,18.552122143912115,0.0,6.42298691123771,13.720719060369694,0.0,0.0,7.367304956788975,3.527072155062188
2024-03-25,25.07209782689949,25.415645168406453,18.571670290402103,0.0,6.432918719456023,13.595713896435734,0.0,0.0,7.379428062659074,3.532526035741119
2024-03-26,25.072006175308886,25.415552260971186,18.571602401263583,0.0,6.432895203783861,13.595664197012388,0.0,0.0,7.37976663914356,3.532513122516535
2024-03-27,25.071914524388344,25.41545935421516,18.57116896181586,0.0,6.432871688283624,13.595614497952399,0.0,0.0,7.380470763958254,3.532500209386359
2024-03-28,25.15465187926136,25.45071973709022,18.60608530124546,0.0,6.44179639491803,13.614476504967039,0.0,0.0,7.394736768833465,3.3375334136844272
2024-04-02,25.166862290895363,25.45332246138759,18.60022976584899,0.0,6.439769092226647,13.610191882608893,0.0,0.0,7.393141451052262,3.336483055980251
2024-04-03,25.166770194923522,25.453229317139346,18.60016169990509,0.0,6.439745526444543,13.610142077280207,0.0,0.0,7.393480337900331,3.336470846406962
2024-04-05,25.161200796461912,25.45499917443595,18.60072310431151,0.0,6.440193305799618,13.611088440861941,0.0,0.0,7.395092334548046,3.336702843581027
2024-04-08,25.159467706268813,25.455837613801748,18.600603819003233,0.0,6.440405433545289,13.611536764284853,0.0,0.0,7.395335914855574,3.3368127482404955
2024-04-09,25.159647190075486,25.45527864808766,18.60129329487806,0.0,6.440264013495524,13.611237878721447,0.0,0.0,7.395539497078748,3.336739477663078
2024-04-10,25.16294092797502,25.45527864808766,18.60129329487806,0.0,6.440264013495524,13.611237878721447,0.0,0.0,7.392245759179218,3.336739477663078
2024-04-11,25.182248618126813,25.449271316643667,18.59452522388033,0.0,6.438744140110882,13.608025687708695,0.0,0.0,7.3912329913983275,3.335952022131293
2024-04-12,25.182156480516905,25.44917820204264,18.59409130647018,0.0,6.438720581829614,13.607975898232723,0.0,0.0,7.391937714463707,3.3359398164442333
2024-04-15,25.183446468413862,25.450481868465868,18.594677910460494,0.0,6.439050413455785,13.608672984053168,0.0,0.0,7.387559650959487,3.3361107041913383
2024-04-16,25.188672306738408,25.45206507155267,18.607910147525118,0.0,6.439450968720056,13.609519541426307,0.0,0.0,7.366063729757198,3.336318234280241
2024-04-17,25.193863354013335,25.465401849832336,18.61408312109241,0.0,6.441713863496683,13.614302078141357,0.0,0.0,7.333145079764688,3.3374906536591897
2024-04-18,25.19377113139126,25.465308633238358,18.61401498388261,0.0,6.441690283479009,13.61425224272637,0.0,0.0,7.33348428857203,3.3374784367103665
2024-04-19,25.19367890944434,25.465215417326824,18.613946847171643,0.0,6.441666703633962,13.614202407676226,0.0,0.0,7.333823494896021,3.337466219850984
2024-04-22,25.193494467575967,25.465028987551047,18.613810575246184,0.0,6.441619544461753,13.614102738670459,0.0,0.0,7.334501900094055,3.3374417864005363
2024-04-23,25.19340224765449,25.464935773686786,18.613742440031682,0.0,6.441595965134586,13.614052904714827,0.0,0.0,7.3348410989681545,3.337429569809469
2024-04-24,25.15295733705806,25.473094570141004,18.61970615960157,0.0,6.443659809739848,13.618414756932076,0.0,0.0,7.353668506428683,3.338498860098766
2024-04-25,25.15286523635949,25.473001297219927,18.619637981219146,0.0,6.4436362154737,13.618364891403512,0.0,0.0,7.354007742556508,3.3384866357677234
2024-04-26,25.13590607282466,25.459720251085677,18.67740313664661,0.0,6.440322937761484,13.611362412777678,0.0,0.0,7.3381492079984945,3.3371359809054044
2024-04-29,25.127863998835547,25.46158390777898,18.678770326349632,0.0,6.440794370708571,13.612358767270791,0.0,0.0,7.339784365057446,3.33884426399903
2024-04-30,25.127772030934743,25.461490718464386,18.678701962110765,0.0,6.440770797422046,13.612308946081814,0.0,0.0,7.3408555004983,3.338100044487947
2024-05-02,25.127680063707135,25.461397529831935,18.678633598372326,0.0,6.440747224308076,13.612259125257525,0.0,0.0,7.3411946314256875,3.338087827097317
2024-05-03,23.1665616125333,23.470815066417384,17.215631315329265,0.0,5.937206974368063,12.548047144338378,0.0,7.816691326200592,6.768606572986438,3.0764399878265793
2024-05-06,23.165311114061986,23.469548144771785,17.214702039720624,0.0,5.9368864922710864,12.547369818370269,0.0,7.820655153106629,6.7692533117824345,3.0762739259151823
2024-05-07,23.175834434126973,23.503485472487544,17.231148412179767,0.0,5.945471321482822,12.495915571384797,0.0,7.78871862083529,6.779717464346055,3.079708703156748
2024-05-08,23.175834434126973,23.503485472487544,17.23081055811766,0.0,5.945471321482822,12.495915571384797,0.0,7.78871862083529,6.780055318408164,3.079708703156748
2024-05-09,23.17575613389345,23.503406065275417,17.230752343320933,0.0,5.945451234534315,12.495873353569076,0.0,7.788692306421948,6.780370264713909,3.0796982982709467
2024-05-10,23.16777228837,23.49530934721297,17.262980727928067,0.0,5.943403078523805,12.491568634363404,0.0,7.786009169964828,6.774319384525322,3.078637369111605
2024-05-13,20.133989507143472,20.412982137030173,14.99797333219921,13.112742550401318,5.163693700822371,10.85281166672503,0.0,6.764570057644217,5.886483177235589,2.6747538707986145
2024-05-14,20.1290871437388,20.41241220886941,15.013096417865748,13.1095497689016,5.162436408867248,10.85016914887064,0.0,6.762922973210843,5.885929968746714,2.6743959609289982
2024-05-16,20.128793785985174,20.41241220886941,15.013096417865748,13.1095497689016,5.162436408867248,10.85016914887064,0.0,6.762922973210843,5.886223326500339,2.6743959609289982
2024-05-17,20.142266055009227,20.455429714547943,14.987918241651988,13.11744337212451,5.165891644827202,10.857431203382411,0.0,6.767449420182915,5.829984405180675,2.676185943093133
2024-05-20,20.156115392515872,20.454589080562567,14.97761541273101,13.116904299181348,5.165679347938698,10.856985007639237,0.0,6.767171305860395,5.828864190707262,2.6760759628636124
2024-05-21,20.149011237856165,20.46128048491041,14.977571447262978,13.116865795666552,5.165664184542925,10.856953137918048,0.0,6.7671514414263365,5.829434162937758,2.6760681074788293
2024-05-22,20.14570817902792,20.45911847119887,14.988609799041013,13.11547981966551,5.16511836157723,10.855805952551666,0.0,6.766436399461333,5.827937673138752,2.675785344337703
2024-05-23,20.14648226891416,20.46064985037798,14.989731706859397,13.116461522408379,5.165504974261823,10.856618517141465,0.0,6.766942871909473,5.821622659404454,2.675985628722871
2024-05-24,20.14618659126489,20.46034956188247,14.990392295151903,13.1162690200917,5.165429163291565,10.856459181164128,0.0,6.766843557610608,5.822124274631029,2.6759463549117104
2024-05-27,20.145890922294452,20.460049282201133,14.990172293523491,13.116076523425416,5.165353354546537,10.856299849863678,0.0,6.766744246226852,5.8235064456651155,2.675907082253328
2024-05-28,20.150826101659217,20.460589791973725,14.9905683011042,13.116423021493,5.165489811889748,10.856586649571836,0.0,6.766923008816485,5.816615539623375,2.6759777738684143
2024-05-29,20.17962907431609,20.46479473192816,15.081139368097052,13.119118631530787,5.166551392944599,10.767804438618791,0.0,6.7683137069936965,5.7761209305048675,2.6765277250659563
2024-05-30,20.17956982879629,20.46473464918843,15.081095091270273,13.119080115014961,5.166536224428779,10.767772825343407,0.0,6.768293835852246,5.776397563076883,2.6765198670287376
2024-05-31,20.179276238068812,20.46473464918843,15.081095091270273,13.119080115014961,5.166536224428779,10.767479234615932,0.0,6.768293835852246,5.776984744531834,2.6765198670287376
2024-06-03,20.167379791047484,20.460409618876426,15.153051184872949,13.116307520102996,5.165444325307594,10.71823903979008,0.0,6.7668634202371685,5.776350890183584,2.6759542095817186
2024-06-04,20.175191767835372,20.460890087520852,15.153407021637577,13.116615528330176,5.16556562464026,10.70851052507277,0.0,6.767022325447529,5.77678007091363,2.676017048601835
2024-06-05,20.177146262195993,20.462872259227055,15.144306720626401,13.117886215190335,5.16606604461143,10.709547924056274,0.0,6.7676778883351325,5.778220394998609,2.6762762907587674
2024-06-06,20.15938364720177,20.427443079631843,15.141328604708443,13.11530659325926,5.165050141816768,10.678091271925307,0.0,6.766347029840341,5.871299628469698,2.675750003146571
2024-06-07,20.159975355139245,20.428042655512936,15.138544361410865,13.115691547043037,5.16520174373178,10.67840468980917,0.0,6.76654563220415,5.871765474754116,2.6758285403946966
2024-06-11,20.15991618278243,20.427982696340973,15.138499927658696,13.115653050647758,5.165186583139803,10.678373347192851,0.0,6.766525771443136,5.87204175433194,2.675820686462418
2024-06-12,20.15979783911086,20.42786277905297,15.138411060936868,13.115576058535142,5.165156262222839,10.678310662512178,0.0,6.766486050270871,5.8725943086221,2.675804978736174
2024-06-13,20.161513958348976,20.429601717537793,15.139699730528871,13.116692532647267,5.165595950363574,10.679219662419062,0.0,6.767062052916234,5.8645816364202155,2.6760327588180037
2024-06-14,20.161395595918048,20.429481781240987,15.139610849720253,13.116615528330176,5.16556562464026,10.679156967801868,0.0,6.767022325447529,5.865134278299046,2.676017048601835
2024-06-17,20.159921872828654,20.413722417007886,15.181900989454109,13.10649733131324,5.161580891644074,10.670919033714249,0.0,6.761802223893206,5.869702479213605,2.6739527609309826
2024-06-18,20.148634195822073,20.443332923133216,15.189230365393211,13.09915891455266,5.1586908874905,10.664944313763659,0.0,6.758016244960988,5.865536558241673,2.672455596642022
2024-06-19,20.148604663517297,20.410324204540775,15.22174713981438,13.09913971482182,5.158683326281633,10.664928681915722,0.0,6.758006339585096,5.8661142499593275,2.67245167956395
2024-06-20,20.148575131299093,20.410294288714937,15.221578256964419,13.099120515147264,5.158675765094931,10.664913050113608,0.0,6.75799643423824,5.866398795930149,2.6724477624973613
2024-06-21,20.1485160671224,20.410234457326347,15.221533635943734,13.099082115966995,5.158660642788024,10.664881786646854,0.0,6.757976623631641,5.866674742175376,2.6724399283986315
2024-06-24,20.148840924379556,20.4105635343046,15.221046184993886,13.09929331424449,5.158743816573201,10.665053737982303,0.0,6.758085583405281,5.86588988760664,2.672483016510042
2024-06-25,20.148781858644547,20.410503701337454,15.221001564944334,13.099254914051118,5.158728693867315,10.665022473690708,0.0,6.758065772276009,5.866165838983895,2.6724751822046215
