date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,TOYO SECURITIES ASIA LTD
2024-03-01,60.90631077899478,32.576901422868254,0.0,5.272631112021019,0.0,0.0,1.244156686115945,0.0,0.0,0.0
2024-03-04,59.82323494523681,32.142628653894356,0.0,5.1808711137960435,0.0,0.0,1.2052830244087642,0.0,1.6479822626640197,0.0
2024-03-05,59.81902757989489,32.15001986691786,0.0,5.178817986532431,0.0,0.0,1.2048053828339347,0.0,1.6473291838208854,0.0
2024-03-06,59.8352461604467,32.13025057143547,0.0,5.180735150807562,0.0,0.0,1.2054954311387485,0.0,1.648272686171524,0.0
2024-03-07,58.70499894493595,31.553105748297742,0.0,5.090040710032373,0.0,0.0,1.1876418546482006,0.0,1.6173874555457768,1.8468252865399561
2024-03-08,56.68268655118492,30.480873383168888,0.0,4.919636901173501,3.4111951114177472,0.0,1.1616665352013242,0.0,1.5603867536415528,1.7835547642120622
2024-03-11,55.53294335454285,29.95434231710363,0.0,4.816748279455857,3.3495417871930577,0.0,1.139674435993544,1.9261141631758083,1.5308462794618056,1.7497893830734357
2024-03-12,55.5347796942243,29.95821214735753,0.0,4.808336948040549,3.354378383925658,0.0,1.13609032454616,1.9266515464353995,1.531273383513745,1.750277571956655
2024-03-13,51.48966739339029,27.77268514124994,7.286466478804517,4.457005159284132,3.113804504215595,0.0,1.0530793687365185,1.785514787486802,1.419387502237432,1.6223896645947637
2024-03-14,51.458025500701744,27.78860789602266,7.2919260295860475,4.457267947944185,3.1193953006934256,0.0,1.0538684124118478,1.7868526250630556,1.420451010615557,1.6236052769614782
2024-03-15,51.46278932140651,27.789714383139135,7.292216379582572,4.446223987809173,3.119519508812246,0.0,1.0584351494222928,1.7869237739819248,1.4205075701506265,1.6236699256955176
2024-03-18,51.48358048856524,27.771768037923195,7.2898810370048235,4.455656058308554,3.1185204782909577,0.0,1.056648720073173,1.7807425861233164,1.4200526505983386,1.6231499431124032
2024-03-19,51.49362059053869,27.741985283673937,7.287665823880611,4.454302095503503,3.115221423409622,0.0,1.0847254798479051,1.7802014628419345,1.4196211319970458,1.622656708306746
2024-03-20,51.50033933094619,27.73817371618963,7.288232684749272,4.4512116174687675,3.115463736540441,0.0,1.0837245011685854,1.7803399333168448,1.419731555236462,1.6227829243838057
2024-03-21,51.48944112861823,27.743513495174867,7.285359741364802,4.449456997450111,3.1232766931820755,0.0,1.0879986489071123,1.7796381423539638,1.419171912239899,1.6221432407089422
2024-03-22,51.55869636870697,27.71160389743127,7.2836739306507585,4.448427406250188,3.0909176614743488,0.0,1.0877468892350706,1.778322444641082,1.4199281937006583,1.6206832079096571
2024-03-25,51.56263113937938,27.719144594649748,7.283897782456681,4.448564121391185,3.091012655773527,0.0,1.0756677580476106,1.7783770984729992,1.4199718328714215,1.6207330169574503
2024-03-26,51.644418846831876,27.630414971963642,7.284622103165801,4.449006492662064,3.09132003027899,0.0,1.0806563907278885,1.7785539427121033,1.420113036803112,1.6208941848545293
2024-03-27,51.63401148215121,27.63806680367346,7.285781315982214,4.453331094642508,3.091811956661441,0.0,1.0784775509988191,1.7788369666625392,1.4185307090560424,1.6211521201717662
2024-03-28,51.68274463072217,27.589011499384462,7.285386088349083,4.458514160420529,3.0826031650713017,0.0,1.0861943692114255,1.7760281495579524,1.418453758827872,1.6210641784552071
2024-04-02,51.69120416602605,27.570439492932543,7.2880848935553395,4.456749720039601,3.084510655186266,0.0,1.0904851641230382,1.7771271415325172,1.4193314866373274,1.6220672799673197
2024-04-03,51.682380563668026,27.586979438659203,7.293967540211218,4.4575804406466295,3.0778242928452277,0.0,1.0908693933183615,1.7684326592868604,1.41959604444026,1.6223696269242058
2024-04-05,51.086505656694506,27.503558731274623,7.374036826228631,4.730049617279363,3.1911784775264502,0.0,1.1764024073205788,1.8107705659193212,1.4759746482545404,1.651523069501991
2024-04-08,51.06885557628037,27.37404765360577,7.383773550154501,4.82450491273745,3.2202296456668056,0.0,1.1615191446799478,1.8193708976721266,1.4799324510871004,1.667766168115925
2024-04-09,51.07398574557773,27.37679753897587,7.3845152939813055,4.765811888694283,3.1973569497306205,0.0,1.178987304699406,1.8195536642646892,1.5286652589746983,1.6743263551013872
2024-04-10,51.111254010534005,27.397567050488725,7.391251749127783,4.759190630465703,3.2066721903844444,0.0,1.1515438782047196,1.8212135351103653,1.485453211994356,1.6758537436898975
2024-04-11,51.094803455214866,27.362717912997798,7.396433277945307,4.770654225312241,3.230089338725635,0.0,1.1674394075505472,1.8172582620625468,1.4853916307279666,1.6752124894630918
2024-04-12,51.126015760731924,27.362240826438217,7.393452831359381,4.7596684308599135,3.230233551410121,0.0,1.1557156783970102,1.8137959878339847,1.4826411057011177,1.6762358272683333
2024-04-15,51.10632978079364,27.347832090563777,7.393586414135271,4.78029427623934,3.241160553284416,0.0,1.1598786387387123,1.8131559655109795,1.4821179358347056,1.6756443448991645
2024-04-16,51.09764151337881,27.343182856712755,7.3923294767618355,4.8023315739316805,3.236039550731288,0.0,1.1446918775821318,1.8265577015786263,1.4818659702362746,1.6753594790865918
2024-04-17,51.059105401182045,27.30787635905881,7.386833710298189,4.842965965482657,3.2436802540999925,0.0,1.1748937159123618,1.8297663578993495,1.4807642891858768,1.6741139468807207
2024-04-18,51.003321471922426,27.28189922165224,7.4056424085593475,4.845454278680982,3.2873166085781405,0.0,1.175446637547634,1.8206051012722855,1.5072332913359279,1.6730809804510118
2024-04-19,51.0055561410125,27.282729437670916,7.405966880764389,4.845666578323268,3.292024617548924,0.0,1.1669178604017003,1.820684869605555,1.5072993295379598,1.6731542851347911
2024-04-22,51.013665861584144,27.287262637711812,7.40719742954227,4.851219042472634,3.2755907898413255,0.0,1.1630947834149075,1.8209873880447096,1.507549776964707,1.673432290423489
2024-04-23,51.05213124372614,27.311748007338092,7.413844045927546,4.811894095748377,3.2648235418766136,0.0,1.139101249479667,1.8226213939863476,1.50890252949284,1.6749338924243782
2024-04-24,51.049798864066595,27.310500236403424,7.41350533530704,4.816242881913281,3.2646743843814114,0.0,1.139049208232422,1.82253812527723,1.5088335934174542,1.6748573710011465
2024-04-25,51.03629561858829,27.306208774937513,7.4123404070853525,4.8154860770009105,3.2771342385490945,0.0,1.1425245471252776,1.8268196446068954,1.5085965014136984,1.6745941906929747
2024-04-26,51.038067460349545,27.307156772445218,7.412597743440248,4.815835980183921,3.277248011761486,0.0,1.1396406514041246,1.8268830668301852,1.5086488757925534,1.6739214377927187
2024-04-29,51.03638887035077,27.28816972869926,7.412353950658582,4.836507279815928,3.277140226415963,0.0,1.1401513194579294,1.8268229825088638,1.508599257869294,1.673866384223412
2024-04-30,43.622211533055555,23.313957483492526,6.335543700297978,4.11812292680489,2.8202715534204987,0.0,0.9777984620093829,1.5614360721893565,1.2894414632775066,1.4306998419530357
2024-05-02,51.053179740613395,27.272655408263454,7.391945516467699,4.821465804015613,3.2990549395144018,0.0,1.148934153836087,1.8274240036306757,1.5109233507295599,1.6744170829291114
2024-05-03,51.0495407812168,27.245855617361652,7.391418634699844,4.81838068579407,3.3399416097574948,0.0,1.1450142238089762,1.8272937488300272,1.5082569644028054,1.674297734128337
2024-05-06,51.030328214512636,27.235601601156016,7.365800006403454,4.880145092603685,3.3385019231602775,0.0,1.1380062811406242,1.8302599414435572,1.5076893297660943,1.6736676098136554
2024-05-07,51.01867715193148,27.22938326571133,7.36411827320993,4.878482915834662,3.328972337226479,0.0,1.144869928355673,1.832033900789477,1.530176742948253,1.673285483992712
2024-05-08,51.014390899961924,27.227095632942948,7.363499588676841,4.881725813994995,3.328692658978559,0.0,1.1495223268092523,1.8318799854127186,1.530048187614317,1.6731449056084462
