date,BANK OF CHINA (HONG KONG) LTD,EMPEROR SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCOM INTERNATIONAL SECURITIES LTD,CMB WING LUNG BANK LTD
2024-03-04,0.0,0.0,67.91229643738937,0.0,0.0,25.592288192563966,0.0,6.495415370046663,0.0,0.0
2024-03-05,0.0,0.0,66.9061846627362,1.4797294306530282,0.0,25.21454350535742,0.0,6.39954240125336,0.0,0.0
2024-03-06,32.46781680953762,0.0,38.480529236093055,0.8547008309819986,0.0,14.515735035043715,9.955261537692111,3.7259565506514942,0.0,0.0
2024-03-07,32.47304936073996,0.0,38.486730803038625,0.8548385755641805,0.0,14.50195829125934,9.956865939245631,3.7265570301522666,0.0,0.0
2024-03-08,32.471263312195546,0.0,38.48652405193606,0.854833983362808,0.0,14.501880386594443,9.95681245086228,3.728685815048864,0.0,0.0
2024-03-11,32.44479459727514,0.0,38.46183327827439,0.8542855703033946,0.0,14.5596838468633,9.950424724023552,3.728977983260226,0.0,0.0
2024-03-12,32.44537692834496,0.0,38.46761572185723,0.8544140056298694,0.0,14.561872784395721,9.941181953084248,3.7295386066879725,0.0,0.0
2024-03-13,32.45883902032245,0.0,38.48059177403132,0.8547260808321407,0.0,14.530129326569915,9.944812975455585,3.730900822788589,0.0,0.0
2024-03-14,32.51375571701078,0.0,38.46612876989639,0.854404830397275,0.0,14.495136927680791,9.94107519844764,3.7294985565671173,0.0,0.0
2024-03-15,32.511050151372764,0.0,38.46292788971716,0.8543337328479733,0.0,14.503057817211854,9.93944219487257,3.7291882139776766,0.0,0.0
2024-03-18,32.51244659119949,0.0,38.464579979210036,0.8543704288526948,0.0,14.499385486279115,9.939869121498184,3.7293483929604863,0.0,0.0
2024-03-19,22.949314624720614,29.4023872575967,27.151080958605796,0.6030679888330914,0.0,10.246320019201319,7.016180192958873,2.631648958083607,0.0,0.0
2024-03-20,22.95209814045255,29.405953464641506,27.15437410536086,0.6031411347749983,0.0,10.235433821320859,7.0170311834248,2.6319681500244356,0.0,0.0
2024-03-21,22.94081649554873,29.39926753591402,27.148200110352455,0.6030040006859926,0.0,10.261906383259486,7.015435745602071,2.631369728637242,0.0,0.0
2024-03-22,22.941039393493455,29.39505330187049,27.150636769607456,0.6030497051196475,0.0,10.26268418012142,7.015967477592623,2.631569172194909,0.0,0.0
2024-03-25,22.941995776879782,29.396278745065796,27.152147634558304,0.6030748455114673,0.0,10.234308878366688,7.031419512066731,2.640774607551229,0.0,0.0
2024-03-26,22.93964455786901,29.40346635489887,27.156132968089373,0.6032223018180042,0.0,10.228092372236896,7.032191043299671,2.637250401788169,0.0,0.0
2024-03-27,22.828688971600812,29.44443883356306,27.19605140809895,0.6042186630330414,0.0,10.241189358593942,7.043806334032722,2.6416064310774767,0.0,0.0
2024-03-28,22.828689246094584,29.444439187605077,27.196050532699118,0.6042186702982094,0.0,10.241189481734729,7.043806418727947,2.6416064628403393,0.0,0.0
2024-04-02,22.830509718399856,29.44640749467087,27.19062452437052,0.6042668536758773,0.0,10.242006164708664,7.044368126602225,2.6418171175719882,0.0,0.0
2024-04-03,20.789561393111867,26.816702905881595,24.687962015148447,0.5503029425178764,9.006961844240388,9.327346180647222,6.415272465578066,2.405890252874541,0.0,0.0
2024-04-05,20.821526240541214,26.805764171721318,24.678237294676176,0.5500784698219991,9.00328783697888,9.32354148621297,6.412655627844023,2.4049088722034213,0.0,0.0
2024-04-08,20.810519618962566,26.79159417769897,24.66553745001719,0.5497876887579239,8.998528542149073,9.354199562952243,6.408920284756095,2.4209126747059426,0.0,0.0
2024-04-09,20.79650842705622,26.7735560808915,24.648930772960924,0.5494175307341949,8.992470062467293,9.378630557139852,6.406331667080259,2.4541549016697632,0.0,0.0
2024-04-10,20.80534405783555,26.78493112766967,24.65594899216571,0.5496509569587116,8.996290614630885,9.39021431843033,6.404217650003506,2.413402282305641,0.0,0.0
2024-04-11,20.818386791317643,26.804837570517844,24.67427318486721,0.5500594551291563,9.00297661819431,9.323910541884892,6.408977236355599,2.4165786017333475,0.0,0.0
2024-04-12,20.801397532138644,25.564117842778238,24.641310086780265,0.5494554727189277,10.204032958111348,9.403103435848893,6.401939979778663,2.434642691845023,0.0,0.0
2024-04-15,20.797376068848497,25.559175619002605,24.636546266283013,0.5493492483650257,10.202060247196655,9.398178531397514,6.400702314541286,2.456611704365404,0.0,0.0
2024-04-16,20.796011997056763,25.557499227213253,24.63493038850611,0.5493132172901909,10.201391107851638,9.397216914153983,6.407186569404592,2.456450578523467,0.0,0.0
2024-04-18,20.10157783930133,24.704066345336827,23.810636153409064,0.5309701877974773,9.860739523167167,9.055390047981474,6.189896805266161,2.3744231595738046,0.0,3.3722999381666945
2024-04-19,20.10265108334815,24.705385321008748,23.80656832441411,0.5309985368453802,9.861265998256586,9.055873524628844,6.190227290263397,2.3745499324839217,0.0,3.372479988750865
2024-04-22,20.102684624071248,24.70542654126794,23.80644119775886,0.5309994228019049,9.861282451508991,9.05555493958018,6.190237618488196,2.374887588881261,0.0,3.3724856156414176
2024-04-23,20.07783332659096,24.676523723972995,23.77859010118976,0.5303782078928917,9.916406589077937,9.066625637223627,6.199660881705255,2.372109213775581,0.0,3.3818723185709922
2024-04-24,21.36268636396802,26.255663561570064,18.909418118864334,0.564319024129635,10.55099324584475,9.652505878652681,6.596399562866488,2.5239090458955715,0.0,3.5841051982084546
2024-04-25,21.361928798469364,26.254732480875447,18.908747551384085,0.5642990121978193,10.550619085576542,9.656773652276405,6.595456398961256,2.523464921910422,0.0,3.5839780983486587
2024-04-26,21.366071546317098,26.264838236493617,18.91673526570979,0.5645162175308768,10.554680143070724,9.625369676125041,6.597995067774839,2.5240814758724954,0.0,3.585712371105523
2024-04-29,21.37716929067218,26.257237713383073,18.912880746037946,0.564528233764783,10.55490480890222,9.630186505040426,6.598135512016447,2.518104199137908,0.0,3.5868529910450135
2024-04-30,5.363387203964439,6.587783687422662,4.739674027288271,0.14163866658462038,2.648198183269978,2.4182359851320046,1.664356011005482,0.6354351924639895,1.46932052824415,0.9028694097435184
2024-05-02,20.140341099384965,24.705337230831116,17.774603837087938,0.53116969058638,9.98127505843193,9.28010286507959,6.24229278005401,2.448084040489364,5.510208117452064,3.3865852806026484
2024-05-03,20.13247840451275,24.696693396477986,17.767664714967022,0.5309623244260037,9.97737841537942,9.26947286091369,6.256539378784795,2.487168865398124,5.508056958000686,3.3735846811395245
2024-05-06,20.037180858741973,24.477007717820655,17.60913933086227,0.526225010447207,9.888358965101064,9.748949497933024,6.232795064772463,2.6643866010175716,5.458913367160501,3.357043586143272
2024-05-07,20.02956365017687,24.466049850419378,17.60244515128278,0.5260249640591943,9.884599868792316,9.778300242666656,6.237037013432001,2.6772575990635024,5.456838141012191,3.341883519095111
2024-05-08,20.03937034052048,24.479644743023353,17.618841231296624,0.5263172569686388,9.890092380843551,9.712291228886599,6.239510451310161,2.679076005703847,5.4598703071746035,3.3549860542721395
2024-05-09,19.836186831997423,24.201481713225608,17.42975553189843,0.5203366962060092,9.777710927169919,10.520128662764801,6.183325403352738,2.672831114119759,5.541052891035315,3.3171902282300048
2024-05-10,19.83774512083622,24.19308551126046,17.55469796033755,0.513625509264785,9.774450818882311,10.358081911807169,6.18126374387614,2.7297985330504195,5.539205379630378,3.318045511054566
2024-05-13,19.85772501931318,24.164096641116483,17.554885451751986,0.5130100679981561,9.762738783003904,10.373095969564865,6.173857170956225,2.7542795184920728,5.53256814002007,3.3137432377830587
2024-05-14,19.73989892378101,24.020859349289367,17.695109988092124,0.508594727960226,9.7049318345605,10.587108513508767,6.144996665638617,2.8283264483309623,5.484950810175978,3.2852227386624513
2024-05-16,19.89505168509983,24.085058815962988,17.807312534378436,0.5099540261357521,9.730869767871823,10.202903537320303,6.16142012089093,2.8264736932380887,5.499610190659581,3.2813456284422724
2024-05-17,19.89133439415794,24.061325526837777,17.716813932427858,0.5094515201449914,9.721281020449393,10.11146834346599,6.367718235997814,2.8499509945114525,5.494190903967021,3.2764651280397605
2024-05-20,20.02114892089555,23.90738172836023,17.603462170878572,0.5061920612235034,9.659084491638609,10.173704045429458,6.326977723518946,3.073332506400044,5.459039198946694,3.2696771527083945
2024-05-21,20.009739119149955,23.893757211263107,17.592786237863876,0.5059035887144295,9.71797396399906,10.083871926174867,6.323372058241726,3.1482099883112973,5.455928160952447,3.268457745329228
2024-05-22,19.242059242647823,22.954904168737087,17.804418832998266,0.4860252113085738,9.372317732142587,10.969157617937404,6.197090036353357,4.560896397133514,5.2415493711948,3.171581389546584
2024-05-23,19.352481956750275,22.642793337939217,18.138298701640473,0.478778168853398,9.318496005712891,11.0624662936938,6.508727707039993,4.2104262382537865,5.163393485573815,3.124138104542347
2024-05-24,19.29754567362699,22.41230827791696,18.223300858918673,0.4739045998842981,9.526754709348431,11.083470619886702,6.6545027397375005,4.125041203056979,5.110834375941041,3.09233694168243
2024-05-27,18.594817221051006,21.83478123372129,17.493854572904223,5.787870363531711,9.420600408354531,7.948668408884299,6.766894975550655,4.103953339123407,4.976993637993372,3.0715658388855047
2024-05-28,18.386768419814324,21.530613169720304,17.198552917020045,6.894236960267483,9.959978906833133,7.627980311319761,6.679190967751052,3.8274029826866856,4.90673790664932,2.988537457937888
2024-05-29,18.082233422433788,21.46942585528489,17.254286868159127,7.7908687511711285,9.896319171303817,7.163375801423993,6.580149624801742,3.8933602567897228,4.891017555099806,2.9789626935319857
2024-05-30,17.9985165917068,21.440179643869183,17.20568708573118,7.887482406875312,9.857261396472525,7.226332886672454,6.6205522984294385,3.9012327525590575,4.877404310556366,2.9853506271276866
2024-05-31,5.529078549788213,6.6302412679278815,5.305886362694628,2.4578465489889028,3.0482963475696954,2.2411068756867456,2.027070142155949,1.2283281562905564,1.5083067342426542,0.9229339543923376
2024-06-03,17.74334182488677,21.406790406078247,17.10135220679627,8.57054926453538,9.820909445430551,7.066106600744501,6.543362320968993,3.799023669046679,4.956954778104136,2.991609483408473
2024-06-04,17.72672607095793,21.386744015420614,17.01012872757004,8.814942760625364,9.768063340055456,7.0973955277602165,6.532065791079297,3.726833270226891,4.952312837389574,2.9847876589146125
2024-06-05,17.69147429258697,21.346108360449133,16.903098056088982,8.935025274008854,9.753694545025784,7.105880389699784,6.529912486842268,3.8142562025811255,4.945027998460299,2.975522394256798
2024-06-06,17.64361879044887,21.364548097514007,16.76588104632932,9.004446995652916,9.805169002021149,7.166260225662051,6.53555332156871,3.7871299972307204,4.9492997380453465,2.9780927855269184
2024-06-07,17.650964125084585,21.374538258734287,16.758914300794288,9.008415494948029,9.809490400802416,7.16798299562893,6.538433713752966,3.7603743739409285,4.951481026083492,2.9794053102300846
2024-06-11,17.68211358919274,21.450291144971857,16.815427728194823,9.04207077642802,9.844255933577228,7.053640939635669,6.561606388610043,3.5627859496419556,4.969029427566416,3.018778122181251
2024-06-12,17.67157353366319,21.43750493258539,16.877395321539105,9.064037518422746,9.838387913124604,7.013728814167789,6.557407144577934,3.552023300213556,4.97096285007534,3.016978671630349
2024-06-13,17.65599937488878,21.420357074547773,16.86389509472033,9.169003368652783,9.830518187623255,6.978194220414393,6.551298673932853,3.5491820371332716,4.966986577391955,3.0145653906946093
2024-06-14,17.638489971681157,21.399114568762293,16.83854776606289,9.263391930207215,9.820769291339774,6.968399481190074,6.544801770099778,3.544225081473904,4.9706842842149825,3.0115758549679317
2024-06-17,17.569395602766285,21.37730027513508,16.821382521956906,9.400398070139545,9.810757982494355,7.0652461401383855,6.551051981388579,3.4303444163004495,4.965617160238632,3.0085058494417787
