date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,24.62992707164988,32.58668910609479,14.29583270973006,7.481218633991109,9.221491932091686,5.962308093724514,0.0,0.0,2.798200791876645,3.024331660841315
2024-03-04,23.73649135360028,31.332715897122643,13.760029258693063,7.234615431797302,8.875954487417339,5.739370167127863,3.7135618717997394,0.0,2.6961000318323505,2.9111615006094214
2024-03-05,23.727287155771485,31.30757365031449,13.766872861110302,7.269141525591937,8.869281375116858,5.738733643847649,3.712363138050021,0.0,2.698403522394604,2.910343127802653
2024-03-06,23.76896916327298,31.29924938486568,13.779435274555215,7.291108668117296,8.794809823171509,5.729844698940411,3.723087508300388,0.0,2.7035099362045085,2.909985542572011
2024-03-07,23.706331490406406,31.332111923404877,13.742718277257266,7.4073825537919396,8.779944613975852,5.714555273263952,3.715369621935412,0.0,2.6993006485189626,2.9022855974453283
2024-03-08,23.713456620493638,31.326761629331696,13.72088743266406,7.407247006360968,8.840130363475687,5.703706474875255,3.7083161778718905,0.0,2.6827185420463575,2.8967757528804476
2024-03-11,23.734097978487878,31.255731464816122,13.733683313055515,7.424223577363763,8.847185838112317,5.710802625497812,3.711544078511106,0.0,2.691533059298466,2.8911980648570235
2024-03-12,23.702492609689923,31.243120004855452,13.733790126105083,7.4593055079688835,8.849923875961215,5.711750917952855,3.711410405890531,0.0,2.69611613984019,2.8920904117358703
2024-03-13,23.82394852759689,31.17295216982879,13.744078164815582,7.4717793080766315,8.74838275895489,5.715848357516043,3.7141560437536127,0.0,2.710784260069652,2.8980704093879064
2024-03-14,23.826186186261648,31.162644921043942,13.721687026363774,7.480929659691029,8.754453011750327,5.716494550173684,3.714503370727915,0.0,2.717106044581947,2.9059952294057356
2024-03-15,23.719425219969665,31.169816324281836,13.72550508489208,7.402619551021987,8.911209968032331,5.717551679337387,3.712272736505372,0.0,2.7231576025377233,2.918441833421621
2024-03-18,23.76201179843584,31.169768990167345,13.722122876927735,7.410993727217506,8.857458720933073,5.7181538066578,3.7121041003363553,0.0,2.729961054591487,2.917424924732862
2024-03-19,22.872698358460667,31.419599331166847,13.766948940182203,7.6486352467998024,9.067435266063514,5.8619357010354705,3.725846771004605,0.0,2.7138767963139463,2.9230235889729417
2024-03-20,22.86349155354219,31.44526561333973,13.751977057719952,7.592229225287802,9.153502567578945,5.8565089158761285,3.722653962636769,0.0,2.6940535530920253,2.9203175509264567
2024-03-21,22.839981481237917,31.42348884411234,13.737768740005665,7.603707673637975,9.213201133739275,5.85149391046789,3.71892336602839,0.0,2.6927628497657388,2.918672001004808
2024-03-22,22.84314162334125,31.449115239808783,13.740412114108105,7.572217388899646,9.209283649128196,5.852624127510236,3.719479638625219,0.0,2.6945322330557695,2.9191939855227953
2024-03-25,22.83159624607501,31.449974202297092,13.733243541177645,7.61066232141083,9.201274020417982,5.846412947226688,3.7146741369839247,0.0,2.696387948198289,2.9157746362125407
2024-03-26,22.857179233880167,31.49177582618635,13.730910163123372,7.661727632295685,9.111532268246158,5.845982661438178,3.7101341779677806,0.0,2.7014373742960744,2.8893206625662344
2024-03-27,22.914500370324976,31.436730473461377,13.724383993348718,7.712715834471136,9.066361190068111,5.844529841156627,3.70835904919315,0.0,2.7038166278503635,2.8886026201255395
2024-03-28,22.990815693607768,31.36385074056043,13.718599922638685,7.724977379518341,9.061401919831757,5.842114842937448,3.706427407117131,0.0,2.7043819899968535,2.887430103791582
2024-04-02,22.98258615539316,31.32696810150121,13.71083532167357,7.761803102641168,8.972600566928936,5.84053274885187,3.7054236752431304,0.0,2.8112807525380856,2.8879695752288694
2024-04-03,22.925246382716477,31.30276589809474,13.707015016729462,7.804941022310157,8.977901610773559,5.824086782264574,3.6962164302408027,0.0,2.811956254622643,2.9498706022475814
2024-04-05,22.925837206410087,31.509524968344145,13.643300956654155,7.775422284319624,8.96746818060735,5.803660568865478,3.671047856324235,0.0,2.8102439811249997,2.893493997349926
2024-04-08,22.936413861475728,31.65887069369881,13.627210970305736,7.713734897871538,8.96060592827671,5.802251576205527,3.656740013482983,0.0,2.809306165543633,2.834865893139337
2024-04-09,22.92212807112069,31.667378854179912,13.630447175718055,7.715807924893086,8.966435132513743,5.8038066414239555,3.64856292186979,0.0,2.8098055293508555,2.8356277489299178
2024-04-10,22.944661116667387,31.613854199133634,13.6220270609518,7.769408026876643,8.960347030367801,5.800692782165482,3.6466053943130823,0.0,2.808298012043226,2.8341063774809503
2024-04-11,22.884208780520265,31.638888321688995,13.626508519253411,7.749451417329134,9.009967388600588,5.804785802802175,3.6444912604987993,0.0,2.8102795722031813,2.8314189371034555
2024-04-12,22.87998918742247,31.651917964787145,13.623915815786084,7.756958390889547,8.99834998952311,5.804026173489678,3.6440143329282284,0.0,2.809911811735891,2.8309163334378487
2024-04-15,22.96033645232913,31.731095275746807,13.631253296134066,7.522596109004794,9.058724250929071,5.805983209820918,3.64604297773497,0.0,2.8114761066270417,2.8324923216732008
2024-04-16,22.96903217796298,31.70949615545084,13.629992793573074,7.598651420703213,8.995645206398668,5.806899119627193,3.6457654334772522,0.0,2.8119196247088385,2.8325980680979406
2024-04-17,22.94820507685864,31.613783198614403,13.613839861875517,7.61829544894911,9.118747243069105,5.802376900170769,3.644630339870018,0.0,2.809729795442858,2.830392135149582
2024-04-18,22.932762796656426,31.73554349942766,13.606007790998223,7.722366139426567,8.937758283596374,5.785181067922885,3.640326303593147,0.0,2.8096960135495324,2.830358104829181
2024-04-19,22.929997423473523,31.754166587361087,13.602860910959444,7.7231072440930335,8.932081254728795,5.782195499471218,3.638447634068689,0.0,2.808246008842966,2.828897437001245
2024-04-22,22.94684300752648,31.873871283272514,13.612339995405742,7.582955923978112,8.941663021766205,5.788027195724483,3.6314731332863053,0.0,2.790867340812338,2.831959098227826
