date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,DBS BANK LTD,DBS BANK (HONG KONG) LTD
2024-03-01,91.52521273347077,0.0,0.0,6.821291689891584,0.0,1.6534955766376553,0.0,0.0
2024-03-04,92.84548896306184,0.0,0.0,6.7095072184822415,0.0,0.4450038184559211,0.0,0.0
2024-03-06,93.16022831856857,0.0,0.0,6.1930098425430025,0.0,0.6467618388884224,0.0,0.0
2024-03-07,92.26633460823707,0.0,0.0,7.602745930774415,0.0,0.13091946098850846,0.0,0.0
2024-03-08,92.25856642014485,0.0,0.0,7.610512577731146,0.0,0.13092100212401156,0.0,0.0
2024-03-11,91.68299298838221,0.0,0.0,8.186089359742056,0.0,0.13091765187573573,0.0,0.0
2024-03-12,90.79246634935258,0.0,0.0,8.47269563437228,0.0,0.734838016275142,0.0,0.0
2024-03-13,89.74354561101549,0.0,0.0,9.52961425534069,0.0,0.7268401336438189,0.0,0.0
2024-03-14,89.68786068644326,0.0,0.0,9.990280449529209,0.0,0.3218588640275387,0.0,0.0
2024-03-15,90.16863510321454,0.0,0.0,9.073533942692821,0.0,0.7578309540926363,0.0,0.0
2024-03-18,89.21094793057411,0.0,0.0,10.287973708534457,0.0,0.501078360891445,0.0,0.0
2024-03-19,89.13135462668173,0.0,0.0,10.367567012426825,0.0,0.501078360891445,0.0,0.0
2024-03-21,89.06716647838144,0.0,0.0,10.431755160727123,0.0,0.501078360891445,0.0,0.0
2024-03-22,89.1698675156619,0.0,0.0,10.431755160727123,0.0,0.3983773236109685,0.0,0.0
2024-03-25,89.02693127262458,0.0,0.0,10.564452773998099,0.0,0.40861595337732026,0.0,0.0
2024-03-26,89.12738410851716,0.0,0.0,10.462948186661862,0.0,0.40966770482098275,0.0,0.0
2024-03-27,89.02442665568454,0.0,0.0,10.56590563949448,0.0,0.40966770482098275,0.0,0.0
2024-03-28,88.91374739388948,0.0,0.0,10.67658490128954,0.0,0.40966770482098275,0.0,0.0
2024-04-02,89.05788782785514,0.0,0.0,10.532444467323879,0.0,0.40966770482098275,0.0,0.0
2024-04-03,89.04244420993025,0.0,0.0,10.547888085248772,0.0,0.40966770482098275,0.0,0.0
2024-04-05,88.11613133658189,0.0,0.0,11.477817179886216,0.0,0.40605148353190296,0.0,0.0
2024-04-08,88.21817996275226,0.0,0.0,11.375768553715845,0.0,0.40605148353190296,0.0,0.0
2024-04-09,87.9273413781667,0.0,0.0,11.485470826848994,0.0,0.5871877949843101,0.0,0.0
2024-04-10,88.02939000433707,0.0,0.0,11.383422200678623,0.0,0.5871877949843101,0.0,0.0
2024-04-11,86.98520465655415,0.0,0.0,12.353322026183402,0.0,0.6614733172624452,0.0,0.0
2024-04-15,86.97206012351644,0.0,0.0,12.366183374402826,0.0,0.6617565020807366,0.0,0.0
2024-04-16,86.92124505045844,0.0,0.0,12.369019845623274,0.0,0.7097351039182851,0.0,0.0
2024-04-17,86.21591859795242,0.0,0.0,13.074292546308195,0.0,0.7097888557393786,0.0,0.0
2024-04-18,86.1802266958641,0.0,0.0,13.094819137618599,0.0,0.7249541665172965,0.0,0.0
2024-04-19,86.0994406068247,0.0,0.0,13.175605226657996,0.0,0.7249541665172965,0.0,0.0
2024-04-22,85.84950864385907,0.0,0.0,13.44573371188348,0.0,0.7047576442574471,0.0,0.0
2024-04-23,85.387513197165,0.0,0.0,13.907729158577538,0.0,0.7047576442574471,0.0,0.0
2024-04-25,84.83674649071216,0.0,0.0,14.466166704109169,0.0,0.6970868051786765,0.0,0.0
2024-04-29,84.0722989866429,0.0,0.0,15.013802579317906,0.0,0.9138984340391879,0.0,0.0
2024-04-30,84.04836195399508,0.0,0.0,15.015425881952593,0.0,0.9362121640523154,0.0,0.0
2024-05-02,84.02624210897682,0.0,0.0,15.015050179776463,0.0,0.9587077112467254,0.0,0.0
2024-05-03,84.02123789292479,0.0,0.0,15.020054395828486,0.0,0.9587077112467254,0.0,0.0
2024-05-06,83.99621681266467,0.0,0.0,15.045075476088604,0.0,0.9587077112467254,0.0,0.0
2024-05-07,83.99621681266467,0.0,0.0,15.19520195764932,0.0,0.8085812296860105,0.0,0.0
2024-05-08,83.93366411201437,0.0,0.0,15.19520195764932,0.0,0.8711339303363084,0.0,0.0
2024-05-09,81.16677520802415,0.0,0.0,17.990330538696004,0.0,0.8428942532798455,0.0,0.0
2024-05-10,84.42086279290602,0.0,0.0,14.702188593320622,0.0,0.8769486137733526,0.0,0.0
2024-05-13,84.41235804791803,0.0,0.0,14.700707462227964,0.0,0.8869344898539994,0.0,0.0
2024-05-14,84.42746938066202,0.0,0.0,14.605002354849352,0.0,0.9675282644886198,0.0,0.0
