date,CHINA INDUSTRIAL SECURITIES,SINOMAX SECURITIES LTD,FORTHRIGHT SECURITIES CO LTD,ARISTO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,CITIBANK N.A.
2024-04-08,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,93.42116955190603,0.0,3.366157475099159,0.0,3.212672972994806,0.0,0.0,0.0
2024-04-26,92.64136886880873,0.0,3.3380596476893127,0.0,3.1858563040221735,0.8347151794797849,0.0,0.0
2024-04-30,92.64433745363657,0.0,3.3381666119251134,0.0,3.185958391078996,0.8315375433593156,0.0,0.0
2024-05-07,92.64804845222072,0.0,3.338300326860219,0.0,3.186086009100814,0.82756521181824,0.0,0.0
2024-05-08,92.63172228185124,0.0,3.355333771206126,0.0,3.1855245662656393,0.8274193806769939,0.0,0.0
2024-05-10,92.63414126370239,0.0,3.3542322259322424,0.0,3.1844787688070015,0.8271477415583688,0.0,0.0
2024-05-14,92.65268856817926,0.0,3.3549038138104468,0.0,3.1851163684707915,0.8072912495394916,0.0,0.0
2024-05-23,92.66159391269524,0.0,3.3576291549859834,0.0,3.1734080897076495,0.8073688426111334,0.0,0.0
2024-05-27,92.66085173526844,0.0,3.358403216634228,0.0,3.1733826721451965,0.8073623759521349,0.0,0.0
2024-05-28,92.67298342851194,0.0,3.358349418916646,0.0,3.161317709626521,0.8073494429449033,0.0,0.0
2024-05-31,92.64997918067968,0.0,3.382338810416066,0.0,3.1605329746004296,0.807149034303834,0.0,0.0
2024-06-06,92.65739865784711,0.0,3.382609670547912,0.0,3.152778000224226,0.8072136713807517,0.0,0.0
2024-06-14,92.63885219257159,0.0,3.401948774609885,0.0,3.1521469347232567,0.807052098095261,0.0,0.0
2024-06-17,92.63959390862944,0.0,3.4019760124261396,0.0,3.151371519159634,0.8070585597847844,0.0,0.0
2024-07-02,92.64107737637714,0.0,3.4396617986164486,0.0,3.112189341532155,0.8070714834742506,0.0,0.0
2024-07-04,92.64033563656453,0.0,3.441235578116368,0.0,3.111363763741323,0.80706502157778,0.0,0.0
2024-07-05,92.64098376405035,0.0,3.440932526339386,0.0,3.11108976206488,0.8069939475453934,0.0,0.0
2024-07-09,92.63950044031702,0.0,3.4424785845808983,0.0,3.1110399487631097,0.8069810263389641,0.0,0.0
2024-07-10,92.26132576421999,0.0,3.4419798759388303,0.0,3.0887723046993347,0.8036867535201161,0.0,0.4042353016217251
2024-07-11,92.25397027871676,0.0,3.4504751578544552,0.0,3.0885260539575228,0.8036226800178583,0.0,0.40340582945340897
2024-07-12,92.22897039835493,0.0,3.5523568137981605,0.0,3.0693574354805286,0.7994197631230773,0.0,0.34989558924330094
2024-07-16,92.2179453463074,0.0,3.5957635020441345,0.0,3.0570365234577346,0.7993242004765662,0.0,0.3299304277141559
2024-07-18,92.21941520094997,0.0,3.605384167868727,0.0,3.057085249324588,0.7889766415097347,0.0,0.32913874034699037
2024-07-19,92.2179453463074,0.0,3.60771750304827,0.0,3.056239590057459,0.7889640662729815,0.0,0.32913349431388017
2024-07-25,92.22088510244906,0.0,3.628553440072683,0.0,3.032428253783562,0.7889892171473657,0.0,0.3291439865473354
2024-07-29,92.2179453463074,0.0,3.6324224384568184,0.0,3.0315346546489113,0.7889640662729815,0.0,0.32913349431388017
2024-07-30,92.2179453463074,0.0,3.64517337286123,0.0,3.018783720244499,0.7889640662729815,0.0,0.32913349431388017
2024-08-07,92.2113315802056,0.0,3.6704119850187267,0.0,3.0042234440991313,0.7849231014423461,0.0,0.3291098892342019
2024-08-08,92.2113315802056,0.0,3.7660371344330223,0.0,2.908598294684835,0.7849231014423461,0.0,0.3291098892342019
2024-08-12,92.2113315802056,0.0,3.7875527930512387,0.0,2.887082636066619,0.7849231014423461,0.0,0.3291098892342019
2024-08-15,92.2105967758644,0.0,3.7883194810783243,0.0,2.887059629774247,0.7849168466264513,0.0,0.32910726665657297
2024-08-22,92.2105967758644,0.0,3.8289598457259886,0.0,2.846419265126583,0.7849168466264513,0.0,0.32910726665657297
2024-08-23,92.2105967758644,0.0,3.841709764046824,0.0,2.8336693468057472,0.7849168466264513,0.0,0.32910726665657297
2024-08-27,92.2105967758644,0.0,3.8672096006884953,0.0,2.8081695101640753,0.7849168466264513,0.0,0.32910726665657297
2024-08-28,92.2105967758644,0.0,3.9030687459658457,0.0,2.772310364886725,0.7849168466264513,0.0,0.32910726665657297
2024-08-29,92.2105967758644,0.0,3.9429122407184582,0.0,2.7324668701341133,0.7849168466264513,0.0,0.32910726665657297
2024-09-04,92.20986198323399,0.0,3.962005546170274,0.0,2.7141172345647533,0.7849105919102413,0.0,0.32910464412074075
2024-09-05,92.20986198323399,0.0,4.028942083957543,0.0,2.647180696777484,0.7849105919102413,0.0,0.32910464412074075
2024-09-10,92.20986198323399,0.0,4.099066075925158,0.0,2.577056704809868,0.7849105919102413,0.0,0.32910464412074075
2024-09-11,92.20986198323399,0.0,4.142096707359832,0.0,2.534026073375195,0.7849105919102413,0.0,0.32910464412074075
2024-09-12,92.20912720231408,0.0,4.185890846501398,0.0,2.4909755922641104,0.7849043372937136,0.0,0.32910202162670427
2024-09-16,92.20986198323399,0.0,4.185924202339591,0.0,2.4901985783954355,0.7849105919102413,0.0,0.32910464412074075
2024-09-19,92.20765767560461,0.0,4.1890115144029645,0.0,2.48934220486872,0.7848918283596956,0.0,0.3290967767640145
2024-09-20,92.2069229298145,0.0,4.190571811053738,0.0,2.4885255306942056,0.7848855740422005,0.0,0.3290941543953592
2024-09-24,92.22382504602584,0.0,4.191339969555203,0.0,2.4706510564025725,0.7850294485666239,0.0,0.32915447944976206
2024-10-03,92.19590314793126,0.0,4.240265793436432,0.0,2.4499844635131582,0.7847917712391742,0.0,0.32905482387997864
2024-10-07,92.20986198323399,0.0,4.266407420393332,0.0,2.409715360341695,0.7849105919102413,0.0,0.32910464412074075
2024-10-08,92.20545347336213,0.0,4.270984398157739,0.0,2.409600152990486,0.7848730657062264,0.0,0.32908890978342287
2024-10-09,92.19810689358448,0.0,4.328010963444561,0.0,2.360008923733945,0.7848105300060554,0.0,0.3290626892309654
2024-10-10,92.19002700786335,0.0,4.340378747440626,0.0,2.3558186410025574,0.7847417522446801,0.0,0.3290338514487846
2024-10-15,92.18708921870892,0.0,4.34422376775571,0.0,2.3549469021613567,0.7847167451383412,0.0,0.32902336623566997
2024-10-22,92.17460570336148,0.0,4.381073761350964,0.0,2.3307312410387127,0.7846104827146726,0.0,0.32897881153417236
2024-11-18,92.17240308101606,0.0,4.380969070358363,0.0,2.3306755454306494,0.7869813530025569,0.0,0.3289709501923644
2024-12-03,92.08072062895884,0.0,4.476079829391731,0.0,2.328357258808925,0.7861985549224941,0.0,0.32864372791800617
2024-12-09,92.05215302250471,0.0,4.616290262276563,0.0,2.327634897022441,0.6753800504347411,0.0,0.32854176776154076
2024-12-10,92.01555380614995,0.0,4.65421407953434,0.0,2.3267094475854226,0.6751115246069801,0.0,0.3284111421233013
2024-12-12,92.01482211867237,0.0,4.69393597226419,0.0,2.2877272221250338,0.6751061562683884,0.0,0.328408530670017
2024-12-13,92.01482211867237,0.0,4.733694874282351,0.0,2.247173142066509,0.6759013343087517,0.0,0.328408530670017
2024-12-18,92.01043223816036,0.0,4.733469037244363,0.0,2.2470659330173977,0.6806399287554468,0.0,0.3283928628224293
2024-12-19,91.97459721968319,0.0,4.770572198421466,0.0,2.2461907751981114,0.6803748420274534,0.0,0.3282649646697877
2024-12-20,91.97459721968319,0.0,4.803160245761567,0.0,2.2136027278580115,0.6803748420274534,0.0,0.3282649646697877
2024-12-23,91.99208348898762,0.0,4.803160245761567,0.0,2.1961164585535675,0.6803748420274534,0.0,0.3282649646697877
2024-12-27,92.05169577070733,0.0,4.803160245761567,0.0,2.1365041768338724,0.6803748420274534,0.0,0.3282649646697877
2024-12-30,92.15003221111402,0.0,4.806216347339203,0.0,2.034469868690002,0.680807743392745,0.0,0.328473829464023
2025-01-02,92.22338079963068,0.0,4.810041947577467,0.0,1.956492322876951,0.6813496453957161,0.0,0.3287352845191948
2025-01-03,92.29684624760023,0.0,4.813873642787156,0.0,1.878390542725817,0.6818924107605172,0.0,0.32899715612627756
2025-01-07,92.37042883451724,0.0,4.817711447545701,0.0,1.8001642311034576,0.6824360415520637,0.0,0.3292594452815447
2025-01-08,92.41979484070642,0.0,4.820286202000543,0.0,1.7476827848060879,0.6828007593765455,0.0,0.32943541311041274
2025-01-09,92.49357367521912,0.0,4.824134242332317,0.0,1.6692478405952134,0.6833458400523686,0.0,0.32969840180096754
2025-01-10,92.56747039930971,0.0,4.82798843136315,0.0,1.590687566911142,0.6838917917006215,0.0,0.32996181071537
2025-01-15,92.64148529576384,0.0,4.831848783842132,0.0,1.5120016631218716,0.6844386164105353,0.0,0.33022564086162504
2025-01-21,87.35227799721747,5.289207298546367,4.831848783842132,0.0,1.5120016631218716,0.6844386164105353,0.0,0.33022564086162504
2025-01-22,82.753106359842,10.578414597092735,4.142612700494139,0.0,1.5112020852989623,0.6844386164105353,0.0,0.33022564086162504
2025-01-23,79.40856961062744,13.19893849806788,3.61826279932337,1.327653366854447,1.461893011778947,0.6642146592796064,0.0,0.32046805406831474
2025-02-12,79.44509422709,13.175526517586732,3.611844806085064,1.3252984051493768,1.4592999388085484,0.6630364902442236,0.0,0.31989961503605646
2025-02-21,79.4484371611784,13.173383724172114,3.6112573959914505,1.3250828660822156,1.459062606486788,0.662928657724358,0.0,0.3198475883646727
2025-02-25,79.45496070917044,13.169202183253978,3.610111098207719,1.3246622537064994,1.4585994657995587,0.6627182286223049,0.0,0.31974606123949983
2025-02-26,79.45871460200969,13.168284639323701,3.6098595692631643,1.324569959899051,1.4561753913326212,0.6626720547478595,0.0,0.31972378342390884
2025-03-10,79.46727749704,13.163291364540369,3.6084907485509548,1.3240676969270175,1.4548493689203934,0.6624207764871578,0.0,0.3196025475341077
2025-03-11,79.48846888804648,13.159625248532016,3.607485745673415,1.3236989300551605,1.4389713675643476,0.6622362852876782,0.0,0.31951353484090084
2025-03-20,79.48723899706795,13.15942163529603,3.607429928594085,1.323678449029483,1.4404963600776723,0.6622260387897355,0.0,0.3195085911450476
2025-03-27,79.48109011301838,13.158403663621385,3.60715086910444,1.3235760534071832,1.4403849277873615,0.6699104981008889,0.0,0.31948387496035463
2025-03-28,79.43500378828877,13.150773893278494,3.605059298316144,1.3228085909111995,1.4395497348197857,0.727506068993243,0.0,0.3192986253923585
2025-03-31,79.4436025113661,13.152197445334487,3.6054495407169145,1.3229517830080724,1.4226950793307147,0.7337704512417654,0.0,0.31933318900194846
2025-04-01,79.45711855231615,13.154435078493542,3.6060629495011987,1.3231768618049649,1.3981903951743873,0.7416286443430515,0.0,0.31938751836671564
2025-04-09,79.45404632099911,13.153926458647488,3.6059235200866104,1.3231257008081043,1.3981363337586512,0.745466496539458,0.0,0.3193751691605769
2025-04-10,79.45404632099911,13.153926458647488,3.6059235200866104,1.3231257008081043,1.3231257008081043,0.8204771294900051,0.0,0.3193751691605769
2025-04-11,79.46203461663393,13.155248952065707,3.6024191427820145,1.3232587276298897,1.3232587276298897,0.8143725541754961,0.0,0.3194072790830768
2025-04-14,79.46326372776488,13.155452436194896,3.6024748646558393,1.3232791956689869,1.291569992266048,0.8445475638051043,0.0,0.3194122196442382
2025-04-15,79.11535232637846,13.101042075833544,3.587575190431079,1.3178061723545675,1.200736307832128,0.9827707048067963,0.3766260773123224,0.31809114505110253
2025-04-23,79.11230572542013,13.100537576439056,3.5874370388626176,1.3177554258252338,1.204540903559711,0.9827328599374624,0.3766115740669429,0.3180788958888495
2025-04-24,79.11169643338494,13.100436681222707,3.5874094098257125,1.3177452769883629,1.2053017875434178,0.9827252913133553,0.37660867355190497,0.3180764461696048
2025-04-28,79.090986086836,13.097007168320795,3.586470275722414,1.3174003095236262,1.2049862562270455,1.0086466425926068,0.3765100826166296,0.3179931781608753
2025-05-02,79.0915950599033,13.097108010717914,3.5864978902953584,1.3174104530475221,1.2049955342018541,1.0086544088207214,0.37574301641565805,0.31799562659767777
