date,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FULBRIGHT SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,QUAM SECURITIES LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,JIN YI FINANCIAL GROUP LTD
2024-03-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.47876769358867605,0.0,99.52123230641132,0.0,0.0,0.0,0.0,0.0
2024-04-03,32.95731782331238,0.0366519986430474,0.0,7.618835022278677,0.0,0.0,0.0,59.387195155765895,0.0
2024-04-18,31.978630423054017,0.03556359547084314,0.0,7.392589128091349,0.0,0.0,0.0,57.62365663156839,2.969560221815402
2024-04-24,31.978630423054017,53.31988019212258,0.0,7.392589128091349,0.0,0.0,0.0,4.339340034916647,2.969560221815402
2024-04-30,31.990007219812767,53.30327315709005,0.0,7.395219133908315,0.0,0.0,0.0,4.3408838092744375,2.9706166799144365
2024-05-02,32.51195750549088,52.89419123376382,0.0,7.338463698687623,0.0,0.0,0.0,4.307569211643626,2.9478183504140514
2024-05-03,30.969425253435652,50.38462238019117,0.0,6.990289740418566,0.0,0.0,4.7445074686589095,4.103196268679542,2.8079588886161586
2024-05-14,30.971236572550993,50.3875692424235,0.0,6.990698583828638,0.0,0.0,4.744784962251397,4.097587520300223,2.8081231186452413
2024-05-28,30.967161402456345,50.38093928708292,0.0,6.9897787534000795,0.0,0.0,4.744160647308776,4.0941243811611585,2.8238355285907244
2024-05-29,30.954263769170847,50.359955934070385,0.0,6.986867553308586,0.0,0.0,4.742184733421118,4.092419203401817,2.864308806627239
2024-05-30,30.932339845643657,50.324287574100204,0.0,6.981918976560789,0.0,0.0,4.738825994340045,4.089520672642835,2.9331069367124747
2024-06-03,30.931436433039583,50.32281779858653,0.0,6.981715062028764,0.0,0.0,4.738687591776477,4.0894012337468855,2.9359418808217588
2024-06-04,30.953585243965666,50.35885203123852,0.0,6.986714399424018,0.0,0.0,4.74208078354548,4.092329496549139,2.8664380452771825
2024-06-05,31.541503713771384,51.31534540653016,0.0,7.119416908884686,0.0,0.0,4.832149732133614,4.132085152574421,1.0594990861057216
2024-06-06,33.17650738330199,53.975357395948265,0.0,2.2022127507930316,0.0,0.0,5.082631846602694,4.346278313705238,1.2170123096487806
2024-06-07,33.944507001047555,55.22482749142409,0.0,0.6506371051353922,0.0,0.0,5.200289177744699,4.446889871304622,0.5328493533436401
2024-06-11,33.955390073314085,55.242533324903334,0.0,0.6508457082721014,0.0,0.0,5.201956461435884,4.448315604894719,0.500958827179881
2024-06-20,30.126684145647452,49.956961672693694,0.0,10.736386823985997,0.0,0.0,4.704236462845607,4.022703500485413,0.4530273943418343
2024-06-25,30.154529027961967,49.93705356182822,0.0,10.732108317607109,0.0,0.0,4.70236179997773,4.02110043207242,0.4528468605525549
2024-07-02,30.289013113583614,50.16458578366165,0.0,10.781007887691652,0.0,0.0,4.723787550035027,4.039422096052695,0.0021835689753628785
2024-07-04,30.28857219900653,50.16385554207068,0.0,10.780850949480577,0.0,0.0,4.723718786263094,4.039363294530228,0.003639228648892984
2024-07-05,30.28769040836139,50.162395122667256,0.0,10.780537086765245,0.0,0.0,4.723581264724983,4.039245696620955,0.006550420860173319
