date,GET NICE SECURITIES LTD,UBS SECURITIES HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BOCI SECURITIES LTD,KGI ASIA LTD,CITIBANK N.A.,MASON SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,5.74238718584936,0.0,0.0,0.0,0.0,1.6299674548398688,0.0,7.372354640689228
2024-03-04,0.0,0.0,0.0,5.74498649872557,0.0,0.0,0.0,0.0,1.6289193448091384,0.0,7.3739058435347085
2024-03-06,0.0,0.0,0.0,5.744776876719424,4.275135585101462,0.0,0.0,0.0,1.6291289668152846,0.0,11.64904142863617
2024-03-07,0.0,0.0,0.0,5.744776876719424,4.27630946833588,0.0,0.0,0.0,1.6293385888214305,0.0,11.650424933876735
2024-03-08,0.0,0.0,0.0,5.744734952318195,4.27630946833588,0.0,0.0,0.0,1.6291708912165137,0.0,11.65021531187059
2024-03-11,0.0,0.0,0.0,5.744567254713279,4.276225619533421,0.0,0.0,0.0,1.6292379702584805,0.0,11.65003084450518
2024-03-12,0.0,0.0,0.0,5.746579625972281,4.276015997527275,2.5731505615276635,0.0,0.0,1.6278963894191458,0.0,14.223642574446366
2024-03-14,0.0,0.0,0.0,5.7526167397492864,4.268469605306017,2.5731505615276635,0.0,0.0,1.6265548085798114,0.0,14.220791715162779
2024-03-15,0.0,0.0,0.0,5.7526167397492864,4.268469605306017,2.5731505615276635,1.8076788916501052,0.0,1.6265548085798114,0.0,16.028470606812885
2024-03-18,0.0,0.0,0.0,5.75240711774314,4.268469605306017,2.552188360913059,1.8076788916501052,0.0,1.626680581783499,0.0,16.007424557395822
2024-03-19,0.0,0.0,0.0,5.75668340666852,4.268469605306017,2.552188360913059,1.8076788916501052,0.0,1.6268482793884158,0.0,16.011868543926116
2024-03-20,0.0,0.0,0.0,5.756765159250916,4.268469605306017,2.552188360913059,1.8076788916501052,0.0,1.6263451865736651,0.0,16.011447203693763
2024-03-21,0.0,0.0,0.0,5.748382375225136,4.268469605306017,2.552188360913059,1.8076788916501052,1.7001337677887203,1.6268482793884158,0.0,17.703701280271456
2024-03-22,0.0,0.0,0.0,5.748382375225136,4.268469605306017,2.552188360913059,1.8076788916501052,1.7001337677887203,1.6269740525921033,0.0,17.70382705347514
2024-03-25,0.0,0.0,0.0,5.748298526422678,4.26822853999895,2.552188360913059,1.8076788916501052,1.7001337677887203,1.6268482793884158,0.0,17.703376366161926
2024-03-26,0.0,0.0,0.0,5.74867584603374,4.26822853999895,2.552188360913059,1.8076788916501052,1.699924145782574,1.6270159769933326,0.0,17.703711761371764
2024-03-27,23.848641137513717,0.0,0.0,5.74867584603374,4.267390051974366,2.552188360913059,1.8076788916501052,1.699924145782574,1.6270159769933326,0.0,41.5515144108609
2024-03-28,23.848641137513717,0.0,0.0,5.749011241243574,4.267306203171907,2.559944375140463,1.8076788916501052,1.699924145782574,1.6268482793884158,0.0,41.559354273890754
2024-04-02,23.848641137513717,0.0,0.0,5.749455639896604,4.260598298975234,2.5638014200535504,1.8076369672488761,1.699924145782574,1.6270159769933326,0.0,41.557073586463886
2024-04-03,23.848641137513717,0.0,0.0,5.74261777005612,4.260805824761318,2.567993860176471,1.8076369672488761,1.699924145782574,1.627309447801937,0.0,41.554929153341014
2024-04-05,23.848641137513717,0.0,0.0,5.749317289372548,4.2608456529424865,2.5723539979043086,1.8076369672488761,1.6936354855981928,1.6263871109748944,0.0,41.558817641555024
2024-04-08,23.848641137513717,0.0,0.0,5.749317289372548,4.2607953436610115,2.5723539979043086,1.8076369672488761,1.6936354855981928,1.6263871109748944,0.0,41.55876733227355
2024-04-09,23.848641137513717,0.0,0.0,5.749317289372548,4.260755515479843,2.5723539979043086,1.8076369672488761,1.6936354855981928,1.6263787260946485,0.0,41.558719119212135
2024-04-10,23.848641137513717,0.0,0.0,5.7504492482057366,4.2712282309069,2.5723539979043086,1.8052892007800403,1.6936354855981928,1.6263787260946485,0.0,41.567976027003546
2024-04-11,23.848641137513717,0.0,0.0,5.750447151985675,4.271135997224196,2.5723539979043086,1.8052892007800403,1.6936354855981928,1.6265044992983362,0.0,41.568007470304465
2024-04-12,23.848641137513717,0.0,0.0,5.7486569800531875,4.271131804784072,2.5723539979043086,1.8052892007800403,1.6936354855981928,1.6266302725020239,0.0,41.566338879135536
2024-04-15,23.848641137513717,0.0,0.0,5.749621241281459,4.269714760022525,2.5723539979043086,1.8052892007800403,1.6936354855981928,1.6270075921130869,0.0,41.56626341521333
2024-04-16,23.848641137513717,0.0,0.0,5.749608663961091,4.269727337342895,2.5723539979043086,1.8052892007800403,1.6936354855981928,1.627049516514316,0.0,41.56630533961456
2024-04-17,23.848641137513717,0.0,0.0,5.757993544206933,4.26888884931831,2.5518529657032256,1.8157703010873425,1.6936354855981928,1.627091440915545,0.0,41.56387372434327
2024-04-18,23.848641137513717,0.0,0.0,5.760970176694206,4.268846924917081,2.5518529657032256,1.8157703010873425,1.6936354855981928,1.627049516514316,0.0,41.56676650802808
2024-04-19,23.848641137513717,0.0,0.0,5.761221723101582,4.268821770276343,2.5518529657032256,1.8157703010873425,1.6936354855981928,1.627049516514316,0.0,41.56699289979472
2024-04-22,23.848641137513717,0.0,0.0,5.761135778079061,4.268968505680645,2.5518529657032256,1.8157703010873425,1.6936354855981928,1.627049516514316,0.0,41.5670536901765
2024-04-23,23.848641137513717,0.0,0.0,5.760965984254083,4.268880464438064,2.5518529657032256,1.8157703010873425,1.6936354855981928,1.6268818189093992,0.0,41.56662815750402
2024-04-24,23.848641137513717,9.319357645803267,0.0,5.196948629637294,4.24688482733316,2.5518529657032256,1.8227297516913912,1.6936354855981928,1.6265883481007948,0.0,50.30663879138104
2024-04-25,23.848641137513717,9.319357645803267,0.0,5.200051035328255,4.246838710491808,2.5518529657032256,1.815686452284884,1.6936354855981928,1.6279299289401292,0.0,50.30399336166348
2024-04-26,23.848641137513717,9.319357645803267,0.0,5.204243475451176,4.246696167527628,2.5518529657032256,1.815686452284884,1.6936354855981928,1.6277622313352125,0.0,50.30787556121731
2024-04-29,23.848641137513717,9.319357645803267,8.778947208803825,5.211018458689817,4.24606730150919,2.464469936221186,1.815686452284884,1.6936354855981928,1.6267560457057115,1.6159949113603986,60.62057458349018
2024-04-30,23.848641137513717,9.319357645803267,8.778947208803825,5.212251036085956,4.24606730150919,2.464469936221186,1.815686452284884,1.6936354855981928,1.6266302725020239,1.6159949113603986,60.621681387682635
2024-05-02,23.848641137513717,9.319357645803267,8.778947208803825,5.205543131889282,4.24606730150919,2.464469936221186,1.815686452284884,1.6915392655367325,1.6265883481007948,1.6159949113603986,60.61283533902328
2024-05-03,23.848641137513717,9.319357645803267,8.778947208803825,5.205459283086824,4.245731906299357,2.464469936221186,1.815686452284884,1.6915392655367325,1.6265044992983362,1.6159949113603986,60.612332246208524
2024-05-06,23.848641137513717,9.319357645803267,8.778947208803825,5.214682651357249,4.241788916363749,2.464469936221186,1.815686452284884,1.6852506053523513,1.6258756332798978,1.6159949113603986,60.61069509834053
2024-05-07,23.848641137513717,9.319357645803267,8.778947208803825,5.201728011377424,4.241661046940001,2.464469936221186,1.749613595947651,1.6852506053523513,1.6246179012430215,1.6159949113603986,60.53028200056284
2024-05-08,23.848641137513717,9.319357645803267,8.778947208803825,5.201725915157363,4.241669431820246,2.464469936221186,1.7517098160091116,1.6852506053523513,1.6246179012430215,1.6159949113603986,60.53238450928448
2024-05-09,23.848641137513717,9.319357645803267,8.780414562846847,5.201725915157363,4.246197267153001,2.464469936221186,1.7517098160091116,1.6852506053523513,1.625666011273752,1.6159949113603986,60.539427808690995
2024-05-10,23.848641137513717,9.319357645803267,8.780414562846847,5.201725915157363,4.246113418350542,2.464469936221186,1.7490266543304422,1.6852506053523513,1.625666011273752,1.6159949113603986,60.536660798209866
2024-05-13,23.848641137513717,9.319357645803267,8.780414562846847,5.201725915157363,4.242243796117086,2.464469936221186,1.728064453715838,1.6852506053523513,1.625666011273752,1.6159949113603986,60.5118289753618
2024-05-14,23.848641137513717,9.319357645803267,8.780414562846847,5.211997393458518,4.241824552104794,2.464469936221186,1.728064453715838,1.6852506053523513,1.625666011273752,1.6159949113603986,60.521681209650666
2024-05-16,23.848641137513717,9.319357645803267,8.780414562846847,5.212039317859748,4.241543658616559,2.464469936221186,1.728064453715838,1.6852506053523513,1.6255821624712934,1.6159949113603986,60.521358391761204
2024-05-17,23.848641137513717,9.319357645803267,8.780414562846847,5.211747943271205,4.241346613930781,2.464469936221186,1.728064453715838,1.6852506053523513,1.6255821624712934,1.6159949113603986,60.52086997248688
2024-05-20,23.848641137513717,9.319357645803267,8.780414562846847,5.211674575569054,4.243065514381179,2.464469936221186,1.728064453715838,1.6852506053523513,1.6255821624712934,1.6159949113603986,60.522515505235134
2024-05-21,23.848641137513717,9.319357645803267,8.780414562846847,5.209871826316197,4.242897816776262,2.464428011819957,1.7279386805121506,1.6852506053523513,1.6247855988479387,1.608238897132995,60.511824782921686
2024-05-22,23.848641137513717,9.319357645803267,8.758571949806429,5.210584541137094,4.242183005735304,2.453946911512655,1.7149421161310958,1.6852506053523513,1.6226893787864782,1.608238897132995,60.46440618891139
2024-05-23,23.848641137513717,9.319357645803267,8.758571949806429,5.210626465538323,4.242183005735304,2.453946911512655,1.714522872118804,1.6852506053523513,1.6237374888172083,1.608238897132995,60.46507697933106
2024-05-24,23.848641137513717,9.319357645803267,8.758571949806429,5.244501381731524,4.269241014288635,2.453946911512655,1.7220692643400612,1.6852506053523513,1.5625278630225639,1.5564622616149226,60.42057003498612
2024-05-27,23.848641137513717,9.319357645803267,8.754547207288425,5.253095883983511,4.262015343736781,2.453946911512655,1.7052156550459194,1.6873468254138115,1.5623182410164178,1.538434769086363,60.384919620400865
