date,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,ORIENTAL PATRON SECURITIES LTD,KINGSTON SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-04-12,40.65974975978451,0.0,31.206498608258354,0.0,19.032669817386992,0.0,0.0,5.006406105682746,4.0946757088874
2024-04-15,40.67993785377425,0.0,31.195881872999507,0.0,19.02619472964143,0.0,0.0,5.004702880694595,4.093282662890225
2024-04-16,40.69002675051501,0.0,31.190576213841936,0.0,19.02295883765056,0.0,0.0,5.003851702716104,4.092586495276393
2024-04-17,41.095878451980944,0.0,31.188808061817035,0.0,18.732768276625794,0.0,0.0,5.003568041059462,3.978977168516763
2024-04-18,41.38928944898797,0.0,31.183504808347877,0.0,18.446187898736216,0.0,0.0,5.002717249021519,3.978300594906422
2024-04-19,41.819122652333895,0.0,31.187040110249114,0.0,18.01180120744313,0.0,0.0,5.003284411561795,3.9787516184120637
2024-04-22,42.07420716982719,0.0,31.187040110249114,0.0,17.756716689949837,0.0,0.0,5.003284411561795,3.9787516184120637
2024-04-23,28.179227165682462,33.513802388894035,20.73390180623555,0.0,11.60159291057767,0.0,0.0,3.326305007825978,2.6451707207842996
2024-04-24,28.47263517645476,33.51493912435654,20.74591120993199,0.0,11.319332859362257,0.0,0.0,3.3075742602599276,2.639607369634535
2024-04-25,28.8618238412704,33.507362344181146,20.771364042914247,0.0,10.894773320761535,0.0,0.0,3.3256658218353663,2.639010629037309
2024-04-26,29.06905625788526,33.507362344181146,20.771364042914247,0.0,10.687540904146669,0.0,0.0,3.3256658218353663,2.639010629037309
2024-04-29,29.11137176123042,33.49448967705417,20.767150633492292,0.0,10.664602952689016,0.0,0.0,3.3243881865306135,2.6379967890034917
2024-05-02,29.230622286369712,33.4844003862831,20.760895102410966,0.0,10.563493253350451,0.0,0.0,3.323386806322311,2.6372021652634667
2024-05-03,29.751818412748044,33.42273586517743,20.722662055396643,0.0,10.153171653323417,0.0,0.0,3.317266491982003,2.632345521372468
2024-05-06,30.031773392546157,33.378828649962,20.751739968592155,0.0,9.895861939390084,0.0,0.0,3.3129086221063018,2.628887427403306
2024-05-07,29.195155870606676,31.993135900540125,19.88665212417981,4.257541035334582,8.974186257791349,0.0,0.0,3.1753761309188033,2.5179526806286487
2024-05-08,29.203560863818385,32.002346404202356,19.892377292315523,4.258766738792346,8.947980836933707,0.0,0.0,3.1762902899300895,2.5186775740076017
2024-05-09,29.198465100476284,32.004649858806246,19.893809099454838,4.259073274935899,8.948624891822497,0.0,0.0,3.176518911931715,2.518858862572518
2024-05-10,29.198885434074533,32.00511058951896,19.894095485617015,4.259134587459989,8.948753713926234,0.0,0.0,3.1765646402814602,2.5174555491218182
2024-05-14,29.215221863202213,31.999352408869203,19.886917962889132,4.25836830776545,8.947143704164487,0.0,0.0,3.175993130522318,2.5170026225871944
2024-05-17,29.216717548018156,31.99704971671618,19.88548688861751,4.258061873086345,8.946499862459934,0.0,0.0,3.17936261349853,2.5168214976033476
2024-05-20,29.217558553072898,31.997970753807504,19.87958265443912,4.258184441665542,8.94675738802194,0.0,0.0,3.183052264524323,2.51689394446867
2024-05-21,29.243186989882325,31.99451713809166,19.855850537546743,4.257724845873614,8.945791743601585,0.0,0.0,3.186306454777119,2.516622290226949
2024-05-23,29.24573254766073,31.993366098516784,19.855136200472582,4.257571669322288,8.94546990844836,0.0,0.0,3.1861918237354536,2.5165317518438073
2024-05-28,29.24933016274557,31.993366098516784,19.855136200472582,4.257571669322288,8.94546990844836,0.0,0.0,3.182594208650616,2.5165317518438073
2024-06-04,29.248821091728544,31.993596299806114,19.85527906377553,4.257602303750835,8.945534273626448,0.0,0.0,3.182617108313252,2.5165498589992765
2024-06-06,29.250093755535435,31.99302080279403,19.854921909372873,4.257525718506041,8.945373362417914,0.0,0.0,3.1825598597745364,2.5165045915991677
2024-06-14,29.306230570779046,31.97576551457302,19.844213248810192,4.255229441645096,8.940548716550163,0.0,0.0,3.1628651811888937,2.515147326453585
2024-06-19,29.347932073694622,31.958528829438766,19.833516133354085,4.2529356404215966,8.935729272178005,0.0,0.0,3.157566526324747,2.5137915245881817
2024-06-21,29.348986787550828,31.95967736362154,19.830635088750146,4.2530884835636025,8.936050406813829,0.0,0.0,3.1576800037976684,2.5138818659023827
2024-06-27,29.35511946904727,31.958528829438766,19.829922435677762,4.2529356404215966,8.935729272178005,0.0,0.0,3.1539728286484228,2.5137915245881817
2024-06-28,29.37562598391682,31.957380377802714,19.807648422618723,4.252782808264637,8.935408160622567,0.0,0.0,3.157453057007606,2.5137011897669357
2024-07-03,29.38725751915262,31.954084194846683,19.803378534740165,4.251866045942543,8.933481975838742,0.0,0.0,3.156772412326946,2.513159317152302
2024-07-04,29.437960491855165,31.931139794137337,19.789158860981743,4.2488130240588395,8.927067353252987,0.0,0.0,3.1545057145635247,2.511354761150398
2024-07-05,29.455689334360326,31.923117036400082,19.784186798337277,4.247745501954002,8.924824411123735,0.0,0.0,3.153713139187516,2.5107237786370615
2024-07-08,29.552182981640613,31.876207437666032,19.755114816959914,4.241503629119533,8.911709779133998,0.0,0.0,3.156246973616153,2.507034381863757
2024-07-09,30.271918237221453,31.550541841795017,19.55328524702295,4.198169998245552,8.820662646844921,0.0,0.0,3.1240009464377683,2.4814210824323437
2024-07-10,30.323183873252585,31.53376231157164,19.542886219886938,4.195937284756139,8.815971552276242,0.0,0.0,3.1081573704353285,2.4801013878211267
2024-07-11,30.30448970245141,31.540281221053775,19.54912430842092,4.197276627776962,8.818785610058567,0.0,0.0,3.1091494941491016,2.480893036089269
2024-07-15,30.39732780663758,31.533570877974924,19.544965140337382,4.196383637445907,8.738899315189071,0.0,0.0,3.1084880079802586,2.4803652144348773
2024-07-16,30.41706660149333,31.524628194209846,19.5394223350799,4.195193574576978,8.71515159253789,0.0,0.0,3.1288759006051015,2.4796618014969507
2024-07-25,30.434328865422643,31.51680750563604,19.53457495873486,4.1941528231285705,8.712989521472089,0.0,0.0,3.1280996832345433,2.4790466423712534
2024-08-06,30.42785863690613,31.51010714606596,19.551681617797318,4.193261161369941,8.711137171334348,0.0,0.0,3.127434660527374,2.478519605998933
2024-08-08,30.440182108845583,31.504525688982483,19.548218383878318,4.192518399464896,8.7095941477564,0.0,0.0,3.12688069089921,2.4780805801731143
2024-08-09,30.438949958114737,31.505083745710195,19.548564652058694,4.1925926638141515,8.709748425515023,0.0,0.0,3.1269360790305387,2.478124475756664
2024-08-13,30.441414215926464,31.50396765202439,19.54787212796478,4.192444137746517,8.709439875463193,0.0,0.0,3.126825304730052,2.4780366861446015
2024-08-20,30.443878299147638,31.50285163741287,19.547179652935608,4.192295622201828,8.709131347271871,0.0,0.0,3.1267145382778296,2.4779489027523587
2024-08-21,30.44880594189249,31.50061984537908,19.54579485005063,4.191998622676813,8.708514356461459,0.0,0.0,3.126493028914843,2.4777733546246856
2024-08-22,30.449052305702335,31.500508264078103,19.545725615056885,4.191983773805194,8.708483509215712,0.0,0.0,3.1264819542705538,2.477764577871219
2024-08-23,30.490908800173443,31.48155092569951,19.53396279106581,4.189460993721413,8.703242651917012,0.0,0.0,3.1246004044287297,2.4762734329940814
2024-08-26,30.517965578943706,31.469296566679155,19.52635909346854,4.18783022402903,8.699854869010458,0.0,0.0,3.123384137312748,2.475309530556362
2024-08-27,30.556497250489876,31.457648882582056,19.512549343831303,4.184868438545097,8.69370201598516,0.0,0.0,3.121175166723263,2.4735589018432456
2024-08-29,30.5663184542683,31.453199913739276,19.509789737593792,4.18427658410093,8.692472489597415,0.0,0.0,3.120733747495734,2.4732090732045524
2024-09-03,30.583661039023475,31.445583976645892,19.50453550062232,4.18326342209092,8.690367733202253,0.0,0.0,3.11997810698948,2.4726102214256565
2024-09-04,30.583877256343033,31.445806287502354,19.504673391844037,4.183292996509855,8.690429171498174,0.0,0.0,3.1200001642998365,2.471920732002714
2024-09-13,30.585282743442416,31.447251384691842,19.50097421589717,4.183485240426159,8.690828541597206,0.0,0.0,3.120143544419507,2.4720343295256972
2024-09-16,30.631383902990677,31.426365975793875,19.488022819432487,4.1807068163662615,8.685056606061952,0.0,0.0,3.1180713291740982,2.470392550180648
2024-09-17,30.63628467821115,31.424145756272292,19.48664602363198,4.180411456511582,8.684443021524762,0.0,0.0,3.117851042716541,2.470218021131693
2024-09-20,30.663226568956485,31.411940154282792,19.479077122719936,4.17878772300467,8.681069855684601,0.0,0.0,3.1166400233562976,2.4692585519952175
2024-09-24,30.700720837278162,31.406949685871986,19.475982448574527,4.178123831884775,8.6796906793372,0.0,0.0,3.1161448774497402,2.44238763960361
2024-09-25,30.8173670281582,31.356800489203362,19.44488408073247,4.171452392733672,8.665831341857613,0.0,0.0,3.111169158257964,2.4324955090567175
2024-09-30,30.82820646856193,31.353485003992574,19.442828092092387,4.171011327685585,8.664915067390675,0.0,0.0,3.107315729108935,2.4322383111679096
2024-10-02,30.836606230092606,31.351275070002448,19.44145767452447,4.170717336133926,8.664304325384595,0.0,0.0,3.1035724877391457,2.432066876122802
2024-10-04,30.914617296155416,31.33747003760498,19.397670219571424,4.16888082748101,8.660489137592506,0.0,0.0,3.1004445432420864,2.4204279383525775
2024-10-07,29.98316685986398,30.327619238129056,18.77257978452041,4.034538532729723,8.381404646440052,0.0,3.157728718228634,3.0005326359641025,2.3424295841240426
2024-10-08,29.985620274063773,30.330100837622282,18.773433990335235,4.034868664439027,8.382090466496015,0.0,3.1579871037591754,3.000437215430202,2.3354614478542888
2024-10-09,29.99121210334846,30.328859987112665,18.75902876748378,4.03470359183128,8.381747542439062,0.0,3.1578579057084326,3.0112242014984245,2.335365900577896
2024-10-10,29.995985387687995,30.326792128537168,18.75774975407802,4.0344285008313046,8.38117606469342,0.0,3.1576425991142085,3.011018892568565,2.3352066724893197
2024-10-15,29.995508088544593,30.32699890170561,18.757877647570123,4.0344560082432475,8.381233208961197,0.0,3.1576641284524336,3.011039422201703,2.335222594321098
2024-10-17,30.042270285139956,30.295085846799623,18.76504218536908,4.030210556310329,8.372413649978643,0.0,3.1543413232835946,3.007870909988666,2.3327652431301074
2024-10-21,28.430203221930313,30.253874059426856,20.446748996892193,4.024728077027912,8.361024273731793,0.0,3.1500503288769877,3.0037791659674067,2.329591876146544
2024-10-23,28.5771573456987,30.191753838982628,20.40476572716086,4.016464110737778,8.343856598940674,0.0,3.143582336696684,2.9976115120798696,2.324808529702811
2024-10-24,28.589275321015922,30.186631347154975,20.401303747236142,4.015782656301807,8.342440936324081,0.0,3.1430489799756685,2.997102921537068,2.32441409045434
2024-10-25,28.700568059632047,30.139585852415596,20.369508565551932,4.009524108282359,8.32943934443826,0.0,3.138150576687386,2.99243197339095,2.320791519601468
2024-10-28,27.35083113115112,28.68154520885688,19.632364811854497,3.8155583006620906,7.926492165213013,4.550680238596668,2.986338567430772,2.8476692861512065,2.2085202900837557
2024-10-29,27.38629642048093,28.68154520885688,19.603347756948285,3.8155583006620906,7.926492165213013,4.550680238596668,2.986338567430772,2.8412210517276044,2.2085202900837557
2024-10-31,27.372246797131584,28.687094642192424,19.607140700136615,3.8162965519059915,7.9280258182827925,4.551560724513015,2.9869163775409544,2.8417707838533772,2.2089476044432432
2024-11-01,27.37927228833647,28.68431965711834,19.605244045091304,3.8159273905774596,7.927258917570569,4.5511204389688755,2.9866274445392476,2.841495891201907,2.208733926595827
2024-11-04,27.39742623905821,28.67969587483489,19.602083768634973,3.8088644617291187,7.925981079372645,4.550386818987398,2.9861460137355755,2.841037854946654,2.2083778887005336
2024-11-06,27.466581248893608,28.674623077812793,19.54601701835203,3.8086188888899746,7.925470059435804,4.550093437214018,2.9859534848698037,2.8344072788522823,2.208235505679693
2024-11-07,27.47991899004215,28.662190263664378,19.546332076049076,3.808680279131012,7.925597808242254,4.550166779110649,2.986001614758751,2.832841089288102,2.208271099713624
2024-11-08,27.51860403120502,28.662190263664378,19.546332076049076,3.808680279131012,7.925597808242254,4.550166779110649,2.947316573595884,2.832841089288102,2.208271099713624
2024-11-11,27.59834219992414,28.741875041364622,19.319427247697913,3.8192689270529607,7.947632045461452,4.562816860104359,2.955510513550186,2.8407167718644684,2.2144103929799037
2024-11-12,27.607147886970747,28.740945928235167,19.31880272569009,3.819145464930189,7.947375129401839,4.562669361966331,2.9554149733803667,2.834159719728195,2.2143388096970753
2024-11-13,27.66743929973253,28.74010977777636,19.31824069040416,3.8190343558441935,7.947143919149491,4.56253662179522,2.910073749527895,2.8211471970707858,2.21427438869937
2024-11-18,27.65135027519104,28.723396979510852,19.365158324939085,3.81681353096733,7.94252253759825,4.559883439370775,2.908381498667002,2.8195066583134007,2.212986755442262
2024-11-25,27.65135027519104,28.729858254709224,19.358697049740712,3.81681353096733,7.94252253759825,4.559883439370775,2.908381498667002,2.8195066583134007,2.212986755442262
2024-11-26,27.052696133627315,28.107854321463634,18.939579572700087,5.899187894440785,7.7705662329593945,4.461161565796436,2.845414785935202,2.7584640936152054,2.1650753994619425
2024-12-02,27.03373196954444,28.107854321463634,18.939579572700087,5.899187894440785,7.7705662329593945,4.461161565796436,2.845414785935202,2.7774282576980838,2.1650753994619425
2024-12-03,27.08265715680091,28.09630982248903,18.931800680919313,5.89676497137382,7.767374694648341,4.459329271003214,2.8442461130189827,2.7573311332143144,2.164186156532078
2024-12-04,27.10707590376165,28.095422176887023,18.93120256929118,5.896578675111928,7.767129300287643,4.459188387590399,2.8441562548643287,2.7351289487211816,2.16411778348466
2024-12-05,27.127208099177786,28.08378008631519,18.927614693008895,5.895461144691047,7.765657259676598,4.458343274016894,2.843617225146983,2.734610582059149,2.1637076359074516
2024-12-06,27.129509857366894,28.08289303273719,18.927016845842846,5.895274930802236,7.765411973819901,4.458202452897336,2.8435274067241676,2.7345242067174462,2.16363929309198
2024-12-10,27.147918689566232,28.075798620932087,18.92223542778916,5.893785643070567,7.763450244652101,4.457076204113975,2.8428090635542214,2.7338334003681553,2.163092705953504
2024-12-12,27.151076489136965,28.075798620932087,18.92223542778916,5.893785643070567,7.763450244652101,4.457076204113975,2.8428090635542214,2.7306756007974204,2.163092705953504
2024-12-13,27.20211010343037,28.056130389628898,18.908979637341595,5.889656808096203,7.758011634082755,4.453953842150134,2.840817560944885,2.728762652209364,2.161577372115797
2024-12-16,27.181429420658006,28.0641006746637,18.914351367346192,5.89132996269257,7.760215557545052,4.455219137155568,2.841624590473839,2.729537848782391,2.162191440682677
2024-12-18,27.19665714290854,28.057015753284098,18.912732032536017,5.889842667229557,7.758256452646187,4.4540943949918494,2.840907208254924,2.7288487634172314,2.1616455847315996
2024-12-19,27.1857501893295,28.05878664824092,18.920237533452788,5.890214420689283,7.758746136130222,4.454375527289405,2.8410865198500033,2.729021002138397,2.1617820228794806
2024-12-23,27.190345768938517,28.057015753284098,18.919043406506038,5.889842667229557,7.758256452646187,4.4540943949918494,2.840907208254924,2.7288487634172314,2.1616455847315996
2025-01-02,27.16046412814367,28.068530567842267,18.926807927093666,5.892259903855373,7.761440500626645,4.455922389509651,2.8420731383726405,2.7299687038893166,2.1625327406667694
2025-01-03,27.194940768495712,28.055245081848778,18.917849430281404,5.889470960692372,7.757766830969763,4.453813298178674,2.8407279192924664,2.728676546435954,2.161509163804876
2025-01-06,27.254048006388132,28.03489841227268,18.904129527627717,5.885199705201086,7.752140620330801,4.450583233095753,2.838667721559001,2.7203912136604416,2.1599415598643885
2025-01-07,27.33252157479644,28.00222866677999,18.882100088057566,5.878341539577827,7.743106863283946,4.44539686076149,2.8353597533745662,2.7235201256685615,2.1574245276996145
2025-01-08,27.347112203460274,27.997819675328184,18.875978045096048,5.877415986190374,7.741887699896028,4.444696926588672,2.8349133218756966,2.723091303481022,2.1570848380837013
2025-01-09,27.426953889073303,27.992530717933334,18.806295142838316,5.876305706779218,7.740425210506665,4.4438572964692415,2.8343777896109925,2.722576895071602,2.156677351717334
2025-01-10,27.490399067895048,27.98019758482401,18.766538872433856,5.873716685400512,7.737014883108764,4.44189939262309,2.833129000821096,2.7213773642544123,2.155727148639212
2025-01-13,27.535552478254786,27.9749152825447,18.731531462593036,5.872607803058232,7.735554233975455,4.441060819013486,2.8325941424187118,2.720863603127083,2.1553201750145154
2025-01-16,27.535324471572824,27.97500330457246,18.73159040065829,5.872626280999698,7.735578573608396,4.441074792645748,2.8326030550705545,2.7208721642229508,2.155326956649075
2025-01-17,27.546723048281702,27.97060288162469,18.728643951667742,5.871702526347401,7.734361779561976,4.4403762187361195,2.8321574911737515,2.720444175415262,2.1549879271913577
2025-01-21,27.62512525743846,27.964620527559685,18.661732369937887,5.87044668629184,7.732707553844068,4.439426510829046,2.831551749175563,2.719862326667122,2.1545270182563296
2025-01-22,27.632649059915952,27.962685607915606,18.657925071112555,5.870040500103771,7.7321725146600695,4.439119339360161,2.831355829295395,2.7196741347680087,2.154377942868476
2025-01-23,27.632193855228852,27.962861498636865,18.658042433083576,5.870077423798151,7.732221151526342,4.439147262282634,2.831373639073252,2.719691242046325,2.1543914943239963
2025-01-24,27.636745644416745,27.961102690992796,18.656868879809842,5.869708207756196,7.731734810396068,4.438868048864563,2.8311955513764735,2.7195201789472834,2.154255987440027
2025-02-03,27.65494707664119,27.954069672369148,18.652176142626306,5.868231807930453,7.72979005751863,4.437751546343165,2.8304834245601573,2.718836141687476,2.153714130323474
2025-02-04,27.69730341236347,27.94256074139731,18.64449688124448,5.86581580641097,7.726607636452881,4.435924485853739,2.8293180901837323,2.705145518405716,2.152827427687705
2025-02-05,27.78267995087002,27.924131069273724,18.59451090827997,5.861946974808525,7.721511509197927,4.432998747064232,2.8274519976227106,2.70336132455848,2.1514075183244175
2025-02-06,27.850933205527372,27.922026368866476,18.53029931737059,5.8615051475532916,7.720929522658125,4.432664622638117,2.8272388866272027,2.7031575665376266,2.151245362221198
2025-02-10,27.892272390085722,27.919395939478264,18.49401135580975,5.860952957135749,7.720202162843605,4.432247037927844,2.8269725430546897,2.702902912200937,2.1510427014634406
2025-02-11,27.90622080476538,27.917642595205372,18.483429894431886,5.860584887986854,7.719717332431188,4.4319686918283505,2.826795008550407,2.7027331692970593,2.1509076155035034
2025-02-12,27.90673199242161,27.915012991671183,18.481688913172146,5.860032870935941,7.718990200979774,4.4315512382236735,2.826528748599569,2.708758025622652,2.1507050183734573
2025-02-18,27.912135061541672,27.914136567239083,18.481108658965752,5.853569654800077,7.718747854268157,4.431412104497372,2.826440006428679,2.7118125977814023,2.150637494477807
2025-02-19,27.921920860353,27.917642595205372,18.464589827726744,5.854304865751807,7.719717332431188,4.4319686918283505,2.826795008550407,2.7121532026496293,2.1509076155035034
2025-02-20,27.17302935460286,27.168865836447193,17.969352607182234,8.37937868648211,7.512667439053016,4.313099229957852,2.750977775882643,2.63941076827645,2.0932183021156456
2025-02-24,27.179705067337977,27.166375391738924,17.967705439450576,8.378610587458986,7.51197878745522,4.312703868030779,2.7507256064293517,2.639168825656527,2.0930264264416616
2025-02-28,27.189167252654933,27.160566129276738,17.963863222178826,8.376818903906463,7.51037242459829,4.31178163868182,2.750137390784873,2.6447141846132696,2.092578853304791
2025-03-03,27.212254504374116,27.143981918311262,17.971212473684943,8.371704027756213,7.50578659968853,4.309148869688988,2.748458160003904,2.6461523194687966,2.091301127023243
2025-03-04,27.2125449108634,27.138182228128,17.982634383738034,8.369915296470838,7.504182883734442,4.308228159954028,2.7478709135985078,2.645586932132597,2.090854291380148
2025-03-05,27.26526945869153,27.12990125433788,17.9466330371921,8.367361291614763,7.501893049387612,4.306913542630932,2.7470324253452096,2.644779654922196,2.090216285877777
2025-03-06,27.280802188048288,27.124107579012176,17.942800477536526,8.365574415422255,7.500290996647027,4.3059937877638585,2.746445787972945,2.6442148539490926,2.089769913647839
2025-03-07,27.290287489402832,27.12443857951242,17.94301943684852,8.36567650207371,7.500382524084922,4.3060463346022635,2.746479303358736,2.6338744146200845,2.089795415496511
2025-03-10,27.335583890762965,27.12700410732762,17.938614383163927,8.354263418980558,7.501091937477342,4.306453616088018,2.746739075336171,2.601782037325372,2.0884675335380276
2025-03-11,27.459777767978572,27.11707572767618,17.834449939870183,8.35120579055231,7.498346566545079,4.30487747055117,2.7457337793500947,2.600829795060261,2.0877031624161506
2025-03-12,27.510175697582202,27.109634210924295,17.79906446680963,8.348914037620949,7.496288856777744,4.303696118323753,2.7449802901420233,2.600116070664492,2.087130251154918
2025-03-13,27.547294542741714,27.107154612863727,17.766947943000684,8.348150399465801,7.495603204468086,4.303302478318682,2.744729218963756,2.5998782495741777,2.086939350603378
2025-03-14,27.627288105484908,27.098892560965517,17.70362217786031,8.345605947536432,7.493318602355907,4.301990864875023,2.7438926466426294,2.59908582671262,2.0863032675666537
2025-03-17,27.638652658027873,27.09387470980908,17.701140399095525,8.344436020421416,7.492268152973386,4.301387791138615,2.74350799459601,2.5987214743813403,2.086010799556755
2025-03-18,27.655939622729264,27.089912003086102,17.69794204865638,8.337121476637467,7.491172345832542,4.300758677049153,2.7431067335105737,2.5983413895404683,2.0857057029580535
2025-03-19,27.693348052495764,27.0907374713935,17.6619156164369,8.337375520635582,7.491400612552495,4.300889727308204,2.7431903198903327,2.595373421897686,2.0857692573895394
2025-03-20,27.73296090910068,27.0907374713935,17.631444188279275,8.328234092188296,7.491400612552495,4.300889727308204,2.7431903198903327,2.595373421897686,2.0857692573895394
2025-03-21,27.742613409209515,27.088261217376697,17.62678570546069,8.327472842216958,7.4907158541225,4.300496600488592,2.7429395760316373,2.5951361893798244,2.085578605713586
2025-03-24,27.747608076237274,27.08718831454881,17.6260875496035,8.32714301044629,7.4904191643439155,4.300326267851625,2.742830934594513,2.5950334020900088,2.0833632802840634
2025-03-25,27.77841376812366,27.0786848047743,17.615527006786426,8.323592631074153,7.487225532427617,4.298492771098214,2.741661495044931,2.5939269778279024,2.0824750128427922
2025-04-01,27.78416549643979,27.075386541192252,17.616426457351388,8.322578792970686,7.486313566300671,4.297969202015491,2.7413275525979985,2.593611029880388,2.0822213612513316
2025-04-02,27.7787517355974,27.06714439637649,17.608019612048952,8.320045277907182,7.484034622638841,4.296660837146061,2.740493052280096,2.623262963478867,2.081587502526109
2025-04-07,27.780443090471685,27.06574809183856,17.609091705211412,8.320551857514106,7.484490300365428,4.2969224463903934,2.7406599116957397,2.6203783531163465,2.081714243396331
2025-04-08,27.78551754268942,27.06772576730856,17.610378389347993,8.32115983447634,7.485037186888656,4.297236419537927,2.7408601698175765,2.6205698223479934,2.0715148675855364
2025-04-09,27.79532243222314,27.05948735896445,17.605018445571666,8.318627183111303,7.482759020139569,4.295928500702052,2.7400259539884675,2.6319467297439463,2.070884375555405
2025-04-10,27.792784705433032,27.05701681428324,17.603411098613968,8.317867688303823,7.482075840511931,4.295536280289023,2.739775788253352,2.6408364815317564,2.0706953027798733
2025-04-15,27.79024744199206,27.057589792796065,17.59571790091004,8.317108332168193,7.481392785622186,4.2951441314892955,2.739525668194579,2.6527676823015187,2.070506264526067
2025-04-17,27.796839024757396,27.055119872373524,17.59411169639125,8.316349114666433,7.480709855436173,4.294752054283256,2.73927559379964,2.652525527507801,2.070317260784532
2025-04-23,27.79903595159624,27.05429666576909,17.59357636004767,8.316096072966811,7.480482239746873,4.294621377787563,2.73919224581335,2.6524448190672922,2.070254267205114
