date,CHINA SECURITIES DEPOSITORY AND CLEARING,GLORY SUN SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,UBS SECURITIES HONG KONG LTD,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-19,38.794223880597016,0.0,0.0,3.3371091417910446,0.41634608208955226,0.07361932835820896,0.0,1.442535671641791,0.0,0.5214533582089552,44.585287462686566
2024-03-20,38.79288805970149,0.0,0.0,3.378303171641791,0.41634608208955226,0.021977537313432837,0.0,1.442535671641791,0.0,0.5214533582089552,44.573503880597016
2024-03-21,38.779067164179104,0.0,0.0,3.1153180970149257,0.41634608208955226,0.021977537313432837,0.0,1.7070132835820897,0.0,0.5214533582089552,44.561175522388055
2024-03-22,38.766828358208954,0.0,0.0,3.0836763059701493,0.4524654850746269,0.021977537313432837,0.0,1.6993640298507462,0.0,0.5214533582089552,44.545765074626864
2024-03-25,38.766828358208954,0.0,0.0,3.0839374999999998,0.4524654850746269,0.021977537313432837,0.0,1.6993640298507462,0.0,0.5214533582089552,44.54602626865672
2024-03-26,38.76414179104478,0.0,0.0,3.0842360074626867,0.4524654850746269,0.021977537313432837,0.0,1.6993640298507462,0.0,0.5211548507462687,44.543339701492535
2024-03-27,38.76235074626866,0.0,0.0,3.0863255597014927,0.4524654850746269,0.021977537313432837,0.0,1.6993640298507462,0.0,0.5211548507462687,44.54363820895522
2024-03-28,38.761455223880596,0.0,0.0,3.087221082089552,0.4524654850746269,0.021977537313432837,0.0,1.6975729850746266,0.0,0.5226473880597016,44.543339701492535
2024-04-02,38.76123134328358,0.0,0.0,3.089310634328358,0.4524654850746269,0.021977537313432837,0.0,1.6975729850746266,0.0,0.5226473880597016,44.54520537313433
2024-04-03,38.76123134328358,0.0,0.0,3.089310634328358,0.41634608208955226,0.021977537313432837,0.0,1.6975729850746266,0.0,0.5226473880597016,44.50908597014925
2024-04-05,38.76003731343284,0.0,0.0,3.0892210820895523,0.41634608208955226,0.021977537313432837,0.0,1.6975729850746266,0.0,0.5226473880597016,44.5078023880597
2024-04-08,38.75970149253731,0.0,0.0,3.08938526119403,0.41634608208955226,0.021977537313432837,0.0,1.696975970149254,0.0,0.5241399253731344,44.508526268656716
2024-04-09,38.75970149253731,0.0,0.0,3.081027052238806,0.41634608208955226,0.021977537313432837,0.0,1.6916028358208954,0.0,0.5169757462686567,44.48763074626866
2024-04-10,38.73529104477612,0.0,0.0,3.115803171641791,0.41634608208955226,0.021977537313432837,0.0,1.6772744776119404,0.0,0.5169757462686567,44.48366805970149
2024-04-11,38.73469402985074,0.0,0.0,3.1366986940298505,0.41455503731343285,0.02085813432835821,0.0,1.6763789552238804,0.0,0.5184682835820895,44.50165313432836
2024-04-12,38.73465671641791,0.0,0.0,3.1351986940298504,0.41455503731343285,0.02085813432835821,0.0,1.6763789552238804,0.0,0.5184682835820895,44.50011582089552
2024-04-15,38.73465671641791,0.0,0.0,3.1465419776119408,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,0.0,0.5184682835820895,44.51444417910448
2024-04-16,38.73423134328358,0.0,0.0,3.1465419776119408,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,0.0,0.5184682835820895,44.51401880597015
2024-04-17,38.73244029850746,0.0,0.0,3.1465419776119408,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,0.0,0.5184682835820895,44.512227761194026
2024-04-18,38.73244029850746,0.0,0.0,3.1465419776119408,0.41455503731343285,0.02085813432835821,0.0,1.6790655223880595,0.0,0.5084682835820895,44.50192925373134
2024-04-19,38.73244029850746,0.0,0.0,3.1465419776119408,0.41455503731343285,0.02085813432835821,0.0,1.6787670149253733,1.5050984328358208,0.5084682835820895,46.006729179104475
2024-04-22,38.73244029850746,0.0,0.0,3.1465419776119408,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,1.5050984328358208,0.5084682835820895,46.00732619402985
2024-04-23,38.73154477611941,0.0,0.0,3.150124067164179,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,1.5050984328358208,0.5084682835820895,46.010012761194034
2024-04-24,38.7294552238806,0.0,0.0,3.150124067164179,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,1.5050984328358208,0.5084682835820895,46.007923208955226
2024-04-25,38.72796268656716,0.0,0.0,3.150668843283582,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,1.5050984328358208,0.5084682835820895,46.00697544776119
2024-04-26,38.714828358208955,0.0,0.0,3.150668843283582,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,1.5050984328358208,0.5084682835820895,45.99384111940299
2024-04-29,38.714828358208955,0.0,0.0,3.1512583955223885,0.41455503731343285,0.02085813432835821,0.0,1.6793640298507464,1.5042029104477612,0.5083861940298507,45.993453059701494
2024-04-30,38.71428358208956,0.0,0.0,3.1497658582089554,0.41485354477611935,0.02085813432835821,0.0,1.6793640298507464,1.5042029104477612,0.5083861940298507,45.991714253731345
2024-05-02,38.71398507462687,0.0,0.0,3.1482733208955227,0.41485354477611935,0.02085813432835821,0.0,1.6793640298507464,1.5042029104477612,0.5083861940298507,45.989923208955226
2024-05-03,38.71398507462687,0.0,0.0,3.1479748134328354,0.4211222014925373,0.02085813432835821,0.0,1.6784685074626864,1.5042029104477612,0.5083861940298507,45.9949978358209
2024-05-06,38.71398507462687,0.0,0.0,3.1479748134328354,0.4211222014925373,0.02085813432835821,0.0,1.67817,1.5047999253731343,0.5083861940298507,45.995296343283584
2024-05-07,38.71398507462687,0.0,0.0,3.1479748134328354,0.4211222014925373,0.02085813432835821,1.4668560074626866,1.6781326865671642,1.5047999253731343,0.5080876865671642,47.46181652985075
2024-05-08,38.71368656716418,0.0,0.0,3.147788246268657,0.4211222014925373,0.02085813432835821,1.4668560074626866,1.6781326865671642,1.5047999253731343,0.5080876865671642,47.461331455223885
2024-05-09,38.70085074626866,0.0,0.0,3.162713619402985,0.4211222014925373,0.02085813432835821,1.478199291044776,1.6730580597014926,1.5047999253731343,0.5080876865671642,47.46968966417911
2024-05-10,38.697208955223886,0.0,0.0,3.1656986940298513,0.4211222014925373,0.02085813432835821,1.478199291044776,1.6730580597014926,1.49733723880597,0.5080876865671642,47.46157026119403
2024-05-13,38.697208955223886,0.0,0.0,3.166706156716418,0.4226147388059701,0.02085813432835821,1.478199291044776,1.6724675000000002,1.4952476865671642,0.5080876865671642,47.46139014925373
2024-05-14,38.68676119402985,0.0,0.0,3.1655121268656714,0.4226147388059701,0.02085813432835821,1.478199291044776,1.7010495895522388,1.4892775373134328,0.5080876865671642,47.47236029850746
2024-05-16,38.68228358208955,0.0,0.0,3.1655121268656714,0.4226147388059701,0.02085813432835821,1.478199291044776,1.7010495895522388,1.4892775373134328,0.5080876865671642,47.467882686567165
2024-05-17,38.65034328358209,0.0,0.0,3.210288246268657,0.4226147388059701,0.02085813432835821,1.478199291044776,1.700154067164179,1.4892775373134328,0.5080876865671642,47.47982298507463
2024-05-20,38.63094029850746,0.0,0.0,3.218646455223881,0.4235102611940299,0.02085813432835821,1.478199291044776,1.698960037313433,1.4892775373134328,0.5310727611940298,47.4914647761194
2024-05-21,38.60810447761194,0.0,0.0,3.3912583955223883,0.42248787313432834,0.021730149253731342,1.4758112313432836,1.6631092910447762,1.4916655970149253,0.5400279850746269,47.614194999999995
2024-05-22,38.575985074626864,0.0,0.0,3.5311837686567165,0.42248787313432834,0.021730149253731342,1.4737216791044776,1.6813182462686567,1.4734566417910449,0.5433115671641792,47.723195000000004
2024-05-23,38.56929104477612,0.0,0.0,3.5332733208955225,0.42248787313432834,0.021730149253731342,1.4737216791044776,1.6786316791044777,1.4734566417910449,0.5418190298507463,47.71441141791045
2024-05-24,38.56775373134329,0.0,0.0,3.4189449626865676,0.42248787313432834,0.021730149253731342,1.470736604477612,1.6559451119402984,1.4806208208955225,0.5501772388059701,47.58839649253731
2024-05-27,38.565067164179105,0.0,0.0,3.419243470149254,0.42248787313432834,0.021730149253731342,1.4737216791044776,1.6559451119402984,1.4716655970149253,0.5501772388059701,47.58003828358209
2024-05-28,38.56357462686567,0.0,0.0,3.416258395522388,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6580869029850744,1.4716655970149253,0.589580223880597,47.61889649253732
2024-05-29,38.56320149253732,0.0,0.0,3.420959888059701,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6571913805970149,1.4716655970149253,0.589580223880597,47.62232932835821
2024-05-30,38.56290298507463,0.0,0.0,3.419765858208955,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6571913805970149,1.4716655970149253,0.589580223880597,47.62083679104477
2024-05-31,38.56260447761194,0.0,0.0,3.424840485074627,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6568928731343284,1.4716655970149253,0.598535447761194,47.634269626865674
2024-06-03,38.558723880597014,0.0,0.0,3.430810634328358,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6562958582089553,1.4716655970149253,0.598535447761194,47.6357621641791
2024-06-04,38.551858208955224,0.0,0.0,3.4212583955223885,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6536615298507462,1.4716655970149253,0.589580223880597,47.60775470149254
2024-06-05,38.53872388059701,0.0,0.0,3.4305121268656715,0.42248787313432834,0.021730149253731342,1.475512723880597,1.6539600373134327,1.4716655970149253,0.589580223880597,47.6041726119403
2024-06-06,38.53842537313433,0.0,0.0,3.4161837686567162,0.42248787313432834,0.021730149253731342,1.4784977985074628,1.6551540671641791,1.472561119402985,0.598535447761194,47.603575597014924
2024-06-07,38.52221641791045,0.0,0.0,3.422750932835821,0.42248787313432834,0.021730149253731342,1.4784977985074628,1.6566466044776118,1.472561119402985,0.5985205223880596,47.59541141791045
2024-06-11,38.51176865671641,0.0,0.0,3.430213619402985,0.42248787313432834,0.021730149253731342,1.4826769029850746,1.6554525746268656,1.472561119402985,0.5985205223880596,47.59541141791045
2024-06-12,38.510873134328364,0.0,0.0,3.433795708955224,0.42248787313432834,0.021730149253731342,1.4826769029850746,1.6518704850746266,1.472561119402985,0.5985205223880596,47.594515895522385
2024-06-13,38.510873134328364,0.0,0.0,3.43678078358209,0.42248787313432834,2.0950883582089554,1.4826769029850746,1.6515719776119404,1.472561119402985,0.5985205223880596,49.67056067164179
2024-06-14,38.510873134328364,0.0,0.0,3.435512126865672,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6515719776119404,1.472561119402985,0.5985205223880596,49.668545746268656
2024-06-17,38.510873134328364,0.0,0.0,3.4340195895522387,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6515719776119404,1.472561119402985,0.5985205223880596,49.667053208955224
2024-06-18,38.50311194029851,0.0,0.0,3.4347061567164183,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.650974962686567,1.4749491791044778,0.5985205223880596,49.66176962686567
2024-06-19,38.49952985074626,0.0,0.0,3.4359001865671637,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6554525746268656,1.4749491791044778,0.5985205223880596,49.66385917910448
2024-06-20,38.49952985074626,0.0,0.0,3.437952425373134,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6554525746268656,1.4749491791044778,0.5985205223880596,49.66591141791044
2024-06-21,38.49923134328358,0.0,0.0,3.4382509328358206,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6554525746268656,1.4749491791044778,0.5985205223880596,49.66591141791044
2024-06-24,38.498932835820895,0.0,0.0,3.4382509328358206,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6554525746268656,1.4749491791044778,0.5985205223880596,49.66561291044776
2024-06-25,38.498880597014924,0.0,0.0,3.4382509328358206,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.6554525746268656,1.4749491791044778,0.5985205223880596,49.66556067164179
2024-06-26,38.498582089552244,0.0,0.0,3.440340485074627,0.42174160447761194,2.0950883582089554,1.4826769029850746,1.7294824253731342,1.4749491791044778,0.5985205223880596,49.741381567164176
2024-06-27,38.48544776119403,0.0,0.0,3.4606389925373136,0.42174160447761194,2.0950883582089554,1.487154514925373,1.720825708955224,1.4749491791044778,0.5985205223880596,49.744366641791046
2024-06-28,38.481567164179104,0.0,0.0,3.4748554104477614,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7196316791044775,1.4749491791044778,0.5985205223880596,49.75350843283582
2024-07-02,38.481567164179104,0.0,0.0,3.4897807835820895,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7145943656716418,1.4749491791044778,0.5985205223880596,49.76339649253732
2024-07-03,38.45917910447761,0.0,0.0,3.5270942164179107,0.42174160447761194,2.0950883582089554,1.487154514925373,1.713101828358209,1.4749491791044778,0.5985205223880596,49.776829328358204
2024-07-04,38.45917910447761,0.0,0.0,3.516347947761194,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7351839179104478,1.4749491791044778,0.5985205223880596,49.788165149253736
2024-07-05,38.458880597014925,0.0,0.0,3.5166464552238805,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7351839179104478,1.4749491791044778,0.5983712686567164,49.788015895522385
2024-07-08,38.45649253731343,0.0,0.0,3.5166464552238805,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7351839179104478,1.4749491791044778,0.5983712686567164,49.7856278358209
2024-07-09,38.45619402985075,0.0,0.0,3.5170195895522385,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7351839179104478,1.4749491791044778,0.5983712686567164,49.785702462686565
2024-07-10,38.45619402985075,0.0,0.0,3.5170195895522385,0.42174160447761194,2.0950883582089554,1.487154514925373,1.7351839179104478,1.4773372388059702,0.5980727611940299,49.78779201492537
2024-07-12,38.45619402985075,0.0,0.0,3.519631529850746,0.42174160447761194,2.095200223880597,1.487154514925373,1.732795858208955,1.4773372388059702,0.5980727611940299,49.788127761194026
2024-07-15,38.45589552238806,0.0,0.0,3.52138526119403,0.42174160447761194,2.095200223880597,1.487154514925373,1.7280197388059704,1.4773372388059702,0.5998638059701492,49.78659791044776
2024-07-16,38.45589552238806,0.0,0.0,3.526161380597015,0.42174160447761194,2.095200223880597,1.487154514925373,1.7280197388059704,1.4773372388059702,0.5998638059701492,49.79137402985075
2024-07-17,38.44962686567165,0.0,0.0,3.526161380597015,0.42174160447761194,2.095200223880597,1.487154514925373,1.7280197388059704,1.4773372388059702,0.5998638059701492,49.78510537313433
2024-07-19,38.4496119402985,0.0,0.0,3.5443703358208953,0.42174160447761194,2.095200223880597,1.487154514925373,1.7324973507462686,1.4773372388059702,0.5998638059701492,49.80777701492538
2024-07-22,38.4496119402985,0.0,0.0,3.5676539179104476,0.42174160447761194,2.095200223880597,1.487154514925373,1.731601828358209,1.4773372388059702,0.5998638059701492,49.83016507462686
2024-07-23,38.4496119402985,0.0,0.0,3.5675792910447766,0.42174160447761194,2.095200223880597,1.487154514925373,1.731601828358209,1.4773372388059702,0.5941921641791045,49.82441880597015
2024-07-24,38.446029850746264,0.0,0.0,3.5726539179104475,0.42174160447761194,2.095200223880597,1.487154514925373,1.7313406343283582,1.4773372388059702,0.5941921641791045,49.82565014925373
2024-07-25,38.445432835820895,0.0,0.0,3.5732509328358213,0.42174160447761194,2.095200223880597,1.487154514925373,1.7310421268656717,1.4773372388059702,0.5941921641791045,49.825351641791045
2024-07-26,38.44274626865672,0.0,0.0,3.5732509328358213,0.42174160447761194,2.095200223880597,1.487154514925373,1.7309675,1.4773372388059702,0.5941921641791045,49.82259044776119
2024-07-29,38.44125373134328,0.0,0.0,3.5726539179104475,0.42174160447761194,2.095200223880597,1.487154514925373,1.730967537313433,1.4773372388059702,0.5941921641791045,49.82050093283582
2024-07-30,38.43946268656717,0.0,0.0,3.5777285447761193,0.42174160447761194,2.095200223880597,1.487154514925373,1.730967537313433,1.4773372388059702,0.5959832089552239,49.82557555970149
2024-08-01,38.43946268656717,0.0,0.0,3.5810121268656716,0.42174160447761194,2.0949017164179105,1.487154514925373,1.7393257462686569,1.4773372388059702,0.5977742537313433,49.838709888059704
2024-08-02,38.43946268656717,0.0,0.0,3.6183255597014927,0.42174160447761194,2.0949017164179105,1.487154514925373,1.7387287313432838,1.4773372388059702,0.5977742537313433,49.87542630597015
2024-08-05,38.43946268656717,0.0,0.0,3.6171315298507465,0.42174160447761194,2.0949017164179105,1.4931246641791045,1.7381317164179104,1.4773372388059702,0.5977742537313433,49.879605410447766
2024-08-06,38.43557089552239,0.0,0.0,3.6171315298507465,0.42174160447761194,2.0949017164179105,1.4931246641791045,1.737833208955224,1.4773372388059702,0.6010578358208956,49.87869869402985
2024-08-07,38.43557089552239,0.0,0.0,3.6189225746268656,0.42174160447761194,2.0949017164179105,1.4931246641791045,1.737833208955224,1.4773372388059702,0.6019533582089552,49.881385261194026
2024-08-08,38.43557089552239,0.0,0.0,3.6189225746268656,0.42174160447761194,2.0949017164179105,1.4931246641791045,1.7376839552238805,1.4773372388059702,0.6019533582089552,49.88123600746269
2024-08-09,38.43486194029851,0.0,0.0,3.628295708955224,0.42174160447761194,2.0949017164179105,1.4961097388059703,1.7376839552238805,1.4773372388059702,0.6019533582089552,49.89288526119403
2024-08-12,38.434264925373135,3.0458296268656717,0.043066231343283586,3.628295708955224,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.079115671641791,1.4773372388059702,0.6019533582089552,53.335750149253734
2024-08-13,38.432772388059696,3.0458296268656717,0.043066231343283586,3.6285942164179104,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.079115671641791,1.4773372388059702,0.6025503731343284,53.33515313432836
2024-08-14,38.432473880597016,3.0458296268656717,0.043066231343283586,3.6285942164179104,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.0788171641791044,1.4773372388059702,0.6025503731343284,53.33455611940299
2024-08-15,38.432473880597016,3.0458296268656717,0.043066231343283586,3.6285942164179104,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.077623134328358,1.4773372388059702,0.6025503731343284,53.33336208955224
2024-08-19,38.430682835820896,3.0458296268656717,0.043066231343283586,3.6306837686567164,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.077623134328358,1.4773372388059702,0.6025503731343284,53.33366059701492
2024-08-21,38.430682835820896,3.0458296268656717,0.043066231343283586,3.630609141791045,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.077623134328358,1.4773372388059702,0.6025503731343284,53.33358597014926
2024-08-23,38.42590671641791,3.0458296268656717,0.043066231343283586,3.630609141791045,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.071652985074627,1.4773372388059702,0.6025503731343284,53.32283970149254
2024-08-27,38.42501119402985,3.0458296268656717,0.043066231343283586,3.633295708955224,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.0698619402985075,1.4773372388059702,0.6025503731343284,53.32283970149254
2024-08-28,38.42292164179105,3.0458296268656717,0.043066231343283586,3.633295708955224,0.42174160447761194,2.0949017164179105,1.5092440671641791,2.0698619402985075,1.4773372388059702,0.6025503731343284,53.320750149253726
2024-08-29,38.419264925373135,3.0458296268656717,0.043066231343283586,3.630609141791045,0.42174160447761194,2.0949017164179105,1.5125276492537314,2.069563432835821,1.4773372388059702,0.5983712686567164,53.3132128358209
2024-08-30,38.419264925373135,3.0458296268656717,0.043066231343283586,3.6309076492537313,0.42174160447761194,2.0949017164179105,1.5125276492537314,2.069563432835821,1.4773372388059702,0.5983712686567164,53.31351134328358
2024-09-02,38.419264925373135,3.0458296268656717,0.043066231343283586,3.6315046641791047,0.42174160447761194,2.0949017164179105,1.5125276492537314,2.069563432835821,1.4773372388059702,0.5983712686567164,53.314108358208955
2024-09-03,38.419264925373135,3.0458296268656717,0.043066231343283586,3.6315046641791047,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.9931455223880596,1.4773372388059702,0.5983712686567164,53.237690447761196
2024-09-04,38.41627985074627,3.0458296268656717,0.043066231343283586,3.6419524253731343,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.941205223880597,1.4773372388059702,0.6028488805970149,53.19769044776119
2024-09-05,38.41627985074627,3.0458296268656717,0.043066231343283586,3.6515046641791047,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.611804104477612,53.16765313432836
2024-09-09,38.41627985074627,3.0458296268656717,0.043066231343283586,3.6521016791044776,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.611804104477612,53.16825014925372
2024-09-10,38.41627985074627,3.0458296268656717,0.043066231343283586,3.6529972014925374,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.611804104477612,53.16914567164179
2024-09-11,38.40613059701493,3.0458296268656717,0.043066231343283586,3.6529972014925374,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.6121026119402985,53.15929492537313
2024-09-12,38.39598134328358,3.0458296268656717,0.043066231343283586,3.6541912313432836,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.6121026119402985,53.150339701492534
2024-09-13,38.395384328358205,3.0458296268656717,0.043066231343283586,3.6541912313432836,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.612401119402985,53.15004119402985
2024-09-16,38.395384328358205,3.0458296268656717,0.043066231343283586,3.6541912313432836,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.6138936567164178,53.15153373134328
2024-09-17,38.393294776119404,3.0458296268656717,0.043066231343283586,3.6541912313432836,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.892660447761194,1.4773372388059702,0.6174757462686568,53.15302626865671
2024-09-23,35.855727611940296,5.583143059701492,0.043066231343283586,3.6589673507462686,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.8114664179104476,1.4773372388059702,0.6132966417910448,53.07217552238805
2024-09-24,35.66916044776119,5.769710223880597,0.043066231343283586,3.661930037313433,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.8114664179104476,1.4773372388059702,0.6174757462686568,53.07931731343284
2024-09-25,35.66916044776119,5.769710223880597,0.043066231343283586,3.6591315298507463,0.42174160447761194,2.0949017164179105,1.5125276492537314,1.8114664179104476,1.4773372388059702,0.6129981343283581,53.07204119402985
2024-09-26,35.66916044776119,5.769710223880597,0.043066231343283586,3.674056902985075,0.42174160447761194,2.0949017164179105,1.51610973880597,1.8063917910447762,1.4773372388059702,0.6129981343283581,53.085474029850744
2024-09-27,35.623787313432835,5.769710223880597,0.043066231343283586,3.674056902985075,0.42174160447761194,2.0949017164179105,1.51610973880597,1.8051977611940297,1.4773372388059702,0.6264309701492538,53.052339701492535
2024-09-30,35.62080223880597,5.769710223880597,0.043066231343283586,3.678534514925373,0.42174160447761194,2.0949017164179105,1.5220798880597015,1.7899738805970151,1.4773372388059702,0.6264309701492538,53.04457850746269
2024-10-02,35.61841417910448,5.769710223880597,0.043066231343283586,3.6824151119402986,0.42174160447761194,2.0949017164179105,1.5220798880597015,1.7899738805970151,1.4773372388059702,0.6219533582089553,53.04159343283582
2024-10-03,35.58106343283582,5.769710223880597,0.055603544776119396,3.6928628731343283,0.42174160447761194,2.0949017164179105,1.5220798880597015,1.7899738805970151,1.4773372388059702,0.6249235074626867,53.03019791044776
2024-10-04,35.58106343283582,5.769710223880597,0.055603544776119396,3.66638526119403,0.422338619402985,2.0949017164179105,1.4919306343283583,1.9036604477611943,1.4773372388059702,0.6317891791044776,53.09472029850746
2024-10-07,35.58106343283582,5.769710223880597,0.055603544776119396,3.6674225746268654,0.422338619402985,2.0949017164179105,1.4880500373134329,1.809033582089552,1.4770387313432836,0.6559682835820896,53.02113074626865
2024-10-08,35.58106343283582,5.769710223880597,0.055603544776119396,3.6262285447761196,0.4222938432835821,2.0949017164179105,1.4880500373134329,1.7564216417910445,1.4722626119402984,0.6559682835820896,52.92250388059701
2024-10-09,35.58106343283582,5.769710223880597,0.055603544776119396,3.622758395522388,0.4222938432835821,2.0949017164179105,1.4880500373134329,1.7573171641791046,1.4782327611940298,0.6557070895522388,52.92563820895523
2024-10-10,35.56251865671642,5.769710223880597,0.055603544776119396,3.633803171641791,0.4222938432835821,2.0949017164179105,1.4880500373134329,1.757914179104478,1.4812178358208956,0.6571996268656717,52.9232128358209
2024-10-14,35.55708582089552,5.769710223880597,0.055603544776119396,3.630571828358209,0.4222938432835821,2.0949017164179105,1.4880500373134329,1.7611977611940297,1.4871879850746268,0.6536175373134329,52.92022029850746
2024-10-15,35.55240671641791,5.769710223880597,0.055603544776119396,3.6338554104477607,0.4222938432835821,2.0949017164179105,1.4916321268656716,1.7614962686567166,1.4871879850746268,0.6491399253731344,52.918227761194025
2024-10-16,35.545541044776115,5.769710223880597,0.055603544776119396,3.6404225746268657,0.4222938432835821,2.0949017164179105,1.4916321268656716,1.7570186567164179,1.4871879850746268,0.6422742537313433,52.90658597014926
2024-10-17,35.54404850746269,5.769710223880597,0.055603544776119396,3.6404225746268657,0.4222938432835821,2.0949017164179105,1.4916321268656716,1.7564216417910445,1.4871879850746268,0.6422742537313433,52.90449641791045
2024-10-18,35.5327052238806,5.769710223880597,0.055603544776119396,3.6477733208955225,0.4222938432835821,2.0949017164179105,1.4916321268656716,1.7483619402985076,1.4871879850746268,0.6422742537313433,52.89244417910448
2024-10-21,35.5327052238806,5.769710223880597,0.055603544776119396,3.65404197761194,0.4222938432835821,2.0949017164179105,1.4916321268656716,1.7477649253731342,1.4871879850746268,0.6422742537313433,52.89811582089552
