date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD
2024-07-12,59.38556488875283,8.830419305265625,9.640997729797343,3.7855997495936515,4.799127642815639,5.233806464635606,3.4353732125388,1.8606075987328088,1.7268225807849487,1.3016808270827473
2024-07-15,59.22324606173389,8.879335034929895,9.74197694545521,3.810074840785169,4.749036246930099,5.246655174531101,3.43631810523077,1.8450740101133067,1.7665442430803142,1.301739337210247
2024-07-16,59.12835204661161,8.929503507544972,9.82019957661548,3.821896627300266,4.722399654079512,5.253922603424277,3.4432933442412335,1.8596470066752926,1.7169898365393101,1.3037957969680538
2024-07-17,59.17272041738288,8.93911369415735,9.854298816422,3.82774501120947,4.651206520238028,5.2766051270091685,3.4450829127348452,1.862885308418508,1.6663288319990115,1.304013360428742
2024-07-18,59.033455620449274,8.927541176331513,10.410151397938757,3.8295233020123005,4.216092445353449,5.266437296298133,3.4386799746090815,1.8682509107189458,1.713610896936945,1.296256979351606
2024-07-19,59.00898763661901,8.95142088549695,10.52633388799133,3.7041238135494106,4.15048368639982,5.268702226172208,3.4328272368734094,1.9840131474648206,1.6787002690189512,1.294407210414083
2024-07-22,62.73471896364652,8.182226761489954,9.598998432891923,3.379722527438891,3.680800364454834,4.791623254716107,3.125364253547473,1.8005292831275788,1.5281952321051466,1.1778209265815762
2024-07-23,62.72660504368205,8.199986436444307,9.619228860182401,3.388375804787057,3.62794262397077,4.803534418822082,3.134348569428648,1.8179651362206413,1.5052791854425172,1.1767339210195247
2024-07-24,62.5576932254302,8.230483873082388,9.629446080236455,3.4136402803245396,3.4782901088463922,4.811078504366728,3.1347550185247117,2.0095729706441605,1.5581941169177664,1.1768458216266553
2024-07-25,62.79194473776091,8.26799907033013,9.610515247932408,3.4127665513671497,3.4906777138357645,4.8352845893180145,3.14558383446141,1.7332526631090153,1.5235777473306484,1.1883978445545453
2024-07-26,62.809381745692136,8.228678961106565,9.77221946206921,3.4221758011459755,3.4954681201006053,4.852768236216479,3.1511970695106006,1.5423737168245035,1.5360771337699561,1.1896597535639672
2024-07-29,62.85188992194737,8.231405553339041,9.760596120982745,3.4252667246548603,3.4831227451436417,4.854518313581048,3.15194857034816,1.5379567775373777,1.513609169667807,1.1896861027979482
2024-07-30,62.69694055225826,8.244398701461849,9.88398550527311,3.440806320998681,3.4783814724243483,4.862613325977856,3.1499648782912297,1.5349094356883926,1.520131636235508,1.1878681713907606
2024-07-31,40.86775739484489,5.385848757129554,6.428385659803861,2.243596073437608,2.2669467512769956,3.1718958581880217,2.0535260127757784,0.9929760809725956,0.9920767511393888,0.7740198875040601
2024-08-01,62.79031122223482,8.304397684858152,9.643627314050503,3.4662547919560893,3.4870377420094147,4.878277839700382,3.1593941373647336,1.534109376720288,1.5428086344547909,1.1937812566508312
2024-08-02,62.7464202918515,8.331916820987377,9.610184870321456,3.4973470357413814,3.5329408667372344,4.882690180272772,3.1602451315675073,1.5180402631450711,1.5309906254830257,1.189223913892679
2024-08-05,62.885549335499604,8.31658166526099,9.588896065089358,3.482314854539465,3.5124326459862387,4.855244159653984,3.143112587346523,1.5098526564220252,1.523319700807318,1.182696329394498
2024-08-06,63.007760067148,8.381140962419469,9.338003983147866,3.514808076812481,3.520449094769012,4.880505860375293,3.156211809889626,1.5183891626412502,1.501159432175905,1.1815715506211
2024-08-07,62.956476765985926,8.426141023429205,9.28235020195238,3.536183329597532,3.5168714843392053,4.887479428503749,3.152288380597381,1.5781322543183558,1.484035410162211,1.1800417211140561
2024-08-08,62.92014990152216,8.480884617634892,9.231539829500548,3.5685953859889388,3.5153258198581385,4.892695523741562,3.15105231918104,1.5452297604987182,1.5135844504514508,1.1809423916225577
2024-08-09,62.83976598602329,8.520374483605284,9.253032979252726,3.580306133519928,3.526680668228377,4.890467732104772,3.1492752490748748,1.5375233117495586,1.5227237082608904,1.1798497481802968
2024-08-12,64.60640866400105,8.12559814881787,8.781734656989807,3.4270404393836107,3.3467141301717342,4.65103029540458,2.9998027967328413,1.4897871130571334,1.449986106663207,1.121897648778171
2024-08-13,64.52309811881098,8.140623964741351,8.866630637760382,3.4486194765834415,3.3418453437765714,4.6471982630645465,2.9924583975381562,1.4707742878799102,1.4482769647470868,1.1204745450975697
2024-08-14,64.53341630859333,8.172462293745701,8.82901683980489,3.441105860074298,3.3435332523811727,4.64981188831619,2.9897289223356256,1.4859933459920986,1.4314578713342228,1.1234734174224772
2024-08-15,64.4646598288382,8.187736090145188,8.844175365048635,3.436437800163403,3.4226593215223193,4.640831175225493,2.9889174828324583,1.468092423803107,1.4234179445477062,1.1230725678734887
2024-08-16,64.4978846322277,8.192437354154062,8.79794018703246,3.4472107296282384,3.424433406579612,4.644453804086698,2.990836659845345,1.4509221133532875,1.4304073798797925,1.1234737332128006
2024-08-19,64.58115786109518,8.217416250297358,8.689247165306789,3.441361475347509,3.4005416210404675,4.645537693409776,2.992340965592731,1.443486461249181,1.4648424657795955,1.1240680408814223
2024-08-20,64.53690481870198,8.219005857496162,8.745087416798443,3.436173919392254,3.3973287315005556,4.641753170490308,2.9887636505048967,1.4457165052641965,1.466236036701722,1.123029893149488
2024-08-21,64.57539197701827,8.241858497410757,8.675574078589058,3.4795151137042444,3.3504930465475686,4.64550906231885,2.9853678747360357,1.4587556683966871,1.4634922473337098,1.1240424339448205
2024-08-22,64.60227110241573,8.255649057542724,8.633271346667788,3.494423169659803,3.3453837408165947,4.643942860569521,2.9859862623027587,1.4443180239516091,1.470746988866335,1.124007447207148
2024-08-23,64.58787038033383,8.365117418085177,8.576828998026983,3.4289763690737973,3.3505207370824346,4.661392668695645,2.9900332923538824,1.4478159777538329,1.46703816062989,1.1244059979645293
2024-08-26,64.44671208082852,8.373577443329486,8.699520726501099,3.406601463184427,3.3605606653486997,4.663419626163959,2.984921543076423,1.445360876723096,1.4973461599676756,1.1219794148766216
2024-08-27,64.3775344381525,8.399051469067254,8.642216618324587,3.4294202186730947,3.3658501853091405,4.672924797075823,2.985475699493235,1.448711060669387,1.5425594628323942,1.1362560504025878
2024-08-28,64.27764238723893,8.39518333846203,8.702165888696285,3.5359926041167333,3.3653393501047133,4.655113316319104,2.9785621870022583,1.428140887692146,1.5276991656299619,1.1341608747378336
2024-08-29,64.28109974342041,8.338995142455001,8.585048887834274,3.7090162623080727,3.3537424704827283,4.608369533956145,2.967252062291956,1.4707153421927912,1.5539885919695013,1.1317719630891208
2024-08-30,64.32433184981106,8.337860849711296,8.546270412182341,3.7157084401856486,3.3492297268565903,4.599605943809726,2.9633547422354747,1.473098670287049,1.5596008634678613,1.13093850145296
2024-09-02,64.92946359517215,8.21444738976906,8.502367903517264,3.6281599801096505,3.295280607323995,4.507461733488625,2.910152133751822,1.3934146649156103,1.5078339317187912,1.1114180602330292
2024-09-03,45.6588062538242,5.793364550385146,5.963031993254683,2.5751495277261385,2.299856750668805,3.262464176687275,2.0378167505334774,0.9803870160292251,1.0499991462198208,0.7806493382277351
2024-09-04,64.85280348570453,8.229444369133875,8.385969154189947,3.6953591465414446,3.2576700242203493,4.624078080573179,2.975512279035248,1.3792725797831145,1.4929464688293417,1.1069444119889806
2024-09-05,64.85026347465246,8.231789066166796,8.385965373846958,3.7267272056974763,3.239886664581984,4.61533314189575,2.9753233618795503,1.3836882887635698,1.4836499311434583,1.1073734913720024
2024-09-09,64.90480741988252,8.228686509207787,8.226837729847036,3.8405517320498546,3.2448390360229102,4.614329095048023,2.97848620604756,1.3552742794490868,1.4971266330488777,1.1090613593963532
2024-09-10,64.85837974170845,8.213446155526293,8.238298493402477,3.873537102301733,3.290068684015482,4.602379254370974,2.974475079885865,1.3411887016790522,1.5003400183896936,1.1078867687199816
2024-09-11,65.0520727754368,8.18364289185676,8.17248853634987,3.8733645159780243,3.2322035039036536,4.592763132906878,2.969932700682955,1.3443455081458333,1.4710183978315505,1.1081680369076723
2024-09-12,65.0507942287581,8.152760133478608,8.169602691216504,3.8862287500836015,3.2654868251424656,4.587580290640214,2.965985399791504,1.345484553501672,1.4685978439045355,1.1074792834828044
2024-09-13,64.95235613510721,8.147631289042707,8.37866455259338,3.870943628649151,3.213202317074447,4.565897825386338,2.9568388506126593,1.3474556961823698,1.4614574877566713,1.1055522175950674
2024-09-16,65.07580870743801,8.231038778771635,8.161737818333005,3.883739198309636,3.2063640941685625,4.552496548786178,2.9531945320719717,1.3481413117417513,1.4808897145582618,1.106589295820982
2024-09-17,64.97451813161393,8.205997638333445,8.251422544823365,3.925884617931012,3.230237472209701,4.535234118289124,2.9432964576662055,1.3522449924549949,1.4761425989573593,1.1050214277208552
2024-09-19,64.93436491464819,8.218938074370852,8.116766842510147,3.9320755359677486,3.2357721383170452,4.542062076930272,2.9485945849109676,1.4567190722753949,1.5079427704157147,1.1067639896536772
2024-09-20,65.00403125678874,8.224331265009257,8.118802500755935,3.9346557273231513,3.198892529672196,4.536386683654022,2.9473459127825645,1.4395207741464708,1.4885431119889907,1.1074902378786804
2024-09-23,64.46470478810596,8.17899261328864,8.071107233761774,4.089015224874181,3.1925595880917186,4.480633458589995,2.928240476439585,2.006233341522636,1.4834686812963467,1.1050445940291622
2024-09-24,64.74128272219293,8.138422266069277,8.083000775506875,4.330215899151196,3.170518454663837,4.408926187244438,2.9064057081935073,1.6375669604557757,1.4802226586352016,1.103438367886953
2024-09-25,64.69030440169611,8.136149880019762,8.227218245135957,4.517718047725402,3.142121080520627,4.36313855805013,2.8881851383673105,1.4893490690373201,1.4384681210008632,1.1073474584465222
2024-09-26,64.67098495071008,8.202937881144823,8.449130485137005,4.4810781579746415,3.1187975137542945,4.296049036502954,2.8612697013402117,1.3718733487543777,1.4406645509258849,1.1072143737557363
2024-09-27,64.49835401707993,8.013427494469527,8.711806477927514,4.356770951882454,3.1562674446582637,4.249536741132929,2.8492885709533877,1.6081523143232457,1.4499866682606084,1.106409319312137
2024-09-30,45.71334622403976,5.64619727372351,6.39700264418457,3.1789644225413376,2.2195027000196967,2.9338504258915754,2.001847242793616,1.1498407246145668,1.051010565612714,0.7846912420316275
2024-10-02,64.31173713482451,8.148795145131425,8.873536991148207,4.495083347979731,3.157877898533005,4.052260549845351,2.786597367482387,1.6191120074594174,1.4547373028560127,1.1002622547399492
2024-10-03,64.07906352488763,8.397095811224812,8.90381483196768,4.640613811253655,3.128804512669962,3.9466711611279917,2.7663103308068364,1.6356730071638625,1.4108953366979295,1.0910576721996434
2024-10-04,64.07686270303084,8.385440094956106,9.072868841867702,4.63417233683052,3.1200232147583025,3.8827061516079313,2.7493269018471587,1.636772693972042,1.352283848088712,1.089543213040686
2024-10-07,64.07047184065672,8.379748382881372,9.081387503915808,4.631026840070987,3.1429428021036565,3.8590515288140654,2.7448949069716018,1.6272578324899498,1.3742521177078246,1.0889662443880175
2024-10-08,63.95323462622956,8.364682258334659,9.290462541985823,4.622700620241497,3.1177866125756473,3.8033374793552546,2.73450122952729,1.627106453490166,1.3989024093465836,1.0872857689135158
2024-10-09,64.02060391349875,8.361630250640566,9.013274893859826,4.621013943159841,3.382428604567658,3.7632389531724963,2.7225912478394383,1.6271203070501272,1.4012088334466937,1.0868890527646036
