date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD
2024-03-01,59.32418276393897,8.853481916802778,9.703202481550264,4.608587602396826,5.547588324658469,5.534728585550041,3.5593117903750944,1.6777067841704987,1.1912097505570625,0.0
2024-03-04,58.58051634900915,8.737037608152736,9.513511157625508,4.5686705506011505,5.544820998560364,5.461776562051297,3.504484918037686,1.6539924252331317,1.1402447332327117,1.2949446974962635
2024-03-05,58.58175456481973,8.851606385832318,9.569014731090746,4.4926784279367435,5.549494947852009,5.438147847467525,3.5016274825754037,1.5639899129146637,1.1533423904329003,1.298343309077956
2024-03-06,58.71198751883897,8.822339608046,9.5548454072919,4.467479006346674,5.540571370914869,5.416401593237687,3.4947744627500126,1.5516798684915538,1.1480507923192407,1.291870371763095
2024-03-07,58.75637815603974,8.840609928756232,9.532681413166518,4.480464061943488,5.4788037324038905,5.425719303242966,3.4970719082666237,1.5475297357386677,1.1475595561461915,1.2931822042956922
2024-03-08,58.74462336617937,8.82731425675724,9.614055033864293,4.5160403536392275,5.405629238943384,5.4192066177508424,3.4929894865984004,1.5431357904860021,1.1444774871017411,1.2925283686794915
2024-03-11,58.8113094986061,8.797159591341162,9.601699277661858,4.493116424362055,5.4010684616921605,5.414067061772477,3.492594609331264,1.5449845218638227,1.1497073416175843,1.2942932117515091
2024-03-12,58.85257225786747,8.810663520354025,9.599963014412191,4.45552125912385,5.389165548302454,5.415263379488231,3.4923242814315607,1.5314774550490418,1.157926576102697,1.2951227078684677
2024-03-13,58.8757368281877,8.82280574399025,9.632863783609926,4.388346969125432,5.388359933846347,5.41391596341506,3.488845408430495,1.5359951899837494,1.1570428594935571,1.2960873199174927
2024-03-14,58.82992956854589,8.880545053811629,9.696095545556151,4.339098609741255,5.378160062118695,5.390685793949574,3.4852801662727027,1.5488038533197197,1.1540690909416274,1.2973322557427547
2024-03-15,58.75462589717433,8.963201896406513,9.667899295256795,4.3385561556726975,5.368109981474614,5.369240263083076,3.4754756420677158,1.600979198249149,1.166203984370311,1.295707686244803
2024-03-18,58.77311421536532,8.94492971232052,9.666899972994807,4.358465818719527,5.400874271064699,5.371253838747149,3.4778912876559294,1.5430885993372472,1.1675196939231678,1.2959625898716314
2024-03-19,58.82917502556211,9.048837403961228,9.536312470588,4.302588326184194,5.478372393313795,5.3757628477571435,3.473909028164323,1.5116074069958676,1.1489169994813286,1.2945180979920177
2024-03-20,58.88071443125026,9.030786930264027,9.539660451454605,4.215207733039404,5.486463370572155,5.378784472004217,3.4792290291766115,1.527257247138418,1.1654349795209595,1.2964613555793436
2024-03-21,58.923802408520054,8.94509420934216,9.502883006640737,4.277280927756593,5.485791448095274,5.375813035556544,3.4803480149777055,1.5464580025762154,1.1674155723079702,1.2951133742267447
2024-03-22,58.887304841968394,8.983280492761585,9.458331676208983,4.344084485416945,5.475104036111825,5.371895040959307,3.4782479701002615,1.5665326299703088,1.1407062580938692,1.2945125684085224
2024-03-25,58.947241858664356,8.910213499980054,9.655621478476641,4.272801425293944,5.4948769853925254,5.309566418180796,3.4567707207840996,1.5215090817863752,1.1366007571478083,1.2947977742933925
2024-03-26,59.17252988156167,8.89705394214548,9.463093601979347,4.259158982505521,5.502724149253697,5.307245584615263,3.459743524942561,1.5043686396287825,1.1367133827543088,1.2973683106133616
2024-03-27,59.088532338663725,8.948845677841897,9.554993981538432,4.1847946358579895,5.495359291778207,5.327097145033764,3.4542584671832466,1.5183442651420358,1.1330391281397516,1.294735068820954
2024-03-28,59.17838801891416,8.905529012115721,9.486972742032657,4.102166261898912,5.521915140245843,5.310687849455875,3.4475288290631845,1.577372271558621,1.174319818477153,1.2951200562378777
2024-04-02,59.17882802790962,8.942108161143102,9.333960057154554,4.268571590579828,5.510142533142588,5.303081301260234,3.4420260181752695,1.5801735227455922,1.1453742685057355,1.295734519383487
2024-04-03,59.215551324566775,8.931668415649312,9.278970077520018,4.263215943597843,5.5041236525828845,5.290592016018181,3.4360265387882256,1.5899960575946666,1.1924249664020419,1.2974310072800583
2024-04-05,59.227411523379224,8.910034161115323,9.359105826516222,4.344450662247818,5.492089195512142,5.277917076905277,3.4195674921077517,1.5259469806644828,1.1477797418023812,1.2956973397493738
2024-04-08,59.23235347659047,8.979865426756055,9.322925826261796,4.343207039753896,5.475281597189436,5.266190266883568,3.4159426268162854,1.5277445601287791,1.1425742359042024,1.2939149437155062
2024-04-09,59.36705550364463,8.976715755640358,9.238375405019662,4.341683667953484,5.4546869393355015,5.259247646244941,3.414495524794873,1.5346447381343136,1.1195673227150973,1.2935274965171377
2024-04-10,59.494797761940454,8.985735640476204,9.147527536930347,4.28267869256427,5.47478217881742,5.260063180692988,3.409779341142922,1.5346833568682356,1.1142359656318546,1.2957163449353075
2024-04-11,59.57526648990803,8.98651565421936,9.032682603639481,4.232403072770588,5.477549453960548,5.2491939908961065,3.411697446935571,1.6143726545759332,1.122030696840306,1.2982879362540725
2024-04-12,59.532596006413705,8.971150766474063,9.084344962449968,4.3035091396671765,5.435001587868777,5.20253657137097,3.4072591527771703,1.6635174688437142,1.1038554734956514,1.2962288706388034
2024-04-15,59.514372641242005,8.983502681569671,9.154050141969401,4.2973936553091905,5.418605467111265,5.188695727264711,3.4021123557105577,1.6311974241953717,1.1150235203792804,1.295046385248539
2024-04-16,59.62413088298916,8.939403285764225,9.225614738173988,4.199521193619037,5.385551029015541,5.201427926314664,3.4044983080698596,1.6516264710659725,1.0703686732907254,1.2978574916968286
2024-04-17,59.743295205103195,8.938009500198572,9.19024349876413,4.14633942946706,5.384912306504219,5.212089771809187,3.4092142020659937,1.5969971795677602,1.0778548990333265,1.301044007486559
2024-04-18,59.84333243050782,8.882135219811259,9.241158048608428,4.070350085150467,5.376037819547937,5.229325146853882,3.4103010742411177,1.5867089856989351,1.0592324280663041,1.3014187615138493
2024-04-19,59.87345061438244,8.931736328285846,9.04414494063027,4.072321494538014,5.377790747494036,5.2301662893719705,3.4145956359395804,1.6531240073766378,1.1010337150748708,1.3016362269063315
2024-04-22,59.86820600220035,8.949230714153593,9.074518362224056,4.062897398286158,5.382537639108943,5.230238036747432,3.4170314662015304,1.6352553772097878,1.0776642974707027,1.3024207063974482
2024-04-23,59.76485832800344,8.893395260466885,9.305850216753553,4.030445158572364,5.3987594946973205,5.221185048458129,3.409967529933364,1.5863511169986244,1.0936353186701933,1.2955525274461173
2024-04-24,59.302613362860114,8.837460280397265,9.242458683787232,4.030835643147611,5.414351720203368,5.224729268578666,3.413199818399964,1.613479297192519,1.6248474588747852,1.2960244665584744
2024-04-25,59.17304136891634,8.820974707609242,9.38915173930041,4.010998081487813,5.40328373000475,5.217458533534424,3.409501629873747,1.6495294407601668,1.6313098191520756,1.2947509493610387
2024-04-26,59.25188013245107,8.828360821374739,9.329775860153322,3.9912685852413725,5.397260570140099,5.205610287351286,3.40618731749023,1.6551240855966254,1.6411453802589877,1.2933869599422632
2024-04-29,59.32944029766466,8.836203274481926,9.262260239856303,3.9971076387590565,5.407466926388478,5.195995554415121,3.4054810601618337,1.6845481924572674,1.5851337810826132,1.2963630347327397
2024-04-30,35.618932468026046,5.304317889199302,5.535813266333676,2.409315325328228,3.2470633984056967,3.101196507520209,2.0367429776517914,1.0399072301653192,0.9437454365287433,0.7767480954718284
2024-05-02,59.48486775104859,8.823710909498347,9.120395781982191,3.951035801049961,5.432557012645159,5.156927858887863,3.3976426947569727,1.7360717456891286,1.5996161485695104,1.2971742958722845
2024-05-03,59.347467200217,8.737471876237864,9.33059738297521,3.897076247720601,5.463505906493982,5.151898726993621,3.3910720377655212,1.7668869297712757,1.6201356327088197,1.2938880591161093
2024-05-06,59.46839807153874,8.742538873948416,9.185764016961976,3.8993362236844424,5.450361419221602,5.105895684148902,3.386248612107575,1.8529957803553467,1.6177652778641547,1.2906960401688474
2024-05-07,59.50882961611311,8.748004826678335,9.146136978582863,3.9017741410656552,5.439805421499505,5.086319793086911,3.3791155451628514,1.8728885106559505,1.6235005773204623,1.2936245898343477
2024-05-08,59.70851749520848,8.707226264449531,8.995277474639975,3.756639261456432,5.451400049833049,5.098620742057296,3.3852593770635,1.8938329173482853,1.707164416521794,1.2960620014216586
2024-05-09,59.60535573941888,8.676527525714189,9.1036039013402,3.714470844864817,5.447244891674394,5.088073651747934,3.379670920912163,1.9444631056205985,1.7449998297219202,1.295589588984894
2024-05-10,59.60411404559564,8.692152337011946,9.072102174486897,3.71944166009446,5.457811475807657,5.089336679271147,3.3797281830746853,1.9741322332979243,1.7155906462507968,1.2955905651088513
2024-05-13,59.63924649044223,8.730383439571112,8.931661832105972,3.7225012880589623,5.46714777094374,5.092283281554058,3.3847706930085715,1.9904383772551635,1.743795548012184,1.297771279048008
2024-05-14,59.46264393775495,8.734900553424502,9.089000022514673,3.736178166834444,5.451967323413724,5.08565523027713,3.3810740784257027,2.010280305357311,1.7512714749872142,1.2970289070103556
2024-05-16,59.72821022294781,8.6917282842863,9.037252556809337,3.707255675831095,5.475033769411619,5.1065941999773585,3.3956448058038395,1.8373063476590383,1.7188935552629614,1.3020805820106438
2024-05-17,59.69675473764189,8.664161094893291,9.193404516939935,3.687391104536785,5.445763642936609,5.072598669318625,3.380523813992337,1.818255583851943,1.7422081667256843,1.298938669162902
2024-05-20,59.65931891740648,8.591472825194336,9.030962268177928,3.6963736720450195,5.64095564266951,5.04785965429879,3.3655815463218275,1.9249273080183267,1.746945556049391,1.295602609818392
2024-05-21,59.73992715408206,8.594429306579833,8.94481029174141,3.6555974249271364,5.626880797216029,5.039908964554301,3.3599233929457335,2.019054821912041,1.7270653868432437,1.29240245919821
2024-05-22,59.89466515399444,8.576782948580961,8.839442733785807,3.634824339531954,5.611927934187009,5.014461837402651,3.361525991475521,2.020055539133853,1.755125698296625,1.29118782361118
2024-05-23,59.931014076861175,8.602448532940306,8.758121641038143,3.6476260811828225,5.607809785722732,5.015051785798295,3.35151334000253,2.0187233489346914,1.7791933537705567,1.288498053748751
2024-05-24,59.97775011500259,8.60309642683858,8.739722212951985,3.6107039028627836,5.605252548727437,5.006606508438058,3.3508588415885976,2.0413937023228317,1.7766464465161298,1.2879692947510033
2024-05-27,59.993052028865634,8.53918147846918,8.899515975856879,3.5480875365479476,5.598674356452552,5.009285272875857,3.3447266859484897,2.0467051125926408,1.7277251315296214,1.2930464208612042
2024-05-28,59.99300325514213,8.52060187625295,8.88410297546318,3.5575573358036974,5.610544615059985,5.014707342722865,3.3557850287654074,2.06670617854549,1.7016629014484281,1.295328490795872
2024-05-29,60.018419047617954,8.462211635898063,8.988804477838213,3.5479683624541893,5.599134073555446,5.011816519323128,3.3488144637135675,2.0414772825983687,1.6896149385410397,1.2917391984600255
2024-05-30,59.95772879330927,8.454915334138196,9.006537276318927,3.642758154636282,5.605350552771935,5.015795444064403,3.345834841834186,1.9930960581655837,1.6870198748513008,1.290963669909919
2024-05-31,36.20705007846267,5.102216486053206,5.548341539155047,2.1887141481583905,3.2577717960297443,3.0274612094107485,2.019459196376241,1.1894500322496588,1.0373134302870501,0.7787450284348397
2024-06-03,60.00811895291483,8.467932120753838,9.097804822491499,3.676354156050593,5.395568630206777,5.030259985098422,3.3500094790764665,1.9936723491648263,1.6877010491234266,1.2925784551193311
2024-06-04,60.18144328350525,8.45996152395922,9.11401518073655,3.6960040831611716,5.153244670415789,4.992017331188503,3.344802154520394,2.0423488272119683,1.7268425280556343,1.2893204172455142
2024-06-05,60.1838401924086,8.435863766397219,9.171753195125417,3.7052727257525895,5.154826497707495,4.993146291179892,3.3451846594877424,2.0069563911004322,1.7184422841584404,1.2847139966821723
2024-06-06,60.075371166777714,8.462439917967354,9.20561549417064,3.7450568222711964,5.155718135220134,5.00002478151283,3.351901113600137,1.9830411232786078,1.7342340255259687,1.2865974196754182
2024-06-07,60.09357032708529,8.485185927510507,9.10187450502912,3.742141687502528,5.203212876340952,5.007498615800976,3.3563530142528384,1.9816939251278296,1.739849519510974,1.288619601838989
2024-06-11,59.68444698674619,8.448747691662295,8.629138153606256,3.726502426178693,5.1877491285194175,4.992852276969414,3.3464053140776397,2.8133369767246648,1.886152666194874,1.2846683793205638
2024-06-12,59.8859954436028,8.472644007909839,8.573417429850968,3.7081452386678295,5.184875276356917,4.995550432744931,3.356215569942821,2.6577038763692196,1.877737933950812,1.2877147906038602
2024-06-13,60.24304227463705,8.509307521548603,8.758430427498553,3.711560412731297,5.209719216921184,5.024865256825019,3.3730562249693876,1.9773933712131704,1.8993910915153487,1.2932342021403955
2024-06-14,59.899728037845456,8.58942985572655,9.02753913896472,3.7178647296560383,5.203847962404348,5.042480723300899,3.3773775108540427,1.9729904309110202,1.880358469505858,1.2883831408310746
2024-06-17,59.809670126009664,8.576795022149492,9.2287812915944,3.7196204119229783,5.213994015108791,5.053549096034728,3.3858957435236934,1.9820293374260674,1.7381146146153374,1.2915503416148553
2024-06-18,59.7680927745281,8.57206749242687,9.282997611457949,3.7479809279404286,5.216621050331013,5.030518538006342,3.3847867536441387,1.9768115975446925,1.7300111191936578,1.2901121349268008
2024-06-19,59.759383330121274,8.545574859913492,8.983249792321992,3.7410278134657817,5.2147082579583595,5.0324889664330605,3.3834798399098287,1.9741975784579189,2.076528659612316,1.2893609018059795
2024-06-20,59.65316917014633,8.493097761621867,9.016744551967141,3.7676593731441823,5.305126892725293,5.038917722037553,3.384244327750021,1.9740070664820266,2.0774810538707484,1.2895520802548435
2024-06-21,59.28273200372867,8.437559211924178,8.974788842387467,3.8004993586287186,5.205618300549371,5.01982225458922,3.373087507068416,2.515384142329792,2.1060202453108468,1.2844881334833196
2024-06-24,59.523718607714635,8.444256048914704,8.370124802228716,3.768220843538424,5.222853840002947,5.030629984234592,3.3802914181384853,2.9574505885395292,2.0152942421806546,1.2871596245073151
2024-06-25,59.29891370611967,8.455066320531545,8.83082063136859,3.780214295416197,5.1936194122952895,5.01335206039982,3.3643229238770305,2.876358430951698,1.9071057232459678,1.280226495794193
2024-06-26,59.454926194803946,8.532324898852025,9.33604364365705,3.7426233968661924,5.213324081861597,5.0425073145914086,3.368031298895221,2.4449209166078596,1.581419804997727,1.2838784488669717
2024-06-27,59.48368069501758,8.613141751236126,9.412104781563785,3.8173773317374877,5.2531625130146,5.090011339231504,3.397483862501653,1.97491211673906,1.6622255148384522,1.2959000941197478
2024-06-28,59.47585667881895,8.614198617216152,9.32161612389078,3.7983169681719566,5.255140016517267,5.0899441441551305,3.398654959387225,2.085228656648052,1.6643696782600284,1.2966741569344562
2024-07-02,59.54615434960462,8.666517175307346,9.268934746913365,3.82838135973662,5.248327115549724,5.104540415414758,3.4066005184951584,1.9696891669491667,1.662144198177522,1.2987109538517199
2024-07-03,59.567194983274085,8.720658558546624,9.179171144034271,3.8623592252872583,5.150168496536992,5.110810972115228,3.4087823177274172,2.0204880232474145,1.6737308834886155,1.3066353957420926
2024-07-04,59.72088054520063,8.795002062487931,9.098639678657637,3.7673873532241107,5.167259387490332,5.149018857841723,3.42856357602179,1.9194654126492805,1.6499198302105278,1.303863296216043
2024-07-05,59.67245388718479,8.751219353855543,9.302874363122143,3.735710721421713,5.0986458384714775,5.151796926400499,3.4254377959037976,1.905697091358911,1.6536032682950108,1.3025607539861155
2024-07-08,59.58733613314278,8.757684640581298,9.359079101716079,3.751316381520435,5.109255605961547,5.150974666697315,3.422879127007565,1.909948400680882,1.6492787003619915,1.302247242330108
2024-07-09,59.55375065839369,8.782704888915358,9.398201585902397,3.7731282152617682,5.0299702550494345,5.1694580533179835,3.4199519779279757,1.9034954465036553,1.6688706729382354,1.3004682457894978
2024-07-10,59.578476651919985,8.789805810583866,9.4303907725798,3.762180554248687,4.951540967599331,5.188784697092832,3.422477737861338,1.93453239770553,1.641657599385778,1.3001528110228477
2024-07-11,59.38995991328848,8.797688673627114,9.635559256634684,3.7804919002345643,4.923915706851764,5.212482755076822,3.426705016279636,1.8958319642341046,1.6378377458659998,1.2995270679068278
