date,FUTU SECURITIES INTERNATIONAL,DBS VICKERS (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,TIGER BROKERS (HK) GLOBAL LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-01,25.378640470791243,0.0,23.132620460000634,14.741264742236204,17.171898669500784,1.19798578135166,0.0,0.0,5.164562791368923,13.21302708475055
2024-03-04,21.632283332340627,0.0,21.245796318776737,13.352440844915451,15.276702116581712,2.5186379893958035,8.627202879710588,0.0,5.413057586100756,11.93387893217833
2024-03-05,21.274954613360904,0.0,19.528218586197983,13.74292564626581,14.5669573395684,3.721727764366679,8.68125771919123,0.0,7.022586735177456,11.461371595871533
2024-03-06,21.40570768429166,0.0,19.853536292729544,13.732409862124555,13.86699129228615,3.9533140005056007,8.710758043616659,0.0,7.2554631121087825,11.221819712337053
2024-03-07,19.31960348825987,0.0,17.914450614644412,12.17592255312953,12.551308344535109,4.05555021870321,7.885789596122904,9.397528104767096,6.790572654572569,9.909274425265304
2024-03-08,19.237937979539563,0.0,17.895217882875905,12.091943229490946,12.500998357808605,4.348651479298428,7.856044969838967,9.36035671967701,7.015164822069334,9.69368455940124
2024-03-11,18.236005489153328,0.0,13.208159646909653,18.205274573450314,11.680516559959324,5.788960342997062,7.341471989726105,8.760522133378213,7.716407277933714,9.062681986492287
2024-03-12,18.128026359499664,0.0,13.12085891798728,18.144505444915282,11.641081491889867,6.062933069334635,7.3162231862143825,8.716477856255015,7.82878084420556,9.041112829698317
2024-03-13,18.16879830039869,0.0,13.100226763705761,18.128941052770756,11.632579787473967,6.14062069977863,7.310880008519657,8.710112045798894,7.7806177149378,9.027223626615841
2024-03-14,18.15433486771955,0.0,12.92010367884499,18.12385020482844,11.63087141406836,6.39736181041662,7.316397728153684,8.708832869206018,7.719227304340779,9.029020122421558
2024-03-15,18.211942438798257,0.0,13.00222358436473,17.999874050366817,11.322340297691483,6.972310916379292,7.313479990676767,8.705359836576191,7.444044078117809,9.028424807028655
2024-03-18,18.283678970094936,0.0,13.085700217885016,18.001097380810485,11.300554447293921,7.259895875929168,7.337537331057237,8.733995698708847,7.4263168117432,8.571223266477192
2024-03-19,18.5048771717031,0.0,13.046900156680596,18.158961496832003,11.245047506946511,6.782906171700427,7.410659877846045,8.826056691627523,7.352943589312792,8.671647337351002
2024-03-20,18.282193547248106,0.0,12.553222133489895,17.4585148838224,10.678028588223404,7.706682024785684,7.12002031335823,8.479370123762683,9.394432777934606,8.327535607374996
2024-03-21,18.459802589659287,0.0,12.614690601245412,17.40679232075823,10.743323329326838,7.810900624301118,7.163105180542003,8.531220357387445,8.890801361791873,8.379363634987797
2024-03-22,18.489972381996047,0.0,12.70862699323631,17.315488276862286,10.68697125441414,7.660962587863585,7.12553246422623,8.486471451118947,9.1867319993466,8.339242590935857
2024-03-25,17.889236617746995,0.0,11.977987609793907,16.712916733341324,10.327328897626693,11.316764097124617,6.898179407639282,8.215955024966613,8.57053911190359,8.091092499856977
2024-03-26,17.673911358082744,0.0,11.708279155290912,16.149946946516884,9.977111265774026,12.734817363769071,6.664566365082414,7.937337742533295,9.345646446226061,7.808383356724588
2024-03-27,17.865500444472598,0.0,11.840916120057392,16.444464077331734,10.184380496601788,12.036714723298433,6.803772308675063,8.102231752922725,8.775735656264425,7.946284420375845
2024-03-28,17.749577934809917,0.0,11.43797790925731,16.38717729830201,10.149897715573834,12.103823286924836,6.785346207966561,8.11779393474593,9.344844645978501,7.9235610664411
2024-04-02,17.41816567638092,0.0,11.284024510938949,16.091837041452962,9.971406179778274,12.913555628872864,6.661914126519348,7.975038061998424,9.895729853421727,7.788328920636534
2024-04-03,17.41564438304064,0.0,11.211871516236416,16.059062553774474,9.94608416152717,13.14700125128184,6.645416708246829,7.954785746956968,9.85704640287308,7.7630872760625875
2024-04-05,17.591766588287978,0.0,10.185306770798583,17.353075950634366,9.990854142925079,13.01831879563021,6.674907345137044,7.990592362317532,9.397780276910353,7.797397767358855
2024-04-08,17.382313980569585,0.0,10.13519742861206,17.287364522174066,9.947032278297554,13.427338361844546,6.645629879777689,7.966051717560488,9.442302384719083,7.766769446444931
2024-04-09,17.406525704626162,0.0,10.118046881660174,17.276389343968887,9.94597673641559,13.425913502890868,6.644924670377149,7.965206389930445,9.441300402886673,7.7757163672440495
2024-04-10,17.292141153729084,0.0,10.074965628150386,17.236422168253558,9.921760952199541,13.632715397815131,6.628746062060021,7.945813249941626,9.52322797915199,7.744207408698664
2024-04-11,17.375662636300127,0.0,10.129049534189539,17.170479867169014,9.972947462772973,13.75350967337906,6.662943860417479,7.986805817278424,9.165073363043161,7.783527785450222
2024-04-12,17.29581647525603,0.0,10.140812449823624,17.08649650631215,9.9243509735902,13.576097614130605,6.6305812970969145,7.958371176926901,9.636002657244573,7.7514708496189995
