date,VALUABLE CAPITAL LTD,REALORD ASIA PACIFIC SECURITIES LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA INDUSTRIAL SECURITIES,FULBRIGHT SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INNOVAX SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,1.3391666666666666,0.0,0.0,0.0,0.0,0.7758333333333334,0.0,2.1149999999999998
2024-03-05,0.0,12.24,0.0,1.3366666666666667,0.0,0.0,0.0,0.0,0.7691666666666667,0.0,14.345833333333333
2024-03-06,0.0,12.24,0.0,1.3691666666666666,0.0,0.255,0.0,0.4708333333333333,0.7766666666666666,0.0,15.111666666666668
2024-03-07,0.0,12.263333333333334,0.0,1.375,0.0,0.255,0.0,0.4741666666666667,0.7683333333333333,0.0,15.135833333333334
2024-03-08,0.0,12.263333333333334,0.0,1.38,0.0,0.255,0.0,0.4741666666666667,0.7683333333333333,0.0,15.140833333333333
2024-03-11,0.0,12.264999999999999,0.0,1.3783333333333334,0.0,0.255,0.0,0.4741666666666667,0.7683333333333333,0.0,15.140833333333333
2024-03-14,0.0,12.264999999999999,0.0,1.3833333333333333,0.0,0.255,0.0,0.47583333333333333,0.7716666666666667,0.0,15.150833333333333
2024-03-15,0.0,12.264999999999999,0.0,1.4041666666666666,0.0,0.255,0.0,0.47583333333333333,0.7716666666666667,0.0,15.171666666666667
2024-03-18,0.0,12.264999999999999,0.0,1.4041666666666666,0.055,0.255,0.0,0.47583333333333333,0.7716666666666667,0.0,15.226666666666667
2024-03-19,0.17916666666666667,12.264999999999999,0.0,1.4041666666666666,0.055,0.255,0.0,0.47583333333333333,0.7716666666666667,0.0,15.405833333333332
2024-03-20,0.17916666666666667,12.264999999999999,0.0,1.405,0.055,0.255,0.0,0.47583333333333333,0.7716666666666667,0.0,15.406666666666666
2024-03-21,0.17916666666666667,12.264999999999999,0.0,1.4200000000000002,0.055,0.255,0.0,0.4775,0.7716666666666667,0.0,15.423333333333334
2024-04-02,0.17916666666666667,12.264999999999999,0.0,1.4175,0.055,0.255,0.0,0.48,0.7716666666666667,0.0,15.423333333333334
2024-04-03,0.17916666666666667,12.264999999999999,0.0,1.4233333333333333,0.05083333333333333,0.255,0.0,0.48,0.7716666666666667,0.0,15.425
2024-04-11,0.17916666666666667,12.264999999999999,0.0,1.4166666666666665,0.05083333333333333,0.255,0.0,0.48,0.7716666666666667,0.0,15.418333333333333
2024-04-12,0.17916666666666667,12.264999999999999,0.0,1.435,0.05083333333333333,0.255,0.0,0.4816666666666667,0.7716666666666667,0.0,15.438333333333334
2024-04-15,0.17833333333333334,12.264999999999999,0.0,1.4333333333333333,0.05083333333333333,0.25416666666666665,0.0,0.48250000000000004,0.7716666666666667,0.0,15.435833333333331
2024-04-16,0.17833333333333334,12.264999999999999,0.0,1.4333333333333333,0.05083333333333333,0.25416666666666665,0.0,0.48333333333333334,0.7716666666666667,0.0,15.436666666666667
2024-04-17,0.17833333333333334,12.264999999999999,0.0,1.4275,0.05083333333333333,0.25416666666666665,0.0,0.48333333333333334,0.7783333333333333,0.0,15.437500000000002
2024-04-18,0.17833333333333334,12.264999999999999,0.0,1.4341666666666668,0.05083333333333333,0.25416666666666665,0.0,0.48333333333333334,0.7783333333333333,0.0,15.444166666666668
2024-04-19,0.17833333333333334,12.264999999999999,0.0,1.425,0.05083333333333333,0.25416666666666665,0.0,0.48333333333333334,0.7783333333333333,0.0,15.434999999999999
2024-04-22,0.17833333333333334,12.264999999999999,0.0,1.4283333333333335,0.05083333333333333,0.25416666666666665,0.0,0.4875,0.7783333333333333,0.0,15.4425
2024-04-24,0.17833333333333334,12.264999999999999,0.0,1.4283333333333335,0.05083333333333333,0.25416666666666665,0.0,0.48833333333333334,0.7783333333333333,0.0,15.443333333333333
2024-04-29,0.17916666666666667,12.264999999999999,0.0,1.4200000000000002,0.05083333333333333,0.25416666666666665,0.0,0.48833333333333334,0.7849999999999999,0.0,15.4425
2024-04-30,0.18,12.264999999999999,0.0,1.4216666666666666,0.05,0.25416666666666665,0.0,0.48833333333333334,0.7833333333333333,0.0,15.4425
2024-05-02,0.17916666666666667,12.264999999999999,0.0,1.4224999999999999,0.05,0.25416666666666665,0.0,0.48916666666666664,0.7833333333333333,0.0,15.443333333333333
2024-05-03,0.17916666666666667,12.264999999999999,0.0,1.4408333333333334,0.05,0.25416666666666665,0.0,0.48916666666666664,0.7866666666666666,0.0,15.465000000000002
2024-05-09,0.17916666666666667,12.264999999999999,0.0,1.4375,0.05,0.25416666666666665,0.0,0.4925,0.7933333333333334,0.0,15.471666666666668
