date,ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,SUNCORP SECURITIES LTD,CIS SECURITIES ASSET MANAGEMENT LTD,BLACK MARBLE SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),KINGSTON SECURITIES LTD
2024-03-26,0.0,71.66117355879214,28.338826441207853,0.0,0.0,0.0,0.0
2024-05-02,0.0,74.99903068819769,25.00096931180231,0.0,0.0,0.0,0.0
2024-05-20,0.0,74.39349358207271,24.790623235419147,0.0,0.8158831825081437,0.0,0.0
2024-05-22,0.0,74.39981008091004,24.784237462712202,0.0,0.8159524563777467,0.0,0.0
2024-05-27,0.0,74.42508680615276,24.75868352431494,0.0,0.8162296695323038,0.0,0.0
2024-05-28,0.0,74.44405562413009,24.739506672827755,0.0,0.8164377030421521,0.0,0.0
2024-05-29,31.347234751096366,48.826419762978745,16.226165103570242,0.0,3.6001803823546474,0.0,0.0
2024-05-30,28.246556077515024,48.85091827805074,16.2343065350387,0.0,6.668219109395531,0.0,0.0
2024-09-04,26.52569611434955,45.874782383895344,15.245266736019019,6.092282395216735,6.26197237051935,0.0,0.0
2024-09-09,26.50349540792479,45.836387441435996,15.232507195620363,6.170878548191413,6.256731406827443,0.0,0.0
2024-09-10,26.497951036635854,45.82679874580896,15.229320647044256,6.190507034133996,6.255422536376935,0.0,0.0
2024-09-12,26.495179720787164,45.82200590226105,15.227727872658962,6.200318197806773,6.254768306486053,0.0,0.0
2024-09-25,26.491023833747242,45.81481851638636,15.225339335665428,6.215031096004052,6.253787218196916,0.0,0.0
2024-09-30,26.488253966610902,45.8100281783095,15.223747393906962,6.224837130866276,6.253133330306358,0.0,0.0
2024-10-02,27.220164899010275,45.07811724591013,15.223747393906962,6.224837130866276,6.253133330306358,0.0,0.0
2024-10-04,27.210207174958175,45.0616266973044,15.218178218402336,6.25914211021729,6.2508457991178,0.0,0.0
2024-10-10,27.20878523765442,45.05927188950905,15.217382954508727,6.264040772761908,6.250519145565896,0.0,0.0
2024-10-14,27.194574034104914,45.03573734068515,15.209434884619958,6.312999253813216,6.247254486776762,0.0,0.0
2024-10-15,27.180377667886535,45.01222736331242,15.201495112982947,6.3619066193349605,6.243993236483139,0.0,0.0
2024-10-16,27.174703270648,45.002830243751696,15.198321524928183,6.381455271123156,6.24268968954897,0.0,0.0
2024-10-17,27.169031242181795,44.993437047010595,15.195149261685073,6.400995762343169,6.241386686779367,0.0,0.0
2024-10-21,25.640957327556478,42.46286108101409,14.340525075469351,6.311837820283525,5.890350976225581,5.353467719450969,0.0
2024-10-22,25.639694667239503,42.46569443318332,14.339818892322365,6.311527000876861,5.8900609124679875,5.353204093909957,0.0
2024-10-23,25.833056914331394,42.03179836875454,14.447962910412137,6.359125502314167,5.9344809193488866,5.393575384838882,0.0
2024-10-24,25.82664993492961,42.0461753383498,14.44437960236339,6.3575483453310895,5.933009080489991,5.392237698536126,0.0
2024-11-18,25.825368920396446,42.04904987654314,14.443663154034253,6.357233007807787,5.932714800322929,5.391970240895452,0.0
2024-11-20,25.82152663915092,42.057671780435626,14.44151423541766,6.356287182900712,5.931832134952975,5.391168027142112,0.0
2024-11-27,25.81256576088437,42.07777958261602,14.436502577785767,6.354081352220396,5.929773603464819,5.389297123028623,0.0
2024-11-28,25.811286143099547,42.080650986569786,14.435786910632785,6.353766358523923,5.929479644164793,5.389029957009166,0.0
2024-12-10,24.89744585897122,40.590799072927254,13.924692518091042,6.128813304182971,5.719548324481008,5.19823308467253,3.5404678366739724
2024-12-11,24.94396421144801,40.66663886425703,13.76386953585937,6.140264370254702,5.7302347204460125,5.207945455983991,3.54708284175088
2024-12-12,24.94396421144801,40.733709582496516,13.76386953585937,6.140264370254702,5.7302347204460125,5.140874737744508,3.54708284175088
2024-12-13,24.94396421144801,40.752872644850655,13.76386953585937,6.140264370254702,5.7302347204460125,5.121711675390371,3.54708284175088
