date,SHANGHAI COMMERCIAL BANK LTD,QUAM SECURITIES LTD,CITIBANK N.A.,TOYO SECURITIES ASIA LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,GLOBAL MASTERMIND SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,2.627641271002291,0.0,0.0,0.0,0.0,0.0,0.0798680888339259,2.707509359836217
2024-04-19,0.0,5.723252359281979,2.627641271002291,0.0,0.0,0.0,0.0,0.0,0.07955389493607411,8.430447525220345
2024-04-23,0.0,5.723252359281979,2.627641271002291,0.0,0.0,0.0,0.9425816935553805,0.0,0.07955389493607411,9.373029218775725
2024-05-20,0.0,5.723252359281979,2.5962218812171116,0.0,0.0,0.0,0.9425816935553805,0.0,0.07955389493607411,9.341609828990546
2024-05-23,0.0,5.717596869120647,2.5962218812171116,0.0,0.0,0.0,0.9425816935553805,0.0,0.07955389493607411,9.335954338829213
2024-05-24,0.0,5.722309777588424,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07861131324251873,10.663594478733472
2024-06-05,0.0,5.720738808099165,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07295582308118645,10.65636801908288
2024-06-06,0.0,5.720424614201313,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07295582308118645,10.656053825185028
2024-06-18,0.0,5.720424614201313,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07358421087689003,10.656682212980732
2024-08-06,0.0,5.721053001997016,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07295582308118645,10.656682212980732
2024-08-07,0.0,5.721053001997016,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07232743528548286,10.656053825185028
2024-08-15,0.0,5.720738808099165,2.5962218812171116,0.0,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07264162918333465,10.656053825185028
2024-08-20,0.0,5.720738808099165,2.593079942238594,1.8429859982631362,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07264162918333465,12.495897884469647
2024-08-21,9.56417536041182,5.718539450814202,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.07201324138763107,22.052218397435173
2024-08-26,9.56417536041182,5.718539450814202,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.0704422718983721,22.05064742794591
2024-08-28,9.56763149328819,5.718539450814202,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.0704422718983721,22.054103560822284
2024-08-29,9.57642892242804,5.718539450814202,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.06949969020481672,22.061958408268577
2024-09-04,9.57642892242804,5.718225256916351,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.06949969020481672,22.061644214370727
2024-09-05,9.523644347588938,5.718225256916351,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.06949969020481672,22.008859639531625
2024-09-09,9.533384358422344,5.720424614201313,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.08363841560814743,22.034937733053322
2024-09-11,9.539668236379379,5.720424614201313,2.593079942238594,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.09494939593081199,22.052532591333023
2024-09-13,9.542810175357898,5.720424614201313,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.09494939593081199,22.049390652354507
2024-09-16,9.539668236379379,5.720424614201313,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.09589197762436738,22.047191295069542
2024-09-17,9.515789500142644,5.723566553179831,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.10374682507066221,22.03430934525762
2024-09-19,9.526157898771753,5.726080104362645,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.09243584474799764,22.035880314746876
2024-09-20,9.51327594895983,5.723566553179831,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.1480481646677651,22.076097133671908
2024-09-23,9.530242419443827,5.725451716566941,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.14019331722147024,22.08709392009672
2024-09-24,9.552550186191304,5.723566553179831,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.12825394910310212,22.09557715533872
2024-09-25,9.544695338745008,5.729222043341163,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.1273113674095467,22.0924352163602
2024-09-26,9.544695338745008,5.724823328771238,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.15401784872694915,22.11474298310768
2024-09-27,9.528985643852419,5.727965267749756,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.13139588808162003,22.07955326654828
2024-09-30,9.528985643852419,5.724194940975534,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.14961913415702408,22.09400618584946
2024-10-02,9.528985643852419,5.724194940975534,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.1433352561999882,22.087722307892424
2024-10-03,9.51327594895983,5.724194940975534,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.1703559314152424,22.09903328821509
2024-10-04,9.51327594895983,5.725451716566941,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,0.0,0.17004173751739063,22.099975869908643
2024-10-07,9.51327594895983,5.724194940975534,2.586796064281558,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,1.061975374739062,0.152761073135542,23.143413804674452
2024-10-08,9.51327594895983,5.722623971486275,2.5864818703837065,1.8379588958975075,1.3238698131300373,0.0,0.9425816935553805,1.061975374739062,0.1716127070066496,23.16038027515845
