date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,ICBC (ASIA) SECURITIES LTD,DAH SING SECURITIES LTD
2024-03-01,24.669406813010987,18.48728217360441,12.55775221908824,11.44820303769894,7.713066242416487,8.327445338987676,5.1870259518246735,6.755366811652347,2.823340593596731,2.031110818119508
2024-03-04,24.667069868831373,18.624487798425275,12.388423264354529,11.714949417256157,7.0936113488516455,8.421506836464467,5.169035463519371,7.049348165931218,2.88178704716166,1.9897807892043016
2024-03-05,25.770030330440996,18.428583472403872,12.461427735250211,11.762488833364522,6.9049166988182655,8.051152257136799,5.34565806994989,6.543354049002835,2.8508127412975584,1.881575812335052
2024-03-06,25.27484690140019,18.70709712151041,12.303689658204037,11.804595998184023,7.183563890033483,8.14876985528938,5.147899159744948,6.662365533919794,2.8594347331248122,1.9077371485889234
2024-03-07,27.069296757723016,19.68494687190737,10.491232524979308,11.604609309734386,6.1957009973146935,8.550731074068324,4.528594577545305,7.256154740971466,2.729479950375884,1.8892531953802465
2024-03-08,26.226755632617383,19.11647528209048,11.624499135467333,12.081225970021691,6.583194582714199,8.319541563867043,5.058599327762975,6.105851579488412,2.8650025728779287,2.0188543530925513
2024-03-11,26.416321051773277,19.786526259232815,11.36721064521431,11.720805607250878,6.425771288807254,8.392909848832586,5.045562890654719,6.128128768996316,2.743271890924147,1.9734917483136942
2024-03-12,25.81412621448677,19.829527023845863,11.904761665661525,11.796047146128586,6.590120544919426,8.250517270360337,4.922526898033632,6.039807109785137,2.877178560424574,1.9753875663541514
2024-03-13,26.7213647973962,19.18291127105854,12.212573553239055,11.578515674972111,6.750396132091699,7.966749714980387,5.107850148956252,5.723942729760196,2.8669335014935795,1.8887624760519806
2024-03-14,25.440119856855993,18.055876609265535,14.564652003864998,11.027288112287517,7.451506273583163,7.813787110529321,5.691462122443887,5.1115431431536775,3.17636127746733,1.667403490548579
2024-03-15,25.43839231121249,18.085419673043436,13.93805348081355,11.359576475095798,7.751671318913537,7.832072610298711,5.523840728824612,5.005881819413284,3.3288411932037465,1.7362503891808378
2024-03-18,25.553824614923503,18.31954950692716,13.787956135150706,11.175175253801129,7.247972979509478,7.83044918898244,5.420080595280579,5.918220812734075,3.0319609520025295,1.7148099606884015
2024-03-19,26.701561467558303,18.735374953739203,12.173049112516686,11.20495278167652,7.026095688253924,7.991618123913109,5.064830104066785,6.378184142696103,2.9834885320976756,1.7408450934816873
2024-03-20,27.12043026991202,18.37987575413436,12.145168419270172,11.013333295341338,7.130695892850474,8.081866598778497,5.190607280342246,6.402923989225803,2.7762552012741692,1.7588432988709224
2024-03-21,27.89842955806418,18.791113123821106,11.177311788081555,10.864492324136378,7.133524578006958,7.893310988891981,5.047339196177635,6.598031910383807,2.742853531851917,1.8535930005844854
2024-03-22,27.998600396658148,18.72532600710647,11.428852977452948,10.924004694861372,6.6413800056085215,7.94235597477477,5.0496532702159485,6.624714739082618,2.7940288241519675,1.8710831100872314
2024-03-25,27.594123424271054,18.191843746478746,12.15925901250353,11.069642886229403,6.453522216266605,7.810530468463413,5.32934149953655,6.285178956018216,3.2445197572905036,1.8620380329419741
2024-03-26,27.16149724427096,18.956468523694355,10.912121118235047,11.445942858968326,6.1921959328452845,8.250890254595221,5.007104680293415,7.280696950300375,3.0000769394202687,1.7930054973767477
2024-03-27,26.496287722553944,18.78089338328082,10.946598522552831,11.400753286570747,6.4642400809967,8.44737053883167,5.5096943144217265,7.185199459750377,2.9898886452860856,1.7790740457550969
2024-03-28,27.26892346788576,18.190199404402083,11.543132071986117,11.055999837398819,6.3504777031755815,8.19347420901125,5.472037096335174,6.980589596991581,3.1893355856225205,1.7558310271911217
2024-04-02,27.44737347681539,18.815651998801073,10.66271446379021,11.14141508594271,6.445512054645971,8.358971101906572,5.042457642814644,7.296930894493658,3.088798432413536,1.7001748483762371
2024-04-03,26.832013095155126,18.46582137517686,11.528878214309133,11.047067734358297,6.889775572062239,8.28170602418963,4.854205008546793,7.108964241412159,3.205098677832522,1.786470056957247
2024-04-05,27.328734311025897,16.816894708418566,10.436521815177624,10.000362677114474,7.830528607936476,8.45756765035909,7.148811999716124,6.450386285440255,3.6444499756889965,1.885741969122497
2024-04-08,26.195299762404435,19.51490409062802,11.810898564112225,11.274328661326983,7.051471665491878,8.050195584194839,4.903013241658065,6.439060974940474,2.9414732112012456,1.819354244041841
2024-04-09,26.477381187020892,18.885773446686436,12.211326508688387,11.045199594836324,7.330199659139773,8.617134415097324,4.7107589146578945,5.80061186345272,3.069486181125831,1.8521282292944192
2024-04-10,26.036677674412594,18.921742536297128,12.575305120396926,11.286957484324077,6.757449489641082,8.690386950228055,4.970909089612045,5.829130840806549,3.1062075470817367,1.8252332671998055
2024-04-11,27.12942795675638,18.918225669009058,12.490643848796138,10.739213453878659,6.727642807633287,8.562029481116866,5.0443407323379175,5.686376068057171,2.907413829574703,1.7946861528398212
2024-04-12,26.70192573630606,18.056374150838792,14.533252164524873,10.825194040077331,9.195109353037473,6.75601877212374,4.354028788530841,4.660625691964153,3.4465238498027206,1.4709474527940212
2024-04-15,26.37994508877653,17.84109778520144,14.410844506372609,10.59730760316501,7.866262396073104,7.431963566502238,5.182951549754254,5.192827624396956,3.283266852443705,1.813533027314154
2024-04-16,27.309811218198675,19.435913588563512,11.29422346279596,10.835552460824296,6.818295825400977,8.340236857856551,5.10382434285257,6.173621242001601,2.965723028663754,1.7227979728420995
2024-04-17,27.72447597524167,19.237555235741535,11.682761445838194,10.913505210213941,6.660041238029269,8.280023118012352,4.653632106097107,6.036934304915443,3.0033642005621375,1.8077071653483514
2024-04-18,29.80857727524201,19.46162223094875,10.368489508010388,11.792531517107657,6.335341801202839,8.375003853317931,4.254044614372166,4.810742210337429,3.0943268884534447,1.6993201010073882
2024-04-19,29.839605310260993,20.63107540780145,10.06678183828091,11.822278622701605,6.191562181665077,8.126687100551607,4.020464182718618,4.592735317462723,3.032235870970721,1.676574167586297
2024-04-22,29.247724431686322,20.063095108791,10.756291362713187,11.788986833807732,6.466215771258065,8.028237011395142,3.9903913774804574,4.668951962514877,3.1011091964955333,1.8889969438576806
2024-04-23,29.56156376811202,20.249572319623454,11.379363337279434,11.891645502185865,6.233834842683008,7.8657466021381035,4.303184159208659,3.837205183871882,2.820417919541286,1.8574663653562886
2024-04-24,28.845950406650918,19.44736683899169,12.464201716117307,12.03287359827848,6.647649403564679,7.956041949307781,4.448178122165613,2.9324020048108577,3.251499362849417,1.97383659726326
2024-04-25,26.89737015236099,18.78132445063607,14.276165655765002,11.718096605461156,7.880855325101785,7.598947913862268,4.62813998006919,2.550900273311376,3.747936143142453,1.920263500289712
2024-04-26,25.605860913431645,17.748564096646888,16.34138946450019,10.577846561699664,8.863154019757957,7.0586284452111485,4.208570201834771,3.7242360061749795,4.025055344789888,1.8466949459528665
2024-04-29,24.22209300223551,17.632293533809836,16.61042646647633,10.824725345131196,8.850174629373422,7.3802315994422125,4.7029183699418065,4.145386874262598,3.9163114051724714,1.7154387741546162
2024-04-30,23.301560151862954,17.57545647218518,17.22306485932528,10.582561353696441,9.726623286621695,7.227862416434068,5.020148384914983,3.974629146417849,3.6033484918863197,1.7647454366552295
2024-05-02,22.86092576942601,17.439169509122944,18.34721053476859,10.34969837049687,9.68281191173098,7.3016613368708905,4.93485554499129,3.8655020137364806,3.494664353720531,1.7235006551354126
2024-05-03,22.827890011739495,17.67848984027398,18.270891130274883,10.296524029287195,9.690853308235866,7.397816390122296,4.90608911383118,3.6785520735849397,3.388776697276564,1.8641174053736054
2024-05-06,22.62805700451289,17.650112275734774,18.49410010798588,10.06316042142554,10.01973392422015,7.7454979810839975,4.7872534618727345,3.549094184860964,3.2641547705255536,1.7988358677775238
2024-05-07,23.268699290941157,17.035304204438837,19.165415785813508,9.899794688568203,9.732979280625756,7.30806219162142,5.047126647975413,3.455330387381922,3.2120006896682707,1.875286832965512
