date,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FIRST SHANGHAI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,5.504130736982316,0.0,0.0,3.3876825560236288,0.0,0.0,0.0,0.0,0.8783845123187908,0.0,9.770197805324736
2024-03-04,5.504130736982316,0.0,0.0,3.3876825560236288,0.0,2.8300952073598356,0.0,0.0,0.8783845123187908,0.0,12.60029301268457
2024-03-05,5.502304819836287,0.0,0.0,3.3705189348509594,0.0,2.82717373992619,0.0,0.397903864462572,0.8783845123187908,0.8738393937109675,13.850125265105767
2024-03-06,5.495731518110584,0.0,0.0,3.362119715979227,0.0,2.8315559410766586,0.0,0.38621799472798835,0.8776541454603792,0.86763127541447,13.820910590769309
2024-03-07,5.495366334681378,0.0,0.0,3.362119715979227,0.0,2.8315559410766586,0.0,0.38621799472798835,0.8791148791772023,0.8625187074055897,13.816893573048045
2024-03-11,5.495366334681378,0.0,0.0,3.362119715979227,0.0,2.8315559410766586,0.0,0.3716106575597588,0.8791148791772023,0.8625187074055897,13.802286235879816
2024-03-12,5.495366334681378,0.0,0.0,3.362119715979227,2.26778375455998,2.8315559410766586,0.0,0.36540253926326133,0.8791148791772023,0.8625187074055897,16.0638618721433
2024-03-13,5.488062666097263,0.0,0.0,3.362119715979227,2.26778375455998,2.8315559410766586,0.0,0.35919442096676374,0.8791148791772023,0.8581365062551207,16.045967884112216
2024-03-14,5.488062666097263,0.0,0.0,3.362119715979227,2.26778375455998,2.8315559410766586,0.0,0.3460478175153572,0.8791148791772023,0.8581365062551207,16.03282128066081
2024-03-15,5.486967115809646,0.0,0.0,3.3610241656916098,2.26778375455998,2.8315559410766586,0.0,0.3460478175153572,0.8791148791772023,0.8581365062551207,16.030630180085577
2024-03-18,5.483315281517589,0.0,7.207348122362952,3.3610241656916098,2.26778375455998,2.824982639350955,0.0,0.33910933236044816,0.8783845123187908,0.8581365062551207,23.22008431441745
