date,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-19,29.893230106361084,16.044785451085726,14.781176413838374,16.284702568381785,6.380201018392372,5.777483897468603,1.2131337640606765,4.274042892384767,3.4822774333842634,1.8689664546423517
2024-03-20,29.901175376721785,16.04904996709268,14.781253073237233,16.28569244796916,6.381896801078496,5.7790194850048655,1.214526201950227,4.254720460983749,3.4832029819308987,1.8694632040309043
2024-03-21,29.90565524868038,16.04897170296989,14.778074025318341,16.2881324128202,6.382852953475905,5.7796712804613914,1.2147081654284697,4.251162881369717,3.4837248444720283,1.8670464850036785
2024-03-22,29.958396129158565,16.046038750611647,14.77430336384561,16.28515575380081,6.38168648599321,5.778615044533905,1.2183380544875406,4.208229324740461,3.4830881931533537,1.866148899674892
2024-03-25,29.973738837197285,16.07052828036742,14.772449262469877,16.293495932928508,6.386667585672834,5.782131135969712,1.220118161576067,4.150564187337469,3.4848720004369698,1.8654346160438615
2024-03-26,29.98345802291072,16.09715647631721,14.751795671454317,16.298779208190005,6.388095988860059,5.784006030744607,1.2204709586287692,4.124795835777719,3.486001993540058,1.8654398135765378
2024-03-27,29.98616519500481,16.08276560551527,14.75111524352633,16.298737319353947,6.388079571071819,5.7839911655036405,1.218968620437473,4.13874922599519,3.4859930343067225,1.8654350192847977
2024-03-28,29.98830393557496,16.08391269661735,14.747112544369347,16.299899814475296,6.387828379184564,5.784403704302203,1.2190555624530763,4.137887809789794,3.486241670125316,1.865353883108089
2024-04-02,29.98864384436474,16.110923357773274,14.747314982836695,16.29775648399271,6.386988421427862,5.76222721740809,1.2188952645999171,4.137343704539015,3.4857832520904637,1.8641234709672267
2024-04-03,29.98547154863809,16.074341032332672,14.74575496416621,16.296032454606234,6.38631278513765,5.80805907970145,1.2187663259170212,4.135921016877302,3.485414514665323,1.8639262779580463
2024-04-05,29.97459836633796,16.06200485792942,14.780693732648748,16.290465762030546,6.383997012213224,5.80595299025473,1.2183243829440231,4.136561854324855,3.4841506510189566,1.8632503902975384
2024-04-08,29.96659408624404,16.044325682487976,14.832948656265263,16.285214997524047,6.404328863011657,5.8170432736909845,1.21795729755625,4.085454902167295,3.4834432545991287,1.8626889864533602
2024-04-09,29.944670571532072,16.16272231801224,14.803878909631042,16.273207792299658,6.399606905641471,5.802062517363885,1.2170592889497613,4.049469128737139,3.486006955260702,1.8613156125720238
2024-04-10,29.83440931679632,16.478849300288935,14.798312136036706,15.950453278423712,6.5295130068481155,5.756825220651771,1.1535624826455169,4.16690189826626,3.4754790228302226,1.8556943372124373
2024-04-11,29.799282341067734,16.481296352129135,14.844782203110787,15.928258646608024,6.57067028343707,5.748814751358558,1.1528089060316276,4.155866579249577,3.4651077491457856,1.8531121878616976
2024-04-12,29.809965053394016,16.299639865550645,14.844152899836452,15.930781969929056,6.669657826154091,5.749725467253638,1.1891466138953448,4.187995621539491,3.4656566846815084,1.8532779977657552
2024-04-15,29.783659437660326,16.28457558451459,14.831053770690348,15.916723951810367,6.6637722286521885,5.74465165826242,1.1892035046756848,4.272118841665763,3.462598437788268,1.851642584280043
2024-04-16,29.720887152072695,16.25135548134248,14.798865509160564,15.882179429136547,6.761816910677987,5.731122486716203,1.2011423468179403,4.3499233117731935,3.455083461050175,1.8476239112522181
2024-04-17,29.58251135636451,16.17872830235409,15.164039975737682,15.70180469494858,6.940432306779405,5.704154089404209,1.1968424309398733,4.254112218384907,3.4402619006931903,1.8371127243935546
2024-04-18,29.597294122623325,16.18681302362665,15.175676226986523,15.709651091282236,7.007315889803535,5.7070045295035,1.19744050869237,4.138792809553259,3.441981044376916,1.8380307535516827
2024-04-19,29.574866337150173,16.173729395647385,15.163024419529883,15.696379204403451,7.001395942678484,5.716967532560475,1.1964288824708136,4.202501990960834,3.4390731769268728,1.835633117671625
2024-04-22,29.561941965260587,16.170545882092586,15.156398098236156,15.689519804268043,7.0194476606734915,5.714469187728441,1.1959060367666192,4.219370144724277,3.437570283889676,1.8348309363601292
2024-04-23,29.554841493465524,16.170883143530375,15.187034310187098,15.685751344368512,7.069472082600059,5.713096631509404,1.195661005130601,4.191382851982062,3.4367446151676075,1.7951325220587626
2024-04-24,29.59186325637273,16.079406456289522,15.204755293710479,15.704054255618205,7.077721092626376,5.71976295550701,1.1943091417367613,4.190145597645418,3.440754778933327,1.7972271715601698
2024-04-25,29.629504312760268,16.104133449135702,15.308727050877117,15.724791602947613,7.217733104550622,5.727038533866721,1.1962514673043152,3.846202519674138,3.445131443002347,1.800486515881156
2024-04-26,29.625643141905865,16.107958250057237,15.319425119133045,15.721980844105218,7.228808589839189,5.726292214453625,1.1971533298848485,3.827804134795844,3.4446824904658184,1.8002518853593126
2024-04-29,29.61414081424088,16.089016143988346,15.326799766346225,15.715876693915288,7.310377814132331,5.7240689483108245,1.1978727506375866,3.783178434746618,3.4433450725229444,1.7953235611589593
2024-04-30,29.604074214527653,16.090523159867523,15.317361868958598,15.71053446768585,7.312332155487542,5.72212319168074,1.2084158975239405,3.7977471673029934,3.442174591949591,1.7947132850155694
2024-05-02,29.60678070782514,16.08831476698712,15.323070274377685,15.711185440188574,7.312635144999058,5.7223602902252,1.208846498051099,3.78970200776274,3.442317219879503,1.7947876497038762
2024-05-03,29.59259947281935,16.099081279208697,15.319519263846674,15.703211490709482,7.307867249902257,5.719456001937781,1.2080216703436826,3.815838966236688,3.4426831081225915,1.7917214968727935
2024-05-06,29.58606043329055,16.08483457527897,15.315077872975499,15.699741571794068,7.30582993727876,5.718192180930292,1.219500301422386,3.8377264130327813,3.4417111315721547,1.79132558242454
2024-05-07,29.59243689952123,16.087667331341272,15.318378619186623,15.703125221746001,7.307404509127796,5.7194245808783855,1.219763131362447,3.817635154884711,3.442452898285425,1.7917116536661046
2024-05-08,29.55841089673696,16.103908844745938,15.311106861599832,15.685491547512301,7.299002302610718,5.714536697011072,1.2183606222063132,3.8800651801648107,3.4384946939543832,1.7906223534576764
2024-05-09,29.5583799416097,16.096463584286287,15.30791179513733,15.687438494341594,7.297718215425173,5.711879744759721,1.2177941500372182,3.8957282852097896,3.4368959788348987,1.7897898103582812
2024-05-10,29.563662436726574,16.08533795679384,15.299528088800066,15.68454072806136,7.2969393142039065,5.711270103502332,1.2179172919830883,3.9146761461946045,3.4365291515066496,1.789598782227577
2024-05-13,29.562964026201705,16.080486281034922,15.320259467249645,15.684212382860851,7.294657650288343,5.711135180734925,1.2178885199641627,3.9019701634484267,3.4368698233841144,1.7895565048329045
2024-05-14,29.57722562379981,16.084065346244373,15.289664799395183,15.694606472287179,7.298176697699561,5.7138903142088155,1.2185604588001901,3.8948626563721924,3.4385278186505808,1.790419812542117
2024-05-16,29.57441713507107,16.094734462484947,15.26078169688844,15.693116199807264,7.297483703459448,5.713347754986095,1.218444751081104,3.917113078252399,3.4403114137276676,1.7902498042415689
2024-05-17,29.582082447258077,16.100552316086848,15.2383540289574,15.697183655619126,7.2951538273726895,5.714828581944572,1.2187605564393973,3.9211676735145855,3.441203098621618,1.7907138141856893
2024-05-20,29.591168522194156,16.114436801827303,15.268821854478837,15.686771166569931,7.295572662962137,5.716845299858016,1.2188305289592551,3.879008605006013,3.4392899012770326,1.7892546568673209
2024-05-21,29.586085147445235,16.12956477903598,15.266198871090985,15.684076384970473,7.294319379239124,5.71586322079551,1.2188743983391912,3.877709120981358,3.438361411723937,1.7889472863782074
2024-05-22,29.548132968501907,16.135518273975997,15.324901645078286,15.676123242916892,7.293784548398557,5.7129647987885,1.2273264624669293,3.859416553056696,3.4366178741341056,1.7852136326821306
2024-05-23,29.533368879199855,16.131166535797686,15.386522447057557,15.668290474473787,7.2901401189336825,5.710110245420993,1.2477960128668466,3.8197077717544032,3.434900725600734,1.777996788894453
2024-05-24,29.556087436110907,16.146281129637373,15.419188768381426,15.690805137245789,7.300615738249385,5.718315429437466,1.2444796735096095,3.695435450799897,3.4425812331797636,1.786210003448387
2024-05-27,29.53403853341715,16.15448942046233,15.392917880776524,15.679099763981968,7.293059729337741,5.718269023011311,1.2436356784606115,3.6836489850870504,3.4379033260322758,1.8629376594330367
2024-05-28,29.530736526868157,16.16323078584106,15.390353100490614,15.677346786987492,7.291189591052887,5.713832603648621,1.243496635737071,3.6832371405281292,3.4375189566787747,1.8690578721671989
2024-05-29,29.53239366804592,16.164137798616597,15.382820467391753,15.678226533989234,7.2837087748928235,5.714575163366828,1.239347181779369,3.6831484819964664,3.4377118558368185,1.8839300740841947
2024-05-30,29.530175882109244,16.162923924865243,15.390103101864442,15.677049150580702,7.2831617922449094,5.7143147741855085,1.2392541108694626,3.681774971220358,3.437453694947664,1.8837885971124686
2024-05-31,29.510305763821208,16.133457257172314,15.491755854954809,15.668918129317941,7.27938432476209,5.711351001189409,1.2407197266378578,3.645625553035704,3.4356708333380004,1.8828115557706608
2024-06-03,29.47526444344362,16.120552641671974,15.557759734896267,15.661501803068958,7.275938886564086,5.7086898832389945,1.240174623322107,3.644152909551716,3.4340446804936335,1.8819203937486435
2024-06-04,29.47917655045838,16.110531136248905,15.563083010436873,15.66261743543104,7.27645718123266,5.709096536397736,1.240262965995869,3.642431431780203,3.434289301439094,1.882054450579242
2024-06-05,29.51892758741346,16.1090582320057,15.37206685872697,15.674135000956182,7.280553999387101,5.713365244873796,1.2635243872564796,3.6773358023193885,3.436222887854476,1.954809999206438
2024-06-06,29.48341507216246,16.039467350821596,15.534072065390983,15.65258246241993,7.271795185769182,5.70438565914848,1.2521895791699178,3.6501652162037503,3.4320889667508245,1.979838442162877
2024-06-07,29.528491771545408,16.04293814769066,15.361016098776306,15.678074379447315,7.282912911607962,5.713106998820037,1.2539774676574658,3.7002961329779467,3.437336230076022,2.00184986140088
2024-06-11,28.76306456888854,15.649066905560735,15.217167088326594,15.292000225978244,7.1042777695648045,5.572976024767697,3.5483614865646183,3.547312086394625,3.3530253158632424,1.9527485280908994
2024-06-12,28.796910389465463,15.55434236785222,15.12729050774771,15.313579013550987,7.1126374528711995,5.57953380814165,3.5531549039056496,3.6155131819078377,3.3569708583473816,1.990067516209903
2024-06-13,28.799924344384074,15.587739906584119,15.128873766889559,15.317036025937123,7.113381878865012,5.5802413928221934,3.5535267857691686,3.571677890106039,3.3573222071099162,1.9902758015327982
2024-06-14,28.801063641243818,15.582257859680215,15.10886859271429,15.322710452690675,7.113663277299946,5.5804621417179,3.5532552866631013,3.58990919359654,3.357455019495184,1.990354534898331
2024-06-17,28.825425796804737,15.595644743123604,15.033225620349572,15.336496423541671,7.119680561020032,5.595493068851263,3.5562609033694708,3.5854397397683972,3.360295013270851,1.9920381299003964
2024-06-18,28.82743504798312,15.58848281467824,15.03427349823715,15.326223052913221,7.120176832147394,5.5958830978181,3.5565087894357887,3.598310643899563,3.360529239705621,1.9921769831818048
2024-06-19,28.83585554826701,15.586888907016935,14.987506216327551,15.33069984612612,7.122256637407095,5.597517656533969,3.55754764645589,3.5985778264643025,3.3656365604575686,2.01751315494356
2024-06-20,28.81235467197696,15.389545857493726,15.264680337908462,15.318205509694149,7.116452083702714,5.592955746804694,3.554648287808619,3.572394991638857,3.3587712600438824,2.0199912529279405
2024-06-21,28.866118921422455,15.33924911346026,15.099878599207125,15.346789491512252,7.12436242984668,5.603392279026107,3.5610748083554307,3.647826285007172,3.3741248599160083,2.0371832122465094
2024-06-24,28.862673926423383,15.349311561564916,15.098076520915878,15.34499924137857,7.123512180701333,5.602723548379232,3.560649815825624,3.647390939218445,3.373722178720788,2.036940086871828
2024-06-25,28.851320165891238,15.410808895230478,15.089298391997058,15.34056781949788,7.12147417452953,5.6011206332889145,3.5596311292401026,3.6257468949482514,3.3636745682955853,2.0363573270809643
2024-06-26,28.82284556520997,15.573851147206897,15.012541760331308,15.325427557618267,7.102279030231484,5.595592648001467,3.5561179771765254,3.6166419410670607,3.360354814135179,2.034347559021839
2024-06-27,28.79716208770762,15.579521081828535,15.013635499378042,15.331131480810988,7.104845924758648,5.5976149983038495,3.557403223748043,3.6220335854523453,3.361569308291916,2.035082809720013
2024-06-28,28.797102682435916,15.579282654415719,15.009478755316454,15.331264885335132,7.104831268269191,5.597603451060449,3.557395885229601,3.6261518862471296,3.3618099201148777,2.035078611575526
2024-07-02,28.795296879146683,15.578305711694378,15.008537543750661,15.330881067214147,7.104385739848669,5.597458713293913,3.557172808718692,3.630091267257207,3.3629192728262645,2.0349509962493886
2024-07-03,28.795173810123636,15.57716451274736,14.99242386147914,15.33078994890631,7.103846490725123,5.597033845498757,3.5576865943090628,3.6455327448849792,3.3614264545962302,2.038921736729403
2024-07-04,28.78712237979944,15.572808975408018,14.988231823712411,15.326585781406097,7.101860181302891,5.595468856576434,3.55669182810559,3.6538337629476816,3.3604865647706794,2.056909845970756
2024-07-05,28.789754530781625,15.528745551860634,15.026541108119462,15.324256365539934,7.100475109809831,5.594377575671757,3.5560394010810814,3.6634704979375696,3.359831171109745,2.0565086880883543
2024-07-08,28.783761067466784,15.529676379508977,15.023412876415223,15.321024931500668,7.098996929888461,5.593212935774139,3.555299103289597,3.6637384312548504,3.3624296277431407,2.0684477171581572
2024-07-09,28.792128869668833,15.542438218345012,14.98654454123396,15.322798617596073,7.101060697788805,5.59154008682922,3.5563326735584613,3.6631540929755575,3.360520620275378,2.083481581728703
2024-07-10,28.790680499233627,15.538318289322591,14.982571966343594,15.31873690978405,7.0991783762606255,5.590057903148634,3.555389974736736,3.6783844640722188,3.3637523165567353,2.082929300541179
2024-07-11,28.769033593546506,15.526347745362518,14.991860460271313,15.30612335160792,7.093332861713372,5.585455009255714,3.552462441053686,3.7331877569185816,3.3609825787000926,2.0812142015702997
2024-07-12,28.767113982803956,15.52531175144122,14.99086012995793,15.30510205213615,7.092859559823772,5.585082320357322,3.552225403370715,3.739611149846663,3.3607583174908098,2.0810753327714613
2024-07-15,28.73265770130784,15.5470510295621,15.00373725452667,15.286748228436734,7.084641799678533,5.586612472387003,3.5281366790245285,3.7292849099327183,3.3567281081236686,2.144401817020205
2024-07-16,28.723537077522753,15.562383519197942,14.9968273955721,15.279708030895241,7.0813790208955565,5.584039599804448,3.5265118220698284,3.728718771963323,3.35497659276506,2.161918169313748
2024-07-17,28.726454710732135,15.55495812416982,14.998350719163012,15.28126008847994,7.082098321813957,5.584606806389587,3.526870032410622,3.7279460485072127,3.3553173791764728,2.162137769157239
2024-07-18,28.726290214553718,15.557014326400074,14.998350719163012,15.28126008847994,7.082098321813957,5.584606806389587,3.526870032410622,3.719885735764615,3.3553173791764728,2.1683063758480032
2024-07-19,28.731016356946565,15.556859183340022,15.000818296445956,15.28377421092948,7.083263491589068,5.585525604005916,3.527450284501991,3.7005904311595756,3.355869406869181,2.174832734212248
2024-07-22,28.746611836279527,15.516948664499303,15.01307620238436,15.292070394464197,7.095338984278903,5.58855748244832,3.5293650193420865,3.6822694986625937,3.35769100591492,2.17807091172579
2024-07-23,28.744399771742184,15.518799726188181,15.01192093950841,15.290893662861363,7.094792994795449,5.588127440470079,3.5293403329572084,3.6554855657595184,3.3574326301020125,2.2088069356155904
2024-07-24,28.7435126757306,15.518320792362776,15.011457648735341,15.290421762564621,7.094574038664211,5.587954982335484,3.52923141213236,3.6527392351021275,3.356917527611298,2.2148699247611883
2024-07-25,28.7443303580623,15.513203715745888,15.010487919295104,15.289434012241918,7.098230338429196,5.587594004435544,3.5292091565133292,3.6487589809534864,3.3567006731371265,2.222050841186109
2024-07-26,28.742313969731754,15.512094907199275,15.008817800045252,15.288361472511863,7.097732404101152,5.587202039856582,3.528961585737785,3.656155650779519,3.356465203672988,2.221894966363832
2024-07-29,28.742550481576195,15.512222551556007,15.008118433206368,15.288487275833548,7.09779080920326,5.587248015259296,3.528990624499747,3.656185736183131,3.3564928230141775,2.221913249668273
2024-07-30,28.73994906534831,15.510818579159677,15.015810835454674,15.287103553156442,7.097148405941063,5.586742327440622,3.5286712244004232,3.6558548239729443,3.3561890352586623,2.2217121498671837
2024-07-31,28.737052587786096,15.509255363515697,15.014297507819178,15.285562884022607,7.09437635794904,5.586179282817248,3.5283155968729467,3.667621387684251,3.355850790879277,2.2214882406536645
2024-08-01,28.740989575329976,15.511380137620298,15.016354472502242,15.28765701216925,7.095348290309449,5.586944591583245,3.528798977501957,3.6523667508207223,3.356310543761813,2.2238496484010457
2024-08-02,28.74097696567441,15.487442135127901,15.016799295730133,15.288109872079525,7.095558472863097,5.587110091321003,3.5289035096475336,3.640667052077472,3.356409966354202,2.258022639124729
2024-08-05,28.746961535161486,15.490666996751271,15.019926158083008,15.291293227884195,7.097035940479496,5.5882734633460185,3.5296383130709494,3.6206026985085544,3.3571088524322485,2.2584928142827754
2024-08-06,28.74282174511161,15.493579357956367,15.006448262042069,15.289091160598678,7.096013911117051,5.587468707725106,3.5291300172098286,3.62831032688259,3.3566254021793704,2.270511109177332
2024-08-07,28.751291848462696,15.49505830352371,15.011899381361903,15.293596639685697,7.098105006129953,5.58911525578657,3.5302523164373714,3.6005694678442044,3.3576145522468015,2.272497228521091
2024-08-08,28.750558206344028,15.495156792923408,15.011516325124798,15.293206395424678,7.0979238849190285,5.5889726392259185,3.5301622355532665,3.6004775926885855,3.3575288765329323,2.2744970512633524
2024-08-09,28.7499665867455,15.49483793864673,15.011207423043741,15.292891696817332,7.097777826159089,5.588857631171978,3.5300895930275265,3.6004035032363877,3.357459786400083,2.276508014751633
2024-08-12,28.745507972961377,15.501196631240393,15.011028265661738,15.292709177559393,7.097693114832576,5.588790928669416,3.530047461732429,3.595010401506017,3.357419715425873,2.2805963304107855
2024-08-13,28.74108416941591,15.509345088932838,15.008718136366921,15.29035569884741,7.096600811993622,5.587930839046079,3.529504203408673,3.5981605126766967,3.356903023730785,2.2813975155810664
2024-08-14,28.739464300305812,15.509581221581225,15.00948158581018,15.29058849734182,7.0967088590539396,5.5880159163269365,3.52955794076317,3.5982152953362037,3.356954133200387,2.2814322502803264
2024-08-15,28.740646953460462,15.510219453907597,15.005984154415216,15.291217717933197,7.097000894598936,5.588245867887016,3.5297031850443283,3.5983633649253126,3.3570922746895318,2.2815261331383967
2024-08-16,28.73238224502287,15.505759309297865,15.001669008550328,15.286820549828416,7.094960069169007,5.586638902572334,3.528688177701491,3.6260847805561576,3.3561269036283528,2.280870053673182
2024-08-19,28.73278413802912,15.505976195463791,15.001878843774055,15.287034373597516,7.0950593096290255,5.583631576650448,3.5288198142492364,3.6277399440438756,3.356173847314371,2.28090195724856
2024-08-20,28.733256967724884,15.506231363427045,15.002125716258655,15.287285938631287,7.09517606666582,5.580637941897785,3.528877884876544,3.629239551647042,3.3562290768616205,2.2809394920093173
2024-08-21,28.728860252072725,15.50385862544547,14.999830115692856,15.28494670331797,7.094090374511178,5.579784001872269,3.528337901795321,3.6439860466702148,3.355715512216616,2.2805904664053833
2024-08-22,28.733233325870504,15.491037861001994,15.002072232214282,15.287273360182956,7.095170228722715,5.580633350123531,3.5288749812997873,3.644540730001205,3.356226315341088,2.28093761524194
2024-08-26,28.733292430579404,15.495389459047454,15.007862735362842,15.287304806342588,7.09518482359849,5.580644829573334,3.5290879418096424,3.632082712402693,3.358207954117375,2.2809423071661743
2024-08-27,28.730112942565228,15.493674813739085,15.006202037418086,15.28561318668159,7.094399704553761,5.580027302243674,3.528697429902973,3.6302821877698315,3.3578363509686926,2.2931540441570744
2024-08-28,28.728186680650957,15.513408178244775,15.005195919707367,15.284588335349586,7.098037347949596,5.579653179312296,3.528460842059417,3.605811451174907,3.3576112188124023,2.299046846738694
2024-08-29,28.72920203796593,15.493592033552368,15.007216838405629,15.287317384842666,7.099304696130735,5.587931262546748,3.5291731262589,3.6061261427995297,3.3606791380131695,2.2994573394843276
2024-08-30,28.770394312466664,15.43954446917348,15.00717587519077,15.287694749470388,7.105651145344938,5.588069199605784,3.52926024325068,3.6119338085682635,3.360762095761732,2.299514101167299
2024-09-02,28.785861133469187,15.410550579952897,15.015243658360303,15.295913338192642,7.109471108087812,5.591073317836536,3.5311575560181323,3.5974101747997915,3.362568824762477,2.3007503085202203
2024-09-03,28.801890256091138,15.414189424915792,15.02360474857339,15.304430716546404,7.11342994689553,5.5941866518231205,3.533123846246534,3.5479303570685206,3.3644412380200475,2.3027728138195163
2024-09-04,28.762655302935542,15.382909097512298,15.037688510419656,15.283582479958538,7.103739781136946,5.589445173606075,3.5287633332741453,3.584803359518012,3.359858077220712,2.3665548844180764
2024-09-05,28.75914217313449,15.381071322667319,15.034905895028261,15.281715711799906,7.102872115768044,5.588762467291101,3.5283323228720653,3.5645842490401787,3.3594476972535605,2.3991660451450763
2024-09-10,28.774056443795843,15.357253081077541,15.045300167438075,15.267807887760023,7.096407822266783,5.583676158498184,3.52512120273175,3.5753921784213145,3.358444670428904,2.416540387581584
2024-09-12,28.773997330721862,15.352619702380505,15.045269258555152,15.267776521759927,7.095448225048867,5.583459248669287,3.5257302771414687,3.579699047811763,3.3584377708807414,2.417562617030429
2024-09-13,28.783447986744786,15.340121047560503,15.051824339367768,15.264007267063839,7.093696525873481,5.582080823987509,3.526297573832405,3.5788153043650786,3.3617164131167976,2.4179927180878353
2024-09-16,28.772880440396758,15.338867180246021,15.07343132379583,15.262759621120184,7.0890092772036315,5.581624557138617,3.526009342125807,3.574127834454113,3.3614416339075657,2.419848789611476
2024-09-17,28.772076822051623,15.338438770060078,15.078924855001041,15.26233333659666,7.088811283196191,5.581468663956525,3.5268966163310074,3.574028010082981,3.35724043879901,2.4197812039248845
2024-09-19,28.740467548621517,15.371536097860524,15.08793938110567,15.256455546472253,7.086286545089755,5.5793191432594496,3.525538347077932,3.577660579340722,3.35594750709183,2.418849304080347
2024-09-20,28.738237510763483,15.4175556078953,15.087795026434069,15.255271763592223,7.085736704094938,5.578886231272527,3.5252647925864946,3.541009042362541,3.351581700904497,2.4186616200939306
2024-09-23,28.734698478663713,15.436797240907438,15.078055589727352,15.253393120323238,7.08486411580079,5.578199207322431,3.524214930508184,3.5372890531337755,3.351661551771264,2.42082671184182
2024-09-24,28.741883625313747,15.415446811611744,15.081825876048264,15.257207250009047,7.086635694775438,5.579594042886044,3.525096164780427,3.538378853181417,3.352499638859202,2.42143204253467
2024-09-25,28.7295684300993,15.45460318924178,15.054842820939914,15.25066990930582,7.083599244446276,5.577203323100546,3.525432624655514,3.5415415005725364,3.3621444395989424,2.4203945180393696
2024-09-26,28.737566033351282,15.494039203910123,15.034182374827546,15.244244483339264,7.080614776039798,5.57485353077889,3.523947286210415,3.535372590061864,3.3558049662373177,2.419374755243505
2024-09-27,28.726865315447757,15.528647098500237,15.019742274106044,15.23513179958273,7.0761771362245565,5.571521002409215,3.530450726221069,3.5362112131290084,3.3585139269878503,2.4167395073915356
2024-09-30,28.718050351733076,15.61859730777676,14.98675573131715,15.237568281213418,7.077308795328968,5.572412029067595,3.522814041542472,3.5022492999785033,3.3506447129620907,2.413599449079964
2024-10-02,28.692407756488226,15.787096327931877,14.968918544868098,15.22922500579656,7.069335239408418,5.569360875009631,3.520885137451705,3.401683142052188,3.348810079564664,2.412277891428637
2024-10-03,28.69951213202314,15.739024694325074,15.050472826963842,15.232995833761404,7.077234763962246,5.574839290902254,3.5322924239916857,3.3293098475341627,3.3490653425196504,2.4152528440165395
2024-10-04,28.68367871107443,15.715205434096898,15.122423127867593,15.244407085549593,7.082536420231114,5.579015481555848,3.5840863057935066,3.2216521100483293,3.3495229311542327,2.4174723926284525
2024-10-07,28.672574546840956,15.728764992254579,15.179722701118955,15.23850559705417,7.079794594526261,5.57529736466308,3.6073452176914635,3.1470808612218537,3.354377595588299,2.4165365290403815
2024-10-08,28.66189387397362,15.714858032004674,15.133977304142759,15.232458813785074,7.047880438476108,5.528075034543325,3.6239095901589566,3.2565533887284803,3.3489472754624154,2.451446248724584
2024-10-09,28.595493559194374,15.737463796094698,15.159685142072357,15.226329478516544,7.064098408386416,5.553755416779243,3.620976234119634,3.2819594901945166,3.351410492726229,2.408827981915991
2024-10-10,28.584061995514134,15.689065748452075,15.253771587626119,15.22024247901469,7.153761720954215,5.572015121773187,3.6419746746115025,3.1523612565953623,3.3224228156697246,2.4103225997889965
2024-10-14,28.56066519138953,15.697464592145337,15.192419960537185,15.207784311520289,7.147906179437215,5.5654079657739945,3.7446244311314674,3.1514180186956695,3.322936504048135,2.409372845321179
2024-10-15,28.56304991111816,15.676263927351188,15.18754901742952,15.209054110491474,7.148503005623519,5.565872658668397,3.7650335911802717,3.138174341272306,3.319980509582756,2.426518927282409
2024-10-16,28.640233007765442,15.74773433353075,15.306422540938152,15.249846094827937,7.178330783781782,5.582852780581711,3.779728157958557,2.7066887383937543,3.3288849813507158,2.4792785808712003
2024-10-17,28.62613537862606,15.772388050549443,15.245563139943535,15.242339637927978,7.1788993125920815,5.58010472374785,3.774914266234371,2.7209437561028174,3.3272463988048964,2.5314653354709633
2024-10-18,28.632166028316252,15.708603618217188,15.211374091879893,15.24548519467333,7.18448359666982,5.5607424035325606,3.8566410828650173,2.713956166846634,3.327933041577714,2.5586147754215904
2024-10-21,28.63150820364518,15.693226894130158,15.21512729287762,15.245134929301384,7.184318532994438,5.570871352014089,3.8565524764477006,2.7134835453748356,3.3278565822397694,2.5619201909748237
2024-10-22,28.62553043294836,15.690565689865396,15.171547646695954,15.241952005083725,7.183228752399258,5.569708249068657,3.856772750575453,2.7118095232341353,3.3362268182034667,2.6126581319256
