date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,THE BANK OF EAST ASIA LTD,CMB WING LUNG BANK LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-01,51.52877915770184,17.203961546755764,9.089508140173384,6.898231723326307,4.847845766439718,3.831845002514523,2.237907915908662,2.3344691165251743,2.027451630654624,0.0
2024-03-04,51.60671993759461,17.257073606640166,8.830936943295665,6.932595321823122,4.870704805868872,3.8823852670684014,2.2441306503493728,2.342262822282835,2.033190645076952,0.0
2024-03-05,50.7996989831608,16.99497812750706,8.610108155940486,6.838288472595321,4.826242043447413,3.8346208795093357,2.2124533658417658,2.3066150857877803,2.0061780998115517,1.5708167863984819
2024-03-06,50.71710039983907,17.0145420941411,8.645734335175787,6.847813816478203,4.837986226583208,3.8370619004013005,2.2147622813432193,2.307065908788709,2.006766854495107,1.5711661827543029
2024-03-07,50.569992248743404,17.023642751183143,8.764053758567558,6.865519528646616,4.861435788635882,3.822401801582038,2.2103652919543486,2.3040299396551585,2.0101618019930507,1.5683970890388095
2024-03-08,50.3808454067951,17.06871510939846,8.755556004010321,6.881456657235439,4.883908093347741,3.893003203300347,2.2569271014097843,2.299234894593331,2.0153623828624467,1.5649911470470186
2024-03-11,50.29351124982989,17.058071298291317,8.843919599957342,6.900807834312688,4.880259820669451,3.8933061857008338,2.25514350889797,2.297469035653873,2.0137719927636204,1.56373947392301
2024-03-12,50.43160297838332,17.046893378253976,8.739594798834743,6.891809670011215,4.871854083896661,3.903562533675273,2.242078901083161,2.2984742415398864,2.01182004084553,1.5623093734762357
2024-03-13,50.30335727507113,17.074809906535464,8.780248771177558,6.90524488653515,4.878383114513832,3.928003562457073,2.2487177175681334,2.3029471643290735,2.01379410907854,1.5644934927340541
2024-03-14,50.25678474985272,17.0985507395414,8.816474434410914,6.906727202849776,4.8720836754710355,3.931816938306675,2.249422748840582,2.302633858874091,2.001686655353411,1.5638189964993963
2024-03-15,50.27937855861177,17.105157624961546,8.815560132547374,6.902421123614477,4.858278990378912,3.931343445848797,2.2470879239812747,2.3002624802939304,1.9973481625030383,1.5631615572588866
2024-03-18,50.14415747898937,17.08445005420041,8.979022498711041,6.903327523511489,4.855708072931123,3.9248496066230416,2.2561311045856334,2.2935652805591085,1.9971220273637518,1.5616663525250374
2024-03-19,50.16199917183687,17.094085940878806,9.030346113699549,6.89909712654614,4.854240766199942,3.890895438082028,2.214172495565365,2.295745864085428,1.9974708539383261,1.561946229167551
2024-03-20,50.153120948804755,17.06231166617462,9.106119102850732,6.891116197063848,4.848294110461141,3.885209762906241,2.209621973802731,2.291546175528051,1.9938482949058418,1.5588117675020354
2024-03-21,50.14107167324274,17.05914628676485,9.146909330740424,6.892948801572235,4.834598711099339,3.871076556049858,2.2091786540823346,2.2914936752824877,1.9944128199762812,1.559163491189443
2024-03-22,50.1759526039559,17.048307719359364,9.16651478219055,6.893949198339541,4.830772364303008,3.838999648088367,2.2057736108494743,2.2897612854092446,1.9920697112648835,1.5578990762396727
2024-03-25,50.2398755140436,17.058580125985852,9.19241259752923,6.861861917700961,4.786449814371992,3.819476571707906,2.206591879510079,2.2881344088300084,1.9892972318701365,1.5573199384502423
2024-03-26,50.141621098371836,17.08211146444531,9.21859434380242,6.878951440185195,4.798542983814288,3.82924161676105,2.2118475952847287,2.2903788627789274,1.990781967992929,1.5579286265633183
2024-03-27,50.029063145901674,17.07020161376824,9.356826331114592,6.894365041867985,4.789298698927235,3.8221355445414926,2.207962679000594,2.287490233325516,1.9881723908426703,1.554484320710003
2024-03-28,50.015359767764565,17.08821418298371,9.338105390732217,6.895322688166981,4.788037140150049,3.8309493137115735,2.217747825286747,2.286021395836904,1.9858696808543,1.5543726145129533
2024-04-02,49.89220837579,17.062956467675797,9.440388554933119,6.9062101411915915,4.801023080197813,3.866566876434873,2.2088142128124395,2.2838297881996024,1.9836658803125875,1.5543366224521775
2024-04-03,49.78649398212396,16.956265824157846,9.456666016575047,6.903036081307302,4.79271631357314,4.032959907961439,2.244820921984986,2.286800226588954,1.9840570111393785,1.5561837145879505
2024-04-05,49.830313870259666,16.939797327455437,9.543468504555486,6.8369737161356,4.736259705256961,4.01809297615152,2.220622877706907,2.3557000758679068,1.9677327716058228,1.5510381750046964
2024-04-08,49.7786702787817,16.93863801639203,9.618568213774479,6.838453729292604,4.733651886444229,4.018023954474158,2.206596953346065,2.3552725366184917,1.9658999866133526,1.5462244442628867
2024-04-09,49.8056905631528,16.94831644586095,9.627935751493562,6.833078524048906,4.724031677489777,4.007751769445473,2.1877264376231813,2.356104532313614,1.9626149999870321,1.5467492985847051
2024-04-10,49.858301842085126,16.949728216138972,9.690294249938432,6.8218739543687015,4.698299946733411,4.006405650202161,2.1957354198030203,2.280416261358731,1.9587899903412063,1.5401544690302393
2024-04-11,49.97653656284194,16.941037773287686,9.62318850915768,6.8041598285093405,4.643770071781966,3.993744428472052,2.254626332049466,2.2770542176795936,1.9475430224632957,1.5383392537569784
2024-04-12,49.991341517801715,16.961779985851514,9.600823643781752,6.7508362250208025,4.590492313957948,3.975872783500879,2.3751411233682003,2.273980640741923,1.9444665069760767,1.535265258999195
2024-04-15,49.96252151601993,16.962742584178127,9.6796462094534,6.747710954450851,4.587249100459058,3.970881009781483,2.331403200501079,2.273392574985173,1.9496997248089933,1.5347531253619018
2024-04-16,49.98914445168384,16.998170348184424,9.772650365461326,6.751343917818336,4.584445577976947,3.9174381674146503,2.237838061057657,2.2689973830734256,1.9470598070899636,1.5329119202394257
2024-04-17,49.8934028691281,17.120481043788967,9.757006447182011,6.751238475212882,4.584618602904472,3.909596467440208,2.2358587904902865,2.271015441661383,1.9438900519996825,1.532891810192001
2024-04-18,49.84902859896738,17.24673554754196,9.735368585352482,6.74959806054136,4.588137507853651,3.908658256363723,2.17612451152617,2.270462072138748,1.9434834763580593,1.5324033833564643
2024-04-19,49.80984208780359,17.364655782674067,9.713978396761897,6.735764323276452,4.579041037887751,3.878791378608115,2.1769355977873626,2.2684103611566226,1.9414332508046326,1.5311477832395104
2024-04-22,49.88611007559909,17.11012907855083,9.796305895723426,6.7626097750913745,4.594560029549551,3.8971312171246235,2.1864974984862813,2.278096414775246,1.951135360322626,1.537424654776943
2024-04-23,49.698677311160075,17.220772797588758,9.854984527593887,6.750989400610213,4.5771519705081465,3.882251133534969,2.256441204504851,2.2756129788209236,1.9482987993063412,1.5348198763718406
2024-04-24,49.33973639730963,17.333059380632392,9.741411078562455,6.739145068849786,4.554143097431878,3.8736483795784005,2.668585783931511,2.272125831319024,1.9454041148986425,1.5327408674862864
2024-04-25,49.27995348673003,17.44775700132346,9.734881963481051,6.713532157689728,4.531498058475102,3.888118790800387,2.661918538473108,2.2701327085320093,1.941702824589498,1.5305044699056298
2024-04-26,49.33803280759941,17.580966578088788,9.599061591859787,6.683711306352372,4.499799559735764,3.882938289359221,2.679024628032174,2.266981622844134,1.9387634830629945,1.5307201330653533
2024-04-29,49.17224016558902,17.688081681208764,9.57912676179848,6.662171832509067,4.46390470121807,3.918165018578875,2.7908833712601173,2.2642220147108962,1.93470584079273,1.5264986123339845
2024-04-30,49.1678916295272,17.831186239248183,9.610911190423177,6.648848163455871,4.45355818767709,3.9063464132706214,2.660024452209049,2.263234406773912,1.932658380486578,1.5253409369283177
2024-05-02,49.1065691732264,17.94872689816008,9.628522472593984,6.621577748372933,4.427691451836211,3.934566315243107,2.6195759939554164,2.2598284464867056,1.9299744784607817,1.522967021664389
2024-05-03,49.14567726715987,18.062726381906185,9.5740536573614,6.624971536571603,4.41156237227738,3.8832573359476874,2.5858658178376057,2.2595417504084048,1.9292149172220996,1.5231289633077711
2024-05-06,49.66403099620415,17.17979685531943,9.748443439253208,6.687617897969919,4.439462902929206,3.918388920458345,2.5988177607215923,2.281558692322421,1.9450043804056991,1.5368781544160315
2024-05-07,49.58924521479988,17.246648202879335,9.820734748715363,6.6818608012128715,4.4167724927687875,3.894882325026569,2.5958092863560167,2.2798830628704625,1.9422873828351832,1.531876482535526
