date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,THE BANK OF EAST ASIA LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,26.256190218945903,1.676149106624515,4.554148011787879,2.8481441136808403,0.0,0.1844945094623895,1.802341941124131,1.473646428992682,0.9697780497226465,0.7047375851825283,40.46962996552351
2024-03-04,26.29722775284509,1.7211492324137094,4.477541561987137,2.8384382575614566,0.0,0.18057635461004568,1.7904936285466841,1.4733460684033426,0.9698718977430618,0.7055419096414987,40.454186663752026
2024-03-05,26.29965503804511,1.7398953744916896,4.466623611760079,2.8374671651702084,2.4625480306074095,0.1799898044824493,1.774994064886955,1.4729002903063693,0.9698718977430618,0.7051195935496292,42.909064871042965
2024-03-06,26.303094145677242,1.7394730583998204,4.478534802511205,2.8369456047967496,2.4625480306074095,0.17738552191592138,1.7753694569686167,1.4726891322604347,0.9698718977430618,0.7051187958414558,42.92103044672192
2024-03-07,26.29737359266881,1.7393792103794048,4.49726639814602,2.8381623443814354,2.462465772817515,0.17581356757396308,1.7598610715949683,1.4742141625921852,0.9699657457634773,0.695301213653768,42.90980307957155
2024-03-08,26.293316495822243,1.739519982410028,4.498505145091493,2.8371300161568658,2.462465772817515,0.17074577447153036,1.7654856650025257,1.4739795425411466,0.9699657457634773,0.6963099860252133,42.907424126102036
2024-03-11,26.306840699424257,1.7418896449255175,4.492818471218431,2.8369200312111866,2.4629584749246964,0.17140271061443832,1.7653415144431677,1.4737214604850044,0.9853080201409901,0.6954184298312668,42.932619457218955
2024-03-12,26.321132016745146,1.7405523106345977,4.475732922937691,2.8367434092367647,2.4629584749246964,0.16987768028268774,1.7658107545452446,1.4724545122093962,0.9912606593039096,0.695590171708627,42.932112912528765
2024-03-13,26.327981983755272,1.7407165446703246,4.452917859162571,2.835687619007091,2.4629584749246964,0.170159224343934,1.7637447842238196,1.472337202183877,0.9918584242699457,0.6960124878004964,42.91437460434203
2024-03-14,26.326929900522405,1.7405288486294936,4.437079597997162,2.837331132464616,2.4632456967911773,0.16961959822654532,1.747673310727679,1.4712579499490996,0.9918818862750496,0.7098099768379613,42.89535789842119
