date,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG
2024-03-01,0.0,75.00261835915664,0.0,15.265075482805818,0.0,0.0,9.73230615803754,0.0,0.0,0.0
2024-03-04,0.0,60.05335062636444,0.0,12.206972304622678,17.199054732741757,0.0,7.792650235853392,0.0,2.747972100417729,0.0
2024-03-05,0.0,57.22823119830689,0.0,11.629833982936862,16.385893751023296,2.6286836136920075,7.410051476831374,0.0,2.6191829841063567,2.098122993103211
2024-03-06,0.0,43.24717155955545,20.349896804730417,8.755396693468889,12.37816550302603,1.984893376389103,5.597671079762319,4.09866236941154,2.0031870385162653,1.584955575139989
2024-03-07,0.0,43.25599292813005,20.349112815646674,8.75206296333658,12.377688628537461,1.9848169074637605,5.593174820538359,4.098504466568769,2.003751955776953,1.5848945140013968
2024-03-08,0.0,43.347578851605675,20.38257290679125,8.786820313524672,12.186353288439395,1.9910818977850366,5.60773124649278,4.105243646514854,2.005117289295266,1.5875005595510707
2024-03-11,0.0,43.42761083661427,20.40799230346352,8.800998226289106,12.008366414979017,1.9937796539575054,5.617944472050113,4.1103633542752185,1.9898019820545263,1.643142756316723
2024-03-12,0.0,43.41110933857884,20.399935241319714,8.818336389833085,12.003625519695817,1.9951381596954092,5.626454754481005,4.108740585485101,1.994165966290291,1.64249404462074
2024-03-13,0.0,43.391658786620226,20.390882839050274,8.820306734785648,12.0042158914683,2.030734023984567,5.624017187169668,4.106960542424422,1.9840797351995128,1.647144259297387
2024-03-14,0.0,43.36433392101124,20.383079536665452,8.850804921859316,12.007876056460708,2.025883483968615,5.632584447027149,4.105388866727591,1.9835348457877902,1.6465139204921388
2024-03-15,0.0,43.26994894080485,20.38309874250404,8.910842471392368,12.009173711024774,2.027386123093424,5.626158053235057,4.1697097456279595,1.9571667404071913,1.6465154719103396
2024-03-18,52.212664669375954,20.58441889576628,9.757894486349976,4.271762619984015,5.741705998938687,0.9821492767389379,2.694203076737231,1.9952124638450728,0.9715202523354683,0.7884682599283808
2024-03-19,52.34142064538082,19.62496490688568,9.799911152415469,4.3386032364866685,6.048598824589748,1.1300199696457367,2.701690210595981,1.9999950005725928,1.1800830913273779,0.8347129620999285
2024-03-20,52.31090369481485,19.639634039807348,9.794197448039437,4.344713176099059,6.04517512286691,1.1375892250134665,2.7001150270112646,1.998828930798175,1.1946170414438064,0.8342262941056879
2024-03-21,52.30993526943942,19.655314947880555,9.79401612925749,4.324165727890197,6.045063209277689,1.1288259725989196,2.707778739256093,1.9977634335028391,1.2029257207206732,0.8342108501761246
2024-03-22,52.29466041360534,19.65944611439107,9.790128017238148,4.346037382250611,6.043298009826496,1.1284963477598828,2.7069880495016583,1.9971800730325926,1.199798337443453,0.833967254950743
2024-03-25,52.29906984322009,19.654111476576816,9.78941109093778,4.341673749349359,6.042779294637271,1.1285915013602044,2.7103011385926514,1.9973484731118807,1.2026758580397405,0.834037574174209
2024-03-26,52.2983707377073,19.66207487785082,9.789280231416164,4.327734123336955,6.045269182658551,1.1397845126511288,2.707180111232709,1.9973217736441329,1.1989580242885698,0.8340264252136687
2024-03-27,52.2978329769542,19.662386829164625,9.789179572626313,4.3282037508176465,6.04520702185961,1.1397727927568135,2.7071522745105536,1.9973012360777416,1.1989456959395028,0.8340178492930003
2024-03-28,52.294230265158404,19.669052158230972,9.78747702769287,4.327905587971883,6.042631390165941,1.1424703736559243,2.7069657832378335,1.9971636452768737,1.1981433734357565,0.8339603951735367
2024-04-02,52.29213339281108,19.684096882129765,9.78708457350002,4.321563190166028,6.042389095239658,1.1424245633529133,2.706857240447027,1.9970835638376854,1.1924405431401937,0.8339269553756365
2024-04-03,52.287940152553055,19.48184097852818,9.998697112895163,4.320188588699801,6.043652266969975,1.139762801863024,2.705612120215432,1.9969234202241979,1.1915224742268444,0.8338600838243221
2024-04-05,52.28563558143885,19.486417801273443,9.998256424115324,4.319484170302495,6.0436942999255185,1.1352921008137826,2.7082685131041324,1.996835406582465,1.1922923706863426,0.833823331757653
2024-04-08,52.28563558143885,19.469249943253033,9.998256424115324,4.319484170302495,6.0436942999255185,1.1352921008137826,2.72543637112454,1.996835406582465,1.1922923706863426,0.833823331757653
2024-04-09,52.28649560264401,19.469570183556392,10.000374142096973,4.308760879638191,6.043793709738513,1.1353107746860593,2.7409016859078927,1.9968682515651026,1.1840877232513365,0.8338370469155294
2024-04-10,52.29267783761786,19.49202403742416,10.001556563333285,4.312251983958175,6.045947729481758,1.1354450112206858,2.74122576381878,1.9971043566740934,1.1478310785811805,0.8339356378900157
2024-04-11,52.292301485877545,19.49311752864308,10.001484581874806,4.312220948570316,6.0459042166412615,1.1354368393938892,2.7412060351468224,1.9970899834629419,1.1473087443554475,0.8339296360338934
