date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,CITIBANK N.A.,CMB WING LUNG BANK LTD,ABN AMRO CLEARING HONG KONG LTD,FUBON SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,80.82084002677276,12.597592225618703,6.21627836131871,0.0,0.0,0.3652893862898329,0.0,0.0,0.0
2024-03-04,76.36550463192064,11.903051801849813,5.8735575834104035,2.988063160976775,0.0,0.32912805261855993,2.5406947692238004,0.0,0.0
2024-03-05,76.321620608768,11.8371966869715,5.841061395387449,3.191815496657619,0.0,0.2816677528743816,2.526638059341049,0.0,0.0
2024-03-06,71.6129185763169,11.10691357024897,5.4854115197943205,3.014859581826953,2.395799447742255,0.22653037612708365,2.3707138691778464,2.0420117052857036,1.7448413534799752
2024-03-07,71.54983051678217,11.059545186570787,5.476469041482438,3.003702234723687,2.3932671948007087,0.36457259711340534,2.374279038701052,2.035221459877292,1.7431127299484692
2024-03-08,71.86407277777101,10.969552511874051,5.420502273090216,2.889777460291261,2.3683712475671768,0.39911302204321514,2.3495806156442383,2.014050081193068,1.7249800105257604
2024-03-11,71.80191718627239,10.958851472559846,5.418336194642234,3.093837080570757,2.3663310813845166,0.23330377317786624,2.3475566361180573,2.056372499813382,1.7234940754609538
2024-03-12,72.0136883514166,10.874633633212138,5.373303012969482,3.068123407164333,2.346663896909836,0.24650769593054767,2.3287902271142675,2.0391201010815605,1.7091696742012294
2024-03-13,72.29036428292255,10.8464747979677,5.368345122178256,2.833032037406167,2.3431188079544905,0.2593130849705112,2.326748971887485,2.0368366948626346,1.6957661998502012
2024-03-14,72.3681285888982,10.757924373339986,5.331218515536717,2.7839749050315974,2.324849214643342,0.14548786151408366,2.3112982707258576,2.0233185382074472,1.9537997321027665
2024-03-15,72.6667221061437,10.725109694983658,5.313137406948367,2.566488554560884,2.3176565426203255,0.009500403368224403,2.3029272350726906,2.016224945984867,2.082233110317297
2024-03-18,72.36651168350473,10.550210046808878,5.230115734780473,2.5243940760068497,2.279861375445125,0.6174051031247274,2.2653722659729603,1.9833453723746415,2.182784341981621
2024-03-19,72.49820246293875,10.568938547486033,5.2417202772885,2.5288275716089235,2.283865407730513,0.30207210408146296,2.269350851596223,1.9866290699344578,2.3203937073351426
2024-03-20,72.4332741658458,10.57103047302032,5.2426587806255265,2.5292803453147243,2.284274322207648,0.36188847619171477,2.2697571673159564,1.9870271074599124,2.3208091620184046
2024-03-21,72.4188438446123,10.47353283216472,5.194204176065246,2.643032342987518,2.263162208369759,0.35854376814518046,2.2487792264290554,1.9686982205159,2.4312033807103166
2024-03-22,71.16996404482498,10.30469344339429,5.104628917374597,2.4626889010122213,2.224133449891653,2.0702981418968163,2.20999850581862,1.934747561972454,2.518847033814379
2024-03-25,69.77711623383665,9.994839241280493,4.948735739790821,2.5528777827908975,2.1573045415476497,4.10598509766653,2.143137304859168,1.8768412409174016,2.443162817310398
2024-03-26,69.79635449158675,10.001740462227,4.949889429794633,2.478277648636674,2.1594073697547436,4.149682494206934,2.1436369306657217,1.8772787855939097,2.443732387533628
2024-03-27,69.79029308643999,10.000871869568313,4.949459560849697,2.478062424718405,2.1592198378551144,4.158006533651138,2.143450768336485,1.8771157549116366,2.443520163669229
2024-03-28,68.17371805766378,10.056281152091415,4.974453118646637,4.405941169837216,2.1716791433249854,3.7181500658790174,2.1558190818421927,1.8879472405170967,2.4560109701976574
2024-04-02,70.75309327033699,10.431259279548604,5.154075305677178,4.604368915073805,2.2538453433176837,0.20769108501827635,2.2187781052283846,1.9591576887579374,2.4177310070411435
2024-04-03,69.35902066337223,10.646370627232873,5.239345370234372,4.7815000272257855,2.3028578885630298,1.0652984518935473,2.26459066920397,2.0018411163576473,2.3391751859165324
2024-04-05,65.7265662556012,10.627120907812495,5.239434377600058,5.034777907328608,2.302261837523912,4.595166849848609,2.2656831619992235,2.0028068524734954,2.2061818498123964
2024-04-08,63.591036621155276,10.628536318121553,5.240132210013561,5.605271376998382,2.302568472328131,6.291060458994746,2.2659849249444624,2.0030736033169863,2.0723360141269076
2024-04-09,63.57911147838982,10.650927620747355,5.2391495349694885,6.909009407365377,2.3038435867723432,4.977753022676071,2.2655599877965544,2.0026979695805593,2.0719473917024347
2024-04-10,68.54645309538108,11.479125350949456,5.648739408092748,2.9286657236594515,2.4838394668893917,2.2222134590290707,2.442564827145358,2.1591657895805723,2.0892328792728616
2024-04-11,66.14950010541676,11.52951068537791,5.674315421461743,2.9429626029925684,2.4946212369946945,4.487527355879714,2.4547516554127515,2.168509182611529,2.0983017538523323
2024-04-12,67.6618880417714,11.689671028536855,5.756239668971266,2.983786212759542,2.529225633187809,2.565686316003239,2.487464498685555,2.198630036690637,2.1274085633936832
2024-04-15,68.97755837191026,11.94331076700588,5.86816846618364,3.206110417993212,2.5784058618234265,0.4806401782222077,2.535832691369949,2.2411976968133107,2.1687755486781084
2024-04-16,69.22774448426921,11.986629935732918,5.88561816977453,3.191430226653,2.5899490666631277,0.14762928795806113,2.5450303222751463,2.249326667336887,2.1766418393371274
2024-04-17,69.18662329856173,11.937081420008756,5.884859441514545,3.1854285401097098,2.586220783735759,0.4048497607054602,2.542149917289796,2.2479905703674805,2.024796267706754
2024-04-18,69.37373781906307,11.971486149557245,5.901708972279816,3.1959216389594856,2.5936256516165326,0.2800061562922167,2.5494286014566825,2.254475057703573,1.87960995307138
2024-04-19,69.44599047144177,11.984181147333295,5.897413127644959,3.1992501869441936,2.596326909160064,0.24127593419163168,2.5520838278333526,2.201910831202326,1.881567564248408
2024-04-22,66.99863060380953,11.95136054280316,5.885223509221955,3.723602532168966,2.591027761397993,2.22182208928439,2.5493034029137793,2.199511910101466,1.8795176482987668
2024-04-23,66.99660762386144,11.951232999226928,5.887790749437297,3.7226666182093138,2.5931454795650897,2.2203825324655457,2.5492264283604307,2.1994866713845793,1.8794608974893798
2024-04-24,66.6892856508889,11.999343084893367,5.908652635917381,3.7410893268411822,2.6037716013701537,2.397158090465795,2.5618420237233415,2.210371476886203,1.8884861090136744
2024-04-25,67.02416297269387,12.077190602619185,5.9623683648579835,3.6697272632067977,2.6168138537823724,1.955673990016657,2.57467425151784,2.221443194048779,1.897945507256502
2024-04-26,71.01620490793826,11.469941382087598,5.664136752075525,2.9775840495100936,2.4859234813315942,0.02697670751062562,2.4458916591934012,2.110328860628764,1.8030121997241335
2024-04-29,73.3857578059761,10.494247847481997,5.184934679354602,2.7225077245343505,2.275607287174877,0.11572110370208083,2.2389622710025514,1.9317890392225228,1.6504722415509279
2024-04-30,70.78051056969967,10.092162240620272,4.997025019750746,2.594293467799596,2.191019788441017,3.740965139100863,2.1596264885641823,1.8675234603583373,1.5768738256653085
2024-05-02,73.44151583822452,10.483643060009634,5.1836825934248525,2.691826369587812,2.269772266222837,0.11581701794269815,2.240818011737162,1.9377333207720127,1.6351915220784694
2024-05-03,73.44864615005592,10.479099872097693,5.18243214793097,2.6911770277167575,2.2692247353022434,0.11434171622549841,2.2434134196142095,1.9371090889808078,1.6345558420759014
2024-05-06,73.22073198232793,10.447989594967117,5.166831805401741,2.9815873266276243,2.252564089229866,0.1349085570682134,2.2364520155693133,1.9311342316696154,1.627800397138568
2024-05-07,67.68161622390171,9.656494100927135,4.7753045728805255,5.783732029384369,2.0740924867444335,4.670530897443728,2.0689805999897053,1.7847985912173518,1.5044504975110446
2024-05-08,67.63276292689201,9.660996286740597,4.771857708198114,5.635195183760945,2.0725953851393935,4.8721538237119475,2.06748718819788,1.783586927919699,1.5033645694394078
2024-05-09,69.3406069825443,9.904953126088175,4.892355355620475,3.307880638889997,2.124931997678924,4.939396686674963,2.1194671061289565,1.8290809854688648,1.5413271209053403
2024-05-10,75.00251628991388,9.250789682317215,4.572669968964712,3.9684308026971737,1.9843259724486375,0.09462334523570978,1.979222690907835,1.708083216277699,1.4393380312371225
2024-05-13,73.47429617285847,8.996549105373765,4.4573467448875945,3.9923627403783897,1.934281059888602,2.147814744832584,1.9293064836522833,1.6650051754765705,1.4030377726517302
2024-05-14,74.11810793079472,9.0721712671048,4.496885899702612,4.028404565343107,1.95143921308151,1.2913124119825268,1.9464205095759424,1.6797747011986786,1.4154835012161102
2024-05-16,73.77288695276793,9.153708315428004,4.532410229408611,4.06064953303736,1.9668551190112797,1.4319767519916884,1.961796768940955,1.6930508449963255,1.4266654844178475
2024-05-17,74.05267336504832,9.188424094007667,4.549599563450547,4.235226158338372,1.9753723096553606,0.8979195840890307,1.9692369560107201,1.6994718031734544,1.4320761662265324
2024-05-20,74.58231023593211,9.273146026404355,4.593135537504534,4.277248953037653,1.9932070768078247,0.13883246891610437,1.9880809548786147,1.7082587740678632,1.4457799724509393
2024-05-21,74.53185442076767,9.246101516815786,4.590438862003465,4.274538964543126,1.9919442164261478,0.23266386582774337,1.9846868114370257,1.7029073900799576,1.444863952099078
2024-05-22,72.20172023090481,8.956235096163253,4.447290052365914,4.140513883727688,1.9291992356426628,3.2402774131443524,1.9225838932143982,1.6491273438222827,1.513052851014643
2024-05-23,74.34097588801066,9.124847001679873,4.574742220729985,4.261676895535308,1.9855103292029972,0.3603246851045851,1.9793381993341062,1.6978092652884962,1.6747755151139871
2024-05-24,74.33225420915406,9.102052772463267,4.573982898356053,4.260969536199827,1.985180771307952,0.3945251527500207,1.979009665898162,1.6975274604348884,1.6744975334357672
2024-05-27,74.39165778761637,9.10752776993712,4.576734205719344,4.1969935814795845,1.9863748821288572,0.2672205463684978,1.9802000647227327,1.6985485442266455,1.794742617800851
2024-05-28,74.27739791666328,9.092446277411565,4.569155422051743,4.190043624375108,1.9860615804720088,0.3035530276050549,1.9769209781001478,1.6957358547876291,1.9086853185334651
2024-05-29,72.56168945426765,8.882422939766709,4.463821710197834,4.07685392627041,1.9335410320364035,2.629250318421148,1.9312567498591509,1.6565666264941035,1.8645972426865929
2024-05-30,73.16608635633017,8.884489512847857,4.464651499183586,3.996296988747081,1.9339004619500617,1.9869056598761339,1.9316157551429034,1.6568745690666506,1.979179196855562
2024-05-31,72.76554369996533,8.836022407231807,4.440210074743893,3.9744195385346988,1.9233134582335836,2.409605429383138,1.9210412588951054,1.647889848237844,2.0819542847745987
2024-06-03,72.78297084470812,8.836302337674882,4.4412979372481205,4.00566028395552,1.9295342798104191,2.3532427387277868,1.9210650682193444,1.6479464212060548,2.0819800884497606
2024-06-04,72.76607721514686,8.833674714874558,4.441009766320199,4.0044691336428375,1.9293735098297429,2.2521816732211435,1.9204938072799538,1.6474563766801211,2.2052638030045837
2024-06-05,73.18586727015831,8.905236137000063,4.466642783630859,4.02758248669176,1.9394711572257175,1.6684685907288106,1.9315786851787506,1.6571605475552025,2.2179923418305245
2024-06-06,73.16520048469765,8.881957610062328,4.465381458848057,4.025406957207505,1.9389234745130761,1.7192840173123982,1.9310332312027851,1.656484947891847,2.2163278182643578
2024-06-07,73.15775722345505,8.88229972958631,4.464927185497804,4.012955665672538,1.9387262234448823,1.7400784133579192,1.93083678282688,1.6563164299334472,2.216102346225174
2024-06-11,73.15411209699178,8.85798241491862,4.464704717985703,4.012755717896006,1.937591592750011,1.769887050949576,1.9307405777965394,1.6562339030343258,2.2159919276774476
2024-06-12,73.16094700710934,8.914002188647013,4.465329488668977,4.014168765877089,1.9388107547024338,1.7031968711688803,1.9309209700934495,1.6564249822513584,2.2161989714814494
2024-06-13,73.16671970369943,8.915057493399752,4.472534017024654,3.927275736953386,1.9410401576976772,1.764378094564474,1.9325268236726874,1.6564113695326732,2.2240566034552653
2024-06-14,72.79373917137926,8.925062946512785,4.473060757202478,3.929242422821927,1.9410885239463886,2.1246904144976724,1.9325749777887293,1.6564287640290134,2.2241120218217554
2024-06-17,73.1197635649268,8.984856076594234,4.490591513702471,4.157028171567689,1.9549965957550208,1.5681271104454708,1.941230482950174,1.6640508445119124,2.1193556395462254
2024-06-18,73.14062131160082,8.984856076594234,4.490591513702471,4.157028171567689,1.9549965957550208,1.6644899000794002,1.9387275533492927,1.6640508445119124,2.0046380328391664
2024-06-19,74.89426348214889,9.204727536185917,4.598259325486357,2.3376965795475093,2.0020837775096303,1.3387520305297487,1.9852110851239613,1.7037724403471566,1.9352337431208404
2024-06-20,74.87939034626298,9.200550687914136,4.597346164282724,2.3372323400013677,2.0016861867904834,1.3606939107602218,1.9848168451266845,1.7034340908148198,1.9348494280465725
2024-06-21,74.88370774486768,9.183927907808217,4.532692560356886,2.337367100228406,2.0018016000852485,1.554460657919836,1.9849312857683363,1.7036017106712265,1.81750943229417
2024-06-24,75.26395284724384,9.182849367867224,4.532160251086205,2.337092605066895,2.00156651298512,1.2944203664410492,1.9846981798801677,1.7034016434987764,1.6998582259307171
2024-06-25,75.37226289779758,9.195385857236882,4.541127178751822,2.271969421075833,2.0057957683610574,1.2170760763953534,1.9874077035407767,1.7057271391854096,1.7032479576552801
2024-06-26,75.63732809390208,9.227723704898562,4.522981079460088,2.279959363224147,2.0117768118583688,1.0228820837767933,1.9943969140596776,1.7117257503623358,1.5912261984579419
2024-06-27,75.77992692807769,9.255869263568457,4.529573502052733,2.2842577639656416,2.0155696088175152,0.9371022865568805,1.9981569447481657,1.714952861929881,1.4845908402830374
