date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,CITIBANK N.A.
2024-07-30,54.93017974844066,15.55657136116313,0.0,9.787368948788652,4.150876623855376,7.807776811124055,3.8559653184304823,3.9112611881976496
2024-07-31,0.24143892853362384,0.06846891823100187,0.0,0.043077008981827,0.018269194769693863,0.034364258012621315,0.016971205798490038,0.017214578730590756
2024-08-07,54.996539894282726,15.533666092436357,0.0,9.772958169530456,4.1447649336690375,7.796280754450286,3.850287851347969,3.905502304283169
2024-08-09,54.99599261759278,15.514819961911485,0.0,9.761101184567533,4.19488378591019,7.786821961926191,3.845616511886117,3.9007639762057074
2024-08-20,55.35416928781296,15.615864534225388,0.0,9.824673065964076,4.222204131173262,7.178857155544371,3.870662157061553,3.9335696682183854
2024-08-26,55.448553996248776,15.642491233532757,0.0,9.84142517180793,4.229403435417269,7.020587297704038,3.877262045088925,3.940276820200313
2024-08-30,55.53456687291766,15.691932413136604,0.0,9.80188005711566,4.090314136125654,7.042777248929082,3.889516896715849,3.9490123750594956
2024-09-19,55.45068641618497,15.88090077071291,0.0,9.919918111753372,3.687981695568401,7.127589113680154,3.9363559730250484,3.9965679190751446
2024-09-25,55.53428209612253,15.904842308388108,0.0,9.78411626364349,3.6935415787252004,7.138334438883194,3.942290297292408,4.002593016945064
2024-09-27,55.45068641618497,15.88090077071291,0.0,9.769388246628132,3.8385115606936413,7.127589113680154,3.9363559730250484,3.9965679190751446
2024-10-03,55.53726586693124,15.859414930398966,0.0,9.729863804455668,3.8333183007125458,7.11794594269565,3.931030335828748,3.9911608189771806
2024-10-04,55.805853519392876,15.85359445724709,0.0,9.566953662765822,3.8282827524602348,7.03353125304949,3.9258664304641226,3.985917924620362
2024-10-09,55.82471052908225,15.881478366648144,0.0,9.588958805772899,3.8295763437307584,6.960818177722378,3.9271929956297775,3.9872647814137894
2024-10-10,55.861168632393984,15.86837129738003,0.0,9.581044986645058,3.82641577383632,6.955073377149546,3.9239518621890097,3.9839740704060502
2024-10-14,55.88389670375814,15.858852463933296,0.0,9.575297681533247,3.824120452295972,6.950901292702678,3.921598032452536,3.9853333733241354
2024-10-16,55.8144062783157,15.83806977736841,0.0,9.562749458959555,3.9464126584743036,6.941792285399771,3.9164588622050487,3.9801106792772147
2024-10-21,55.81231653986701,15.837476786677051,0.0,9.562391421553945,3.9462649014556996,6.941532378841431,3.916312226681843,3.9837057449230215
2024-10-23,55.81231653986701,15.987240160546337,0.0,9.412628047684658,3.9462649014556996,6.941532378841431,3.916312226681843,3.9837057449230215
2024-10-24,55.870888429132556,16.00401787052862,0.0,9.422506071781955,3.845461905190249,6.948817126922731,3.920422176246589,3.9878864201972952
2024-10-28,47.309957853044224,13.551769664347738,14.180165541055198,7.9787234042553195,4.398771136952217,5.884070481897121,3.319707510282842,3.3768344081653376
2024-11-06,47.305453829993844,13.550479502916367,14.178815554808041,7.977963810382143,4.398352363241706,5.883510304076569,3.3193914660539865,3.3860331685273457
2024-11-13,47.32647994463105,13.556502358894907,14.185117690759355,7.937062271015753,4.400307323051134,5.886125380185283,3.3208668541929915,3.3875381772695237
2024-11-15,47.25822595562988,13.715205189605584,14.152317964701561,7.918709693767659,4.390132654224789,5.872515108898096,3.3131881358723887,3.379705297300037
2024-11-18,47.256729106354406,13.717938160003548,14.15186970651024,7.918458877859355,4.389993601885227,5.872329103820498,3.3130831944963544,3.379598249070373
2024-11-20,47.24625381585114,13.714897336187567,14.148732694085906,7.91670361128352,4.389020482095583,5.893194168239452,3.3123487909610247,3.378849101295806
2024-11-22,47.186483990537276,13.697547028982756,14.13083355472061,7.906688425873215,4.38346806330411,5.885738864220022,3.4346654521993245,3.3745746201626883
2024-11-25,47.244757724874766,13.714463042831177,14.148284662980767,7.916452922437761,4.388881500199495,5.766344308703665,3.438907149506963,3.381908688465411
2024-11-29,47.244757724874766,13.714463042831177,12.666324675900418,7.916452922437761,5.870841487279844,5.766344308703665,3.438907149506963,3.381908688465411
2024-12-05,47.262717072459914,13.719676379095153,12.671139578938032,7.919462236836269,5.873073194837778,5.730522874574725,3.4402143956816755,3.3831942675764544
2024-12-19,47.170673504099916,13.743621639460791,12.693254804396945,7.93328425274809,5.883323601837984,5.740524485288518,3.4462186793937697,3.389099032773984
2025-01-06,47.185646990108815,13.747984306156912,12.697284050941505,7.93580253183844,5.885191157611387,5.710603501910941,3.4473126198306185,3.3901748416013815
2025-01-07,47.200731154678564,13.74405778152946,12.693657613973178,7.933536008733237,5.883510304076569,5.708972511884437,3.4463280421937177,3.3892065829308384
2025-02-25,47.140342739501456,13.759777352759897,12.708175804904084,7.942609878065053,5.890239485573043,5.715502068255613,3.4502697310314594,3.3930829399093905
2025-03-04,47.17031517240064,13.704944716077799,12.7162558256347,7.947659891021687,5.893984575181683,5.719136057579206,3.452463456659821,3.395240305444465
2025-03-05,47.17667330031345,13.70176565212139,12.7162558256347,7.944480827065278,5.893984575181683,5.719136057579206,3.452463456659821,3.395240305444465
2025-03-12,47.17817312461055,13.702201253862686,12.716660096392285,7.9415542301969815,5.894171954677824,5.71931787835243,3.4525732161705047,3.395348245736739
2025-03-13,47.174814324956756,13.70307254044155,12.71746871502696,7.942059212534337,5.894546749414997,5.719681554583376,3.45279275612982,3.3955641469121987
2025-03-14,47.126063684213875,13.71571865910552,12.729205252070086,7.94938867991777,5.899986634334485,5.724960062118522,3.4559792259370288,3.398697802302713
2025-03-25,47.13271332218754,13.705509538551514,12.713830740771348,7.990642620574792,5.89286054834752,5.718045375661914,3.451805046119421,3.3945928077859495
2025-03-27,47.1478322762688,13.701590045375395,12.71019484728701,7.988357461519885,5.891175311717529,5.716410132567332,3.450817901038423,3.3936220242256314
2025-04-09,47.21642817744359,13.67535456384051,12.679976415243868,7.969365176980771,5.927888974126508,5.70281939275593,3.4426135967387097,3.385553702870113
2025-04-10,47.22813823178926,13.672320681524303,12.677163357927029,7.967597170457139,5.926573869830887,5.701554220227681,3.4418498516771887,3.384802616566517
