date,ONE CHINA SECURITIES LTD,LONG BRIDGE HK LTD,THE HONGKONG AND SHANGHAI BANKING,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HGNH INTERNATIONAL SECURITIES CO LTD,SHANGHAI COMMERCIAL BANK LTD,THE BANK OF EAST ASIA LTD
2024-04-24,61.58719708002505,8.828260877401712,6.1309678359723545,10.210126420815053,4.467641427582566,0.0,2.4585365504731667,6.3172698077301055,0.0,0.0
2024-04-25,61.584469280125944,9.879564083338048,6.1307416330851146,10.209749716820307,4.4773152960691505,0.0,2.458445842434733,5.2597141481267045,0.0,0.0
2024-04-26,61.59355929091691,9.881022329957323,6.131646544798292,10.21125669960645,4.464445945174674,0.0,2.4588087147546207,5.2592604747917315,0.0,0.0
2024-04-29,61.61678353615265,9.910310685576556,6.1106061876502755,10.223947453590613,4.455074517531988,0.0,2.459746630912787,5.223530988585128,0.0,0.0
2024-04-30,61.67374109002356,9.919342857627301,6.118638561685722,10.181537850807686,4.434502633858985,0.0,2.4570619828025393,5.215175023194203,0.0,0.0
2024-05-02,61.686656653740215,9.904173990978729,6.119919911978503,10.183670043512741,4.437895032407421,0.0,2.457576534701512,5.210107832680881,0.0,0.0
2024-05-03,61.68687453267667,9.904295998825543,6.119995302238388,10.198032737118783,4.43794970208687,0.0,2.457606809171817,5.195244917881927,0.0,0.0
2024-05-06,61.68231540851566,9.903563996831146,6.119542988538609,10.187424689233858,4.445012456614298,0.0,2.4672795100730345,5.194860950193388,0.0,0.0
2024-05-07,61.688394390502246,10.227051519011573,6.120146088330617,10.185964864357107,4.438059045486666,0.0,2.4675226680608344,4.872861424250955,0.0,0.0
2024-05-08,61.688394390502246,10.227051519011573,6.120146088330617,10.206803666128641,4.438059045486666,0.0,2.4675226680608344,4.852022622479421,0.0,0.0
2024-05-09,61.70968026657365,10.230580412142292,6.122257874063773,10.196769848684442,4.4198730023621255,0.0,2.468374098580865,4.852464497592847,0.0,0.0
2024-05-10,61.71348286174663,10.250448941173504,6.122635132026203,10.196165766545432,4.422610187094456,0.0,2.46113171470538,4.8335253967083975,0.0,0.0
2024-05-13,61.72185022095423,10.251838737768232,6.123465263223977,10.210844430432676,4.423209822155624,0.0,2.4614654047218765,4.807326120743378,0.0,0.0
2024-05-14,61.73012455641794,10.309602761497638,6.111892788120478,10.212103155451533,4.42375508605664,0.0,2.4617688378129476,4.750752814642814,0.0,0.0
2024-05-16,61.73469070176942,10.310365357475911,6.112344881665466,10.200530292395976,4.429013607745253,0.0,2.461950933579253,4.751104225368719,0.0,0.0
2024-05-17,61.731646529815386,10.304925891972092,6.112043478537813,10.19879453465806,4.439890085832655,0.0,2.461829533408635,4.750869945775363,0.0,0.0
2024-05-20,61.74163047303611,10.551443666596839,6.11309851955266,10.188225250231358,4.440656485181484,0.0,2.4622544863950506,4.502691119006494,0.0,0.0
2024-05-21,61.71179894733241,10.546242358121948,6.110085082515768,10.183202989390798,4.4396998432903665,0.0,2.510335480654421,4.498635298694288,0.0,0.0
2024-05-22,61.62218824956168,10.530928331425416,6.10121272752009,10.153649173295705,4.4344836068972695,0.0,2.6715879046886073,4.485950006611226,0.0,0.0
2024-05-23,61.570666285404364,10.536878088007708,6.096111537958458,10.145159764470202,4.418480454835431,0.0,2.775095550861686,4.457608318462155,0.0,0.0
2024-05-24,61.50940685702283,10.587832329097441,6.090046242084702,10.119097634630094,4.415312636865974,0.0,2.8951672030241307,4.383137097274826,0.0,0.0
2024-05-27,61.50109707530359,10.586401936901671,6.089223490614353,10.117730567431169,4.414716138117094,0.0,2.9119703300215067,4.378860461610621,0.0,0.0
2024-05-28,61.50714033022475,10.587442183802052,6.089821833271244,10.123278248274516,4.415149939403509,0.0,2.9122564676656153,4.364910997358311,0.0,0.0
2024-05-29,61.467125881260124,10.580554354801139,6.085860002764365,10.11669238850855,4.404912696208577,0.0,2.9827833414113365,4.362071335045915,0.0,0.0
2024-05-30,61.45958182295429,10.579255769291954,6.085113065567551,10.127724056308534,4.404372067087957,0.0,2.982417254806202,4.361535963983514,0.0,0.0
2024-05-31,61.45203961623436,10.577957502502814,6.084366311696252,10.126481200659837,4.403831570657356,0.0,3.001686163454827,4.353637634794561,0.0,0.0
2024-06-04,61.51167355086926,10.56365505390406,6.090270667437615,10.12525273011031,4.408105111546606,0.0,2.943180419358718,4.3578624667734305,0.0,0.0
2024-06-05,61.517718884614325,10.564693244164253,6.090869215918855,10.097992491152352,4.408538337714003,0.0,2.961897071315119,4.3582907551210885,0.0,0.0
2024-06-06,61.52923991285818,10.550796685840535,6.092066665900838,10.09752026235442,4.40940504556241,0.0,2.9624793730308427,4.358492054452769,0.0,0.0
2024-06-07,61.50656733670212,10.575361171174883,6.089821833271244,10.091342917966923,4.397953992314804,0.0,3.0105190224582126,4.3284337261118155,0.0,0.0
2024-06-11,61.51865729756906,10.57743990371109,6.091018871422436,10.085955369841807,4.386533236890809,0.0,3.0111107813344877,4.329284539230313,0.0,0.0
2024-06-12,61.51563436179024,10.576920143967659,6.090719567769125,10.073175130893256,4.38631768913913,0.0,3.010962819806802,4.346270286633795,0.0,0.0
2024-06-13,61.620855890699275,10.595011800182268,6.339351879199434,9.867673006375039,4.3901287240245,0.0,3.0628744667831196,4.124104232736355,0.0,0.0
2024-06-14,61.60417815259227,10.59214425104667,6.337636128113518,9.855160462385305,4.388940531876614,0.0,3.0989524336377943,4.1229880403478285,0.0,0.0
2024-06-17,61.62071905195251,10.595011800182268,6.339351879199434,9.824603256942574,4.397512109641495,0.0,3.099791394868091,4.123010507213624,0.0,0.0
2024-06-18,61.6814414342887,10.605452352764019,6.34559881293365,9.839211739946341,4.404309066475721,0.0,3.1496535179734706,3.9743330756180972,0.0,0.0
2024-06-19,61.6530990145841,10.636905007243467,6.3426299850098,9.801365987270106,4.426872495040043,0.0,3.2195895677314903,3.9195379431209925,0.0,0.0
2024-06-20,61.65381463533836,10.637035970494106,6.3427080764696635,9.801486663232668,4.424464567875299,0.0,3.222091639342101,3.9183984472478137,0.0,0.0
2024-06-21,61.673295000875605,10.640442147306201,6.344739129597234,9.751666050904765,4.4320394138261,0.0,3.2391343432434474,3.9186839142466448,0.0,0.0
2024-06-24,61.673917627988814,10.640573197671511,6.3448172730022945,9.75178615487983,4.432093999939742,0.0,3.2416374876083265,3.9151742589094805,0.0,0.0
2024-06-25,60.957682881307804,10.50361099767124,6.271133311174583,9.63366691685515,4.3806229754710015,0.0,3.203991534601522,3.869706353652405,1.1795850292662897,0.0
2024-06-26,60.961393363607854,10.5042503504296,6.27151503383943,9.628166335737621,4.380889623139439,0.0,3.204186560943022,3.869941901925452,1.179656830377579,0.0
2024-06-27,60.97298485877201,10.509553246302374,6.305536179085687,9.628707232236852,4.354902154865534,0.0,3.2047717824481246,3.843672260122159,1.1798722861672617,0.0
2024-06-28,61.15802617372225,10.547554293246971,6.324672272041393,9.638387492833225,4.371782388763234,0.0,3.2144976501600824,3.561626756966465,1.183452972266383,0.0
2024-07-02,61.21484569614258,10.557353612079508,6.3305482768840236,9.550768719116286,4.379511385356646,0.0,3.217484113797489,3.564935724636473,1.1845524719869935,0.0
2024-07-03,61.00380128312113,10.523392528335666,6.308723067165604,9.506877366855546,4.474053621028549,0.0,3.206391509732573,3.5526452457680024,1.4241153779929248,0.0
2024-07-04,61.00751735427756,10.527688489231808,6.309107365575388,9.497710017600323,4.474326159809146,0.0,3.206586828364444,3.5528616565858395,1.4242021285554847,0.0
2024-07-05,61.006030871488484,10.531086811268262,6.308953640593286,9.693938537663204,4.476653697074011,0.0,3.2065086980562665,3.331949584322016,1.4448781595344726,0.0
2024-07-08,61.01866828463505,10.533268328292317,6.310260541772393,9.639894224853581,4.478799567651156,0.0,3.1791467198717482,3.332639798434933,1.5073225344888281,0.0
2024-07-09,61.01420742336876,10.532498277912426,6.3097992207107865,9.637971044262638,4.47359837163167,0.0,3.1789143035824194,3.332396160803873,1.520615197727428,0.0
2024-07-10,60.98745594671973,10.527880339015303,6.307032710193954,9.621566233429423,4.47163693728007,0.0,3.177520519161498,3.3309350827722843,1.5759722314277418,0.0
2024-07-11,60.98597044137317,10.535100091900205,6.306879086294309,9.621331875595338,4.473963774690725,0.0,3.177443122528916,3.3233777630207797,1.5759338445965572,0.0
2024-07-12,60.98745594671973,10.535356707436529,6.307032710193954,9.605733436668558,4.475290659609501,0.0,3.177520519161498,3.3234587143510588,1.5881513058591774,0.0
2024-07-15,60.974831457536716,10.533175873776104,6.305727145549704,9.545297580272761,4.48045254481971,0.0,3.176862767943641,3.32277075372148,1.6608818763798872,0.0
2024-07-16,60.974831457536716,10.533175873776104,6.305727145549704,9.520944473580975,4.48045254481971,0.0,3.176862767943641,3.32277075372148,1.6852349830716744,0.0
2024-07-17,60.97111936709905,10.482613794527573,6.305343258806929,9.498448385741005,4.485050103898822,0.0,3.176669363523805,3.322568466560588,1.7581872598422286,0.0
2024-07-18,60.980029143582016,10.48414563036782,6.306264665526495,9.481570017441367,4.489358786579111,0.0,3.177133573698771,3.323053997131352,1.7584441856730644,0.0
2024-07-19,60.65503098506606,10.428269500570313,6.272654901277538,9.400755473551623,4.455742222105434,0.0,3.1602007749560865,3.3053435033043663,1.7490724105161324,0.5729302286524449
2024-07-22,60.60731334187551,10.420065524164041,6.267720169507138,9.38609795160335,4.4304511761662155,0.0,3.1577146277966364,3.3027431715701083,1.7476964057256972,0.6801976315913031
2024-07-23,60.61685086321167,10.416863260493269,6.268706494614613,9.371838417951633,4.420253819082441,0.0,3.1315804005178025,3.3032629105542304,1.747971433454854,0.722672400119493
2024-07-24,60.61685086321167,10.416863260493269,6.268706494614613,9.359733352622996,4.420253819082441,0.0,3.1315804005178025,3.3032629105542304,1.747971433454854,0.7347774654481277
2024-07-25,60.609514041941516,10.41560244501293,6.267947755444052,9.300503207056444,4.4294016893771815,0.0,3.131201366546811,3.302863096818645,1.7477598659812892,0.7952065318211268
2024-07-26,60.56919325053364,10.408673411837013,6.251682422716823,9.277382231915718,4.4228263426288015,0.0,3.107346331953706,3.3006658501308817,1.7465971597279684,0.9156329985554515
2024-07-29,60.56919325053364,10.408673411837013,6.251682422716823,9.250772025881082,4.415569013710264,0.0,3.107346331953706,3.3006658501308817,1.7465971597279684,0.9495005335086256
2024-07-30,60.526731218841135,10.496067111427521,6.2472996808819286,9.234617117450084,4.410056065420543,0.0,3.105167926871088,3.203661218530481,1.7453727078247767,1.0310269527524478
2024-07-31,60.485059256344876,10.488840689213436,6.242998486471424,9.2004780714839,4.407019792235723,0.0,3.1030300542520415,3.201455534406113,1.7441710386687224,1.126947076923766
2024-08-01,60.485059256344876,10.488840689213436,6.242998486471424,9.181152076595604,4.410643416277278,0.0,3.075248936600116,3.201455534406113,1.7441710386687224,1.1704305654224323
2024-08-02,60.485059256344876,10.488840689213436,6.255077233276609,9.172696953831975,4.407019792235723,0.0,3.075248936600116,3.201455534406113,1.7441710386687224,1.1704305654224323
2024-08-05,60.485059256344876,10.46226744624203,6.297352847094756,9.166657580429384,4.397356794791575,0.0,3.075248936600116,3.201455534406113,1.7441710386687224,1.1704305654224323
2024-08-07,60.474102485761925,10.46037222342841,6.340895359230507,9.143259249478321,4.365161167950421,0.0,3.07469186023286,3.200875595917943,1.7438550849081893,1.1967869730914236
2024-08-08,60.474102485761925,10.457956911676458,6.36021785324611,9.126352067214667,4.365161167950421,0.0,3.07469186023286,3.200875595917943,1.7438550849081893,1.1967869730914236
2024-08-09,60.47629352229881,10.458335813797412,6.354409792075947,9.097697932842255,4.365319322056315,0.0,3.074803259359569,3.200991566806181,1.7439182665024422,1.2282305242610692
2024-08-12,60.47629352229881,10.458335813797412,6.354409792075947,9.101321031733882,4.361696223164689,0.0,3.074803259359569,3.200991566806181,1.7439182665024422,1.2282305242610692
2024-08-13,60.48725108691734,10.460230736316758,6.35556113340085,9.077603792304428,4.3624865091664935,0.0,3.0753603760980686,3.201571547322409,1.7442342431600988,1.2357005753135601
2024-08-14,60.49017377479746,10.463152118598604,6.355868228221036,9.070794552802978,4.362697300469098,0.0,3.07550897465953,3.201726244290623,1.744318522941226,1.2357602832194419
2024-08-15,60.49017377479746,10.463152118598604,6.355868228221036,9.067170622353654,4.366321230918422,0.0,3.07550897465953,3.201726244290623,1.744318522941226,1.2357602832194419
2024-08-16,60.449281829426006,10.439178683102575,6.4421086154545115,9.053798165615518,4.364576715542729,0.0,3.0734299007020067,3.1995618462321325,1.7431393466668097,1.2349248972577191
2024-08-19,60.449281829426006,10.372784871422052,6.520574029258765,9.04293372370416,4.3633695553303555,0.0,3.0734299007020067,3.1995618462321325,1.7431393466668097,1.2349248972577191
2024-08-22,60.45366046464231,10.373536222633426,6.521046346120291,9.03634526141781,4.363685615389608,0.0,3.0736525241640367,3.1997936060438743,1.7432656107199014,1.235014348868739
2024-08-23,60.45393342333662,10.373536222633426,6.521046346120291,9.0315162708064,4.363685615389608,0.0,3.0736525241640367,3.2043496379609766,1.7432656107199014,1.235014348868739
2024-08-26,60.45393342333662,10.373536222633426,6.521046346120291,9.02789452784784,4.367307358348167,0.0,3.0736525241640367,3.2043496379609766,1.7432656107199014,1.235014348868739
2024-08-27,60.45393342333662,10.326453564172155,6.5693362522344145,9.02427278488928,4.369721853653873,0.0,3.0736525241640367,3.2043496379609766,1.7432656107199014,1.235014348868739
2024-08-28,60.40726044836602,10.318481108428692,6.642674963264704,9.01368672056307,4.36514192929797,0.0,3.0712795353574345,3.201875745494752,1.7419197364713805,1.237679812755981
2024-08-29,60.40871788794973,10.281333375270702,6.6838509505761685,9.00666612455948,4.365247246615608,0.0,3.072559980505566,3.2019529968122087,1.7419617635846238,1.237709674125917
2024-08-30,60.40143139321616,10.195659297489538,6.783159278808528,8.99231154998326,4.364720710840884,0.0,3.0818389621851447,3.201566777497114,1.7417516482956357,1.237560381683741
2024-09-02,60.3410212610899,10.183052183864115,6.760710235643011,8.979702964616264,4.3603553613987565,0.0,3.0823716577772116,3.19836474953886,1.7400096457507013,1.354411940321183
2024-09-03,60.3025092927027,10.151264268099167,6.781683988355653,8.969154876622659,4.357572414336781,0.0,3.1490451233563888,3.196323429727716,1.7388991044461282,1.3535475023528034
2024-09-04,60.301783124304706,10.151142025635334,6.781602322689409,8.95459635816751,4.3563157307913,0.0,3.149007202263564,3.1962849393051505,1.7388781644621745,1.370390132380855
2024-09-05,60.279293567462965,10.117381760829804,6.863417473298121,8.934509722805586,4.355946298792062,0.0,3.1478699940093087,3.1934357432105465,1.7382501993688113,1.3698952402227889
2024-09-09,60.279293567462965,10.117381760829804,6.874251442684769,8.923675753418939,4.355946298792062,0.0,3.1478699940093087,3.1934357432105465,1.7382501993688113,1.3698952402227889
2024-09-10,60.27421460860617,10.11652929951746,6.885708967646459,8.919312851471524,4.355579279360933,0.0,3.1476047635920303,3.193166673555086,1.73810373943667,1.3697798168136637
2024-09-11,60.27639120045407,10.116894622489237,6.8859576208741,8.916023791922008,4.355736565829348,0.0,3.1477184282977975,3.193281983569422,1.7381665049567951,1.369829281607225
2024-09-12,60.27639120045407,10.116894622489237,6.889568770122626,8.916023791922008,4.352125416580823,0.0,3.1477184282977975,3.193281983569422,1.7381665049567951,1.369829281607225
2024-09-13,60.261158357883716,10.114337915625802,6.9239300284775345,8.902939855056724,4.351025562392527,0.0,3.1469229477071528,3.192474988313574,1.7377272414872387,1.3694831030557324
2024-09-16,60.25753262533704,10.113729366351807,6.9319368151246366,8.899997512335608,4.350763774278543,0.0,3.146733606823833,3.1922829067010565,1.7376226876686864,1.3694007053787847
2024-09-17,60.22347205363056,10.108012580594176,7.004988753587102,8.874521574936127,4.34830450495477,0.0,3.144954915579987,3.1904784687144043,1.7366404964043982,1.3686266515984802
2024-09-20,60.16052526147335,10.097447481217865,6.997666997532537,8.865245745329778,4.384607256757273,0.0,3.145271952773701,3.18714371603071,1.734825324600926,1.4272662642838643
2024-09-23,60.14607333194542,10.09622295813648,7.007997138158581,8.863116111218334,4.394363999922711,0.0,3.144516386754121,3.1863780914591286,1.7344085800125864,1.4269234023926265
2024-09-24,60.128740179113514,10.093313385393591,7.005977543549786,8.860561900484164,4.421916041287667,0.0,3.1436101865635746,3.185459827383356,1.7339087507249051,1.4265121854994371
2024-09-25,60.099873781034184,10.099269544687733,7.002614138028491,8.85390776976014,4.399389929763324,0.0,3.14210101303389,3.183930562822531,1.7330763417956214,1.4858369190740854
2024-09-26,60.071035085816895,10.094423448714592,6.999253960341818,8.849659255884982,4.3852827446326605,0.0,3.1405932878465297,3.1824027658852403,1.7322447317228378,1.5451047191544425
2024-09-30,60.06887329933532,10.094060178993676,6.999002077007846,8.836145486464634,4.377927496955644,0.0,3.140480266785646,3.1822882402196107,1.732182393139218,1.5690405610984053
2024-10-03,60.08617194905077,10.096967069062563,7.0010176514416225,8.82189127346823,4.36118948743854,0.0,3.1413846631075595,3.183204676412559,1.7326812274741465,1.5754920025440127
2024-10-04,60.07319702790282,10.083989816832004,6.999505861806233,8.818786628374955,4.393838180375915,0.0,3.140706317042616,3.1825172997943714,1.7323070747935587,1.5751517930775227
2024-10-07,60.07175571588868,10.081348616014687,7.002936815050415,8.818575042780271,4.394932390642759,0.0,3.1406309633412706,3.1824409429389617,1.7322655122478208,1.5751140010951445
2024-10-08,60.076800610545774,10.071397683764346,7.003524929682679,8.818115906182253,4.3953014820846805,0.0,3.144493908923941,3.1827082079642346,1.7324109898840792,1.5752462809680026
2024-10-09,58.106938887150385,9.73768485929667,6.773885941793474,8.5173742631455,4.231457011509855,3.225527781466666,3.129578749510007,3.0783502026795033,1.6756068647728772,1.5235954386750608
2024-10-14,57.99791232616792,9.71941395546878,6.916376891619831,8.501393038832258,4.223517491467231,3.2194756952941406,3.1561367220545153,3.072574267093744,1.6724629088611813,1.5207367031403958
2024-10-15,57.99992761829379,9.71627691575689,6.91661721957872,8.50168844240392,4.223664248845258,3.219587564562497,3.156246390441341,3.0726810318802382,1.6725210230448797,1.5207895451924702
2024-10-16,58.01471070771691,9.71875341178721,6.918380135069503,8.466781737945816,4.236326289068122,3.2204081768085286,3.157050858214791,3.0734642004173094,1.672947317160425,1.5211771658113835
2024-10-17,58.01807155180103,9.719316427865555,6.953539459705242,8.43946539683629,4.223826906454411,3.220594737934792,3.1572337489949165,3.073642248947582,1.6730442324949208,1.521265288965257
2024-10-18,58.01135025298109,9.718190460933357,6.978220544159147,8.415318025244481,4.232605452331082,3.220221637295066,3.1568679886222633,3.0732861725136673,1.672850413053412,1.5210890528664336
2024-10-21,57.98918101171747,9.714476620313638,7.004504816340935,8.412102081902392,4.240252274866059,3.218991018285369,3.1556615804319357,3.0721117054079463,1.672211127392189,1.5205077633420665
2024-10-22,57.98918101171747,9.714476620313638,7.094832010202841,8.317142724252696,4.244884438653849,3.218991018285369,3.1556615804319357,3.0721117054079463,1.672211127392189,1.5205077633420665
2024-10-23,57.98313779541551,9.713464247273484,7.094092637724808,8.310486370002462,4.2606529509590985,3.218655558141629,3.155332720027743,3.0717915519721557,1.672036861548646,1.520349306934468
2024-10-24,58.005302415398376,9.71717731372597,7.108388052735963,8.266170255964514,4.259964901326409,3.219885920623109,3.15653887673671,3.0729657742547833,1.6726760139478196,1.5209304752863484
2024-10-25,58.14607280409989,9.740759482434248,7.160474293345574,7.8925930336495105,4.38642062013653,3.227700113011498,3.1641993351107995,3.0804234129273724,1.6767353540917413,1.5246215511928367
2024-10-28,58.17917531743927,9.746304889116988,7.20521497502675,7.84828920544889,4.335473390255478,3.229537640137474,3.1706480517876945,3.0821770955442687,1.677689918204995,1.5254895170381981
2024-10-29,58.202843055009545,9.750269761171928,7.231392267429573,7.600423472422256,4.361645557398661,3.2308514409764,3.3346609832544414,3.083430948976265,1.6783724154128314,1.526110097948094
2024-10-31,58.20690231508845,9.750949777451593,7.231896608805447,7.440543892706564,4.492137302056748,3.2310767713140063,3.3581413302175984,3.0836459977178774,1.6784894706937388,1.5262165339479772
2024-11-05,58.19066867110113,9.748230281293411,7.229879665277599,7.438468758387057,4.460670784338926,3.230175638494444,3.41530799191692,3.082785982679817,1.6780213475086874,1.525790879002013
2024-11-06,58.131897541191556,9.738384810854011,7.257404396064782,7.419347179825,4.453843835671869,3.2269132413366846,3.4362373264427917,3.079672445413292,1.6763265876295244,1.5799726355704864
2024-11-08,58.11098478043364,9.734881458644088,7.336026703810355,7.313395964637703,4.487055780719108,3.2257523698107757,3.458210618497441,3.078564543284034,1.6757235346007735,1.5794042455620865
2024-11-11,58.124475161453624,9.737141397286631,7.4294284301588815,7.205983939099522,4.482293730404428,3.226501223555198,3.4590134370878887,3.079279227587535,1.6761125513942654,1.5797709019720187
2024-11-14,58.124475161453624,9.737141397286631,7.4294284301588815,7.179286855524683,4.508990813979267,3.226501223555198,3.4590134370878887,3.079279227587535,1.6761125513942654,1.5797709019720187
2024-11-15,58.124475161453624,9.737141397286631,7.4294284301588815,7.156072000242214,4.532205669261736,3.226501223555198,3.4590134370878887,3.079279227587535,1.6761125513942654,1.5797709019720187
2024-11-18,58.119078257490045,9.73623729592735,7.449630031580738,7.143801203356569,4.531784850343848,3.226201640338428,3.458692264926301,3.078993314050729,1.6759569230045563,1.5796242189814416
2024-11-19,58.119078257490045,9.73623729592735,7.463557651439502,7.1321948534742665,4.529463580367388,3.226201640338428,3.458692264926301,3.078993314050729,1.6759569230045563,1.5796242189814416
2024-11-20,58.13257239698599,9.738497864198148,7.465290546920715,7.133850812845107,4.5072971459567714,3.2269507027166013,3.4594953071853283,3.0797081974682334,1.6763460481797363,1.5799909775433667
2024-11-21,58.13932181681781,9.734984385020567,7.477767688965907,7.11145829590433,4.5124646178512915,3.2273253643593116,3.45989696816938,3.080065763678142,1.6765406785357664,1.580174420697492
2024-11-22,58.12582454405859,9.732724370017893,7.476031695717722,7.1307011976278645,4.513738570823465,3.2265761280530687,3.4590937394484578,3.07935071426873,1.6761514630079106,1.5798075769762925
2024-11-25,58.05035547836969,9.720087652679695,7.531243715202733,7.034498184968055,4.485852060165673,3.2223868251456538,3.394320886604406,3.075352565026853,1.9081462361170944,1.577756395720149
