date,THE HONGKONG AND SHANGHAI BANKING,CROSBY SECURITIES LTD,HANG SENG SECURITIES LTD,OCBC BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,HANTEC SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,36.04362348022017,0.0,0.0,63.95637651977984,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,36.047900624537945,0.0,0.0,63.952099375462055,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,36.04362348022017,0.0,0.0,63.95637651977984,0.0,0.0,0.0,0.0
2024-03-18,79.64949228413319,0.0,7.8370587624243075,0.0,0.0,12.482723660215289,0.0,0.0,0.03072529322721972,0.0
2024-03-19,76.63659904443703,0.0,8.092452152430072,0.0,0.0,11.927201083224162,3.3344565268912345,0.0,0.009291193017496474,0.0
2024-03-25,76.56876254642275,0.0,8.085288948148907,0.0,0.0,12.006660864060445,3.3300046726453827,0.0,0.009282968722518088,0.0
2024-03-26,76.57220896176739,0.0,8.085652872848353,0.0,0.0,12.002700220266048,3.3301545585625614,0.0,0.00928338655564984,0.0
2024-03-27,76.57048571531453,0.0,8.085470906403595,0.0,0.0,12.004680586730105,3.3300796139173916,0.0,0.009283177634382328,0.0
2024-03-28,76.39855188276543,0.0,8.067315529851971,0.0,0.0,12.202268108498687,3.3226021459953103,0.0,0.009262332888603285,0.0
2024-04-02,76.20178006439687,0.0,8.046537382792355,0.0,0.0,12.437358206758017,3.314044464601218,0.0,0.0002798814515340694,0.0
2024-04-03,75.9201165041424,0.0,8.017278668721922,0.0,0.0,12.735785428183972,3.3265405352014534,0.0,0.0002788637502577956,0.0
2024-04-05,75.75613780470945,0.0,7.9999622710446765,0.0,0.0,12.924266071673799,3.3193555911353636,0.0,0.00027826143670518435,0.0
2024-04-09,76.66430047629314,0.0,8.09586561721802,0.0,0.0,11.880404366919073,3.3591479423419788,0.0,0.0002815972277985521,0.0
2024-04-12,76.68683426352695,0.0,8.09586561721802,0.0,0.0,11.857870579685258,3.3591479423419788,0.0,0.0002815972277985521,0.0
2024-04-15,76.56328451342301,0.0,8.083297453175952,0.0,0.0,11.999203731279282,3.35393314205044,0.0,0.00028116007131398344,0.0
2024-04-16,76.43785665047147,0.0,8.07005519572061,0.0,0.0,12.143518554682947,3.34828889965703,0.0,0.00028069946794362995,0.0
2024-04-17,76.17776929263826,0.0,8.385094465644803,0.0,0.0,12.099960481426807,3.3368960159298453,0.0,0.00027974436027628023,0.0
2024-04-18,76.16753899361312,0.0,8.38396838877836,0.0,0.0,12.111765023577973,3.336447887238552,0.0,0.0002797067919872269,0.0
2024-04-19,76.30416931261243,0.0,8.39900765997675,0.0,0.0,11.954109968159678,3.342432850717497,0.0,0.0002802085336572405,0.0
2024-04-22,72.52033280477848,0.0,7.982510473785065,0.0,3.644727558582671,11.431644791567546,3.1766854274841263,0.0,0.00026631331287166245,1.24383263048924
2024-04-25,72.70781721827673,0.0,8.003147393618983,0.0,3.654150151974806,11.2240377993535,3.163532165196667,0.0,0.0002670018038553556,1.2470482697754661
2024-05-02,72.70626378774196,0.0,8.00297640329069,0.0,3.654072079648584,11.225934531998114,3.163464575112805,0.0,0.00026699609925891996,1.247021626108599
2024-05-03,72.66900135848661,0.0,7.998874826252838,0.0,3.6521993441335354,11.271431813275928,3.161843279108983,0.0,0.0002668592620355257,1.2463825194800642
2024-05-08,72.66085919254662,0.0,7.997508568007175,0.0,3.6515755254618947,11.282317054470566,3.1613032163444807,0.0,0.0002668136807912748,1.246169629488474
2024-05-09,72.66589788003101,0.0,7.998533217929782,0.0,3.6520433694845353,11.275221148406672,3.1617082461194936,0.0,0.0002668478652644827,1.2463292901632395
2024-05-14,72.64521746559065,0.0,7.997329050782842,0.0,3.652143563469172,11.296884593967565,3.161794987736552,0.0,0.0002668551862484382,1.2463634832669672
2024-05-16,70.28112892252857,0.0,7.738209822408447,0.0,3.5338114783355725,10.937056052815546,3.0593505500626854,3.248337001504277,0.0002582088857762034,1.2018479634591326
2024-05-22,70.2790627004498,0.0,7.738209822408447,0.0,3.5338114783355725,10.93912227489431,3.0593505500626854,3.248337001504277,0.0002582088857762034,1.2018479634591326
2024-05-23,70.26744764830985,0.0,7.736930925008517,0.0,3.5332274437312896,10.95384140600759,3.0588449298283233,3.2478001473945204,0.0002581662114781116,1.2016493335084264
2024-05-24,70.20073553320954,0.0,7.72958546073357,0.0,3.5298729875244628,11.038382082809962,3.055940853732461,3.2447166766764686,0.00025792110774101076,1.2005084842057954
2024-05-27,70.21812647828108,0.0,7.7315003238066184,0.0,3.5307474488355766,11.036987778501022,3.036053601661739,3.2455204957400183,0.00025798500296637337,1.200805888170984
2024-05-28,70.22392537492429,0.0,7.7321388223471414,0.0,3.531039032228013,11.029640853443135,3.0363043312371674,3.245788523938037,0.0002580063084104621,1.2009050555738088
2024-05-29,70.22827517599704,0.0,7.732617765464671,0.0,3.5312577513794756,11.02412986325577,3.0364924055973903,3.2459895741403426,0.0002580222898030019,1.200979441875502
2024-05-30,70.3213933217628,0.0,7.742870715952646,0.0,3.535939970517071,10.906153620435264,3.0405185979213862,3.2502935461453717,0.000258364410652937,1.202571862854801
2024-06-07,63.74893853805985,9.348183335393054,7.019198085579617,0.0,3.205460091260765,9.884956557292984,2.756342331498324,2.946511064645665,0.00023421687422736155,1.0901757793955082
2024-06-18,63.744159677191405,9.347482560312605,7.018671900017499,0.0,3.205219797882604,9.891711920827543,2.7561357056813276,2.946290183063192,0.0002341993164470966,1.0900940557073753
2024-06-19,63.741770515428186,9.347132212170461,7.018408836818972,0.0,3.2050996647029906,9.893215198755312,2.7560324043894826,2.9461797546900774,0.00023419053854407517,1.0919272225059724
2024-06-20,63.66299451863387,9.335594175262552,7.133278270846912,0.0,3.20114331131187,9.881003080694919,2.75263037659321,2.9425430102881216,0.0002339014553241239,1.0905793549132126
