date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-03-01,82.8144179903179,0.0,17.1855820096821,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,76.60131817861001,0.0,15.898343532936257,0.0,0.0,0.0,7.500338288453731,0.0,0.0
2024-03-05,69.46456183807094,0.0,14.433075427554348,0.0,6.772217925830924,0.0,6.801570182672956,0.0,2.5285746258708346
2024-03-06,58.709349011315496,11.817802773589964,12.369266841511143,0.0,5.782029759316405,3.31559781984279,5.763720171143866,0.0,2.2422336232803444
2024-03-07,58.70346783144973,11.816618931069138,12.382190358516688,0.0,5.781450547358235,3.3152656814786385,5.763142793339594,0.0,2.2378638567879743
2024-03-08,58.66635965991337,11.81088677469579,12.354432356916687,0.0,5.778646007515191,3.296394382283949,5.754822946362145,0.0,2.3384578723128633
2024-03-11,58.67314595369992,11.812253011632896,12.373299204634668,0.0,5.779314458561462,3.2720866250764016,5.755488641650381,0.0,2.3344121047442647
2024-03-12,58.563471475468155,11.844194509209945,12.398275058578923,0.0,5.79753906074414,3.280934670144844,5.771052050791802,0.0,2.3445331750621965
2024-03-13,57.171255360017526,11.54293299545098,12.105374626032347,2.270164412222145,5.683236382578396,3.303059158160368,5.634557698359308,0.0,2.2894193671789305
2024-03-14,57.26869904954006,11.567779512454388,11.622427771577176,2.2752175907847083,5.7607667327607945,3.5208055696828096,5.64709970898091,0.0,2.337204064219151
2024-03-15,57.23582863590738,11.569387469541326,11.623873901954589,2.2755338530583358,5.778001526809457,3.531960996639595,5.647884673285247,0.0,2.337528942804072
2024-03-18,57.22043891442357,11.566310899215402,11.626033558331535,2.2749287354627516,5.813220032685164,3.5140839724401713,5.646382768846847,0.0,2.338601118594565
2024-03-19,57.0797889890476,11.54300574423219,11.647064706203711,2.2490463252225834,5.815029809587938,3.507003385352779,5.618102111899791,0.0,2.540958928453414
2024-03-20,56.96907718901926,11.523312857323083,11.799823766398157,2.2452093510481506,5.806796589883061,3.5190763443498114,5.6000799637284375,0.0,2.5366239382500417
2024-03-21,56.57299572029581,11.463578829386364,11.74270168810285,2.2337015783558245,5.774683610772854,3.5042291771858523,5.598573975987822,0.0,3.109535419912632
2024-03-22,56.572235917374435,11.463424867932265,11.74254397789264,2.2336715786543224,5.774606053955832,3.5038463514874025,5.59849878440908,0.0,3.1111724682940225
2024-03-25,53.12441551261641,10.770534458185576,10.807223331184332,2.098660477416783,5.43345489332804,3.568410893597708,5.260105489090588,6.0072903188201705,2.9299046257603956
2024-03-26,51.80253525061019,10.402197979392799,12.211024282335726,2.0355566659447133,5.605718792059274,3.2774048428223885,5.249945824737515,5.535559802876015,3.8800565592213796
2024-03-27,51.80189408110424,10.402537812259647,12.192599449971958,2.030956118690741,5.598901355853692,3.2588437233237886,5.250117336964446,5.535740645921027,3.928409475910459
2024-03-28,51.78334528988806,10.402780563616423,12.192883973817246,2.031003512640397,5.599032010596324,3.2682540838735092,5.258329590390547,5.53586982675909,3.928501148418405
2024-04-02,51.5549393278807,10.359074494803679,12.39215982769842,2.022470488345638,5.705949509370837,3.2509597755795774,5.282712811401648,5.512611515569392,3.919122249350114
2024-04-03,51.563252530689994,10.329338998100274,12.33825499243643,2.0248105421501514,5.7125514493915714,3.4149369519087647,5.274866279154197,5.103328434263148,4.23865982190547
2024-04-05,51.563252530689994,10.329338998100274,10.13013175761378,2.0248105421501514,5.7125514493915714,5.623060186731414,5.274866279154197,5.103328434263148,4.23865982190547
2024-04-30,51.54246107791421,10.326167903521121,10.131053116665598,2.0288404245885685,5.722426445070557,5.59420018257094,5.25696666269589,5.10176171860627,4.296122468366841
2024-05-02,51.46651854957566,10.163878481481502,10.331951521183507,2.0277054567738864,5.745259032778769,5.653675807198938,5.2214835633035905,5.098907706393867,4.290619881310278
2024-05-03,51.378858799683115,10.146566973519938,10.314353744769383,2.0242517910081452,5.7354734870672175,5.644819745639803,5.212590132076329,5.090223051071065,4.45286227516501
2024-05-06,51.436150151358994,10.15788117065011,10.287446850678252,2.026508986359474,5.741868978058102,5.578014699466451,5.218402568190633,5.095899038544134,4.4578275566938474
2024-05-07,51.385138699872115,10.147807161203032,10.243361075773448,2.1792173358021127,5.736174518617488,5.600177285930643,5.180891164677686,5.09084521539015,4.43638754273332
2024-05-08,51.35349552157245,10.120646765597948,10.28279112089284,2.1779671733943733,5.732883818956838,5.632529359118591,5.177919017170294,5.087924724988692,4.43384249830798
2024-05-09,51.35179041799438,10.120615466710479,10.282759320561338,2.177960437861452,5.732866089567631,5.632511940083359,5.1779030040529115,5.087908990185659,4.4356843329827935
2024-05-10,51.325331381094855,10.125179236844293,10.290190867232516,2.179075735946186,5.735801796965516,5.63539625775498,5.18055452388907,5.090514425552349,4.437955774720237
2024-05-13,51.15950700480975,10.155187044690539,10.340083539296147,2.1953093171334417,5.7528008874646925,5.650390945840237,5.195908038237159,5.105601089713776,4.445212132814255
2024-05-14,51.29391978457243,10.166595600001866,10.295759063880453,2.1740927986425884,5.781023680185053,5.500280983533667,5.193661947268662,5.129126979798549,4.465539162116734
2024-05-16,51.30754124523664,10.171304591036662,10.20820325197256,2.1782188760913974,5.78370135024817,5.509066769064246,5.2428536912215655,5.131502702598442,4.467607522530317
2024-05-17,51.29609916909638,10.170241912396197,10.2097876552509,2.1779912999085034,5.781381767894649,5.508491192201712,5.257899674979683,5.130966572914511,4.467140755357465
2024-05-20,51.593864841013485,10.191272071465507,10.021029932538873,2.1916013487382386,5.827736945146806,5.549447460155974,5.2512015863487465,4.857887876053968,4.515957938538411
2024-05-21,51.72121195221464,10.131893718428229,10.048116765410827,2.2029486230522513,5.869441127689848,5.417702655537185,5.341886408462612,4.751941235913592,4.5148575132908135
2024-05-22,51.67119955912,10.126023881216868,10.08507525472749,2.241137112985537,5.87598582811922,5.386938623554479,5.39909376711532,4.7491882341285425,4.465357739032544
2024-05-23,51.684661726616724,10.127714666295567,9.992646890717936,2.2559320203032858,5.881622132909941,5.437449052830591,5.4030268233754555,4.750425564943906,4.466521122006591
2024-05-24,51.70839707254953,10.114465482520355,10.03964420024166,2.258085594506952,5.863845360840498,5.4122940227115715,5.376574525890733,4.754960450685599,4.471733290053105
2024-05-27,51.72889121386808,10.118783545409906,9.930401348113223,2.2274259461779287,5.8644513308181585,5.520543928501312,5.3788698905813614,4.756990436184968,4.473642360345067
2024-05-28,51.72344981949229,10.117935634849298,9.913758713545377,2.228820348421861,5.8636437048153125,5.54458762057239,5.378419164408211,4.756591820836645,4.472793173058625
2024-05-29,51.63821489355844,10.100315250144924,10.039008424860011,2.22514748170511,5.856033002240646,5.535450710392917,5.391654320499622,4.748753446695683,4.465422469902639
2024-05-30,51.65785891893723,10.106041959624788,10.016903981503358,2.2264091030369184,5.862196087723716,5.538589218179402,5.37260053106809,4.751445910317583,4.4679542896089215
2024-05-31,51.60952407492032,10.09658601290208,10.004533499502479,2.318997678586771,5.858604426683558,5.5334069119139695,5.367573535871836,4.74700011249057,4.46377374712841
2024-06-03,51.66232225496146,10.102684226520076,9.967400447998141,2.3216682051879145,5.860928013452604,5.492388714886895,5.373754761512336,4.752466694106021,4.466386681374559
2024-06-04,51.73614985679065,10.054287122636282,9.941577852043581,2.3252348109935856,5.874361618622897,5.500826262265003,5.3345468639032285,4.759767554437648,4.4732480583071315
2024-06-05,51.63212434276861,10.067937890395283,10.003078507667858,2.318886269153184,5.882337275694364,5.5082947680748005,5.341789611146313,4.7662299202603,4.47932141483928
2024-06-06,51.558102915525254,10.089757065815197,9.988716603239512,2.313909311526562,5.899213430958763,5.531346127709451,5.353366305982011,4.776559265539736,4.4890289737035225
2024-06-07,51.586578809932426,10.09567168434682,9.937699443230935,2.3152657258391343,5.902671551590723,5.534588604421067,5.356504450870276,4.779359285972841,4.491660443795782
2024-06-11,51.64215749218132,10.116081340941134,9.965271341532674,2.2881097182891654,5.919539210473296,5.539091776880073,5.23998686988356,4.789021355502974,4.5007408943158085
2024-06-12,51.60814699929279,10.119931442886719,9.98435143296581,2.288980555066886,5.921792141095648,5.547888143803783,5.235611423748695,4.790844019815058,4.502453841324612
2024-06-13,51.63528154186533,10.099759928594969,9.984502532596458,2.2901840557529307,5.924905702234754,5.528817941034453,5.238364204643404,4.793362950808954,4.504821142468751
2024-09-02,51.550193564985655,10.083116886984017,9.968049419622536,2.45119664853292,5.915142257079581,5.519707195065978,5.229732087241844,4.785464135430102,4.497397805057361
2024-09-11,51.55018987506666,10.083116165243087,9.96804870611804,2.4511964730783493,5.915141833678731,5.519713957884964,5.22973171290207,4.78546379289065,4.497397483137452
2024-09-24,51.53379545178298,10.0799094481615,9.964878583753864,2.4822197608627907,5.913260650714334,5.517958532206616,5.228068509806811,4.783941879601494,4.49596718310961
2024-11-18,48.46523464459885,9.479704964842714,9.371523570749526,8.288879950007813,5.561157730361351,5.189393730426415,4.916765102288985,4.499083828163639,4.228256478560702
