date,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,52.966059937228835,10.688605322618388,8.501890707856962,8.956829644896597,0.0,0.2947618053879756,2.778215816588797,0.6811714523446408,1.2421990068335287,1.5077669144022774,87.61750060815801
2024-03-04,53.00797574575756,10.71570761954414,8.410892249984963,8.95721487251328,0.0,0.2953375039539402,2.778800232695013,0.6811714523446408,1.2452184900489767,1.5165331559955126,87.60885132283804
2024-03-05,53.03271485875515,10.647744896525476,8.444082214683796,8.947799490730064,3.228679830801797,0.2946922111699937,2.7711054206298398,0.6811714523446408,1.2916552198220306,1.5153643237830814,90.85500991924587
2024-03-06,53.1000929952129,10.522095433689104,8.363164934644015,8.984823444241712,3.228679830801797,0.295183412907268,2.769449574995562,0.6811714523446408,1.2903889849252301,1.5141467902284653,90.7491968539907
2024-03-07,52.85144356865903,10.527160373276308,8.348530181317532,9.031839622584078,3.228679830801797,0.2968879598837304,2.768913860231531,0.6811714523446408,1.4790823352196174,1.5160948439158508,90.72980402823411
2024-03-08,52.92172520608581,10.551925005777196,8.29939052705323,9.072091281899683,3.228679830801797,0.2983733508203619,2.7672823652683456,0.6811714523446408,1.4795206472992792,1.5150477650588812,90.81520743240922
2024-03-11,52.943841264793335,10.497842165281154,8.292450585791919,9.112958380076476,3.228679830801797,0.3017337434311021,2.7686216521784233,0.6811714523446408,1.4777430483095397,1.5024828187752441,90.80752494178364
2024-03-12,53.10013965109871,10.486908713960702,8.085859492244676,9.102058849240855,3.228679830801797,0.30088232221635913,2.777363543100566,0.6811714523446408,1.4801975959556457,1.51010457882714,90.7533660297911
2024-03-13,53.23300334115558,10.409351826531664,8.103391975431148,9.097395306115938,3.228679830801797,0.2927735000412744,2.7595632025320804,0.6811714523446408,1.480587206693123,1.531703624086028,90.81762126573327
2024-03-14,53.00610339830661,10.488637611608258,8.076703639913964,9.116884950140783,3.2285337267752428,0.2927608376923064,2.9106612351683108,0.6811714523446408,1.4785904516635526,1.5393010334668318,90.8193483370805
