date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CEPA ALLIANCE SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCOM INTERNATIONAL SECURITIES LTD
2024-03-01,48.48993212936279,27.11931664589999,24.390751224737215,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,48.521936029224044,27.079834229046362,24.398229741729594,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,42.9298500276535,23.92439231480662,21.59109389328775,0.0,0.0,11.554663764252128,0.0,0.0,0.0
2024-03-06,42.94684291082246,23.899934077964804,21.61848928013557,0.0,0.0,11.53473373107716,0.0,0.0,0.0
2024-03-07,34.57097591848779,19.291581501440007,17.412962756210433,9.462556250895632,9.971085241972863,9.290838330993276,0.0,0.0,0.0
2024-03-08,32.41808638555298,18.085937272684387,16.34139265615081,8.873280485137872,9.35014109795857,8.717950917347169,0.0,6.213211185168219,0.0
2024-03-11,32.418970415683305,18.081529677565282,16.342555982208538,8.873912164372506,9.35080672438415,8.718571538837978,0.0,6.213653496948247,0.0
2024-03-12,32.426357286985244,18.06286402625789,16.346279738892893,8.87593414243851,9.352937365948538,8.720558121541512,0.0,6.215069317935412,0.0
2024-03-14,32.41193162757767,18.07415389062394,16.346186624294155,8.891548623015282,9.35060553662014,8.720508445940503,0.0,6.205065251928309,0.0
2024-03-15,32.42024213644327,18.07878815364387,16.3375576935154,8.88100830244615,9.353003057727605,8.72274440841214,0.0,6.206656247811562,0.0
2024-03-18,32.419595610692994,18.07842762573585,16.334952799062,8.880831197027511,9.367060853721206,8.71259943933312,0.0,6.206532474427317,0.0
2024-03-19,32.41821028519797,18.08192822593351,16.33425478830195,8.880451709201012,9.366660588758927,8.712227140237344,0.0,6.206267262369282,0.0
2024-03-21,32.421442895538306,18.093702869222927,16.335883572879066,8.881337231250793,9.367594593554603,8.694577224348317,0.0,6.205461613205986,0.0
2024-03-22,32.43992732910664,18.032752394140196,16.359450395501778,8.886400747041192,9.372935339199934,8.699534262677117,0.0,6.208999532333144,0.0
2024-03-25,32.44131451132942,18.032098117277563,16.37012765094785,8.886780743488647,9.373336140630403,8.699906268420325,0.0,6.196436567905792,0.0
2024-03-26,32.44223936538881,18.03546303841982,16.407655423004964,8.887034092508848,9.329415145272055,8.701579716226489,0.0,6.196613219179018,0.0
2024-03-27,32.44131451132942,18.056329673602185,16.401486135603246,8.886780743488647,9.327723799313468,8.689928568757246,0.0,6.196436567905792,0.0
2024-03-28,32.3494688516274,18.18615951070925,16.36582062751108,8.902239676659972,9.306631591872208,8.707254794158773,0.0,6.182424947461317,0.0
2024-04-02,32.35545076388784,18.18809998463603,16.37026934391566,8.90388583712435,9.289860998979037,8.708864898931957,0.0,6.183568172525137,0.0
2024-04-03,32.299347957803654,18.15992691217495,16.31932881918913,9.019286628672875,9.282730842681609,8.702180668897794,0.0,6.217198170579986,0.0
2024-04-05,32.31248819252207,18.163680252050103,16.313763866354865,9.016211017828619,9.279565396364235,8.699213192384866,0.0,6.2150780824952445,0.0
2024-04-08,32.29961242504182,18.165228854981656,16.315154748719976,9.024084575011162,9.280356555533356,8.69995487176179,0.0,6.215607968950238,0.0
2024-04-10,32.296858852549626,18.172205346580526,16.313763866354865,9.023315263270637,9.279565396364235,8.699213192384866,0.0,6.2150780824952445,0.0
2024-04-11,32.30785402248814,18.171818836812903,16.31214146996124,9.01389365195973,9.278642547807838,8.701189475162307,0.0,6.214459995807847,0.0
2024-04-12,32.308313029206744,18.197650112385798,16.285379389687584,9.01402171486803,9.278774372077752,8.701313095394903,0.0,6.214548286379191,0.0
2024-04-15,32.31736527827056,18.289016882646752,16.25420410644201,8.991094039630955,9.261011910897112,8.684656074771292,0.0,6.202651707341317,0.0
2024-04-16,32.276655773204794,18.304235187456523,16.25512610256174,9.018547731473776,9.261537228346722,8.680894433205994,0.0,6.203003543750456,0.0
2024-04-17,32.28535463748929,18.282217405449742,16.259507012928882,9.02097831546335,9.264033300306012,8.68323401643522,0.0,6.204675311927509,0.0
2024-04-18,32.281691386360905,18.29007118692561,16.259080441238346,9.019954752012852,9.262982158671615,8.682248775072196,0.0,6.203971299718478,0.0
2024-04-19,32.267504136676614,18.287703760773468,16.251934854252337,9.01599063660526,9.241898997591013,8.678433075649298,0.0,6.256534538452012,0.0
2024-04-22,32.22164122666457,18.273036193184033,16.22883542200047,9.144743060116795,9.218004065490314,8.666098121154272,0.0,6.24764191138954,0.0
2024-04-23,32.1945966054597,18.262115684745115,16.24332960254701,9.14708301989338,9.22607582129356,8.673686599886105,0.0,6.253112666175128,0.0
2024-04-24,32.1945966054597,18.247946572386336,16.24332960254701,9.14708301989338,9.22607582129356,8.673686599886105,0.0,6.267281778533905,0.0
2024-04-25,32.197790104199534,18.25400780770735,16.24494083729091,9.147990352215484,9.21282047135358,8.674546974301288,0.0,6.267903452931854,0.0
2024-04-26,32.24095561212341,18.305221607709612,16.277558205440396,9.002015762160664,9.220058647863594,8.681362248987213,0.0,6.272827915715115,0.0
2024-04-30,10.874813143822914,6.174575913872225,5.508591629166382,3.042216807806196,3.102389790524909,2.928280760380765,0.0,2.1117726229361957,0.0
2024-05-02,32.293838519051974,18.238880170374465,16.34840897384967,9.004449201224526,9.200963216099504,8.667217696685434,0.0,6.246242222714432,0.0
2024-05-03,32.299602575968834,18.23080302822298,16.354160105807864,9.003789873723585,9.24510257657973,8.619184738809544,0.0,6.247357100887461,0.0
2024-05-06,31.11670971332164,21.399106332825184,15.721845956743365,8.640700187024622,8.824701063404415,8.305590884981306,0.0,5.991345861699469,0.0
2024-05-07,31.170186529241374,21.383297588933512,15.697557782723853,8.637060288499663,8.820983654434235,8.302092151388335,0.0,5.988822004779025,0.0
2024-05-08,31.184622770652926,21.367571837352195,15.697984413847871,8.637295028119043,8.821223392756815,8.30231778718183,0.0,5.988984770089323,0.0
2024-05-09,31.172040147407394,21.37241592738414,15.700544687663895,8.638703733830475,8.822662096394325,8.3036718595444,0.0,5.989961547775375,0.0
2024-05-10,31.451659189641756,20.846203512371797,15.633103220440534,8.499245408782427,9.153189625771306,8.25909222524151,0.0,6.157506817750668,0.0
2024-05-13,31.42784796944535,21.06159922756053,15.669936826840129,8.465772512523307,9.146259987739667,8.244727982094155,0.0,5.983855493796865,0.0
2024-05-14,31.39844819651383,21.039627202495883,15.652584809173947,8.541474450546907,9.203652930847564,8.186983105829697,0.0,5.977229304592172,0.0
2024-05-16,30.6451035167272,21.605530110854303,16.302489002817275,8.689059787669269,8.57155553060337,8.315488397212977,0.0,5.870773654115605,0.0
2024-05-17,27.600665619230075,19.76115416338417,14.683485204309243,8.030248251764254,7.743905827398172,7.392135946054395,4.917435930254073,5.536882368681476,4.334086688924142
2024-05-20,27.54068931485534,19.987458395187662,14.410967872264782,8.055626243356787,7.748505682241036,7.425620568778611,4.920356871182645,5.574113929830055,4.3366611223030835
2024-05-21,27.779163198532057,19.92952963785247,14.46461150458424,8.022260319550774,7.872765163692241,7.29786690743204,4.9192238496318215,5.378916909050155,4.335662509674199
