date,GARY CHENG SECURITIES LTD,I WIN SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,SUNHIGH FINANCIAL HOLDINGS LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,43.74932243959603,0.0,30.37002111407278,25.88065644633119,0.0,0.0,0.0
2024-03-14,0.0,0.0,43.68917857676796,0.0,30.465744102802923,25.845077320429123,0.0,0.0,0.0
2024-03-19,0.0,0.0,43.74932243959603,0.0,30.37002111407278,25.88065644633119,0.0,0.0,0.0
2024-03-20,0.0,0.0,43.785488307049526,0.0,30.312460712065292,25.902050980885182,0.0,0.0,0.0
2024-03-21,0.0,0.0,44.55278113165886,0.0,29.091262755213798,26.355956113127334,0.0,0.0,0.0
2024-03-22,0.0,0.0,44.57152674659762,0.0,29.061427852646084,26.3670454007563,0.0,0.0,0.0
2024-03-25,0.0,0.0,44.41579360212715,0.0,29.309287589817774,26.27491880805508,0.0,0.0,0.0
2024-03-27,0.0,0.0,44.41579360212715,0.0,29.02976717696612,26.55443922090673,0.0,0.0,0.0
2024-03-28,0.0,0.0,44.35211215926504,0.0,29.03382495033451,26.614062890400454,0.0,0.0,0.0
2024-04-02,0.0,0.0,44.65594385708694,0.0,28.606660827223273,26.73739531568979,0.0,0.0,0.0
2024-04-03,0.0,0.0,44.60927357086764,0.0,28.630784123230658,26.759942305901696,0.0,0.0,0.0
2024-04-05,0.0,0.0,31.42057720819105,0.0,20.5518170749682,18.866218544432595,29.161387172408155,0.0,0.0
2024-04-09,0.0,0.0,31.386367319971942,0.0,20.638318142057706,18.84567750779772,29.129637030172635,0.0,0.0
2024-04-11,0.0,0.0,31.355332000904767,0.09888152633524051,20.61791065806892,18.827042614229793,29.100833200461285,0.0,0.0
2024-04-12,0.0,0.0,31.370841984594055,0.09893043829894058,20.578644133610506,18.836355452118287,29.115227991378212,0.0,0.0
2024-04-15,40.28127390485839,0.0,18.86546575775134,0.05889936234077846,12.245840048474175,11.21443858968422,17.3340823368911,0.0,0.0
2024-04-16,40.312140576727685,0.0,18.879921957487756,0.05894449565247504,12.178595927377433,11.223031972231249,17.347365070523406,0.0,0.0
2024-04-17,40.02900185761141,0.0,19.04582132543757,0.058530489629494684,12.046233233758338,11.144205225455787,17.225523097960284,0.45068477014710906,0.0
2024-04-18,40.19604313771876,0.0,18.825548496872816,0.05877473773609995,11.978952766416702,11.190710064953432,17.297405315734217,0.4525654805679697,0.0
2024-04-19,40.16063667440097,0.0,18.897050565612272,0.05872296633192129,11.968401171816794,11.180852789597814,17.282168991484436,0.45216684075579394,0.0
2024-04-22,40.08766061771281,0.0,18.868574284020696,0.05861626059030971,12.122502123007688,11.160536016394968,17.250765491728146,0.45134520654538474,0.0
2024-04-23,40.15120548284995,0.0,18.892612844540306,0.05870917602405315,12.024299727956356,11.17822711497972,17.24288499826441,0.45206065538520923,0.0
2024-04-24,37.365229547706704,0.0,17.581709121877495,0.054635516227089787,11.299239405319723,10.402602289637898,16.04645111589627,7.250133003334815,0.0
2024-04-25,37.340747975203534,0.0,17.57018964529975,0.0545997192209439,11.38465570440804,10.39578653966772,16.008637675580754,7.245382740619257,0.0
2024-04-26,37.228950013234815,0.0,17.5175846092396,0.054436248008824115,11.64996948167846,10.364661620880112,15.96070791618723,7.22369011077096,0.0
2024-04-29,31.825418569519798,0.0,14.975025143546528,14.635318233826547,9.889252057291802,8.860300768586884,13.63946510122277,6.175220126005669,0.0
2024-05-02,31.829862195871865,0.0,14.986424370625445,14.63736169118541,9.867361999524112,8.861537888717654,13.641369512516516,6.176082341558995,0.0
2024-05-03,31.815054931444,0.0,14.97014867223085,14.630552384762593,9.92324775002922,8.857415497802219,13.635023542047428,6.168557221683688,0.0
2024-05-06,31.8209761837046,0.0,14.982240577793366,14.633275346944142,9.934400352687527,8.859063993825641,13.600338263630437,6.169705281414286,0.0
2024-05-07,31.841717934944235,0.0,14.926823760700575,14.64281370162299,9.940875856758828,8.864838565306892,13.609203322684897,6.173726857981585,0.0
2024-05-08,31.84320052334782,0.0,14.922862652044126,14.643495488511316,9.941338715807351,8.86525132277442,13.60983698343993,6.174014314075041,0.0
2024-05-09,31.84320052334782,0.0,14.93217489082855,14.643495488511316,9.932026477022923,8.86525132277442,13.60983698343993,6.174014314075041,0.0
2024-05-13,31.890716357864758,0.0,14.954456405859377,14.665346241480432,9.797628713768697,8.878479886734098,13.630145330317106,6.183227063975533,0.0
2024-05-14,34.96937495246294,0.0,16.398126257135353,6.427329187782706,10.666771487866626,9.81228696209627,14.9459691454963,6.7801420071597995,0.0
2024-05-16,31.880310155934527,0.0,14.982207463250996,14.660560818893712,9.724508483721591,8.945505949588881,13.625697702265919,6.181209426344375,0.0
2024-05-20,29.851446604638017,0.0,14.028739492222048,13.72756244649606,9.088181037958675,8.376213778958965,12.758558038508106,5.787837139603745,6.381461461614385
2024-05-21,29.852749642745874,0.0,14.024986782006504,13.728161664927002,9.088577743899943,8.376579406993615,12.75911495916745,5.788089783050303,6.381740017209308
2024-05-27,29.855356060262945,0.0,14.01748037863786,13.7293602587406,9.08937125969063,8.377310758830909,12.76022894635891,5.788595136117658,6.382297201360494
2024-05-29,29.826710475601704,0.0,14.012753437360473,13.716187227045967,9.16787555558463,8.369272905787348,12.747985775725073,5.783041101132894,6.376173521761909
2024-06-03,29.829312347989745,0.0,14.00525251489912,13.717383730724922,9.168675296551191,8.370002982276988,12.74909782032081,5.783545572954291,6.376729734282936
2024-06-04,20.066833205635525,32.636845408142115,9.512600270897847,9.227985148665555,6.167969135397209,5.630684737770811,8.576597961700926,3.890718062680612,4.289766069109393
2024-06-07,20.067422019220153,32.63780305889542,9.512879395571245,9.228255921983825,6.1652158571953075,5.630849956848,8.576849621608497,3.8908322265661535,4.2898919421113995
2024-06-11,20.06801086736047,32.629957719702944,9.519027234057225,9.228526711192963,6.165396766127639,5.631015185621398,8.577101296285225,3.8909463971516276,4.290017822500512
2024-06-13,20.069188667320333,32.62893826464904,9.516651388817055,9.229068337289434,6.165758615845166,5.63134567226023,8.577604689951357,3.891174758424734,4.2902696054426555
2024-06-17,20.068599750059516,32.627980789722436,9.510503259240078,9.228797516294367,6.174380990144334,5.631180424091856,8.57735298573241,3.891060574437625,4.290143710277381
2024-06-19,20.06801086736047,32.62702337098714,9.513158536625625,9.228526711192963,6.174199812275041,5.631015185621398,8.577101296285225,3.8909463971516276,4.290017822500512
2024-06-21,20.10931628986202,32.69417865579409,9.48863337730439,9.247521528237469,6.245715762209319,5.42207621560251,8.594755302714823,3.898955022716338,4.29884784555904
2024-06-24,20.093364070294456,32.66824317847698,9.481106280865655,9.240185699821035,6.320088699906607,5.417775017637517,8.587937297480726,3.8958620788434635,4.295437676673562
2024-06-27,20.094544848201934,32.66722468523309,9.478725205483176,9.2407286953641,6.320460097203945,5.418093390858951,8.588441963926634,3.8960910175048635,4.2956900962233115
2024-07-03,20.084512657258998,32.650915590496496,9.468119433689575,9.23611526642485,6.376039843044776,5.415388410584235,8.58415418879486,3.891209134503314,4.293545475202903
2024-07-04,20.069188667320333,32.62600374371508,9.457960970137949,9.229068337289434,6.45040714643883,5.411256602213582,8.577604689951357,3.8882402374907787,4.2902696054426555
2024-07-05,20.088642346015043,32.58713235658588,9.487690419305247,9.238014355639319,6.409661876190781,5.4165018988231814,8.585919224653015,3.8920092277335767,4.294428295053954
2024-07-08,20.089822569031227,32.58904687539588,9.485310290305868,9.238557096008657,6.410038448700855,5.413882584401893,8.586423653937457,3.892237886235762,4.294680595982403
2024-07-10,20.101632430966774,32.60820444350714,9.490886258165187,9.243988009268971,6.355021311507332,5.417065151377652,8.591471208614692,3.894525949850998,4.297205236741252
2024-07-11,20.100450819988325,32.60628767319059,9.496206550574978,9.243444630627765,6.354647751649657,5.416746726310643,8.590966186112864,3.8942970224425397,4.296952639102637
2024-07-12,20.093364070294456,32.59479178181704,9.507548783663236,9.240185699821035,6.372973705501766,5.414836961771119,8.587937297480726,3.892924022977066,4.295437676673562
2024-07-15,20.09218343114648,32.592876587971794,9.498176492600757,9.239642768088272,6.387288660615361,5.4145187985967205,8.587432690340863,3.892695283852769,4.29518528678698
2024-07-16,20.082743310371104,32.57756313572994,9.496650367852046,9.235301610047832,6.4283351974009015,5.411974838574929,8.58339796698563,3.890866338096463,4.293167234941155
2024-07-18,20.100450819988325,32.60628767319059,9.505023826852206,9.243444630627765,6.345830475372429,5.416746726310643,8.590966186112864,3.8942970224425397,4.296952639102637
2024-07-19,20.105178097585373,32.61395610683026,9.519018376952982,9.245618528572304,6.312045504905947,5.418020651242848,8.592986632437789,3.8952128935956454,4.2979632078768555
2024-07-23,20.099269347916252,32.604371128203375,9.586754878330577,9.242901315864396,6.2690455749242595,5.416428338676656,8.590461222979851,3.8940681219460496,4.296700071158584
2024-07-24,20.130032830143836,32.654274633369745,9.624975486850467,9.257048289340892,6.122639701037076,5.404114677020629,8.603609586563888,3.9000282936014887,4.3032765020719825
2024-07-25,20.13121792175862,32.65619704985965,9.619654944919896,9.257593268596413,6.123000151962878,5.404432827072499,8.604116096695488,3.9002578953546085,4.303529843779954
2024-07-26,20.151979635863245,32.689876017000564,9.626629254330345,9.26714080344932,6.029129614371287,5.410006523094739,8.612989687911723,3.9042803066996346,4.307968157279144
2024-07-29,20.16267377278813,32.70722369283689,9.625841478016266,9.272058636557782,5.98515807275323,5.412877474314813,8.617560379859585,3.9063522077707664,4.310254285102536
2024-07-30,20.16505178922818,32.71108123259211,9.626976764414389,9.27315219726899,5.974069819169847,5.4135158773246,8.618576748050003,3.9068129288971103,4.310762643054774
2024-07-31,5.4712,8.8752,2.612,2.516,1.61929,1.4687999999999999,2.3384,1.6,1.1696
2024-08-01,20.161484974881056,32.705295264122014,9.654754100414602,9.271511952917228,5.961221053702174,5.412558329270598,8.617052285652482,3.906121887953999,4.3100001510858466
2024-08-05,20.143669813470765,32.676396097476925,9.646222933048218,9.263319427308899,6.044315926319056,5.407775665672222,8.609438055969447,3.902670346958439,4.306191733776029
2024-08-06,20.722287935721216,33.61501131143312,9.929366510507153,9.529404234221849,5.827064038278207,5.505541333412114,6.4266665757661485,4.014772849075977,4.42988521158421
2024-08-07,20.720404440238152,33.61195596724698,9.937553233510913,9.528538085180434,5.826534403286663,5.505040922344309,6.426082441547759,4.014407937317671,4.429482569327121
2024-08-08,20.72417177365683,33.61806721113451,9.939360055211933,9.53027054074437,5.812442306067895,5.5060418354634395,6.4272508161904,4.01210753448189,4.430287927048734
