date,SUPREME CHINA SECURITIES LTD,SUCCESS SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,INTERACTIVE BROKERS HONG KONG LTD,XIN YONGAN INTERNATIONAL SECURITIES,THE HONGKONG AND SHANGHAI BANKING,IFAST SECURITIES (HK) LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,TFI SECURITIES AND FUTURES LTD
2024-04-02,80.09971528144132,0.0,6.856638698408355,4.864679224683345,1.186547212476275,4.281106374855945,0.0,1.473004602166911,1.2383086059678536,0.0
2024-04-03,80.15522818080228,0.0,6.8613906740262705,4.8713719913836755,1.1873695459360356,4.211447331149361,0.0,1.474025464175609,1.2391668125267583,0.0
2024-04-05,80.15611559274238,0.0,6.861466637630242,4.871979481522246,1.18738269150291,4.209833281694272,0.0,1.4740417833581076,1.2391805315498359,0.0
2024-04-08,80.14103226157249,0.0,6.860175485073245,4.879917966752995,1.1871592564446003,4.219003274304775,0.0,1.4737644063892732,1.2389473494626249,0.0
2024-04-09,80.14861314400076,0.0,6.860824418363995,4.874291006953324,1.187271554907607,4.2160315129346735,0.0,1.4739038160571616,1.2390645467824752,0.0
2024-04-10,80.15171865910327,0.0,6.8610902544528685,4.871158702917087,1.1873175580709794,4.215641343339698,0.0,1.4739609253492734,1.2391125567668286,0.0
2024-04-11,80.18367507374462,0.0,6.8638257646668865,4.869778337156984,1.1877909404616684,4.18077470201501,0.0,1.4745485921801738,1.239606589774652,0.0
2024-04-12,80.17834723517304,0.0,6.86336969482943,4.878314152991347,1.1877120171848075,4.178282061068014,0.0,1.4744506151685455,1.2395242235848194,0.0
2024-04-15,80.17213231829673,0.0,6.862837689947616,4.890116734492759,1.1876199532833385,4.173528835339935,0.0,1.4743363251098516,1.2394281435297745,0.0
2024-04-16,80.14994404957694,0.0,6.860938345593894,4.9164391433744745,1.1872912701125358,4.172373778381482,0.0,1.4739282909261657,1.239085122034496,0.0
2024-04-17,80.14195927906323,0.0,6.860254838963316,4.917609735211686,1.1871729887033942,4.173618496174203,0.0,1.4737814539034293,1.2456032079807318,0.0
2024-04-18,80.13885452016336,0.0,6.85998906760636,4.916865784206525,1.1871269967419358,4.177884320374936,0.0,1.4737243585176085,1.2455549523892728,0.0
2024-04-19,80.13929804242073,0.0,6.860027033682305,4.90637759399435,1.187133566803968,4.1779074425507625,0.0,1.4737325147304488,1.2555238058174334,0.0
2024-04-22,80.13353263597112,0.0,6.859533507471435,4.911005239499983,1.1870481616695356,4.179820483852054,0.0,1.4736264910048484,1.2554334805310317,0.0
2024-04-23,79.20100498690424,0.0,6.7797079407579774,4.856589841933269,1.1732342788277608,4.183140621662965,0.0,1.456477647043331,1.2408237860167786,1.1090208968536912
2024-04-24,79.18194878657997,0.0,6.778076705489176,4.866904765604202,1.1729519921642477,4.194711242476242,0.0,1.456127210457148,1.2405252369436026,1.1087540602854213
2024-04-25,79.10026548705397,0.0,6.780449670919262,4.931516194702415,1.17336263586887,4.207667252972727,0.0,1.456636992166969,1.240959537650178,1.109142228665604
2024-04-26,79.03907784663686,0.0,6.779893358084188,4.97596372134812,1.1732663654552233,4.196929458980471,0.0,1.4565174800558092,1.2693005421213712,1.1090512273179538
2024-04-29,79.02858745004825,0.0,6.78133996137317,4.983043460538353,1.1735167013961412,4.19782494385587,0.0,1.4568282523446674,1.269571368555057,1.1092878618884923
2024-04-30,79.07963896843631,0.0,6.785720625546785,4.998306290657437,1.1742747790917334,4.123894045430844,0.0,1.4577693458997034,1.2703914964120517,1.1100044485251275
2024-05-02,79.01915126742725,0.0,6.787578546828519,5.067576890412279,1.1745962939643713,4.111880825979137,0.0,1.4581684812076634,1.2707393279140495,1.1103083662667408
2024-05-03,78.97592803085874,0.0,6.7895118645191594,5.106815275660694,1.1749308562502903,4.112504266765512,0.0,1.4585838138481926,1.2711012747859565,1.1106246173114631
2024-05-06,78.96554715724355,0.0,6.788619427211594,5.112716193679974,1.1747764192081507,4.119083561833554,0.0,1.4583920924641425,1.2703865154516074,1.1104786329074343
2024-05-07,78.98358381617126,0.0,6.792525573511902,5.090450194897294,1.1754523811784425,4.116521699120023,0.0,1.4592312458350831,1.2711174911147007,1.1111175981712869
2024-05-08,78.97968856317884,0.0,6.792190584843523,5.094582903281908,1.1753944111018262,4.11686665302084,0.0,1.4591592805658165,1.271054803098131,1.1110628009091204
2024-05-09,79.01148337475595,0.0,6.799642577275056,5.1544808719145605,1.1766839847888697,4.121932007846495,0.0,1.3510460599390666,1.272449329746704,1.1122817937332923
2024-05-10,79.00776909497567,0.0,6.804046927578408,5.161113153011957,1.1774461613895448,4.111427694881659,0.0,1.3519211765435515,1.2732735366851982,1.1130022549340053
2024-05-13,79.06809861319883,0.0,6.809242427689481,5.136488180439624,1.1783452471435667,4.071168875515392,0.0,1.3529534896209972,1.269851034406887,1.1138521319852195
2024-05-14,79.05159650236119,0.0,6.807821287239252,5.174411518492656,1.1780993175687517,4.051645356409826,0.0,1.3526711179839466,1.2701352373325232,1.1136196626118422
2024-05-16,79.05854391991943,0.0,6.808419589857249,5.180359056754106,1.1782028543503775,4.039368023062385,0.0,1.3527899969375843,1.2685990264937703,1.1137175326250934
2024-05-17,79.06809861319883,0.0,6.809242427689481,5.176041027896192,1.1234107367872233,4.0914946443472395,0.0,1.3529534896209972,1.264906928474816,1.1138521319852195
2024-05-20,79.02208359482087,0.0,6.80527967379827,5.147224549269443,1.1117764408352828,4.1840949244805286,0.0,1.3521661154361948,1.2641707944766414,1.1132039068827748
2024-05-21,78.9860112807612,0.0,6.808606580992631,5.144247942531889,1.1123199566372528,4.217450156116056,0.0,1.352827150895874,1.2647888115329042,1.1137481205321946
2024-05-22,79.00814460982444,0.0,6.810514477434997,5.313271012180835,0.9477973307066743,4.188412337966093,0.0,1.3526567901481534,1.2651432285557065,1.114060213183103
2024-05-23,79.03463410390826,0.0,6.812797875986486,5.269432970324921,0.9481151039173783,4.201908512722968,0.0,1.3531103028108926,1.2655674000665493,1.114433730262537
2024-05-24,79.0381094534901,0.0,6.81309745166641,5.260320526487712,0.9481567948983928,4.207040186115846,0.0,1.3531698024388512,1.2656230502151764,1.1144827346875252
2024-05-27,79.05679469519528,0.0,6.814708122436823,5.237923307952566,0.948380946753866,4.208034764089492,0.0,1.353489702611079,1.265922253634444,1.1147462073264571
2024-05-28,79.04115063510376,0.0,6.813359601999275,5.261622284513384,0.948193277514582,4.202254966758141,0.0,1.353221868905924,1.2656717481101132,1.1145256170948212
2024-05-29,79.04940645075578,0.0,6.814071254605455,5.270967613609677,0.9482923159121603,4.186201850283119,0.0,1.3533632123731714,1.2630552736238216,1.1146420288368095
2024-05-30,79.06505377937272,0.0,6.798924752018907,5.26651253329257,0.9484800243613218,4.189229856356918,0.0,1.3536311020370269,1.2633052874040018,1.114862665156531
2024-05-31,79.0702709322423,0.0,6.799373382963737,5.266860047139235,0.9485426103591084,4.189506285088976,0.0,1.3537204221607826,1.2567900900376772,1.1149362300081902
2024-06-03,79.01205177913417,0.0,6.794367029054045,5.219024085257457,0.9478442018825597,4.249061705397136,0.0,1.352723682734015,1.3108122100263666,1.1141153065142482
2024-06-04,78.8750977380663,0.0,7.001999132954907,5.15073736126897,0.9462012741161294,4.37663320442225,0.0,1.2286069747399793,1.308540138548638,1.1121841758828197
2024-06-05,78.85001215572419,0.0,6.999772204166907,5.180355048612243,0.9459003425083755,4.374144555833072,0.0,1.2282162262995362,1.309769012090485,1.111830454765207
2024-06-06,78.8564982764832,0.0,7.0003479982164025,5.143490446360454,0.9459781512959682,4.403569204410318,0.0,1.2283172581008532,1.3098767523399355,1.1119219127928726
2024-06-07,78.86990630809495,0.0,7.0015382728203335,5.115295220164038,0.946138996695318,4.418578592447565,0.0,1.2285261098376898,1.3079055262013022,1.1121109737387982
2024-06-11,78.84871505960972,0.0,6.999657056723301,5.107340743328551,0.9458847822868183,4.433841551871412,0.0,1.2451945310646126,1.3075541101505126,1.111812164965074
2024-06-12,78.83220243294146,0.0,6.998191177111994,5.127651898326569,0.9456866935510755,4.4324744301969865,0.0,1.2449337603925061,1.3072802800335201,1.1115793274458905
2024-06-13,78.82658452988555,0.0,6.997692457573705,5.145376589366906,0.9456193000747846,4.421194852029235,0.0,1.244845041354333,1.3071871179290315,1.111500111786454
2024-06-14,78.83133808804331,0.0,6.998114446402291,5.134174294799817,0.9456763246987083,4.42694364934507,0.0,1.2449201104866159,1.3072659465377454,1.1115671396864355
2024-06-17,78.84516988129059,0.0,6.99934233970578,5.14055828356018,0.9458422536264588,4.404691200801441,0.0,1.2451385449061663,1.3074953201945965,1.111762175914787
2024-06-18,78.85511448118271,0.0,7.000225154203879,5.137916351911442,0.9459615510138261,4.395924236970934,0.0,1.245295591998055,1.3076602322347344,1.1119024004844253
2024-06-19,78.8633314777502,0.0,7.000954603732199,5.143936148442123,0.9460601237299878,4.380477529754159,0.0,1.2454253564359394,1.3077964953003631,1.112018264855028
2024-06-20,78.86722433702053,0.0,7.001300185519317,5.161192563339737,0.94610682323981,4.358755050357986,0.0,1.2454868332408557,1.3078610508753692,1.1120731564063993
2024-06-21,78.87501120863315,0.0,7.001991451455507,5.15182875443672,0.9462002360919335,4.359185407407487,0.0,1.2456098050602291,1.3079901811468593,1.1121829557681187
2024-06-24,78.87803985176075,0.0,7.002260313962962,5.1520265743864435,0.946236568293964,4.355512990866487,0.0,1.2456576339925862,1.308040405361251,1.1122256613755601
2024-06-25,78.88626162708981,0.0,7.002990187717496,5.155306591411839,0.9463351983370947,4.342800580743254,0.0,1.2457874738976202,1.3081767476734387,1.1123415931294454
2024-06-26,78.90141149028523,0.0,7.004335090380071,5.153553124779829,0.9465169390926599,4.327173438039886,0.0,1.24602672353895,1.3084279789823372,1.1125552149010303
2024-06-27,78.88582885934198,0.0,7.002951769516037,5.175576402447931,0.9463300067695894,4.323575857576897,0.0,1.2457806395435993,1.3076209739482942,1.1123354908556637
2024-06-28,78.85381721719595,0.0,7.000109991857703,5.207475386597789,0.9459459887784396,4.334982350616514,0.0,1.2354043645956696,1.310380592040735,1.1118841083171966
2024-07-02,78.87544385769749,0.0,7.001481334236274,5.203418352668245,0.9462054262356884,4.314778802957501,0.0,1.2357431896140394,1.3107399802223647,1.1121890563683952
2024-07-03,78.8689546200607,0.0,7.000905308619615,5.233156643834072,0.9461275800574135,4.292484627371184,0.0,1.2356415225954689,1.310632143070576,1.112097554390963
2024-07-04,78.86506158998037,0.0,7.000011286059314,5.2471581011046915,0.9460808784985206,4.283497504216156,0.0,1.2355805304137015,1.3105674492961774,1.1120426604310725
2024-07-05,78.8669648011126,0.0,7.000180213834642,5.253866319174456,0.9461037097957219,4.2746060346544485,0.0,1.2356103480613754,1.310599076565703,1.1120694968010467
2024-07-08,78.87648223481739,0.0,7.001024975025525,5.259985661392691,0.9462178828130117,4.290480780524939,0.0,1.202847531530868,1.3107572358134467,1.1122036980821233
2024-07-09,78.878645608297,0.0,7.001216994640649,5.2601299289000725,0.9462438350691927,4.2878557213214945,0.0,1.2028805224601793,1.3107931864207991,1.1122342028906058
2024-07-10,78.88253997962659,0.0,7.0015626564928,5.260389630357,0.9462905527179768,4.282581677631794,0.0,1.202939910693629,1.3114064767173306,1.112289115762881
2024-07-11,78.90374941591453,0.0,7.0034451921859615,5.265096340890513,0.9465449853109552,4.253553455806495,0.0,1.2032633495357434,1.3117590793607383,1.1125881809950684
2024-07-12,78.9176066337347,0.0,7.004675149776547,5.242970646421215,0.9467112192369112,4.25978865346528,0.0,1.2034746688007085,1.311989452840134,1.112783575724499
2024-07-15,78.90063221252981,0.0,7.003168511252301,5.267083136078865,0.9465075907225633,4.255580213416512,0.0,1.203215812927995,1.311268296434804,1.1125442266371415
2024-07-17,78.9014980776527,0.0,7.003245364874301,5.267140937689056,0.9465179778118473,4.254529502522562,0.0,1.203229017164495,1.3112826864523843,1.1125564358326387
2024-07-18,78.91752001100822,0.0,7.0046674611999995,5.246257796527413,0.9467101800935502,4.257039890293666,0.0,1.2034733478248008,1.311548958758037,1.1127823542943087
2024-07-19,78.92011877552505,0.0,7.004898125838826,5.246430556500178,0.9467413553867349,4.253887061778084,0.0,1.203512978363531,1.311592148241128,1.11281899836646
2024-07-22,78.93311516586193,0.0,7.006051676945006,5.241805267568723,0.9468972626559278,4.2436090634889325,0.0,1.2037111702147976,1.3118081383306743,1.1130022549340053
2024-07-23,78.9374482472339,0.0,7.006436278413587,5.242093019657471,0.9469492431571578,4.238352458159959,0.0,1.2037772486717029,1.3118801508363995,1.113063353869828
2024-07-24,78.94221518624931,0.0,7.006859388802841,5.244056551148201,0.9470064283004969,4.230922557972338,0.0,1.2038499433541379,1.3119593737250719,1.113130570447587
2024-07-25,78.93831492059704,0.0,7.006513203774461,5.254227740288832,0.9469596399422516,4.22522390141546,0.0,1.2037904652336735,1.3118945542863156,1.1130755744619767
2024-07-26,78.94264857289086,0.0,7.006897855917694,5.254516193318541,0.9470116272923734,4.219965940455073,0.0,1.203856552397001,1.3119665762803268,1.1131366814481256
2024-07-29,78.89154177597429,0.0,7.002361650049113,5.2675735694261885,0.9518849083956384,4.238630807079908,0.0,1.221730838323349,1.313860404490429,1.112416046261093
2024-07-31,78.89630317195983,0.0,7.002784268442662,5.262953457426827,0.951942358166292,4.237789284213231,0.0,1.2218045742927326,1.3139397008194735,1.1124831846789474
2024-08-01,78.88072255848627,0.0,7.001401343381046,5.281662335339514,0.9517543665198472,4.236952396372291,0.0,1.221563289669158,1.3136802211508076,1.1122634890810619
2024-08-02,78.86947371977764,0.0,7.000402903814426,5.295169707845497,0.9516186409456898,4.2363481829145915,0.0,1.2213890878113127,1.3134928828957417,1.1121048739950896
2024-08-05,78.87206932086407,0.0,7.000633287669237,5.292052963827792,0.9516499587960799,4.236487601493509,0.0,1.2214292838300478,1.3135361100582048,1.1121414734610555
2024-08-06,78.87855907107934,0.0,7.001209313653807,5.292488404436322,0.9517282624411868,4.2286079898571725,0.0,1.221529785452814,1.3136441904132201,1.1122329826661386
2024-08-07,78.90885869856422,0.0,7.003898688772289,5.248425798425326,0.9575814225200298,4.220903451940327,0.0,1.221999011791337,1.3256727031717872,1.1126602248146777
2024-08-08,77.58602564046076,0.0,6.886484891716775,5.135081639577306,0.9415284674725596,4.150683519506101,1.7012259357827968,1.2015133436872976,1.303449042800776,1.0940075189956229
2024-08-09,77.59523640681252,0.0,6.887302433313974,5.128676175244432,0.9470364618956081,4.140923459063725,1.7014278999184345,1.2016559835323708,1.3036037841280386,1.094137396090903
2024-08-12,77.59314285879313,0.0,6.887116611361031,5.128537801674791,0.949708947285588,4.140811735425682,1.7013819947678743,1.2016235624119413,1.3035686124184507,1.0941078758615104
2024-08-13,77.59063075028465,0.0,6.886893638252829,5.1283717632469985,0.9523761495170683,4.141217264904056,1.7013269118568362,1.2015846593766482,1.3035264088720804,1.0940724536888426
2024-08-14,77.5847697962876,0.0,6.886373423809333,5.128523931183042,0.9576997012709639,4.14090445028138,1.701198398933718,1.2014938954230103,1.3050465919393932,1.093989810871553
2024-08-15,77.60989440677403,0.0,6.8886034678036845,5.119390246157827,0.9634070758140261,4.1152592246219415,1.7017493053454478,1.2018829803710434,1.305469210803575,1.094344082308414
2024-08-16,77.61827289342031,0.0,6.889347136798568,5.119942917220484,0.9689089029830631,4.099510029730951,1.701933020114539,1.2020127313593472,1.305610144590864,1.094462223781871
2024-08-19,77.59691132656992,0.0,6.887451098096184,5.1158356739516435,1.0042580617366332,4.092985455160507,1.7014646258224635,1.2016819216883923,1.305250823552859,1.0941610134213848
2024-08-20,77.57974682612242,0.0,6.88592758826268,5.114704046903431,1.026156001071488,4.092080083419858,1.7010882604513156,1.2014161086614306,1.3049621009998351,1.0939189841075443
2024-08-21,77.59398026444441,0.0,6.887190938938945,5.099454038486786,1.0425326637543908,4.0744840030178056,1.701400356530846,1.2016365306501748,1.3052015204145277,1.0941196837621132
2024-08-22,77.59984261014175,0.0,6.887711276908849,5.099839310157853,1.042611428715988,4.067236681330565,1.701528899969726,1.2017273161559734,1.3053001304161191,1.0942023462031765
2024-08-23,77.5877001626024,0.0,6.886633521206867,5.099041312002189,1.0510813980280005,4.073614663413418,1.7012626529683192,1.2015392756857581,1.3050958833735533,1.0940311307194939
2024-08-26,77.58309540063038,0.0,6.8862248055459165,5.098738688371408,1.0564143921006413,4.073912435438284,1.7011616845216146,1.2014679653833138,1.3050184270772462,1.093966200931185
2024-08-27,77.58728152529062,0.0,6.8865963632328775,5.088222467381859,1.085068422218669,4.05254958635082,1.7012534735233533,1.2015327925812027,1.303470141727623,1.0940252276929752
2024-08-28,77.62246281516366,0.0,6.889719031512144,5.045725344077935,1.0855604372234957,4.05438718033426,1.7020248923747798,1.2020776173596555,1.3035213778693555,1.0945213040847142
2024-08-29,77.62958672037364,0.0,6.890351344679285,5.046728283059874,1.0856600659826723,4.045041782758648,1.7021810979827774,1.202187939638678,1.3036410102850036,1.0946217552394162
2024-09-02,77.63503529495361,0.0,6.890834956595433,5.036284523123895,1.0857362650207953,4.049104982245253,1.7023005686775574,1.2022723173988206,1.3037325087145344,1.0946985832700968
2024-09-03,77.63713110422145,0.0,6.891020979255309,5.041279700346584,1.0857655751913646,4.041655504814782,1.702346523410429,1.2023047735374144,1.3037677038382842,1.0947281353843914
2024-09-04,77.64845042988023,0.0,6.892025675197525,5.047414627842606,1.085923877461939,4.022265066074127,1.70259472184858,1.2024800669708424,1.3039577903473198,1.0948877443768414
2024-09-05,77.67739259666202,0.0,6.894594562991829,5.04929596758818,1.0863286375028651,3.986490963739589,1.7032293356770434,1.202928271390343,1.3044438188982532,1.0952958455498805
2024-09-09,77.68251215209973,0.0,6.895048971384102,5.048548298469093,1.0864002351646476,3.981243370709863,1.7033415919811705,1.2030075538915588,1.3045297920781322,1.0953680342217003
2024-09-11,77.67789612956942,0.0,6.8946392562433605,5.048248305432752,1.0863356794773567,3.986948963019559,1.7032403766246176,1.202936069205765,1.30445227477411,1.0953029456530525
2024-09-12,77.67370022146861,0.0,6.894266830184612,5.047975615426776,1.0862769991460803,4.0164428177473095,1.703148373101736,1.1866660631626396,1.2962792988231164,1.095243780939131
2024-09-13,77.67244153743017,0.0,6.894155110212585,5.047893814169525,1.0862593962828686,4.016377732236363,1.703120773983036,1.1866468335182634,1.2978787693958624,1.09522603277133
2024-09-16,77.62841328133237,0.0,6.890247190997455,5.052050523733016,1.1396289190951818,4.009782246411109,1.7021553680280004,1.1859741883734782,1.2971430729543476,1.0946052090750313
2024-09-17,77.63302342450758,0.0,6.890656384290482,5.053430320855215,1.1402364832974095,4.002461990840396,1.7022564544681495,1.1860446201983652,1.297220106801006,1.0946702147413956
2024-09-19,77.66237353349321,0.0,6.893261480767989,5.060201630944413,1.1406675635719876,3.9613081544175643,1.7029000132303396,1.1864930187963985,1.2977105366443058,1.0950840681337888
2024-09-20,77.6690852460866,0.0,6.893857207988069,5.060638942057456,1.140766141976213,3.9530083295708125,1.7030471807059657,1.1865955575133331,1.2978226869656913,1.0951787071358756
2024-09-23,77.65356617086697,0.0,6.892479745021625,5.065568077946213,1.1540388942515367,3.952758505757266,1.7027068945133808,1.1863584636212914,1.297563368759008,1.094959879262712
2024-09-24,77.69846263378514,0.0,6.896464725706294,5.069037144645825,1.1547061174967368,3.8966871500941256,1.7036913376074923,1.1870443728640483,1.2983135726265456,1.0955929451737874
2024-09-25,77.67957461974298,0.0,6.894788237933374,5.096976148413787,1.1571264577577163,3.8881769716075945,1.7032771808170304,1.186755809744222,1.297997960654833,1.0953266133284525
2024-09-26,77.67428762131394,0.0,6.894318967410701,5.0966292399115005,1.162449418474037,3.8895328509356224,1.7031612529965794,1.1866750372099681,1.297693548133373,1.0952520636142926
2024-09-27,77.68226035490655,0.0,6.895026622029919,5.0976926011012855,1.1679710070224305,3.868323000530093,1.7033360708333598,1.1867968412743815,1.3032290185653184,1.0953644837366698
2024-09-30,77.7045087383757,0.0,6.897001373995376,5.088885337571552,1.1737093349879306,3.842952187730057,1.7038239103208772,1.1871367427023782,1.306304175595355,1.0956781987207773
2024-10-02,77.70753214354285,0.0,6.897269729460594,5.0907045496072225,1.1845630599675334,3.8403996988992017,1.7038902044149782,1.1682688330587099,1.311650950578945,1.0957208304699684
2024-10-03,77.67059554129602,0.0,6.8939912608030705,5.1190731140668095,1.1948029231616202,3.8445158534483816,1.7030802968935752,1.167713521623464,1.3110274855413642,1.0952000031656877
2024-10-04,77.6500437851224,0.0,6.892167100366707,5.110698559810642,1.194486776514601,3.8769787787209284,1.7026296592904782,1.1674045428727564,1.3106805857006716,1.094910211600816
2024-10-07,77.65591460557269,0.0,6.892688190550141,5.118105530609686,1.1945770870547285,3.8205672935769415,1.7027583885549542,1.1988153515118738,1.3215805590282268,1.094992993540763
2024-10-08,77.59557138497951,0.0,6.8873321657569875,5.152981406740466,1.2173922970687419,3.821915481669902,1.7014352449724035,1.208676286261005,1.3205536130755564,1.0941421194754348
2024-10-09,77.37153254168521,0.0,6.867446624555876,5.272619944758615,1.2407806753969106,3.8501594386487836,1.6965227534806848,1.285896450796165,1.3240585275577383,1.0909830431200243
2024-10-10,77.32576552211576,0.0,6.863384373832217,5.267887826465921,1.2803778201465548,3.8602501842343226,1.695519221722842,1.285135813826797,1.3313415357953744,1.0903377018602076
2024-10-14,77.32202334389953,0.0,6.863052220541266,5.2633311119432005,1.289457128687003,3.860063367536795,1.6954371671184822,1.2850736197157535,1.3312771055597343,1.0902849349982349
2024-10-15,77.30664263808865,0.0,6.861687039153044,5.2655098327821515,1.3053290813482192,3.859295533270439,1.6950999149468429,1.2848179960469024,1.3315499061505487,1.0900680582131999
2024-10-16,77.28711380566934,0.0,6.859953672760084,5.26794203893395,1.3211237093866968,3.8636954079179233,1.6946717069553519,1.2844934315013745,1.3312135364145494,1.0897926904607267
2024-10-17,77.26012209842308,0.0,6.8575579064784815,5.273087054396941,1.3314081493868055,3.8795393787294747,1.6940798607815162,1.2840448357529293,1.3307486241634914,1.089412091887283
2024-10-18,77.2505757018985,0.0,6.856710574566656,5.267063252133249,1.3489720644303054,3.8790600160228657,1.6938705372954013,1.2838861769154266,1.3305841945237789,1.089277482213814
2024-10-21,77.23688281814798,0.0,6.855495203160612,5.264518260793052,1.3648468496326247,3.8783724416277483,1.6935702939361137,1.2836586044473943,1.3335711235653347,1.089084404689142
2024-10-22,77.23148998451802,0.0,6.855016538774731,5.264687773906671,1.3819385071351524,3.8673597997577227,1.6934520454710986,1.2835689768363505,1.3334780109623827,1.0890083626378684
2024-10-23,77.23563825123479,0.0,6.855384736215391,5.232743282074504,1.408868791767971,3.867567523834292,1.6935430043631006,1.2836379200415944,1.3335496348874363,1.0890668555809142
2024-10-24,77.22319478774219,0.0,6.854280262534272,5.231900232784422,1.4247528469743813,3.8669444185375963,1.6932701569959383,1.2834311126407958,1.333334786190992,1.0888913955994177
2024-10-25,77.20660973881182,0.0,6.852808184438448,5.2248704774313,1.451292820181234,3.866650843011113,1.6929064972369334,1.28315547307602,1.3330484289283806,1.0886575368847466
2024-10-28,77.20080665457306,0.0,6.852293106476846,5.224477760232348,1.494134050655405,3.830926204635485,1.6927792532218802,1.283059027197527,1.3329482329431717,1.0885757100642828
2024-10-29,77.18837441111035,0.0,6.851189628678245,5.223636422138934,1.5099972127265813,3.830309280935752,1.6925066518759013,1.2828524062709543,1.3327335779716338,1.0884004082916516
2024-10-30,77.15938140876266,0.0,6.848616228752359,5.221674353314374,1.54699139616186,3.8288705647194594,1.691870923377851,1.282370549474377,1.3322329851291264,1.0879915903079387
2024-10-31,77.14447920119734,0.0,6.847293518555456,5.220665863178361,1.568152105642597,3.8216932278102913,1.6958360608745295,1.2821228783324494,1.3319756837860197,1.087781460622966
2024-11-01,77.1279279425443,0.0,6.8458244396625485,5.219545775364725,1.5892705445907085,3.820873287955088,1.695472221212025,1.2818478003540386,1.331689909945945,1.0875480783706113
2024-11-04,77.11303788088556,0.0,6.844502807528369,5.218538107189279,1.6125595416696288,3.8158454944142037,1.6951448989749571,1.2816003310741866,1.3314328183139204,1.0873381199498968
2024-11-05,77.08368821469807,0.0,6.841897750353336,5.219232223775669,1.6467899812809834,3.8149292260967416,1.694499717066793,1.2811125466095037,1.3309260673176888,1.0869242728012116
2024-11-06,77.07542473570994,0.0,6.841164289362969,5.20795257519156,1.668053722302993,3.8145202603579293,1.6943180643315428,1.2809752095560294,1.3307833901852533,1.086807753001783
2024-11-07,77.05642545603054,0.0,6.839477925724859,5.202917678241646,1.6917569113947424,3.8178669706603254,1.6939004108073425,1.280659446050967,1.3304553488425097,1.0865398522470637
