date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF COMMUNICATIONS TRUSTEE LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CHINA CONSTRUCTION BANK (ASIA),UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,18.50931180326659,4.959343211315111,4.5887598861251755,4.420823698264136,4.3510112249231545,0.0,1.0374150211211215,0.6954717606214239,0.5569158762938163,0.42986341165353614,39.548915893584066
2024-03-04,18.50931180326659,4.9624307560208285,4.5852863983312435,4.420823698264136,4.352554997276014,0.0,1.0462917121500597,0.6954717606214239,0.5569158762938163,0.42986341165353614,39.558950413877646
2024-03-05,18.516644721942672,4.960115097491539,4.5852863983312435,4.420823698264136,4.3529409403642285,0.0,1.0617294356786477,0.7058922240032209,0.5569158762938163,0.41944294827173917,39.57979134064124
2024-03-06,18.52474952679518,4.960115097491539,4.589145829213391,4.421595584440566,4.3529409403642285,0.9765911623046608,1.0605716064140036,0.7062781670914355,0.5569158762938163,0.41944294827173917,40.56834673868056
2024-03-07,18.525135469883395,4.9624307560208285,4.619249390094138,4.419665868999492,4.368764606981031,0.9765911623046608,1.0694482974429418,0.7062781670914355,0.5569158762938163,0.41944294827173917,40.62392254338348
2024-03-08,18.528608957677324,4.966290186902976,4.6196353331823525,4.42275341370521,4.401569769479281,0.9765911623046608,1.0632732080315066,0.7062781670914355,0.5491970145295223,0.404005224743151,40.63820243764742
2024-03-11,18.529380843853758,4.974009048667269,4.6196353331823525,4.42275341370521,4.400797883302852,0.9765911623046608,1.064045094207936,0.7066641101796503,0.5491970145295223,0.404005224743151,40.64707912867636
2024-03-12,18.532468388559472,4.97825442263763,4.605741382006623,4.42275341370521,4.3996400540382075,0.9781349346575196,1.064045094207936,0.7116813703264415,0.5491970145295223,0.404005224743151,40.64592129941171
2024-03-13,18.490786535032285,4.980184138078704,4.608057040535911,4.425069072234498,4.32962997783606,0.9781349346575196,1.0702201836193712,0.7132251426793003,0.5491970145295223,0.404005224743151,40.54850926394632
2024-03-14,18.43482478724115,4.996007804695507,4.613460243770917,4.425455015322712,4.332331579453563,0.9781349346575196,1.0702201836193712,0.7302066385607473,0.5491970145295223,0.404005224743151,40.53384342659416
