date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,MIB SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,22.78808918464115,7.507162104968819,13.493657859915714,5.4216965808898365,5.328038989231599,5.984042272773517,3.2922141678834214,0.0,1.8357681560048325,2.221580494051202,67.8722498103601
2024-03-04,22.720232716740238,7.477590414677371,13.490093415103798,5.279118788413208,5.321438385533287,5.958695109666561,3.4271981087129753,0.0,1.8357681560048325,2.225232949846128,67.73536804469839
2024-03-05,22.69862602041122,7.476094227966196,13.218535527025626,5.195640371027972,5.320030209805123,5.945977522621577,3.7343123899218034,0.0,1.8291673322790625,2.2463115802770868,67.66469518133566
2024-03-06,22.608150729876666,7.48959423265014,13.22113185102443,5.130996304006932,5.343362801510974,5.95354646716046,3.8712921998185728,0.0,1.8304874970242166,2.2518562722067332,67.70041835527913
2024-03-07,22.515431159275355,7.493202682953562,13.221615911430984,5.27973486529428,5.32192204989042,5.9350201552368,3.9195398207047996,0.0,1.8148215420483897,2.2536604973584438,67.75494868419302
2024-03-08,22.521943972018114,7.484093810244947,13.221219862007437,5.332849493540974,5.356321142599982,5.9442173029613725,3.9370617072848555,0.0,1.8130613223881844,2.252824393019846,67.86359300606571
2024-03-11,22.496816836368684,7.47639284923155,13.221307872990447,5.3322774221514075,5.3544295225421425,5.948001775230813,3.889861417096451,0.0,1.8168457946576257,2.255244695052628,67.79117818532174
2024-03-12,22.502493544772843,7.4911786943772745,13.19996520961046,5.304069902096618,5.351012100077345,5.932775875170037,3.890125450045482,0.0,1.8170658221151512,2.255112678578113,67.74379927684332
2024-03-13,22.47402199176902,7.465435481846772,13.20176943476217,5.316963511107621,5.352816325229055,5.942193050352136,3.8959683671910583,0.0,1.8170658221151512,2.261185436405821,67.72741942077882
2024-03-14,22.523572175203803,7.447789279753215,13.194420517680813,5.343894871908763,5.274285797297674,5.933127919102079,3.9117663386414017,0.0,1.8233146019088802,2.2672581942335293,67.71942969573016
2024-03-15,22.582935583244225,7.427062693254297,13.1951686110364,5.365941623152834,5.273845742382622,5.9442173029613725,3.9270589510272993,0.0,1.8224344920787776,2.220392345780563,67.75905734491839
2024-03-18,22.578138984670165,7.419425056143174,13.20176943476217,5.414655702249015,5.273914566971336,5.93871661652323,3.956445686237952,0.0,1.8180339429282641,2.183603754882273,67.78470374536758
2024-03-19,22.60410222465819,7.381588914519603,13.19996520961046,5.431509805495481,5.27390563385656,5.926923144799855,3.976160498476183,0.0,1.815569635403977,2.1890604358289094,67.79878550264922
2024-03-20,22.608810812249246,7.375763247526697,13.197280874628648,5.290604221696047,5.273878570479285,5.928859386426081,3.9920024754180305,0.0,1.8146895255738742,2.188928419354394,67.6708175333523
2024-03-21,22.610703048383964,7.38342020304859,13.205685923506127,5.346843239839607,5.274186432897856,5.920938397955157,3.957325796068054,0.0,1.811697152151525,2.183295716441737,67.69409591029262
2024-03-22,22.6007138018123,7.48621703120458,13.20383769286291,5.303673852673072,5.287255887852913,5.915833760940561,3.9095505741331347,0.0,1.8108170423214225,2.1855840020000037,67.7034836458009
2024-03-25,22.657216852904888,7.482828608358684,13.194420517680813,5.359604832376095,5.273922223926858,5.91684588724518,3.8567659870727287,0.0,1.826218964348219,2.1697420250581563,67.73756589897162
2024-03-26,22.66390568761367,7.452680754166958,13.192044221139538,5.427417294785504,5.273932389195396,5.9171539256857155,3.7544521191860083,0.0,1.824986810586075,2.1524918723881443,67.659065074747
2024-03-27,22.54918337125979,7.458665501011656,13.175542161825113,5.503106740174331,5.288850250815635,5.924986903173629,3.783759776528426,0.0,1.824986810586075,2.1496315154403107,67.65871303081497
2024-03-28,22.145080942768157,7.420979858169033,13.190239995987826,6.5370157630874175,5.274125529297612,5.677279991491239,3.786268089544219,0.0,1.824986810586075,2.12278816562218,67.97876514655376
2024-04-02,22.022613659909375,7.346088232341194,13.162560541831098,6.720870706595861,5.282134528751546,5.690041584027727,3.7864735951895474,0.0,1.824986810586075,2.0949766949909363,67.93074635422336
2024-04-03,22.180901412853334,7.10489026091831,13.190151985004817,6.755503028410399,5.2920795498042486,5.707291736697739,3.72737875266378,0.0,1.8245467556710238,2.1097625401366606,67.89250602216032
2024-04-05,22.134167580874887,7.099383985782747,13.202253495168728,6.821643282142613,5.274424722634355,5.762034568130124,3.5425203079270537,0.0,1.8245467556710238,2.1000373265140264,67.76101202484556
2024-04-08,21.93579082516975,7.10230102180364,13.224300246412799,6.894032315668556,5.273852211189873,5.76397080975635,3.5534039221080693,0.0,1.8246787721455393,2.1223481107071285,67.6946782349617
2024-04-09,21.93579082516975,7.07255330954617,13.229668916376426,6.894032315668556,5.295150869078357,5.809032433057605,3.4217352669975285,0.0,1.824722777637044,2.12622059395958,67.60890730749102
2024-04-10,21.9010704923722,7.125323418799871,14.11105490573272,6.95854436621508,5.311160550948331,5.829274959149966,3.2869935323932182,0.0,1.824722777637044,2.1385861370725223,68.48673114032096
2024-04-11,21.90349079440498,7.227606350826064,13.673244270748159,6.971349964243073,5.27626239195961,5.8321353160978004,3.7334320160587513,0.0,1.824722777637044,2.1443068509681895,68.58655073294368
2024-04-12,22.12409032332021,7.251692668590415,13.690890472841716,6.977334711087773,5.276180233706969,5.885998037700082,3.5438376563207514,0.0,1.824722777637044,2.155396234827483,68.73014311603245
2024-04-15,22.13693992683971,7.246420942724575,13.69573107690728,6.987323957659437,5.276197263832182,5.891674746104244,3.517127643141881,0.0,1.824722777637044,2.1569804325216677,68.73311876736801
2024-04-16,22.19379502186434,7.190193498025282,13.657094255365775,7.042066789091822,5.330268219420266,5.8768889009585195,3.585164841596407,0.0,1.826923052212301,2.164989431975602,68.8673840105103
2024-04-17,22.20171601033526,7.248319779683021,13.659778590347587,7.0346298610274545,5.257087087047231,5.868439846589534,3.758101846640461,0.0,1.826923052212301,2.168597882279023,69.02359395616187
2024-04-18,22.230539607271123,7.062088539633302,13.650317409673985,7.085456203715883,5.273817974917482,5.886526103598143,3.8248141717622413,0.0,1.826923052212301,2.1702260854647126,69.01070914824918
2024-04-19,22.24985801804188,7.1670738928983155,13.674432419018798,7.115996014820444,5.26742846556192,5.872664373774026,3.6300018608690205,0.0,1.8244587446880136,2.172426360039969,68.97434014971239
2024-04-22,22.234852145438627,7.161778756110994,13.673156259765149,7.1336422169140015,5.219814523753366,5.8812454446175275,3.822903013266173,0.0,1.8244587446880136,2.1880483095242913,69.13989941407814
2024-04-23,22.268604357423065,7.326995921785794,13.689306275147532,7.213468178504312,5.2033297585971034,5.866063550048257,3.6054594701907097,0.0,1.8245467556710238,2.1884443589478377,69.18621862631564
2024-04-24,22.139668267313027,7.303617520363286,13.691462544231284,7.215008370706992,5.295862393870504,5.862719132693867,3.7475242026418805,0.0,1.8245467556710238,2.200281836162718,69.28069102365458
2024-04-25,22.146049063581273,7.44862652823459,13.694718950602663,7.207835475591655,5.302595762136687,5.8592867043564665,3.737226389563782,0.0,1.8245467556710238,2.1998857867391717,69.42077141647731
2024-04-26,22.05953426728218,7.54386708543325,13.647721085675183,7.187548944007789,5.280227066716765,5.891586735121234,3.830177341039429,0.0,1.8210263163506133,2.192976924572866,69.45466576619931
2024-04-29,22.062878684636573,7.689459474105438,13.653837848994396,7.197054130172898,5.28035908319128,5.672043338002128,3.8489785112630313,0.0,1.8210263163506133,2.1954412320971533,69.42107861881351
2024-04-30,21.988597414975906,7.683299409382584,13.661098755092743,7.2705433009864695,5.4070724999308855,5.687445260028925,3.8259592386566967,0.0,1.8210263163506133,2.194869160707587,69.5399113561124
2024-05-02,21.94771631336764,7.696427303630362,13.65617014004417,7.317981220829002,5.408358076359716,5.695630281448879,3.79786613287982,0.0,1.8210263163506133,2.2030981876190467,69.54427397252925
