date,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,CITIBANK N.A.,BNP PARIBAS,HANG SENG BANK LTD,UBS SECURITIES HONG KONG LTD,"MUFG BANK, LTD.",CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,26.558024036813688,0.0,4.090044058031943,1.8889762347940104,0.0,0.4061747874262102,0.0,0.3128171222018631,0.7203613096129481,0.7381529337648225,34.71455048264549
2024-03-04,25.377830903061593,2.766107550430424,5.191799126909758,1.9539482638629337,0.0,0.5431832338803227,0.0,0.3170767596105693,0.7256491353616867,0.7524741285009899,37.62806910161828
2024-03-05,25.4174804159241,2.7646387099446628,5.253625266868303,1.9311680167692702,0.0,0.45358396424891606,0.0,0.3191331362906344,0.7324792436204743,0.7568072079339841,37.62891596160035
2024-03-06,25.446218941006226,2.764859036017527,5.329807486524553,1.9191896226078908,1.566468951581511,0.4517479136417151,0.0,0.3193534623634985,0.7381342794906532,0.7601120990269459,39.29589179226053
2024-03-07,25.483894552581944,2.7619213550460056,4.951559910138161,1.9071451306246527,1.566468951581511,0.4521885657874434,0.0,0.32464128811223725,0.7521617061296686,1.0348587118884973,39.23484017189012
2024-03-08,25.476697234201712,2.7619213550460056,4.912349213370777,1.8986919536290996,1.566468951581511,0.45681548675961403,0.0,0.32515538228225355,0.7610481910685213,1.0449937112402465,39.20414147917975
2024-03-11,25.44710009841363,2.7619213550460056,4.974997389907178,1.8961097320551321,1.566468951581511,0.450866682792283,0.0,0.3274320850351827,0.754805619004038,1.0467563198231593,39.22645823365812
2024-03-12,25.415703045494304,2.7619213550460056,4.9014648850452165,1.8982542391643427,1.566468951581511,0.4510135668408591,0.0,0.3277258531323349,0.7560541334169346,1.0485189284060723,39.12712495812758
2024-03-13,25.383209356268306,2.7622151231431578,4.971795831742389,1.892048755322125,1.566468951581511,0.45718269688105423,0.0,0.32779929515662287,0.7617091692871136,1.049987768891833,39.17241694827411
2024-03-14,25.387515041826237,2.7612603768274133,4.98653909779214,1.873588221213035,1.5658814153872065,0.45681548675961403,0.0,0.32706487491374253,0.7617091692871136,1.0121842213098082,39.13255790531631
2024-03-15,25.383690254643344,2.761627586948854,5.0528264000740375,1.875203945747372,1.5658814153872065,0.450866682792283,0.0,0.3323527006624813,0.7611216330928092,1.0131389676255527,39.19670958697394
2024-03-18,25.388908457353054,2.7618479130217177,4.971175173195131,1.8783766411966152,1.566358788545079,0.4506463567194189,0.0,0.3347762874639866,0.7622232634571299,1.0151953443056179,39.12950822525775
2024-03-19,25.402467617645208,2.7622151231431578,4.928487437229855,1.8912510280543082,1.559161470164851,0.4557505774074376,0.0,0.3377874104597961,0.7805837695291394,1.0189408875443078,39.136645321178065
2024-03-20,25.400044030843706,2.7622151231431578,4.91476112289042,1.890288937536135,1.559161470164851,0.4572194178931983,0.0,0.3380811785569483,0.7830073563306447,1.0185002353985795,39.12327887275764
2024-03-21,25.397970615614007,2.7625823332645982,4.887587427019797,1.8873512565646136,1.559161470164851,0.4572928599174863,0.0,0.33815462058123635,0.7870466676664868,1.0245224813901987,39.101669732183275
2024-03-22,25.400492320959962,2.7625823332645982,4.874842591892949,1.8856620900059886,1.559161470164851,0.4552355284911055,0.0,0.3391093668969808,0.7880748560065194,1.0259178798516713,39.09107843753462
2024-03-25,25.37353909804625,2.762655775288886,4.861843353593966,1.8896279593175427,1.559161470164851,0.4506086809609591,0.0,0.33940313499413294,0.8163500353574141,1.030691611430394,39.0838811191544
