date,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD
2024-10-03,23.91537930639944,18.655428739422046,22.690079156143206,0.0,8.69850760157667,5.5083188999831965,6.998821423971635,7.042700317012583,6.490764555491221
2024-10-04,23.953719958933167,18.757203425353918,22.75962466907813,0.0,8.524493864396034,5.439754839536769,7.0100417929619905,7.053991031757029,6.501170417982967
2024-10-07,23.96696939366368,18.878203808325,22.495650421464337,0.0,8.529208986943203,5.55338899020167,7.013919232096841,7.057892780375828,6.504766386929446
2024-10-08,23.968295143328646,18.87924806936456,22.496894784091904,0.0,8.529680786100249,5.548164609895298,7.014307211941907,7.058283192648456,6.5051262026289844
2024-10-09,21.968775189716425,17.30427442196283,20.620124252599716,8.54515795803579,7.691351977180666,5.009265493378048,6.4291488956255405,6.469456244484199,5.962445567016785
2024-10-14,21.93430032386879,17.484667568961232,20.587765779665702,8.531748326788437,7.679282195169135,4.95078311593633,6.419059846792499,6.459303942673576,5.953088900144299
2024-10-15,21.93430032386879,17.484667568961232,20.592827930090994,8.531748326788437,7.679282195169135,4.945720965511038,6.419059846792499,6.459303942673576,5.953088900144299
2024-10-17,21.93430032386879,17.509978321087697,20.592827930090994,8.531748326788437,7.679282195169135,4.920410213384574,6.419059846792499,6.459303942673576,5.953088900144299
2024-10-18,21.93430032386879,17.535289073214162,20.592827930090994,8.526686176363144,7.669157894318548,4.910285912533988,6.419059846792499,6.459303942673576,5.953088900144299
2024-10-22,21.928749992313804,17.606764924965905,20.58761704937088,8.524528554070873,7.66721726396187,4.8584347019164325,6.417435545588679,6.457669457963925,5.95158250984763
2024-10-24,21.844729465559656,17.49897235759783,20.554108413116204,8.491866620322035,7.63784013879594,5.217930391850692,6.392846988779005,6.432926743962786,5.928778880015859
2024-10-25,21.844729465559656,17.49897235759783,20.554108413116204,8.481783663043094,7.63784013879594,5.22801334912963,6.392846988779005,6.432926743962786,5.928778880015859
2024-11-04,21.839224366402366,17.51976347512875,20.54892856389526,8.479646165292467,7.635915323596104,5.226695835359182,6.391235924809267,6.431305579477644,5.927284766038957
2024-11-05,21.839421339194544,17.51971932361283,20.548876778587314,8.47962479575553,7.635896080343336,5.226682663574944,6.391219818270209,6.4312893719591395,5.927269828702154
2024-11-07,21.839421339194544,17.54492030077568,20.548876778587314,8.47962479575553,7.635896080343336,5.201481686412094,6.391219818270209,6.4312893719591395,5.927269828702154
2024-11-08,21.861458543894994,17.461718486876755,20.56961175122697,8.488181214192851,7.643601129043135,5.206730274041264,6.3976689186027365,6.437778904725438,5.933250777395858
2024-11-14,21.855945074375295,17.457314633746574,20.53920404178447,8.486040491134133,7.641673409455666,5.2558572228731375,6.396055423670137,6.436155294036587,5.931754408924002
2024-11-15,21.855945074375295,17.457314633746574,20.53920404178447,8.470908464580756,7.6568054360090425,5.2558572228731375,6.396055423670137,6.436155294036587,5.931754408924002
2024-11-18,21.973817718212942,17.430981986533116,20.50822266661741,8.458130929842161,7.645255895855901,5.247929277656027,6.386407601278048,6.426446984922352,5.922806939082042
2024-11-22,21.973817718212942,17.456163988825136,20.42764025928296,8.458130929842161,7.635183094939095,5.313402483615267,6.386407601278048,6.426446984922352,5.922806939082042
2024-12-09,21.97935255927819,17.460560907673102,20.432785643832112,8.46026139306007,7.637106271215356,5.289552496554172,6.388016231671921,6.428065700574402,5.924298796140672
2024-12-10,21.97271108449116,17.52579092622823,20.426611493328075,8.457704965950485,7.63479857590862,5.247664984232705,6.386085972414858,6.426123339617018,5.922508657828851
2024-12-17,21.96496776831397,17.55485533593471,20.41941303199059,8.454724419606755,7.632108026749934,5.245815675378253,6.383835477124178,6.4238587349161715,5.920421529985438
2024-12-18,21.841812779141076,17.456427328134602,20.30492378632462,8.407319774840623,7.589315695283068,5.77709123506376,6.348042062931196,6.387840915027174,5.887226423253884
2024-12-19,21.838532973315424,17.518876151080885,20.251820830649503,8.406057316607212,7.588176070011035,5.776223736670669,6.347088829536605,6.386881705365488,5.886342386763178
2024-12-23,21.783027410606593,17.559530072146448,20.246753682503428,8.40395406188736,7.586277454937024,5.80480332963519,6.345500743227501,6.3852836625987095,5.884869582457744
2024-12-27,21.778668069747063,17.641069329977828,20.17766097782206,8.402272215758583,7.584759246808391,5.803641640038083,6.344230846250251,6.384005804041891,5.883691869555849
2024-12-30,21.668599004160136,17.75113839556476,20.17766097782206,8.402272215758583,7.584759246808391,5.803641640038083,6.344230846250251,6.384005804041891,5.883691869555849
2025-01-02,21.528511102504044,17.90123257591057,20.17766097782206,8.402272215758583,7.584759246808391,5.793635361348362,6.344230846250251,6.384005804041891,5.883691869555849
2025-01-06,21.571681553991073,17.93712935896244,20.017595732346848,8.419121030028375,7.599968727833163,5.805253157540108,6.35695273438578,6.396807451659048,5.895490253253167
2025-01-07,21.57060018270592,18.01142399506167,20.016592266151196,8.418698986169378,7.599587747429306,5.7347812553160455,6.356634065387685,6.396486784775589,5.895194717003208
2025-01-09,21.57060018270592,18.01142399506167,19.906308011241276,8.418698986169378,7.599587747429306,5.84506551022597,6.356634065387685,6.396486784775589,5.895194717003208
2025-01-21,21.582934806492112,18.142539449020585,19.274247620916793,8.447069795033316,7.766032966256662,6.076015429558321,6.378055766102177,6.418042788175843,5.915061378444193
2025-01-22,21.578593353970028,18.18414926028455,19.27037056565553,8.445370649259367,7.764470812466633,6.049649214635595,6.376772806831809,6.416751785432269,5.913871551464222
2025-01-24,21.393954023024932,18.33551686954325,19.2761867336323,8.447919624337704,7.766814278895687,6.066566075355051,6.378697439348235,6.418688484372343,5.915656471490497
2025-02-03,21.945929271833585,16.22853031875181,19.773522474231147,8.665880387062575,7.967202166026328,6.223086665950616,6.543271183050314,6.584294018037302,6.068283515056322
2025-02-04,21.941400474595586,16.245817533880256,19.769441978351583,8.664092082057321,7.965558041381744,6.221802459783928,6.541920903092048,6.582935272540872,6.067031254316666
2025-02-05,22.000421023761255,16.682659172419577,19.176005442530037,8.687397771833004,7.9714659797514935,6.238538592848995,6.55951812824392,6.600642822948025,6.083351065663697
2025-02-06,22.02101902137102,16.95437128950078,18.73468378143859,8.6914441830243,7.850971076365289,6.495035399366142,6.5625734168655265,6.60371726660653,6.086184565461818
2025-02-07,22.088527351516614,17.01392357967141,18.394132079882628,8.713993064867386,7.949170760615003,6.537829737842626,6.579599205612177,6.620849798005708,6.101974421986451
2025-02-10,22.082192807146804,17.049360206673942,17.87432924893236,8.713540940684181,7.948758319118832,7.030396555095312,6.579257824124435,6.620506276237356,6.101657821986779
2025-02-11,22.082192807146804,17.40736564010684,17.51632381549946,8.713540940684181,7.943569834576325,7.035585039637817,6.579257824124435,6.620506276237356,6.101657821986779
2025-02-12,22.082192807146804,17.438496547361876,17.51632381549946,8.713540940684181,7.943569834576325,7.030396555095312,6.579257824124435,6.594563853524827,6.101657821986779
2025-02-13,22.077610833445014,17.460815163291432,17.5126892428021,8.711732913021875,7.941921573083537,7.023750365744681,6.577892652350475,6.593195505806124,6.100391750454761
2025-02-14,22.07646563711124,17.470283724306576,17.444348029941516,8.711281023337431,7.941509614582356,7.085631700535269,6.577551447923681,6.592853507599068,6.100075314662867
2025-02-18,22.07127849823823,17.563652224020803,17.444348029941516,8.711281023337431,7.915573920217292,7.023386034059118,6.577551447923681,6.592853507599068,6.100075314662867
2025-02-20,22.047792965132643,17.652744243739928,17.429882234790774,8.7040571588188,7.909009898986239,7.002013350937358,6.572096987162189,6.5873863575435845,6.095016802888479
2025-02-21,22.12692233141689,17.74210700550294,17.492437953534562,8.735295955743663,7.557690260626142,7.021942086610662,6.595684194760482,6.611028438579372,6.116891773225288
2025-02-24,22.109672016255544,17.72827512536674,17.478800717270108,8.728485853280826,7.551798228425056,7.016467727717705,6.590542149727731,6.60587443105867,6.190083750897621
2025-02-25,22.08671339229578,17.766977984237702,17.460650777612912,8.719422217045235,7.543956461454523,7.055909725476048,6.583698548484107,6.599014908815347,6.183655984578347
2025-02-26,21.931985036884356,17.927952767703072,17.41778682231572,8.65426958266184,7.745246625426192,7.101097704482563,6.5345043136205465,6.549706228154816,6.137450918750894
2025-02-27,21.915045173643115,17.945000812416787,17.404333643032636,8.693928083697132,7.739264338898833,7.095612946774844,6.5294571822625835,6.544647355116711,6.132710464157358
2025-02-28,21.915045173643115,18.00679134606069,17.404333643032636,8.693928083697132,7.739264338898833,7.090463735637853,6.5294571822625835,6.4880060326098,6.132710464157358
2025-03-04,21.888481364223747,18.117796076591773,17.387322753799033,8.685430691572273,7.731700029278091,7.05781266811014,6.523075330755877,6.48166469520319,6.126716390465872
2025-03-05,21.882852899340097,18.138851493900535,17.382851729340462,8.683197295804272,7.729711878461158,7.055997802560684,6.521397969050346,6.479997981943486,6.125140949598961
2025-03-11,21.854107614925223,18.36073611550886,17.364098508791255,8.673829562793834,7.592940117157833,7.048385548538935,6.514362459784838,6.473007136413308,6.118532936085913
2025-03-12,21.804897202802533,18.67964614694708,17.345385707879434,8.664482020468531,7.379486582227996,7.040789701541591,6.507342114460507,6.466031358558605,6.1119391651137285
2025-03-13,21.789701653726855,18.85055182489884,17.337378277049815,8.53224704912564,7.3760798705318456,7.037539347962234,6.504338024915095,6.463046339965317,6.109117611824359
2025-03-14,21.757787187707976,18.955451640403503,17.316061228260498,8.521756286120862,7.367010664567632,7.028886392063137,6.496340662868557,6.455099747813085,6.10160619019475
2025-03-18,21.75667257269498,18.959603416939583,17.31517415543253,8.521319730812566,7.366633264944372,7.028526313980304,6.496007866211899,6.454769063859464,6.101293615124303
2025-03-20,21.75667257269498,18.96472624952995,17.31517415543253,8.521319730812566,7.366633264944372,7.02340348138994,6.496007866211899,6.454769063859464,6.101293615124303
2025-03-28,21.757787187707976,18.965697830479396,17.316061228260498,8.521756286120862,7.367010664567632,7.018640201987243,6.496340662868557,6.455099747813085,6.10160619019475
2025-04-08,21.820388424960928,19.025403537774558,17.0730261831015,8.546274978324115,7.388206936894361,7.0388341471107605,6.5150318541925545,6.473672281284348,6.119161656356872
2025-04-14,21.820388424960928,19.025403537774558,17.0730261831015,8.546274978324115,7.490963639771889,6.936077444233231,6.5150318541925545,6.473672281284348,6.119161656356872
2025-04-15,21.820388424960928,19.040817043206186,17.0730261831015,8.546274978324115,7.47555013434026,6.936077444233231,6.5150318541925545,6.473672281284348,6.119161656356872
2025-04-17,21.820388424960928,19.05109271349394,17.0730261831015,8.546274978324115,7.4652744640525075,6.936077444233231,6.5150318541925545,6.473672281284348,6.119161656356872
2025-04-23,21.81814646416737,19.085096437917016,17.071271995477318,8.514573038009061,7.464507435879791,6.94050209626538,6.514362459784838,6.473007136413308,6.118532936085913
2025-04-24,21.814784386667032,19.102701573502216,17.06864138982196,8.513260980888028,7.463357189109631,6.93429608072815,6.513358626049875,6.472009675346274,6.1175900978868345
2025-04-25,21.770334480620086,19.412349181053372,17.03386224680231,8.381859720992718,7.422519570680033,6.915040677380777,6.500086976243658,6.458822278354172,6.105124867872872
2025-04-28,21.6053170948732,19.417820965910177,16.904746939931755,8.191146038318122,7.518873300396972,7.442565384628397,6.450816839356143,6.409864924560341,6.058848512024894
2025-04-29,21.6053170948732,19.687442268292475,16.889485356778042,8.06396617870383,7.412042218320966,7.422216607090109,6.450816839356143,6.409864924560341,6.058848512024894
2025-04-30,21.66415923170426,19.766826224698203,16.88776712969584,8.052972449210232,7.411288165050252,7.299381274431786,6.450160574943014,6.409212826330349,6.058232123936067
2025-05-02,21.66305730198428,19.770907219384664,16.88690814724906,8.052562841360647,7.4109111959463485,7.2990099973802405,6.449832492806978,6.408886826968016,6.057923976919767
